Środa,05,Sierpień,2026,13:57:47:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'033
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obciążenie,Czas wtrysku,Ciśnienie rzecz.,,Lambda,Napięcie, , 
,104.74,864,81.0,0.0,11111111,104.14,832,29.4,4.12,418.2,104.44,0.0,0.78, , 
,105.68,1344,81.0,-12.1,11101011,105.04,864,32.5,4.12,438.6,105.35,-10.9,1.05, , 
,106.66,1376,81.0,0.0,11101011,106.01,1184,31.0,3.09,418.2,106.34,-7.8,1.56, , 
,107.74,1984,81.0,0.0,11101001,107.02,1568,66.3,10.30,754.8,107.39,0.0,0.98, , 
,108.71,1920,81.0,0.0,11111111,108.06,2208,62.0,8.24,693.6,108.40,0.0,1.13, , 
,109.74,1376,81.0,0.0,11101011,109.03,1408,25.1,4.12,357.0,109.40,0.0,1.68, , 
,110.71,1568,81.0,0.0,11101011,110.07,1408,56.1,8.24,673.2,110.33,0.0,0.94, , 
,111.80,1824,81.0,-4.3,11101011,111.10,1664,59.2,8.24,693.6,111.44,-4.3,1.37, , 
,112.86,2080,81.0,-3.1,11101001,112.16,1920,53.3,7.21,632.4,112.51,-3.1,1.52, , 
,113.87,2304,81.0,-4.7,11101001,113.19,2144,56.1,7.21,652.8,113.53,-3.5,1.48, , 
,114.90,2528,81.0,-3.5,11101001,114.22,2400,57.6,7.21,652.8,114.55,-4.3,1.48, , 
,115.92,2784,81.0,-6.3,11101001,115.23,2624,54.5,7.21,632.4,115.57,-2.0,1.52, , 
,116.97,1792,81.0,0.0,11101011,116.26,2560,0.0,0.00,357.0,116.61,0.0,3.71, , 
,118.08,1888,81.0,-5.1,11101011,117.34,1824,25.1,3.09,336.6,117.70,0.0,0.86, , 
,119.17,1920,81.0,-3.1,11101011,118.44,1888,40.0,5.15,499.8,118.80,-3.1,1.45, , 
,120.25,1952,81.0,-4.3,11101011,119.53,1920,36.9,4.12,459.0,119.90,-3.9,1.45, , 
,121.34,1952,81.0,-6.3,11101011,120.62,1952,35.3,4.12,438.6,120.98,-5.9,1.41, , 
,122.41,1888,81.0,0.0,11101011,121.71,1952,31.0,3.09,397.8,122.05,0.0,1.48, , 
,123.47,1856,81.0,0.8,11101011,122.76,1920,17.6,2.06,275.4,123.11,-5.9,0.90, , 
,124.54,1728,81.0,-5.1,11111111,123.81,1824,19.2,2.06,295.8,124.18,-4.3,1.33, , 
,125.46,928,81.0,0.0,11111111,124.86,1376,0.0,0.00,336.6,125.16,0.0,3.13, , 
,126.38,864,81.0,0.0,11111111,125.77,896,32.5,4.12,438.6,126.08,0.0,1.17, , 
,127.28,896,81.0,0.0,11111111,126.68,864,31.0,4.12,438.6,126.98,0.0,0.86, , 
,128.23,864,81.0,-4.7,11111111,127.59,896,32.5,4.12,438.6,127.92,-3.5,1.29, , 
,129.17,864,81.0,-6.6,11111111,128.54,864,31.0,4.12,438.6,128.84,-5.9,1.37, , 
,130.13,864,81.0,-6.6,11111111,129.50,864,31.0,4.12,438.6,129.81,-6.6,1.48, , 
,131.06,864,81.0,-6.3,11111111,130.42,864,31.0,4.12,438.6,130.76,-6.6,1.52, , 
,132.10,1664,81.0,-9.8,11101011,131.37,896,31.0,4.12,438.6,131.70,-6.6,1.48, , 
,133.19,1632,81.0,-5.1,11101011,132.45,1632,23.5,3.09,336.6,132.81,-5.1,1.60, , 
,134.29,1568,81.0,-4.7,11101011,133.56,1600,28.2,3.09,377.4,133.93,-4.3,1.56, , 
,135.34,1568,81.0,-5.9,11101011,134.64,1568,28.2,3.09,377.4,134.98,-5.5,1.48, , 
,136.44,1568,81.0,-5.1,11101011,135.70,1568,29.4,3.09,397.8,136.08,-5.5,1.48, , 
,137.50,1600,81.0,-4.7,11101011,136.80,1600,32.5,4.12,418.2,137.14,-4.7,1.48, , 
,138.56,1600,81.0,-5.5,11101011,137.84,1600,31.0,4.12,397.8,138.21,-4.7,1.45, , 
,139.62,1600,81.0,-5.5,11111111,138.94,1568,31.0,4.12,418.2,139.29,-5.1,1.45, , 
,140.70,1472,81.0,-5.5,11111111,139.96,1600,23.5,2.06,336.6,140.33,-4.3,1.48, , 
,141.64,896,81.0,-6.6,11111111,141.02,1312,23.5,3.09,336.6,141.35,-7.8,1.33, , 
,142.57,896,81.0,-9.0,11111111,141.95,800,29.4,4.12,418.2,142.27,-8.2,1.33, , 
,143.48,864,81.0,-9.8,11111111,142.85,864,32.5,4.12,438.6,143.16,-9.8,1.45, , 
,144.39,864,81.0,-9.4,11111111,143.78,864,32.5,4.12,438.6,144.10,-9.4,1.52, , 
,145.32,1248,81.0,-7.8,11101011,144.68,896,32.5,4.12,438.6,144.99,-9.0,1.48, , 
,146.32,1344,81.0,-1.2,11101011,145.64,1280,47.1,7.21,571.2,145.98,0.0,1.41, , 
,147.45,1632,81.0,0.0,11101011,146.75,1440,59.2,9.27,693.6,147.09,0.0,0.94, , 
,148.47,1952,81.0,-6.6,11101011,147.75,1760,72.2,10.30,826.2,148.12,-4.7,1.17, , 
,149.50,2240,81.0,-6.6,11101001,148.81,2048,66.3,8.24,754.8,149.16,-7.0,1.45, , 
,150.54,2496,81.0,-6.6,11101001,149.84,2304,63.5,8.24,693.6,150.23,-7.8,1.45, , 
,151.58,992,81.0,0.0,11101011,150.91,2176,0.0,0.00,336.6,151.25,0.0,3.75, , 
,152.57,1600,81.0,0.0,11101011,151.87,1376,23.5,3.09,336.6,152.20,0.0,1.17, , 
,153.55,1120,81.0,0.0,11111111,152.91,1632,22.0,3.09,316.2,153.23,0.0,1.21, , 
,154.46,896,81.0,0.0,11111111,153.85,864,34.1,6.18,438.6,154.14,0.0,1.99, , 
,155.33,896,81.0,0.0,11111111,154.76,864,31.0,4.12,438.6,155.04,0.0,0.78, , 
,156.24,896,81.0,-3.1,11111111,155.62,896,31.0,4.12,438.6,155.92,-1.6,1.13, , 
,157.16,1056,81.0,0.0,11101011,156.54,896,31.0,4.12,438.6,156.84,-5.1,1.37, , 
,158.11,1504,81.0,0.0,11101011,157.50,1440,34.1,4.12,438.6,157.79,0.0,1.41, , 
,159.21,1888,81.0,0.0,11101011,158.47,1632,76.9,12.36,887.4,158.84,0.0,1.02, , 
,160.26,2208,81.0,0.0,11101001,159.56,2048,72.2,10.30,826.2,159.92,0.0,1.25, , 
,161.29,2400,81.0,0.0,11101001,160.59,2240,45.9,6.18,520.2,160.95,0.0,1.45, , 
,162.31,2720,81.0,0.0,11101001,161.63,2496,71.0,10.30,775.2,161.97,-4.3,1.21, , 
,163.38,1792,81.0,0.0,11101011,162.66,2304,0.0,0.00,316.2,163.00,0.0,3.79, , 
,164.50,1920,81.0,0.0,11101011,163.76,1792,42.7,6.18,499.8,164.13,0.0,1.02, , 
,165.59,2048,81.0,-7.8,11101001,164.87,1952,76.9,11.33,867.0,165.23,-6.3,1.09, , 
,166.63,2208,81.0,-14.1,11101001,165.94,2112,82.7,11.33,907.8,166.28,-12.9,1.29, , 
,167.67,2400,81.0,-16.0,11101001,166.96,2272,84.3,10.30,928.2,167.32,-15.6,1.52, , 
,168.72,2528,81.0,-16.8,11101001,168.02,2432,82.7,10.30,907.8,168.37,-16.4,1.52, , 
,169.73,2688,81.0,0.0,11101001,169.04,2592,81.2,10.30,887.4,169.39,-16.4,1.52, , 
,170.82,1952,81.0,0.0,11101011,170.11,2176,0.0,0.00,316.2,170.45,0.0,3.83, , 
,171.90,1920,81.0,0.0,11111111,171.17,1920,16.1,2.06,244.8,171.54,0.0,1.88, , 
,173.00,1856,81.0,0.0,11111111,172.28,1888,19.2,2.06,275.4,172.64,1.6,1.76, , 
,174.10,1760,81.0,0.0,11111111,173.36,1824,0.0,0.00,295.8,173.75,0.0,3.83, , 
,175.10,1664,81.0,0.0,11111111,174.47,1728,0.0,0.00,316.2,174.79,0.0,3.91, , 
,176.13,1568,81.0,0.0,11111111,175.44,1632,0.0,0.00,316.2,175.78,0.0,3.87, , 
,177.03,1504,81.0,0.0,11111111,176.44,1536,0.0,0.00,316.2,176.76,0.0,3.95, , 
,177.96,1440,81.0,0.0,11111111,177.34,1472,0.0,0.00,316.2,177.61,0.0,3.87, , 
,178.98,1184,81.0,0.0,11111111,178.34,1440,23.5,3.09,336.6,178.68,0.0,2.11, , 
,179.97,1888,82.5,0.0,11101011,179.29,1120,35.3,5.15,438.6,179.62,0.0,0.70, , 
,181.06,1920,82.5,0.0,11101011,180.35,1888,57.6,8.24,673.2,180.71,0.0,1.48, , 
,182.17,2048,82.5,1.2,11101001,181.45,1984,57.6,8.24,673.2,181.80,0.8,1.52, , 
,183.25,2144,82.5,3.5,11101001,182.54,2080,56.1,7.21,652.8,182.89,2.7,1.48, , 
,184.31,2208,81.0,5.1,11101001,183.61,2176,53.3,7.21,612.0,183.96,4.7,1.52, , 
,185.31,2272,82.5,5.5,11101001,184.63,2240,51.8,7.21,612.0,184.95,5.1,1.37, , 
,186.35,2368,82.5,6.3,11101001,185.66,2304,51.8,7.21,612.0,186.00,5.9,1.45, , 
,187.39,2400,82.5,7.8,11101001,186.71,2368,51.8,7.21,591.6,187.06,6.6,1.45, , 
,188.49,2432,82.5,0.0,11111101,187.77,2432,47.1,7.21,550.8,188.12,7.8,1.41, , 
,189.46,2368,82.5,3.9,11111101,188.82,2400,19.2,2.06,275.4,189.15,-0.4,1.48, , 
,190.44,2272,82.5,0.0,11111101,189.79,2368,0.0,0.00,244.8,190.11,0.0,3.59, , 
,191.44,2176,81.0,0.0,11101001,190.79,2240,0.0,0.00,244.8,191.11,0.0,3.95, , 
,192.44,2144,82.5,0.0,11101001,191.77,2144,16.1,2.06,244.8,192.09,0.0,1.56, , 
,193.48,2080,81.0,-2.7,11101001,192.78,2112,23.5,3.09,316.2,193.13,-2.0,1.41, , 
,194.56,2080,81.0,-2.0,11101001,193.84,2080,34.1,4.12,418.2,194.20,-2.0,1.52, , 
,195.64,2080,81.0,-3.5,11101001,194.93,2080,34.1,4.12,418.2,195.28,-2.7,1.41, , 
,196.63,1600,82.5,0.0,11111111,195.97,2080,32.5,4.12,397.8,196.32,-4.7,1.41, , 
,197.52,960,81.0,0.0,11111111,196.92,1088,23.5,3.09,357.0,197.22,0.0,3.48, , 
,198.48,896,81.0,0.0,11111111,197.83,928,29.4,4.12,418.2,198.14,0.0,1.13, , 
,199.38,896,81.0,-1.6,11111111,198.78,896,29.4,4.12,418.2,199.08,0.0,1.09, , 
,200.30,896,81.0,-2.0,11111111,199.68,864,31.0,4.12,438.6,200.00,-2.3,1.45, , 
,201.21,864,81.0,-0.4,11111111,200.60,864,31.0,4.12,438.6,200.90,-1.2,1.52, , 
,202.17,1280,81.0,-0.8,11101011,201.52,864,31.0,4.12,438.6,201.81,0.4,1.48, , 
,203.19,1440,81.0,-1.2,11101011,202.49,1408,23.5,3.09,336.6,202.88,0.0,1.56, , 
,204.23,1312,81.0,-9.0,11111111,203.54,1408,25.1,3.09,357.0,203.88,-6.6,1.21, , 
,205.25,1216,82.5,-8.2,11111111,204.59,1312,23.5,3.09,336.6,204.92,-8.6,1.45, , 
,206.21,1120,82.5,0.0,11101011,205.58,1216,23.5,3.09,336.6,205.89,-7.8,1.56, , 
,207.16,1184,81.0,0.0,11101011,206.54,1184,45.9,7.21,571.2,206.84,0.0,1.45, , 
,208.16,1248,82.5,0.4,11101011,207.48,1184,41.2,6.18,520.2,207.83,-0.8,1.48, , 
,209.13,1184,82.5,-7.4,11101011,208.48,1248,26.7,3.09,377.4,208.82,-3.1,1.29, , 
,210.11,1184,82.5,-6.6,11101011,209.45,1248,22.0,3.09,336.6,209.79,-9.8,1.33, , 
,211.12,1280,82.5,0.0,11101011,210.46,1216,41.2,5.15,520.2,210.79,-6.3,1.52, , 
