Wtorek,18,Sierpień,2026,17:23:46:00009-VCID:1C3761778CABCE7337-5178,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'004,,,,Grupa C:,'012
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Napięcie,Temperatura,Temperatura,,Obroty silnika,Obciążenie,(bez jednostek),(bez jednostek)
,35.22,0,85.5,0.0,10110111,35.48,0,13.03,85.5,43.5,34.94,0,0.0,0.0,0.0
,36.01,0,85.5,0.0,10110111,36.28,0,13.03,85.5,43.5,35.74,0,0.0,0.0,0.0
,36.81,0,85.5,0.0,10110111,37.07,0,13.03,85.5,43.5,36.54,0,0.0,0.0,0.0
,37.61,0,85.5,0.0,10110111,37.87,0,13.03,85.5,43.5,37.34,0,0.0,0.0,0.0
,38.40,0,85.5,0.0,10110111,38.67,0,13.03,85.5,43.5,38.14,0,0.0,0.0,0.0
,39.22,0,85.5,0.0,10110111,39.49,0,13.03,85.5,43.5,38.94,0,0.0,0.0,0.0
,40.03,0,85.5,0.0,10110111,40.30,0,13.03,85.5,43.5,39.76,0,0.0,0.0,0.0
,40.86,0,85.5,0.0,10110111,41.13,0,13.03,85.5,43.5,40.58,0,0.0,0.0,0.0
,41.67,0,87.0,0.0,10110111,41.93,0,12.93,87.0,43.5,41.40,0,0.0,0.0,0.0
,42.47,0,87.0,0.0,10110111,42.75,0,12.93,87.0,43.5,42.20,0,0.0,0.0,0.0
,43.28,0,87.0,0.0,10110111,43.55,0,12.93,87.0,43.5,43.01,0,0.0,0.0,0.0
,44.10,0,87.0,0.0,10110111,44.37,0,12.93,87.0,43.5,43.82,0,0.0,0.0,0.0
,44.90,0,87.0,0.0,10110111,45.17,0,12.93,87.0,43.5,44.64,0,0.0,0.0,0.0
,45.72,0,87.0,0.0,10110111,45.98,0,12.93,87.0,43.5,45.44,0,0.0,0.0,0.0
,46.51,0,87.0,0.0,10110111,46.78,0,12.93,87.0,43.5,46.25,0,0.0,0.0,0.0
,47.32,0,87.0,0.0,10110111,47.59,0,12.93,87.0,43.5,47.04,0,0.0,0.0,0.0
,48.12,0,87.0,0.0,10110111,48.39,0,12.93,87.0,43.5,47.86,0,0.0,0.0,0.0
,48.93,0,87.0,0.0,10110111,49.18,0,12.93,87.0,43.5,48.66,0,0.0,0.0,0.0
,49.73,0,87.0,0.0,10110111,50.00,0,12.93,87.0,43.5,49.46,0,0.0,0.0,0.0
,50.53,0,87.0,0.0,10110111,50.79,0,12.93,87.0,43.5,50.26,0,0.0,0.0,0.0
,51.34,0,87.0,0.0,10110111,51.61,0,12.83,87.0,43.5,51.06,0,0.0,0.0,0.0
,52.13,0,87.0,0.0,10110111,52.40,0,12.83,87.0,43.5,51.87,0,0.0,0.0,0.0
,52.93,0,87.0,0.0,10110111,53.20,0,12.83,87.0,43.5,52.67,0,0.0,0.0,0.0
,53.73,0,87.0,0.0,10110111,54.00,0,12.83,87.0,43.5,53.46,0,0.0,0.0,0.0
,54.54,0,87.0,0.0,10110111,54.80,0,12.83,87.0,43.5,54.26,0,0.0,0.0,0.0
,55.36,0,87.0,0.0,10110111,55.63,0,12.83,87.0,43.5,55.08,0,0.0,0.0,0.0
,56.19,0,87.0,0.0,10110111,56.46,0,12.83,87.0,43.5,55.91,0,0.0,0.0,0.0
,56.98,0,87.0,0.0,10110111,57.25,0,12.83,87.0,43.5,56.71,0,0.0,0.0,0.0
,57.79,0,87.0,0.0,10110111,58.05,0,12.83,87.0,43.5,57.51,0,0.0,0.0,0.0
,58.59,0,87.0,0.0,10110111,58.85,0,12.83,87.0,43.5,58.33,0,0.0,0.0,0.0
,59.39,0,87.0,0.0,10110111,59.65,0,12.83,87.0,43.5,59.12,0,0.0,0.0,0.0
,60.18,0,87.0,0.0,10110111,60.45,0,12.83,87.0,43.5,59.92,0,0.0,0.0,0.0
,60.98,0,87.0,0.0,10110111,61.25,0,12.83,87.0,43.5,60.71,0,0.0,0.0,0.0
,61.78,0,87.0,0.0,10110111,62.05,0,12.83,87.0,43.5,61.51,0,0.0,0.0,0.0
,62.57,0,87.0,0.0,10110111,62.84,0,12.73,87.0,43.5,62.31,0,0.0,0.0,0.0
,63.38,0,87.0,0.0,10110111,63.66,0,12.73,87.0,43.5,63.11,0,0.0,0.0,0.0
,64.21,0,87.0,0.0,10110111,64.48,0,12.73,87.0,43.5,63.93,0,0.0,0.0,0.0
,65.02,0,87.0,0.0,10110111,65.28,0,12.73,87.0,43.5,64.74,0,0.0,0.0,0.0
,65.83,0,87.0,0.0,10110111,66.10,0,12.73,87.0,43.5,65.56,0,0.0,0.0,0.0
,66.64,0,87.0,0.0,10110111,66.92,0,12.73,87.0,43.5,66.35,0,0.0,0.0,0.0
,67.45,0,87.0,0.0,10110111,67.72,0,12.73,87.0,43.5,67.18,0,0.0,0.0,0.0
,68.26,0,87.0,0.0,10110111,68.53,0,12.73,87.0,43.5,67.99,0,0.0,0.0,0.0
,69.06,0,87.0,0.0,10110111,69.32,0,12.73,87.0,43.5,68.79,0,0.0,0.0,0.0
,69.85,0,87.0,0.0,10110111,70.12,0,12.73,87.0,43.5,69.59,0,0.0,0.0,0.0
,70.66,0,87.0,0.0,10110111,70.93,0,12.73,87.0,43.5,70.39,0,0.0,0.0,0.0
,71.47,0,87.0,0.0,10110111,71.75,0,12.73,87.0,43.5,71.20,0,0.0,0.0,0.0
,72.28,0,87.0,0.0,10110111,72.54,0,12.73,87.0,43.5,72.01,0,0.0,0.0,0.0
,73.09,0,87.0,0.0,10110111,73.36,0,12.73,87.0,43.5,72.82,0,0.0,0.0,0.0
,73.89,0,87.0,0.0,10110111,74.15,0,12.73,87.0,43.5,73.62,0,0.0,0.0,0.0
,74.69,0,87.0,0.0,10110111,74.95,0,12.63,87.0,43.5,74.42,0,0.0,0.0,0.0
,75.48,0,87.0,0.0,10110111,75.75,0,12.63,87.0,43.5,75.21,0,0.0,0.0,0.0
,76.28,0,87.0,0.0,10110111,76.54,0,12.63,87.0,43.5,76.01,0,0.0,0.0,0.0
,77.07,0,87.0,0.0,10110111,77.35,0,12.63,87.0,43.5,76.81,0,0.0,0.0,0.0
,77.89,0,87.0,0.0,10110111,78.15,0,12.63,87.0,43.5,77.62,0,0.0,0.0,0.0
,78.69,0,87.0,0.0,10110111,78.97,0,12.63,87.0,43.5,78.42,0,0.0,0.0,0.0
,79.50,0,87.0,0.0,10110111,79.76,0,12.63,87.0,43.5,79.23,0,0.0,0.0,0.0
,80.29,0,87.0,0.0,10110111,80.56,0,12.63,87.0,43.5,80.03,0,0.0,0.0,0.0
,81.10,0,87.0,0.0,10110111,81.38,0,12.63,87.0,43.5,80.82,0,0.0,0.0,0.0
,81.92,0,87.0,0.0,10110111,82.19,0,12.63,87.0,43.5,81.65,0,0.0,0.0,0.0
,82.73,0,87.0,0.0,10110111,83.00,0,12.63,87.0,43.5,82.46,0,0.0,0.0,0.0
,83.53,0,87.0,0.0,10110111,83.79,0,12.63,87.0,43.5,83.26,0,0.0,0.0,0.0
,84.32,0,87.0,0.0,10110111,84.59,0,12.63,87.0,43.5,84.07,0,0.0,0.0,0.0
,85.13,0,87.0,0.0,10110111,85.40,0,12.63,87.0,43.5,84.86,0,0.0,0.0,0.0
,85.94,0,87.0,0.0,10110111,86.21,0,12.63,87.0,43.5,85.67,0,0.0,0.0,0.0
,86.75,0,87.0,0.0,10110111,87.01,0,12.63,87.0,43.5,86.48,0,0.0,0.0,0.0
,87.54,0,87.0,0.0,10110111,87.81,0,12.63,87.0,43.5,87.28,0,0.0,0.0,0.0
,88.34,0,87.0,0.0,10110111,88.62,0,12.63,87.0,43.5,88.08,0,0.0,0.0,0.0
,89.15,0,87.0,0.0,10110111,89.42,0,12.63,87.0,43.5,88.89,0,0.0,0.0,0.0
,89.96,0,87.0,0.0,10110111,90.24,0,12.63,87.0,43.5,89.69,0,0.0,0.0,0.0
,90.76,0,87.0,0.0,10110111,91.03,0,12.52,87.0,43.5,90.50,0,0.0,0.0,0.0
,91.56,0,87.0,0.0,10110111,91.83,0,12.52,87.0,43.5,91.29,0,0.0,0.0,0.0
,92.36,0,87.0,0.0,10110111,92.63,0,12.52,87.0,43.5,92.09,0,0.0,0.0,0.0
,93.17,0,87.0,0.0,10110111,93.44,0,12.52,87.0,43.5,92.90,0,0.0,0.0,0.0
,93.98,0,87.0,0.0,10110111,94.25,0,12.52,87.0,43.5,93.72,0,0.0,0.0,0.0
,94.78,0,87.0,0.0,10110111,95.04,0,12.52,87.0,43.5,94.51,0,0.0,0.0,0.0
,95.57,0,87.0,0.0,10110111,95.84,0,12.52,87.0,43.5,95.31,0,0.0,0.0,0.0
,96.37,0,87.0,0.0,10110111,96.64,0,12.52,87.0,43.5,96.11,0,0.0,0.0,0.0
,97.17,0,87.0,0.0,10110111,97.44,0,12.52,87.0,43.5,96.90,0,0.0,0.0,0.0
,97.98,0,87.0,0.0,10110111,98.25,0,12.52,87.0,43.5,97.71,0,0.0,0.0,0.0
,98.78,0,87.0,0.0,10110111,99.04,0,12.52,87.0,43.5,98.51,0,0.0,0.0,0.0
,99.57,0,87.0,0.0,10110111,99.84,0,12.52,87.0,43.5,99.31,0,0.0,0.0,0.0
,100.38,0,87.0,0.0,10110111,100.65,0,12.52,87.0,43.5,100.11,0,0.0,0.0,0.0
,101.19,0,87.0,0.0,10110111,101.45,0,12.52,87.0,43.5,100.92,0,0.0,0.0,0.0
,101.98,0,87.0,0.0,10110111,102.25,0,12.52,87.0,43.5,101.71,0,0.0,0.0,0.0
,102.78,0,87.0,0.0,10110111,103.04,0,12.52,87.0,43.5,102.51,0,0.0,0.0,0.0
,103.57,0,87.0,0.0,10110111,103.84,0,12.52,87.0,43.5,103.31,0,0.0,0.0,0.0
,104.38,0,87.0,0.0,10110111,104.65,0,12.52,87.0,43.5,104.10,0,0.0,0.0,0.0
,105.18,0,87.0,0.0,10110111,105.45,0,12.52,87.0,43.5,104.92,0,0.0,0.0,0.0
,105.99,0,87.0,0.0,10110111,106.26,0,12.52,87.0,43.5,105.72,0,0.0,0.0,0.0
,106.79,0,87.0,0.0,10110111,107.06,0,12.52,87.0,43.5,106.53,0,0.0,0.0,0.0
,107.59,0,87.0,0.0,10110111,107.86,0,12.52,87.0,43.5,107.32,0,0.0,0.0,0.0
,108.39,0,87.0,0.0,10110111,108.65,0,12.52,87.0,43.5,108.12,0,0.0,0.0,0.0
,109.18,0,87.0,0.0,10110111,109.45,0,12.52,87.0,43.5,108.92,0,0.0,0.0,0.0
,110.00,0,87.0,0.0,10110111,110.26,0,12.52,87.0,43.5,109.72,0,0.0,0.0,0.0
,110.80,0,87.0,0.0,10110111,111.07,0,12.52,87.0,43.5,110.53,0,0.0,0.0,0.0
,111.61,0,87.0,0.0,10110111,111.88,0,12.42,87.0,43.5,111.34,0,0.0,0.0,0.0
,112.42,0,87.0,0.0,10110111,112.69,0,12.52,87.0,43.5,112.15,0,0.0,0.0,0.0
,113.23,0,87.0,0.0,10110111,113.50,0,12.42,87.0,43.5,112.96,0,0.0,0.0,0.0
,114.03,0,87.0,0.0,10110111,114.29,0,12.52,87.0,43.5,113.76,0,0.0,0.0,0.0
,114.82,0,87.0,0.0,10110111,115.09,0,12.52,87.0,43.5,114.56,0,0.0,0.0,0.0
,115.62,0,87.0,0.0,10110111,115.89,0,12.52,87.0,43.5,115.36,0,0.0,0.0,0.0
,116.42,0,87.0,0.0,10110111,116.69,0,12.42,87.0,43.5,116.15,0,0.0,0.0,0.0
,117.23,0,87.0,0.0,10110111,117.50,0,12.52,87.0,43.5,116.96,0,0.0,0.0,0.0
,118.03,0,87.0,0.0,10110111,118.29,0,12.42,87.0,43.5,117.76,0,0.0,0.0,0.0
,118.82,0,87.0,0.0,10110111,119.09,0,12.42,87.0,43.5,118.56,0,0.0,0.0,0.0
,119.62,0,87.0,0.0,10110111,119.89,0,12.42,87.0,43.5,119.36,0,0.0,0.0,0.0
,120.42,0,87.0,0.0,10110111,120.69,0,12.42,87.0,43.5,120.15,0,0.0,0.0,0.0
,121.21,0,87.0,0.0,10110111,121.48,0,12.42,87.0,43.5,120.95,0,0.0,0.0,0.0
,122.01,0,87.0,0.0,10110111,122.28,0,12.42,87.0,43.5,121.75,0,0.0,0.0,0.0
,122.81,0,87.0,0.0,10110111,123.07,0,12.42,87.0,43.5,122.54,0,0.0,0.0,0.0
,123.60,0,87.0,0.0,10110111,123.88,0,12.42,87.0,43.5,123.34,0,0.0,0.0,0.0
,124.42,0,87.0,0.0,10110111,124.69,0,12.42,87.0,43.5,124.15,0,0.0,0.0,0.0
,125.21,0,87.0,0.0,10110111,125.48,0,12.42,87.0,43.5,124.95,0,0.0,0.0,0.0
,126.01,0,87.0,0.0,10110111,126.28,0,12.42,87.0,43.5,125.75,0,0.0,0.0,0.0
,126.81,0,87.0,0.0,10110111,127.08,0,12.42,87.0,43.5,126.54,0,0.0,0.0,0.0
,127.61,0,87.0,0.0,10110111,127.87,0,12.42,87.0,43.5,127.34,0,0.0,0.0,0.0
,128.40,0,87.0,0.0,10110111,128.67,0,12.42,87.0,43.5,128.14,0,0.0,0.0,0.0
,129.22,0,87.0,0.0,10110111,129.48,0,12.42,87.0,43.5,128.94,0,0.0,0.0,0.0
,130.01,0,87.0,0.0,10110111,130.28,0,12.42,87.0,43.5,129.75,0,0.0,0.0,0.0
,130.81,0,87.0,0.0,10110111,131.07,0,12.42,87.0,43.5,130.54,0,0.0,0.0,0.0
,131.61,0,87.0,0.0,10110111,131.88,0,12.42,87.0,43.5,131.34,0,0.0,0.0,0.0
,132.42,0,87.0,0.0,10110111,132.69,0,12.42,87.0,43.5,132.15,0,0.0,0.0,0.0
,133.23,0,87.0,0.0,10110111,133.50,0,12.42,87.0,43.5,132.96,0,0.0,0.0,0.0
,134.03,0,87.0,0.0,10110111,134.30,0,12.42,87.0,43.5,133.76,0,0.0,0.0,0.0
,134.84,0,87.0,0.0,10110111,135.11,0,12.42,87.0,43.5,134.58,0,0.0,0.0,0.0
,135.65,0,87.0,0.0,10110111,135.92,0,12.42,87.0,43.5,135.38,0,0.0,0.0,0.0
,136.46,0,87.0,0.0,10110111,136.73,0,12.42,87.0,43.5,136.19,0,0.0,0.0,0.0
,137.26,0,87.0,0.0,10110111,137.53,0,12.42,87.0,43.5,137.00,0,0.0,0.0,0.0
,138.06,0,87.0,0.0,10110111,138.32,0,12.42,87.0,43.5,137.79,0,0.0,0.0,0.0
,138.86,0,87.0,0.0,10110111,139.12,0,12.42,87.0,43.5,138.59,0,0.0,0.0,0.0
,139.65,0,87.0,0.0,10110111,139.92,0,12.42,87.0,43.5,139.39,0,0.0,0.0,0.0
,140.45,0,87.0,0.0,10110111,140.71,0,12.42,87.0,43.5,140.19,0,0.0,0.0,0.0
,141.25,0,87.0,0.0,10110111,141.51,0,12.42,87.0,43.5,140.98,0,0.0,0.0,0.0
,142.04,0,87.0,0.0,10110111,142.31,0,12.42,87.0,43.5,141.78,0,0.0,0.0,0.0
,142.84,0,87.0,0.0,10110111,143.11,0,12.42,87.0,43.5,142.57,0,0.0,0.0,0.0
,143.64,0,87.0,0.0,10110111,143.90,0,12.42,87.0,43.5,143.37,0,0.0,0.0,0.0
,144.44,0,87.0,0.0,10110111,144.70,0,12.42,87.0,43.5,144.17,0,0.0,0.0,0.0
,145.23,0,87.0,0.0,10110111,145.50,0,12.42,87.0,43.5,144.97,0,0.0,0.0,0.0
,146.03,0,87.0,0.0,10110111,146.29,0,12.42,87.0,43.5,145.76,0,0.0,0.0,0.0
,146.82,0,87.0,0.0,10110111,147.09,0,12.42,87.0,43.5,146.56,0,0.0,0.0,0.0
,147.63,0,87.0,0.0,10110111,147.90,0,12.42,87.0,43.5,147.36,0,0.0,0.0,0.0
,148.44,0,87.0,0.0,10110111,148.70,0,12.42,87.0,43.5,148.17,0,0.0,0.0,0.0
,149.23,0,87.0,0.0,10110111,149.50,0,12.42,87.0,43.5,148.97,0,0.0,0.0,0.0
,150.03,0,87.0,0.0,10110111,150.30,0,12.42,87.0,43.5,149.76,0,0.0,0.0,0.0
,150.86,0,87.0,0.0,10110111,151.12,0,12.42,87.0,43.5,150.58,0,0.0,0.0,0.0
,151.65,0,87.0,0.0,10110111,151.92,0,12.42,87.0,43.5,151.39,0,0.0,0.0,0.0
,152.47,0,87.0,0.0,10110111,152.73,0,12.42,87.0,43.5,152.19,0,0.0,0.0,0.0
,153.26,0,87.0,0.0,10110111,153.53,0,12.42,87.0,43.5,153.00,0,0.0,0.0,0.0
,154.06,0,87.0,0.0,10110111,154.32,0,12.42,87.0,43.5,153.79,0,0.0,0.0,0.0
,154.86,0,87.0,0.0,10110111,155.12,0,12.42,87.0,45.0,154.59,0,0.0,0.0,0.0
,155.65,0,87.0,0.0,10110111,155.92,0,12.42,87.0,43.5,155.39,0,0.0,0.0,0.0
,156.45,0,87.0,0.0,10110111,156.71,0,12.42,87.0,43.5,156.19,0,0.0,0.0,0.0
,157.25,0,87.0,0.0,10110111,157.51,0,12.42,85.5,45.0,156.98,0,0.0,0.0,0.0
,158.04,0,85.5,0.0,10110111,158.31,0,12.42,85.5,45.0,157.78,0,0.0,0.0,0.0
,158.84,0,87.0,0.0,10110111,159.11,0,12.42,87.0,45.0,158.58,0,0.0,0.0,0.0
,159.64,0,87.0,0.0,10110111,159.90,0,12.42,87.0,45.0,159.37,0,0.0,0.0,0.0
,160.43,0,87.0,0.0,10110111,160.70,0,12.42,87.0,45.0,160.17,0,0.0,0.0,0.0
,161.23,0,87.0,0.0,10110111,161.50,0,12.42,87.0,45.0,160.96,0,0.0,0.0,0.0
,162.04,0,87.0,0.0,10110111,162.31,0,12.42,87.0,45.0,161.77,0,0.0,0.0,0.0
,162.84,0,87.0,0.0,10110111,163.11,0,12.42,87.0,45.0,162.58,0,0.0,0.0,0.0
,163.64,0,85.5,0.0,10110111,163.90,0,12.42,85.5,45.0,163.37,0,0.0,0.0,0.0
,164.44,0,85.5,0.0,10110111,164.71,0,12.42,85.5,45.0,164.17,0,0.0,0.0,0.0
,165.25,0,85.5,0.0,10110111,165.51,0,12.42,85.5,45.0,164.98,0,0.0,0.0,0.0
,166.04,0,85.5,0.0,10110111,166.31,0,12.32,85.5,45.0,165.78,0,0.0,0.0,0.0
,166.84,0,85.5,0.0,10110111,167.11,0,12.42,85.5,45.0,166.58,0,0.0,0.0,0.0
,167.65,0,85.5,0.0,10110111,167.92,0,12.42,85.5,45.0,167.38,0,0.0,0.0,0.0
,168.47,0,85.5,0.0,10110111,168.73,0,12.42,85.5,45.0,168.19,0,0.0,0.0,0.0
,169.27,0,85.5,0.0,10110111,169.54,0,12.42,85.5,45.0,169.00,0,0.0,0.0,0.0
,170.07,0,85.5,0.0,10110111,170.34,0,12.42,85.5,45.0,169.81,0,0.0,0.0,0.0
,170.87,0,85.5,0.0,10110111,171.14,0,12.42,85.5,45.0,170.60,0,0.0,0.0,0.0
,171.67,0,85.5,0.0,10110111,171.94,0,12.42,85.5,45.0,171.40,0,0.0,0.0,0.0
,172.48,0,85.5,0.0,10110111,172.75,0,12.42,85.5,45.0,172.21,0,0.0,0.0,0.0
,173.28,0,85.5,0.0,10110111,173.54,0,12.32,85.5,45.0,173.01,0,0.0,0.0,0.0
,174.07,0,85.5,0.0,10110111,174.34,0,12.42,85.5,45.0,173.81,0,0.0,0.0,0.0
,174.87,0,85.5,0.0,10110111,175.14,0,12.42,85.5,45.0,174.61,0,0.0,0.0,0.0
,175.67,0,85.5,0.0,10110111,175.94,0,12.42,85.5,45.0,175.40,0,0.0,0.0,0.0
,176.48,0,85.5,0.0,10110111,176.75,0,12.42,85.5,45.0,176.21,0,0.0,0.0,0.0
,177.28,0,85.5,0.0,10110111,177.54,0,12.42,85.5,45.0,177.01,0,0.0,0.0,0.0
,178.07,0,85.5,0.0,10110111,178.34,0,12.32,85.5,45.0,177.81,0,0.0,0.0,0.0
,178.87,0,85.5,0.0,10110111,179.14,0,12.42,85.5,45.0,178.61,0,0.0,0.0,0.0
,179.67,0,85.5,0.0,10110111,179.94,0,12.32,85.5,45.0,179.40,0,0.0,0.0,0.0
,180.48,0,85.5,0.0,10110111,180.75,0,12.32,85.5,45.0,180.22,0,0.0,0.0,0.0
,181.28,0,85.5,0.0,10110111,181.54,0,12.32,85.5,45.0,181.01,0,0.0,0.0,0.0
,182.07,0,85.5,0.0,10110111,182.34,0,12.32,85.5,45.0,181.81,0,0.0,0.0,0.0
,182.87,0,85.5,0.0,10110111,183.14,0,12.32,85.5,45.0,182.61,0,0.0,0.0,0.0
,183.67,0,85.5,0.0,10110111,183.94,0,12.32,85.5,45.0,183.40,0,0.0,0.0,0.0
,184.48,0,85.5,0.0,10110111,184.75,0,12.32,85.5,45.0,184.21,0,0.0,0.0,0.0
,185.28,0,85.5,0.0,10110111,185.55,0,12.32,85.5,45.0,185.01,0,0.0,0.0,0.0
,186.10,0,85.5,0.0,10110111,186.36,0,12.32,85.5,45.0,185.83,0,0.0,0.0,0.0
,186.90,0,85.5,0.0,10110111,187.17,0,12.32,85.5,45.0,186.63,0,0.0,0.0,0.0
,187.71,0,85.5,0.0,10110111,187.98,0,12.32,85.5,45.0,187.44,0,0.0,0.0,0.0
,188.51,0,85.5,0.0,10110111,188.78,0,12.32,85.5,45.0,188.25,0,0.0,0.0,0.0
,189.31,0,85.5,0.0,10110111,189.57,0,12.32,85.5,45.0,189.04,0,0.0,0.0,0.0
,190.11,0,85.5,0.0,10110111,190.37,0,12.32,85.5,45.0,189.84,0,0.0,0.0,0.0
,190.90,0,85.5,0.0,10110111,191.17,0,12.32,85.5,45.0,190.64,0,0.0,0.0,0.0
,191.72,0,85.5,0.0,10110111,191.98,0,12.32,85.5,45.0,191.44,0,0.0,0.0,0.0
,192.51,0,85.5,0.0,10110111,192.78,0,12.32,85.5,45.0,192.26,0,0.0,0.0,0.0
,193.31,0,85.5,0.0,10110111,193.57,0,12.32,85.5,45.0,193.04,0,0.0,0.0,0.0
,194.10,0,85.5,0.0,10110111,194.37,0,12.32,85.5,45.0,193.84,0,0.0,0.0,0.0
,194.90,0,85.5,0.0,10110111,195.17,0,12.32,85.5,45.0,194.64,0,0.0,0.0,0.0
,195.70,0,85.5,0.0,10110111,195.97,0,12.32,85.5,45.0,195.43,0,0.0,0.0,0.0
,196.51,0,85.5,0.0,10110111,196.78,0,12.32,85.5,45.0,196.25,0,0.0,0.0,0.0
,197.31,0,85.5,0.0,10110111,197.58,0,12.32,85.5,45.0,197.04,0,0.0,0.0,0.0
,198.11,0,85.5,0.0,10110111,198.37,0,12.32,85.5,45.0,197.84,0,0.0,0.0,0.0
,198.90,0,85.5,0.0,10110111,199.17,0,12.32,85.5,45.0,198.64,0,0.0,0.0,0.0
,199.70,0,85.5,0.0,10110111,199.98,0,12.32,85.5,45.0,199.43,0,0.0,0.0,0.0
,200.53,0,85.5,0.0,10110111,200.79,0,12.32,85.5,45.0,200.25,0,0.0,0.0,0.0
,201.33,0,85.5,0.0,10110111,201.61,0,12.32,85.5,45.0,201.06,0,0.0,0.0,0.0
,202.14,0,85.5,0.0,10110111,202.40,0,12.32,85.5,45.0,201.88,0,0.0,0.0,0.0
,202.94,0,85.5,0.0,10110111,203.20,0,12.32,85.5,45.0,202.67,0,0.0,0.0,0.0
,203.73,0,85.5,0.0,10110111,204.00,0,12.32,85.5,45.0,203.47,0,0.0,0.0,0.0
,204.54,0,85.5,0.0,10110111,204.81,0,12.32,85.5,45.0,204.27,0,0.0,0.0,0.0
,205.35,0,85.5,0.0,10110111,205.62,0,12.32,85.5,45.0,205.08,0,0.0,0.0,0.0
,206.15,0,85.5,0.0,10110111,206.42,0,12.32,85.5,45.0,205.89,0,0.0,0.0,0.0
,206.96,0,85.5,0.0,10110111,207.24,0,12.32,85.5,45.0,206.70,0,0.0,0.0,0.0
,207.79,0,85.5,0.0,10110111,208.05,0,12.32,85.5,45.0,207.51,0,0.0,0.0,0.0
,208.58,0,85.5,0.0,10110111,208.86,0,12.32,85.5,45.0,208.31,0,0.0,0.0,0.0
,209.40,0,85.5,0.0,10110111,209.67,0,12.32,85.5,45.0,209.13,0,0.0,0.0,0.0
,210.22,0,85.5,0.0,10110111,210.49,0,12.32,85.5,45.0,209.94,0,0.0,0.0,0.0
,211.05,0,85.5,0.0,10110111,211.33,0,12.32,85.5,45.0,210.77,0,0.0,0.0,0.0
,211.87,0,85.5,0.0,10110111,212.14,0,12.32,85.5,45.0,211.60,0,0.0,0.0,0.0
,212.67,0,85.5,0.0,10110111,212.94,0,12.32,85.5,45.0,212.40,0,0.0,0.0,0.0
,213.49,0,85.5,0.0,10110111,213.76,0,12.32,85.5,45.0,213.22,0,0.0,0.0,0.0
,214.29,0,85.5,0.0,10110111,214.56,0,12.32,85.5,45.0,214.03,0,0.0,0.0,0.0
,215.10,0,85.5,0.0,10110111,215.37,0,12.32,85.5,45.0,214.83,0,0.0,0.0,0.0
,215.91,0,85.5,0.0,10110111,216.19,0,12.32,85.5,45.0,215.64,0,0.0,0.0,0.0
