Czwartek,23,Lipiec,2026,08:45:26:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'033
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obciążenie,Czas wtrysku,Ciśnienie rzecz.,,Lambda,Napięcie, , 
,148.67,1792,84.0,8.6,10101011,149.05,1824,54.5,8.24,652.8,148.34,8.6,1.52, , 
,149.77,1824,84.0,0.0,10101011,150.16,1824,29.4,4.12,377.4,149.43,7.8,1.41, , 
,150.91,1824,84.0,0.0,10101011,151.28,1824,38.4,5.15,479.4,150.55,0.8,1.56, , 
,152.04,1856,84.0,4.3,10101011,152.41,1856,42.7,6.18,520.2,151.67,3.9,1.60, , 
,153.13,1856,84.0,0.0,10101011,153.50,1856,26.7,3.09,357.0,152.79,0.0,1.52, , 
,154.23,1824,84.0,-2.7,10101011,154.61,1856,28.2,3.09,377.4,153.86,-1.6,1.41, , 
,155.32,1824,84.0,-1.2,10101011,155.67,1824,32.5,4.12,418.2,154.98,-2.3,1.52, , 
,156.43,1856,84.0,0.4,10101011,156.79,1824,32.5,4.12,418.2,156.06,-0.4,1.56, , 
,157.53,1856,84.0,2.3,10101011,157.91,1856,32.5,4.12,418.2,157.16,1.2,1.52, , 
,158.63,1856,84.0,2.0,10101011,159.00,1856,29.4,4.12,397.8,158.26,3.5,1.45, , 
,159.74,1856,84.0,1.6,10101011,160.10,1824,31.0,4.12,397.8,159.37,2.0,1.45, , 
,160.82,1856,84.0,0.8,10101011,161.18,1856,34.1,5.15,438.6,160.47,0.8,1.48, , 
,161.92,1856,84.0,3.1,10101011,162.28,1856,34.1,4.12,438.6,161.53,2.0,1.52, , 
,163.03,1856,84.0,2.3,10101011,163.42,1856,32.5,4.12,418.2,162.67,2.7,1.45, , 
,164.16,1856,84.0,2.7,10101011,164.54,1888,32.5,4.12,418.2,163.78,2.3,1.48, , 
,165.29,1888,84.0,2.3,10101011,165.67,1888,34.1,5.15,438.6,164.92,2.0,1.48, , 
,166.36,1888,84.0,2.3,10101011,166.72,1888,35.3,5.15,438.6,166.01,2.3,1.48, , 
,167.44,1920,84.0,3.9,10101011,167.79,1920,35.3,5.15,438.6,167.08,3.1,1.48, , 
,168.51,1920,84.0,4.7,10101011,168.86,1952,44.3,6.18,520.2,168.15,3.1,1.48, , 
,169.60,1952,84.0,0.0,10101011,169.96,1952,25.1,3.09,336.6,169.23,7.4,1.48, , 
,170.68,1952,84.0,-4.3,10101011,171.03,1952,25.1,3.09,336.6,170.32,-2.0,1.37, , 
,171.76,1952,84.0,-5.5,10101011,172.13,1920,36.9,5.15,459.0,171.40,-5.1,1.45, , 
,172.85,1952,84.0,-0.8,10101011,173.21,1952,36.9,5.15,459.0,172.49,-1.6,1.60, , 
,173.94,1952,82.5,4.3,10101011,174.31,1952,42.7,6.18,520.2,173.56,1.2,1.56, , 
,174.99,2016,82.5,7.8,10101001,175.33,1984,48.6,7.21,591.6,174.65,6.3,1.48, , 
,176.04,2016,82.5,9.4,10101001,176.38,2016,48.6,7.21,571.2,175.69,8.6,1.45, , 
,177.09,2048,82.5,8.6,10101001,177.46,2048,48.6,7.21,571.2,176.73,8.6,1.41, , 
,178.17,2048,82.5,5.9,10101001,178.54,2080,51.8,7.21,612.0,177.82,5.9,1.45, , 
,179.28,2080,82.5,3.5,11101001,179.61,2080,59.2,8.24,673.2,178.91,4.7,1.45, , 
,180.29,2112,82.5,0.0,11101001,180.64,2112,45.9,6.18,550.8,179.95,2.7,1.45, , 
,181.33,2144,82.5,2.3,11101001,181.66,2112,45.9,6.18,550.8,180.99,2.3,1.60, , 
,182.35,2112,82.5,0.0,11101001,182.69,2112,16.1,2.06,244.8,182.01,0.0,1.48, , 
,183.36,2112,82.5,-2.7,11101001,183.71,2080,14.9,2.06,244.8,183.02,0.0,1.45, , 
,184.41,2048,82.5,-0.8,11101001,184.75,2048,23.5,3.09,336.6,184.07,-0.8,1.52, , 
,185.46,2016,82.5,0.0,11101001,185.82,2016,42.7,6.18,520.2,185.11,0.0,1.48, , 
,186.53,2016,82.5,5.1,11101001,186.89,2016,44.3,6.18,550.8,186.17,4.3,1.64, , 
,187.58,2016,82.5,6.3,11101001,187.92,2016,44.3,6.18,520.2,187.23,5.9,1.48, , 
,188.62,2016,82.5,6.3,11101001,188.98,2016,44.3,6.18,520.2,188.28,6.6,1.48, , 
,189.68,2016,82.5,5.1,11101001,190.03,2016,31.0,4.12,397.8,189.34,6.3,1.45, , 
,190.74,2016,82.5,1.2,11101001,191.10,1984,31.0,4.12,397.8,190.37,2.0,1.41, , 
,191.83,1984,82.5,0.0,11101011,192.18,1984,32.5,4.12,418.2,191.46,-0.4,1.41, , 
,192.90,1952,82.5,2.0,11101011,193.27,1952,28.2,3.09,377.4,192.53,-1.2,1.48, , 
,194.01,1920,82.5,-0.4,11101011,194.37,1920,26.7,3.09,357.0,193.63,0.0,1.45, , 
,195.11,1920,82.5,0.0,11111111,195.46,1856,19.2,2.06,275.4,194.75,-1.2,1.45, , 
,196.18,1824,81.0,0.0,11111111,196.52,1792,0.0,0.00,295.8,195.81,0.0,2.97, , 
,197.16,1760,81.0,0.0,11111111,197.47,1728,0.0,0.00,316.2,196.84,0.0,3.98, , 
,198.17,1696,81.0,0.0,11101011,198.54,1632,20.8,3.09,295.8,197.82,0.0,3.98, , 
,199.24,1632,81.0,0.0,11101011,199.59,1632,22.0,2.06,316.2,198.89,0.0,1.17, , 
,200.30,1632,81.0,-1.2,11101011,200.65,1632,25.1,3.09,336.6,199.94,0.4,1.52, , 
,201.37,1600,81.0,3.9,11101011,201.74,1600,32.5,4.12,418.2,201.01,2.0,1.60, , 
,202.47,1600,81.0,8.6,11101011,202.81,1632,32.5,4.12,418.2,202.10,7.4,1.60, , 
,203.52,1600,81.0,10.5,11101011,203.86,1632,50.2,7.21,591.6,203.17,10.2,1.52, , 
,204.53,992,81.0,0.0,11101011,204.88,1824,32.5,5.15,418.2,204.22,0.0,1.88, , 
,205.56,2112,81.0,0.0,11101001,205.91,2144,34.1,5.15,418.2,205.22,0.0,0.98, , 
,206.61,2144,81.0,1.2,10101001,206.94,2144,42.7,6.18,520.2,206.27,-0.8,1.60, , 
,207.61,2208,81.0,5.1,11101001,207.95,2208,42.7,6.18,499.8,207.27,3.5,1.56, , 
,208.62,2240,81.0,7.4,11101001,208.97,2240,41.2,6.18,499.8,208.27,6.6,1.48, , 
,209.63,2240,81.0,0.0,11101001,209.99,2240,19.2,2.06,275.4,209.31,7.0,1.48, , 
,210.69,2144,81.0,2.0,11111101,211.03,2112,0.0,0.00,244.8,210.34,-4.7,1.21, , 
,211.72,1984,81.0,0.0,11111111,212.04,1888,0.0,0.00,275.4,211.38,0.0,3.67, , 
,212.70,1664,81.0,0.0,11111111,213.15,1536,0.0,0.00,336.6,212.36,0.0,3.95, , 
,213.77,1248,81.0,0.0,10111111,214.09,1120,23.5,3.09,336.6,213.46,0.0,4.02, , 
,214.70,896,81.0,0.0,10111111,215.01,896,26.7,3.09,397.8,214.40,0.0,1.72, , 
,215.62,864,81.0,0.0,10111111,215.94,864,28.2,3.09,397.8,215.32,0.0,1.09, , 
,216.60,1344,81.0,0.0,10101011,216.89,1440,56.1,8.24,673.2,216.25,0.0,1.60, , 
,217.53,1216,81.0,0.0,10101011,217.82,1216,60.4,9.27,714.0,217.22,0.0,1.64, , 
,218.46,1376,81.0,0.0,10101011,218.76,1472,76.9,11.33,887.4,218.15,4.3,1.60, , 
,219.42,1664,81.0,0.0,10101011,219.79,1792,79.6,12.36,907.8,219.09,0.0,1.48, , 
,220.49,2016,81.0,-2.0,11101001,220.83,2144,84.3,13.39,928.2,220.16,-0.8,1.48, , 
,221.52,2368,81.0,-7.0,11101001,221.87,2528,76.9,10.30,846.6,221.17,-5.9,1.29, , 
,222.57,1504,81.0,0.0,11111111,222.88,1184,26.7,4.12,357.0,222.24,0.0,3.16, , 
,223.59,1568,81.0,0.0,11101011,223.93,1568,41.2,6.18,499.8,223.25,0.0,1.95, , 
,224.60,1600,81.0,0.0,11101011,224.95,1632,66.3,10.30,775.2,224.27,0.0,1.60, , 
,225.63,1664,81.0,0.0,11101011,225.99,1696,40.0,5.15,499.8,225.29,0.0,1.48, , 
,226.68,1696,81.0,6.6,11101011,227.01,1696,41.2,6.18,499.8,226.36,5.9,1.72, , 
,227.73,1696,81.0,9.4,11101011,228.08,1728,41.2,6.18,499.8,227.35,8.2,1.52, , 
,228.81,1728,81.0,13.7,11101011,229.17,1760,56.1,9.27,652.8,228.42,11.7,1.52, , 
,229.87,1792,81.0,9.4,11101011,230.23,1824,53.3,8.24,632.4,229.52,10.5,1.25, , 
,230.97,1856,81.0,7.8,11101011,231.36,1856,41.2,6.18,499.8,230.60,8.2,1.41, , 
,232.11,1856,81.0,6.6,11101011,232.49,1856,36.9,5.15,459.0,231.74,6.6,1.45, , 
,233.24,1888,81.0,9.4,11101011,233.61,1888,40.0,5.15,479.4,232.86,6.3,1.48, , 
,234.33,1888,81.0,8.2,11101011,234.69,1888,38.4,5.15,479.4,233.98,9.0,1.48, , 
,235.43,1920,81.0,8.6,11101011,235.79,1920,36.9,5.15,459.0,235.07,7.8,1.52, , 
,236.53,1888,81.0,6.3,11101011,236.88,1920,36.9,5.15,459.0,236.16,7.0,1.48, , 
,237.62,1920,81.0,6.3,11101011,238.00,1920,28.2,3.09,377.4,237.25,9.0,1.41, , 
,238.74,1920,81.0,8.2,11101011,239.10,1920,31.0,4.12,397.8,238.37,3.9,1.45, , 
,239.82,1920,81.0,6.6,11101011,240.18,1920,28.2,3.09,377.4,239.45,7.0,1.52, , 
,240.92,1920,81.0,6.6,11101011,241.27,1920,28.2,3.09,377.4,240.54,8.2,1.45, , 
,241.99,1920,81.0,9.0,11101011,242.35,1920,28.2,3.09,377.4,241.64,5.5,1.52, , 
,243.08,1920,81.0,10.5,11101011,243.44,1920,28.2,3.09,377.4,242.72,9.4,1.56, , 
,244.15,1920,81.0,10.5,11101011,244.51,1920,26.7,3.09,357.0,243.79,10.9,1.52, , 
,245.22,1920,81.0,10.5,11101011,245.60,1920,23.5,3.09,336.6,244.87,11.3,1.45, , 
,246.35,1888,81.0,7.4,11111111,246.73,1952,19.2,2.06,275.4,245.97,8.6,1.45, , 
,247.40,1856,81.0,0.0,11111111,247.74,1824,0.0,0.00,295.8,247.08,9.0,1.64, , 
,248.43,1792,81.0,0.0,11111111,248.77,1760,0.0,0.00,316.2,248.07,0.0,3.67, , 
,249.46,1664,81.0,0.0,11111111,249.80,1600,0.0,0.00,316.2,249.10,0.0,3.98, , 
,250.58,1504,81.0,0.0,11111111,250.91,1408,0.0,0.00,336.6,250.12,0.0,3.95, , 
,251.51,896,82.5,0.0,11111111,251.80,928,31.0,4.12,438.6,251.19,0.0,3.95, , 
,252.45,896,81.0,0.0,11111111,252.78,896,26.7,3.09,397.8,252.12,0.0,1.76, , 
,253.39,864,81.0,0.0,11111111,253.67,864,29.4,3.09,397.8,253.08,0.0,1.41, , 
,254.35,1696,81.0,0.0,11101011,254.70,2080,69.4,11.33,775.2,254.01,0.0,1.60, , 
,255.41,2240,81.0,0.0,11101001,255.73,2592,76.9,11.33,846.6,255.06,0.0,1.33, , 
,256.35,1632,81.0,0.0,11101011,256.65,1472,31.0,4.12,397.8,256.07,0.0,3.28, , 
,257.30,1504,81.0,0.0,11101011,257.64,1504,28.2,3.09,397.8,256.94,0.0,1.37, , 
,258.18,1472,81.0,-0.4,11111111,258.46,1472,22.0,3.09,316.2,257.91,0.8,1.52, , 
,259.17,1440,81.0,-2.3,11111111,259.51,1408,23.5,3.09,336.6,258.90,-1.6,1.45, , 
