Sobota,29,Sierpieñ,2026,15:52:27:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'033
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obci¹¿enie,Czas wtrysku,Ciœnienie rzecz.,,Lambda,Napiêcie, , 
,144.05,1824,87.0,0.0,11101011,144.43,1856,17.6,2.06,275.4,143.70,0.0,2.11, , 
,145.16,1888,87.0,7.8,11101011,145.54,1888,28.2,4.12,377.4,144.79,0.0,1.68, , 
,146.27,1888,87.0,0.0,11101011,146.64,1920,60.4,8.24,693.6,145.91,0.0,1.68, , 
,147.36,1952,87.0,2.3,11101011,147.72,1984,59.2,8.24,693.6,147.01,0.0,1.60, , 
,148.43,2016,87.0,7.0,11101001,148.79,2016,60.4,8.24,693.6,148.08,5.9,1.60, , 
,149.50,2048,87.0,9.8,11101001,149.86,2080,65.1,9.27,734.4,149.14,10.2,1.52, , 
,150.56,2080,87.0,7.0,11101001,150.92,2112,60.4,8.24,693.6,150.22,8.2,1.37, , 
,151.62,2144,87.0,7.4,11101001,151.97,2144,59.2,8.24,693.6,151.28,7.4,1.48, , 
,152.66,2144,87.0,0.0,11101001,153.00,2112,22.0,2.06,316.2,152.31,8.6,1.41, , 
,153.70,2080,87.0,7.4,11101001,154.06,2048,14.9,2.06,244.8,153.35,7.4,1.76, , 
,154.78,2016,87.0,8.2,11101001,155.15,2048,25.1,4.12,336.6,154.41,10.2,1.52, , 
,155.85,1984,87.0,0.0,11101001,156.19,1984,53.3,7.21,632.4,155.49,0.0,1.68, , 
,156.91,1984,87.0,14.1,11101011,157.27,1984,57.6,8.24,673.2,156.55,12.1,1.72, , 
,157.97,1984,87.0,16.4,11101001,158.33,1984,62.0,9.27,714.0,157.62,16.0,1.45, , 
,159.06,2016,85.5,14.5,11101001,159.40,2016,60.4,9.27,714.0,158.69,14.8,1.33, , 
,160.11,2016,85.5,12.9,11101001,160.46,2016,63.5,9.27,734.4,159.75,13.3,1.37, , 
,161.16,2048,87.0,10.5,11101001,161.51,2048,65.1,9.27,734.4,160.82,10.9,1.37, , 
,162.22,2048,85.5,7.8,11101001,162.57,2048,63.5,9.27,734.4,161.86,8.6,1.41, , 
,163.28,2048,85.5,6.3,11101001,163.62,2048,67.8,9.27,775.2,162.92,7.0,1.45, , 
,164.31,2080,85.5,5.1,11101001,164.65,2080,71.0,10.30,795.6,163.97,5.5,1.48, , 
,165.34,2112,85.5,5.9,11101001,165.68,2112,78.4,11.33,867.0,165.00,6.3,1.48, , 
,166.33,2144,85.5,2.7,11101001,166.68,2144,82.7,12.36,907.8,166.01,3.5,1.45, , 
,167.36,2176,85.5,-3.9,11101001,167.71,2208,87.1,13.39,948.6,167.02,-2.0,1.29, , 
,168.41,2240,85.5,-9.8,11101001,168.74,2240,87.1,12.36,948.6,168.06,-8.2,1.37, , 
,169.42,2304,85.5,-11.7,11101001,169.75,2336,87.1,12.36,948.6,169.08,-11.7,1.48, , 
,170.45,2368,85.5,-12.5,11101001,170.81,2368,85.5,12.36,948.6,170.08,-12.5,1.48, , 
,171.50,2400,85.5,-11.3,11101001,171.86,2432,88.6,12.36,969.0,171.14,-12.1,1.56, , 
,172.57,2464,85.5,-9.4,11101001,172.89,2496,87.1,13.39,948.6,172.22,-10.2,1.48, , 
,173.56,2560,85.5,-9.4,11101001,173.88,2592,85.5,12.36,928.2,173.23,-9.4,1.45, , 
,174.51,2624,85.5,-8.6,11101001,174.85,2624,84.3,12.36,907.8,174.20,-8.6,1.52, , 
,175.54,2272,85.5,0.0,11111101,175.89,1760,0.0,0.00,295.8,175.19,0.0,1.52, , 
,176.55,1120,85.5,0.0,11101011,176.92,2016,22.0,3.09,316.2,176.21,0.0,3.75, , 
,177.64,1920,85.5,0.0,11101011,178.02,1952,73.7,11.33,826.2,177.27,0.0,1.45, , 
,178.76,1952,85.5,0.8,11101011,179.11,1952,75.3,11.33,867.0,178.39,0.0,1.48, , 
,179.83,1952,87.0,3.1,11101011,180.19,1952,67.8,8.24,775.2,179.48,3.1,1.52, , 
,180.94,1984,87.0,2.3,11101001,181.32,1984,67.8,9.27,775.2,180.57,0.0,1.60, , 
,182.03,2016,87.0,5.5,11101001,182.38,2016,67.8,9.27,775.2,181.67,4.7,1.52, , 
,183.06,2048,87.0,8.2,11101001,183.43,2048,71.0,10.30,795.6,182.73,7.0,1.48, , 
,184.14,2080,87.0,9.4,11101001,184.50,2112,69.4,10.30,795.6,183.78,9.0,1.41, , 
,185.19,2112,87.0,9.8,11101001,185.54,2112,69.4,10.30,795.6,184.85,9.4,1.45, , 
,186.22,2144,87.0,9.8,11101001,186.57,2144,69.4,10.30,775.2,185.88,9.8,1.41, , 
,187.27,2144,87.0,7.0,11101001,187.63,2144,25.1,3.09,357.0,186.91,7.8,1.33, , 
,188.31,2144,87.0,6.3,11111101,188.66,2080,14.9,2.06,244.8,187.98,0.0,1.80, , 
,189.35,2048,85.5,0.0,11101001,189.68,2080,34.1,5.15,418.2,189.01,0.0,1.91, , 
,190.39,2048,87.0,0.0,11101001,190.75,2080,75.3,11.33,846.6,190.03,0.0,1.56, , 
,191.46,2112,85.5,0.4,11101001,191.82,2112,84.3,12.36,928.2,191.10,0.0,1.48, , 
,192.48,2112,87.0,-4.3,11101001,192.80,2144,88.6,13.39,989.4,192.15,0.0,1.21, , 
,193.50,2176,87.0,-7.8,11101001,193.85,2208,88.6,13.39,989.4,193.14,-6.3,1.37, , 
,194.53,2240,85.5,-9.0,11101001,194.88,2240,88.6,13.39,989.4,194.19,-8.6,1.45, , 
,195.54,2272,87.0,-9.8,11101001,195.89,2272,88.6,13.39,989.4,195.22,-9.4,1.48, , 
,196.60,2304,87.0,-8.6,11101001,196.93,2336,88.6,13.39,969.0,196.25,-8.2,1.52, , 
,197.59,2368,87.0,-6.6,11101001,197.95,2368,90.2,13.39,969.0,197.26,-7.0,1.52, , 
,198.65,2400,87.0,-5.1,11101001,199.00,2432,90.2,14.42,969.0,198.30,-5.9,1.45, , 
,199.67,2464,87.0,-4.3,11101001,200.02,2496,90.2,14.42,969.0,199.34,-4.3,1.45, , 
,200.67,2496,87.0,-3.1,11101001,201.03,2528,90.2,14.42,969.0,200.34,-3.5,1.48, , 
,201.73,2560,87.0,-2.0,11101001,202.06,2560,90.2,14.42,969.0,201.38,-2.3,1.45, , 
,202.74,2624,87.0,-1.2,11101001,203.08,2624,90.2,14.42,969.0,202.39,-1.2,1.41, , 
,203.79,1920,87.0,0.0,11101011,204.15,2592,62.0,10.30,673.2,203.43,0.0,2.34, , 
,204.87,3392,87.0,0.0,11101001,205.25,3424,90.2,14.42,969.0,204.51,0.0,1.02, , 
,205.99,3488,87.0,-5.9,11101001,206.38,3520,88.6,13.39,948.6,205.62,-3.5,1.33, , 
,207.13,3552,87.0,0.0,11111101,207.48,3520,19.2,2.06,275.4,206.77,-8.6,1.41, , 
,208.16,3488,87.0,0.0,11111101,208.53,3456,0.0,0.00,275.4,207.82,0.0,2.58, , 
,209.21,3360,85.5,0.0,11111101,209.55,3296,0.0,0.00,275.4,208.89,0.0,3.83, , 
,210.22,3200,87.0,0.0,11111101,210.58,3168,0.0,0.00,275.4,209.88,0.0,3.83, , 
,211.23,3072,85.5,0.0,11111101,211.66,3040,0.0,0.00,275.4,210.92,0.0,3.83, , 
,212.40,2976,85.5,0.0,11101001,212.66,2976,34.1,5.15,397.8,212.13,0.0,3.87, , 
,213.41,2976,87.0,0.0,11101001,213.88,2976,53.3,7.21,612.0,212.95,0.0,1.05, , 
,214.46,3008,87.0,11.7,11101001,214.91,3040,53.3,7.21,612.0,214.19,9.8,1.72, , 
,215.55,3040,85.5,18.8,11101001,215.89,3072,51.8,7.21,591.6,215.25,16.4,1.56, , 
,216.59,3072,85.5,21.9,11101001,216.91,3104,50.2,7.21,571.2,216.23,21.5,1.41, , 
,217.61,3104,85.5,23.0,11101001,217.98,3136,50.2,7.21,571.2,217.26,22.7,1.37, , 
,218.72,3136,85.5,22.3,11101001,219.09,3136,36.9,6.18,438.6,218.35,22.7,1.41, , 
,219.77,3200,85.5,0.0,11101001,220.10,3232,90.2,15.45,969.0,219.43,0.0,1.02, , 
,220.86,3296,85.5,-4.7,11101001,221.22,3360,88.6,13.39,948.6,220.47,-3.9,1.17, , 
,221.92,3424,87.0,-8.6,11101001,222.30,3456,82.7,11.33,887.4,221.57,-7.0,1.45, , 
,223.05,3488,85.5,0.0,11101001,223.42,3456,48.6,6.18,571.2,222.67,0.0,1.41, , 
,224.17,3488,85.5,10.5,11101001,224.53,3488,56.1,8.24,632.4,223.80,7.4,1.72, , 
,225.31,3520,85.5,17.2,11101001,225.68,3520,45.9,7.21,520.2,224.92,12.5,1.48, , 
,226.32,2720,85.5,0.0,11111101,226.67,2176,0.0,0.00,295.8,225.98,0.0,3.01, , 
,227.32,1184,85.5,0.0,11111111,227.65,928,28.2,5.15,397.8,226.98,0.0,3.79, , 
,228.18,992,85.5,0.0,11111111,228.45,992,25.1,4.12,377.4,227.91,0.0,2.54, , 
,229.07,928,85.5,0.0,11111111,229.37,896,26.7,4.12,377.4,228.76,0.0,1.13, , 
,229.99,864,85.5,2.0,11111111,230.30,896,28.2,4.12,397.8,229.67,0.8,1.29, , 
,230.92,864,85.5,7.4,11111111,231.25,928,29.4,4.12,418.2,230.61,5.9,1.48, , 
,231.92,2528,85.5,0.0,11101001,232.27,2560,42.7,5.15,499.8,231.60,0.0,0.39, , 
,232.95,2624,87.0,0.0,11101001,233.30,2688,56.1,7.21,632.4,232.62,11.3,1.80, , 
,233.98,2784,87.0,6.6,11101001,234.31,2816,56.1,7.21,632.4,233.64,5.9,1.64, , 
,234.97,2912,87.0,12.1,11101001,235.44,2944,53.3,7.21,612.0,234.66,10.2,1.52, , 
,236.25,3040,87.0,10.9,11101001,236.61,3104,57.6,8.24,652.8,235.90,15.2,1.52, , 
,237.34,3168,87.0,9.0,11101001,237.73,3232,57.6,8.24,652.8,236.97,9.0,1.29, , 
,238.45,3296,87.0,10.9,11101001,238.82,3328,56.1,8.24,632.4,238.08,9.8,1.48, , 
,239.51,3392,87.0,13.3,11101001,239.87,3392,54.5,8.24,612.0,239.16,11.7,1.52, , 
,240.62,3488,87.0,12.1,11101001,241.00,3520,59.2,8.24,652.8,240.24,12.9,1.37, , 
,241.75,3584,87.0,10.9,11101001,242.15,3616,59.2,8.24,652.8,241.37,10.5,1.45, , 
,242.98,3712,85.5,4.7,11101001,243.38,3776,76.9,11.33,826.2,242.55,7.4,1.25, , 
,244.15,3872,85.5,0.0,11101001,244.50,3872,59.2,8.24,652.8,243.78,-0.4,1.37, , 
,245.26,3936,85.5,7.4,11101001,245.65,3936,59.2,8.24,632.4,244.88,6.6,1.68, , 
,246.43,4000,85.5,10.2,11101001,246.82,4032,51.8,7.21,571.2,246.04,10.5,1.45, , 
,247.58,4064,87.0,0.0,11101001,247.96,4000,22.0,3.09,295.8,247.19,18.4,1.60, , 
,248.72,3968,87.0,2.7,11101001,249.13,3968,20.8,3.09,275.4,248.33,2.3,1.56, , 
,249.87,3904,87.0,3.1,11101001,250.25,3872,20.8,3.09,275.4,249.49,2.7,1.45, , 
,251.05,3808,85.5,7.8,11101001,251.42,3808,35.3,5.15,418.2,250.66,5.1,1.56, , 
,252.06,2912,87.0,0.0,11101001,252.41,2752,19.2,3.09,275.4,251.75,0.0,3.16, , 
,253.10,2752,87.0,0.0,11101001,253.46,2752,48.6,7.21,550.8,252.75,0.0,1.25, , 
,254.18,2752,87.0,0.0,11101001,254.52,2720,26.7,3.09,357.0,253.81,0.0,1.29, , 
,255.20,2720,87.0,1.2,11101001,255.54,2688,19.2,2.06,275.4,254.86,0.0,1.68, , 
