Sobota,29,Sierpieñ,2026,18:50:08:00009-VCID:1C3761778CABCE7337-5178,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'033
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obci¹¿enie,Czas wtrysku,Ciœnienie rzecz.,,Lambda,Napiêcie, , 
,136.64,1376,55.5,0.0,10101010,135.97,1088,62.0,12.36,693.6,136.31,0.0,0.63, , 
,137.69,1888,55.5,0.0,10101010,136.97,1504,48.6,7.21,571.2,137.33,0.0,0.74, , 
,138.62,1248,55.5,0.0,10111110,138.02,2080,60.4,9.27,652.8,138.33,0.0,1.84, , 
,139.59,1216,55.5,0.0,10101010,138.96,1152,32.5,5.15,418.2,139.26,0.0,1.76, , 
,140.69,1408,55.5,0.0,10101010,139.94,1248,45.9,7.21,520.2,140.30,0.0,0.47, , 
,141.79,1664,55.5,-2.3,10101010,141.09,1504,59.2,9.27,673.2,141.44,0.0,1.29, , 
,142.84,1888,55.5,0.0,10101010,142.16,1760,53.3,8.24,612.0,142.49,0.0,1.09, , 
,143.90,2112,55.5,-6.3,10101000,143.20,1984,60.4,9.27,673.2,143.56,-4.3,1.33, , 
,144.89,2336,57.0,0.0,10101000,144.24,2208,66.3,11.33,693.6,144.57,0.0,1.37, , 
,145.90,2592,57.0,1.6,10101000,145.25,2400,73.7,11.33,775.2,145.58,0.0,1.56, , 
,146.90,1152,57.0,0.0,10101010,146.26,2336,0.0,0.00,377.4,146.60,0.0,3.67, , 
,147.97,1600,57.0,0.0,10101010,147.23,1472,31.0,5.15,397.8,147.62,0.0,1.02, , 
,149.06,1632,57.0,0.0,10101010,148.33,1600,48.6,8.24,571.2,148.70,0.0,0.98, , 
,150.16,1728,57.0,0.0,10101010,149.44,1664,72.2,13.39,775.2,149.80,0.0,1.02, , 
,151.25,1856,57.0,-2.0,10101010,150.51,1792,78.4,12.36,846.6,150.87,0.0,1.29, , 
,152.32,1952,57.0,-4.7,10101010,151.61,1888,81.2,12.36,867.0,151.96,-4.3,1.37, , 
,153.32,2112,57.0,0.0,11101000,152.66,2016,81.2,12.36,867.0,152.99,-5.1,1.48, , 
,154.36,2176,57.0,0.0,11101000,153.67,2144,63.5,9.27,693.6,154.02,0.0,1.17, , 
,155.40,2176,57.0,-1.6,11101000,154.70,2176,42.7,6.18,499.8,155.04,0.0,1.45, , 
,156.43,2176,57.0,0.4,11101000,155.74,2176,32.5,4.12,397.8,156.08,0.0,1.52, , 
,157.48,2144,57.0,-2.7,11101000,156.77,2144,25.1,3.09,336.6,157.12,-2.3,1.45, , 
,158.49,2112,58.5,-3.5,11101000,157.81,2144,25.1,3.09,336.6,158.15,-3.5,1.45, , 
,159.55,2080,57.0,-3.1,11101000,158.83,2112,23.5,3.09,316.2,159.19,-3.5,1.48, , 
,160.59,2048,58.5,-2.7,11101000,159.89,2080,23.5,3.09,316.2,160.24,-3.1,1.48, , 
,161.67,2048,58.5,-2.0,11101000,160.94,2016,25.1,3.09,316.2,161.29,-2.3,1.52, , 
,162.72,2016,58.5,-1.6,11101000,162.03,2048,26.7,3.09,336.6,162.38,-2.0,1.45, , 
,163.78,2080,58.5,0.0,11101000,163.07,2048,38.4,6.18,438.6,163.42,0.0,1.17, , 
,164.84,2112,58.5,-3.1,11101000,164.15,2080,42.7,6.18,499.8,164.50,-2.7,1.48, , 
,165.85,2176,58.5,-4.3,11101000,165.17,2144,42.7,6.18,499.8,165.52,-3.9,1.45, , 
,166.87,2208,58.5,-5.5,11101000,166.19,2176,42.7,6.18,479.4,166.54,-4.3,1.45, , 
,167.89,2176,58.5,-5.9,11101000,167.22,2176,35.3,4.12,418.2,167.55,-5.9,1.48, , 
,168.92,2144,58.5,-6.3,11101000,168.23,2176,36.9,5.15,438.6,168.58,-5.9,1.45, , 
,169.95,2144,58.5,-2.3,11101000,169.27,2176,38.4,5.15,438.6,169.61,-6.6,1.48, , 
,170.98,2112,58.5,-2.7,11101000,170.29,2144,38.4,5.15,438.6,170.63,-2.3,1.45, , 
,172.06,2112,58.5,-2.0,11101000,171.34,2144,38.4,5.15,438.6,171.70,-2.3,1.48, , 
,173.11,2080,60.0,0.0,11101000,172.42,2112,38.4,5.15,459.0,172.77,0.0,1.48, , 
,174.15,2080,60.0,0.0,11101000,173.47,2080,40.0,5.15,479.4,173.82,-0.4,1.45, , 
,175.20,2048,60.0,1.6,11101000,174.50,2048,28.2,4.12,357.0,174.84,1.2,1.56, , 
,176.25,2016,60.0,2.0,11101000,175.55,2016,32.5,4.12,397.8,175.89,2.3,1.48, , 
,177.32,2048,60.0,0.0,11101000,176.60,2016,35.3,5.15,438.6,176.96,0.0,1.45, , 
,178.37,2080,60.0,0.0,11101000,177.69,2048,51.8,7.21,571.2,178.02,0.0,1.52, , 
,179.40,2048,60.0,1.6,11101000,178.73,2080,31.0,4.12,377.4,179.07,0.0,1.60, , 
,180.46,2048,60.0,3.1,11101000,179.76,2048,32.5,4.12,397.8,180.11,2.7,1.52, , 
,181.52,2048,60.0,3.9,11101000,180.81,2048,32.5,4.12,397.8,181.17,3.5,1.52, , 
,182.57,2048,60.0,0.0,11101000,181.87,2048,25.1,3.09,336.6,182.22,3.9,1.45, , 
,183.62,2048,60.0,0.4,11101000,182.94,2048,35.3,5.15,438.6,183.28,0.0,1.52, , 
,184.68,2080,61.5,2.0,11101000,183.98,2080,34.1,4.12,418.2,184.33,1.6,1.52, , 
,185.73,2112,61.5,2.7,11101000,185.01,2112,34.1,4.12,418.2,185.38,2.7,1.52, , 
,186.74,2144,61.5,5.1,11101000,186.07,2144,34.1,4.12,418.2,186.39,3.1,1.45, , 
,187.76,2144,61.5,5.9,11101000,187.08,2112,22.0,3.09,295.8,187.42,5.5,1.48, , 
,188.83,2208,61.5,5.9,11101000,188.12,2176,22.0,3.09,295.8,188.49,7.0,1.41, , 
,189.88,2272,61.5,5.1,11101000,189.18,2208,32.5,4.12,397.8,189.54,6.3,1.45, , 
,190.86,2336,61.5,0.0,11101000,190.21,2272,36.9,5.15,438.6,190.53,0.0,1.41, , 
,191.87,2496,61.5,0.0,11101000,191.18,2368,63.5,9.27,693.6,191.53,0.0,1.41, , 
,192.90,2688,61.5,0.0,11101000,192.20,2560,87.1,14.42,887.4,192.56,0.0,1.37, , 
,193.93,1280,61.5,0.0,11111110,193.25,2464,0.0,0.00,418.2,193.57,0.0,3.71, , 
,194.92,1952,61.5,0.0,11101010,194.22,1184,29.4,4.12,377.4,194.56,0.0,1.45, , 
,196.01,1856,61.5,-3.1,11101010,195.30,1888,20.8,3.09,295.8,195.66,-2.3,1.33, , 
,197.15,1824,63.0,-2.3,11101010,196.40,1856,20.8,3.09,295.8,196.77,-2.7,1.48, , 
,198.21,1856,63.0,0.0,11101010,197.51,1792,22.0,3.09,295.8,197.83,0.8,1.60, , 
,199.24,1792,63.0,0.0,11101010,198.59,1792,48.6,8.24,550.8,198.91,0.0,1.29, , 
,200.38,1824,63.0,-0.8,11101010,199.61,1792,60.4,9.27,673.2,199.98,0.0,1.37, , 
,201.44,1856,63.0,0.0,11101010,200.72,1824,66.3,10.30,734.4,201.07,0.0,1.52, , 
,202.55,1920,63.0,0.0,11101010,201.81,1856,78.4,12.36,846.6,202.19,0.0,1.45, , 
,203.61,1984,63.0,-3.1,11101010,202.90,1920,90.2,15.45,948.6,203.25,0.0,1.21, , 
,204.66,1984,63.0,0.0,11101000,203.97,1984,71.0,8.24,775.2,204.32,0.0,1.52, , 
,205.72,1984,63.0,-1.2,11101000,205.02,1984,60.4,8.24,673.2,205.36,-0.8,1.48, , 
,206.81,1984,63.0,-2.3,11101000,206.09,1984,60.4,8.24,673.2,206.45,-1.6,1.45, , 
,207.86,2016,63.0,0.0,11101000,207.18,1984,69.4,10.30,754.8,207.52,-0.8,1.48, , 
,208.93,2048,63.0,0.0,11101000,208.22,2016,82.7,13.39,867.0,208.57,0.0,1.37, , 
,209.98,2080,64.5,-0.4,11101000,209.28,2048,72.2,10.30,775.2,209.62,1.2,1.52, , 
,211.01,2080,64.5,0.0,11101000,210.33,2080,81.2,13.39,887.4,210.68,0.0,1.41, , 
,212.00,2144,64.5,-5.5,11101000,211.35,2112,88.6,15.45,928.2,211.68,-4.3,1.29, , 
,213.01,2208,64.5,-7.8,11101000,212.35,2176,91.4,14.42,948.6,212.67,-7.4,1.41, , 
,214.03,2272,64.5,-7.8,11101000,213.36,2208,91.4,13.39,948.6,213.70,-8.2,1.48, , 
,215.03,2336,64.5,-7.4,11101000,214.36,2272,91.4,14.42,948.6,214.70,-7.4,1.48, , 
,216.03,2368,64.5,-5.1,11101000,215.37,2336,92.9,14.42,969.0,215.71,-5.9,1.52, , 
,217.09,2432,64.5,-2.7,11101000,216.39,2400,92.9,15.45,969.0,216.73,-3.5,1.48, , 
,218.14,2496,66.0,-0.4,11101000,217.44,2464,94.5,15.45,969.0,217.80,-0.8,1.45, , 
,219.15,1792,66.0,0.0,11111110,218.48,2560,94.5,16.48,969.0,218.83,0.0,1.80, , 
,220.22,1984,66.0,0.0,11101000,219.49,1248,0.0,0.00,357.0,219.86,0.0,2.89, , 
,221.31,1920,66.0,0.0,11101010,220.60,1888,67.8,11.33,754.8,220.96,0.0,1.37, , 
,222.41,1920,66.0,0.0,11101010,221.67,1920,69.4,10.30,754.8,222.04,0.0,1.09, , 
,223.49,1952,66.0,-6.6,11101010,222.77,1920,91.4,15.45,989.4,223.12,0.0,0.94, , 
,224.55,1984,66.0,0.0,11101010,223.83,1952,92.9,14.42,989.4,224.19,0.0,1.33, , 
,225.64,1984,67.5,-4.7,11101000,224.92,1984,90.2,14.42,969.0,225.28,-4.7,1.37, , 
,226.70,1984,67.5,-2.0,11101000,226.00,1984,79.6,11.33,867.0,226.35,-2.0,1.56, , 
,227.77,2016,67.5,-2.0,11101000,227.05,2016,69.4,10.30,754.8,227.42,-0.8,1.41, , 
,228.83,2048,67.5,0.0,11101000,228.13,2016,65.1,9.27,714.0,228.48,-4.7,1.41, , 
,229.88,2048,67.5,0.0,11101000,229.19,2048,42.7,5.15,499.8,229.54,0.0,1.68, , 
,230.94,2048,67.5,0.0,11101000,230.23,2016,26.7,4.12,336.6,230.60,0.0,1.09, , 
,231.97,2080,67.5,0.0,11101000,231.28,2048,87.1,15.45,928.2,231.63,0.0,1.05, , 
,232.99,2112,67.5,-4.7,11101000,232.32,2080,92.9,15.45,989.4,232.66,0.0,1.05, , 
,234.01,2144,67.5,-8.6,11101000,233.33,2112,92.9,14.42,989.4,233.68,-7.8,1.33, , 
,235.02,2208,67.5,-9.4,11101000,234.34,2176,92.9,14.42,989.4,234.68,-10.2,1.21, , 
,236.04,2240,69.0,-8.6,11101000,235.36,2208,92.9,15.45,989.4,235.70,-8.6,1.21, , 
,237.07,2272,69.0,-7.4,11101000,236.39,2272,92.9,15.45,989.4,236.73,-8.2,1.13, , 
,238.10,2336,69.0,-5.1,11101000,237.42,2304,92.9,16.48,969.0,237.75,-5.9,1.13, , 
,239.07,2368,69.0,-3.1,11101000,238.41,2336,92.9,16.48,969.0,238.73,-4.7,1.09, , 
,240.14,2432,69.0,-2.0,11101000,239.43,2400,92.9,16.48,969.0,239.77,-3.1,1.05, , 
,241.21,2464,69.0,0.0,11101000,240.50,2432,92.9,16.48,969.0,240.88,-0.8,1.09, , 
,242.26,2496,69.0,0.4,11101000,241.55,2464,92.9,17.51,969.0,241.90,0.4,1.05, , 
,243.29,2560,69.0,0.4,11101000,242.61,2528,92.9,17.51,969.0,242.95,0.8,1.05, , 
,244.31,2624,69.0,0.4,11101000,243.62,2560,92.9,17.51,969.0,243.98,0.4,1.05, , 
,245.30,2656,70.5,0.4,11101000,244.64,2624,92.9,17.51,969.0,244.97,0.4,1.05, , 
