Ver. 4 7 real time data, œroda, 26 sierpieñ 2026 16:13:24
TEMPO	GIRI	LAMBDA	GAS	BENZ	PRESS	MAP	T.RID	T.GAS	LIV	SLOW	FAST	OX	MARKER	AUTOMARKER	ECUMARKER
17656	1173	0.080000	8.060000	7.380000	1.160000	0.000000	77.000000	37.000000	13	0.000000	0.000000	0.000000	0	0	0	
17891	1152	0.080000	7.650000	6.930000	1.150000	0.000000	77.000000	37.000000	55	0.000000	0.000000	0.000000	0	0	0	
18125	1156	0.080000	6.400000	5.470000	1.100000	0.000000	77.000000	37.000000	55	0.000000	0.000000	0.000000	0	0	0	
18375	1149	0.080000	6.240000	5.220000	1.080000	0.000000	77.000000	37.000000	55	0.000000	0.000000	0.000000	0	0	0	
18609	1137	0.080000	6.050000	4.990000	1.080000	0.000000	77.000000	37.000000	56	0.000000	0.000000	0.000000	0	0	0	
18922	1118	0.080000	6.000000	4.930000	1.080000	0.000000	77.000000	37.000000	59	0.000000	0.000000	0.000000	0	0	0	
19172	1090	0.080000	6.220000	5.190000	1.090000	0.000000	77.000000	37.000000	83	0.000000	0.000000	0.000000	0	0	0	
19406	1088	0.080000	6.160000	5.200000	1.080000	0.000000	77.000000	37.000000	173	0.000000	0.000000	0.000000	0	0	0	
19641	1080	0.080000	6.180000	5.190000	1.080000	0.000000	77.000000	37.000000	254	0.000000	0.000000	0.000000	0	0	0	
19891	1058	0.080000	6.210000	5.240000	1.090000	0.000000	77.000000	37.000000	74	0.000000	0.000000	0.000000	0	0	0	
20125	1044	0.080000	1.680000	0.820000	1.140000	0.000000	77.000000	37.000000	72	0.000000	0.000000	0.000000	0	0	0	
20359	1052	0.080000	1.670000	0.790000	1.180000	0.000000	77.000000	37.000000	73	0.000000	0.000000	0.000000	0	0	0	
20609	1058	0.080000	7.670000	7.120000	1.190000	0.000000	77.000000	37.000000	72	0.000000	0.000000	0.000000	0	0	0	
20844	1082	0.080000	7.010000	6.300000	1.150000	0.000000	77.000000	37.000000	72	0.000000	0.000000	0.000000	0	0	0	
21078	1076	0.080000	6.000000	5.080000	1.100000	0.000000	77.000000	37.000000	106	0.000000	0.000000	0.000000	0	0	0	
21344	1035	0.080000	5.200000	4.340000	1.060000	0.000000	77.000000	37.000000	123	0.000000	0.000000	0.000000	0	0	0	
21594	1047	0.080000	5.100000	4.280000	1.050000	0.000000	77.000000	37.000000	73	0.000000	0.000000	0.000000	0	0	0	
21844	1009	0.080000	4.930000	4.200000	1.050000	0.000000	77.000000	37.000000	73	0.000000	0.000000	0.000000	0	0	0	
22094	936	0.080000	5.260000	4.350000	1.060000	0.000000	77.000000	37.000000	254	0.000000	0.000000	0.000000	0	0	0	
22344	927	0.080000	5.290000	4.380000	1.070000	0.000000	77.000000	37.000000	72	0.000000	0.000000	0.000000	0	0	0	
22594	867	0.080000	5.550000	4.550000	1.090000	0.000000	77.000000	37.000000	73	0.000000	0.000000	0.000000	0	0	0	
22859	823	0.080000	1.640000	0.870000	1.140000	0.000000	77.000000	37.000000	73	0.000000	0.000000	0.000000	0	0	0	
23094	771	0.080000	7.430000	6.900000	1.170000	0.000000	77.000000	37.000000	73	0.000000	0.000000	0.000000	0	0	0	
23328	733	0.080000	1.760000	1.200000	1.250000	0.000000	77.000000	37.000000	72	0.000000	0.000000	0.000000	0	0	0	
23578	741	0.080000	14.110000	15.550000	1.350000	0.000000	77.000000	37.000000	107	0.000000	0.000000	0.000000	0	0	0	
23891	788	0.080000	12.590000	13.210000	1.420000	0.000000	77.000000	37.000000	120	0.000000	0.000000	0.000000	0	0	0	
24141	796	0.080000	12.720000	13.370000	1.430000	0.000000	77.000000	37.000000	121	0.000000	0.000000	0.000000	0	0	0	
24406	830	0.080000	1.690000	0.960000	1.430000	0.000000	77.000000	37.000000	157	0.000000	0.000000	0.000000	0	0	0	
24641	898	0.080000	13.180000	14.160000	1.430000	0.000000	77.000000	37.000000	157	0.000000	0.000000	0.000000	0	0	0	
24891	962	0.080000	13.280000	14.400000	1.440000	0.000000	77.000000	37.000000	155	0.000000	0.000000	0.000000	0	0	0	
25141	1029	0.080000	13.290000	14.420000	1.430000	0.000000	77.000000	37.000000	157	0.000000	0.000000	0.000000	0	0	0	
25375	1098	0.080000	13.630000	14.580000	1.430000	0.000000	77.000000	37.000000	254	0.000000	0.000000	0.000000	0	0	0	
25625	1170	0.080000	1.730000	0.830000	1.420000	0.000000	77.000000	37.000000	254	0.000000	0.000000	0.000000	0	0	0	
25859	1276	0.080000	14.220000	14.550000	1.430000	0.000000	77.000000	37.000000	254	0.000000	0.000000	0.000000	0	0	0	
26094	1346	0.080000	14.400000	13.970000	1.420000	0.000000	77.000000	37.000000	179	0.000000	0.000000	0.000000	0	0	0	
26359	1452	0.080000	14.440000	13.920000	1.420000	0.000000	77.000000	37.000000	179	0.000000	0.000000	0.000000	0	0	0	
26609	1574	0.080000	14.190000	13.340000	1.420000	0.000000	77.000000	37.000000	179	0.000000	0.000000	0.000000	0	0	0	
26844	1668	0.080000	14.250000	13.300000	1.420000	0.000000	77.000000	37.000000	179	0.000000	0.000000	0.000000	0	0	0	
27094	1748	0.080000	14.260000	13.310000	1.420000	0.000000	77.000000	37.000000	179	0.000000	0.000000	0.000000	0	0	0	
27328	1867	0.080000	13.940000	13.080000	1.420000	0.000000	77.000000	37.000000	179	0.000000	0.000000	0.000000	0	0	0	
27562	1975	0.080000	14.280000	13.430000	1.420000	0.000000	77.000000	37.000000	156	0.000000	0.000000	0.000000	0	0	0	
27812	2063	0.080000	14.110000	13.240000	1.420000	0.000000	77.000000	37.000000	179	0.000000	0.000000	0.000000	0	0	0	
28047	2157	0.080000	13.970000	13.100000	1.410000	0.000000	77.000000	37.000000	179	0.000000	0.000000	0.000000	0	0	0	
28281	2270	0.080000	14.410000	13.470000	1.410000	0.000000	77.000000	37.000000	179	0.000000	0.000000	0.000000	0	0	0	
28531	2352	0.080000	14.550000	13.610000	1.410000	0.000000	77.000000	37.000000	179	0.000000	0.000000	0.000000	0	0	0	
28844	2535	0.080000	14.580000	13.640000	1.400000	0.000000	77.000000	37.000000	179	0.000000	0.000000	0.000000	0	0	0	
29109	2656	0.080000	14.990000	14.180000	1.400000	0.000000	77.000000	37.000000	179	0.000000	0.000000	0.000000	0	0	0	
29359	2747	0.080000	14.870000	14.050000	1.390000	0.000000	77.000000	37.000000	179	0.000000	0.000000	0.000000	0	0	0	
29609	2877	0.080000	14.520000	10.820000	1.380000	0.000000	77.000000	37.000000	179	0.000000	0.000000	0.000000	0	0	0	
29875	2537	0.080000	0.000000	0.000000	1.350000	0.000000	77.000000	37.000000	180	0.000000	0.000000	0.000000	0	0	0	
30125	2143	0.080000	0.000000	0.000000	1.350000	0.000000	77.000000	37.000000	252	0.000000	0.000000	0.000000	0	0	0	
30359	1830	0.080000	0.000000	0.000000	1.350000	0.000000	77.000000	37.000000	74	0.000000	0.000000	0.000000	0	0	0	
30594	1520	0.080000	5.350000	4.470000	1.280000	0.000000	77.000000	37.000000	74	0.000000	0.000000	0.000000	0	0	0	
30844	1935	0.080000	5.560000	4.680000	1.050000	0.000000	77.000000	37.000000	251	0.000000	0.000000	0.000000	0	0	0	
31078	1843	0.080000	5.740000	4.670000	1.020000	0.000000	77.000000	37.000000	254	0.000000	0.000000	0.000000	0	0	0	
31328	1894	0.080000	5.140000	4.280000	1.030000	0.000000	77.000000	37.000000	73	0.000000	0.000000	0.000000	0	0	0	
31578	1883	0.080000	5.860000	4.840000	1.060000	0.000000	77.000000	37.000000	254	0.000000	0.000000	0.000000	0	0	0	
31828	1881	0.080000	7.280000	6.010000	1.100000	0.000000	77.000000	37.000000	72	0.000000	0.000000	0.000000	0	0	0	
32094	1877	0.080000	7.480000	6.240000	1.120000	0.000000	77.000000	37.000000	72	0.000000	0.000000	0.000000	0	0	0	
32344	1894	0.080000	7.630000	6.450000	1.120000	0.000000	77.000000	37.000000	72	0.000000	0.000000	0.000000	0	0	0	
32578	1896	0.080000	7.750000	6.610000	1.130000	0.000000	77.000000	37.000000	105	0.000000	0.000000	0.000000	0	0	0	
32828	1931	0.080000	8.280000	7.260000	1.160000	0.000000	77.000000	37.000000	107	0.000000	0.000000	0.000000	0	0	0	
33062	1921	0.080000	8.350000	7.360000	1.170000	0.000000	77.000000	37.000000	105	0.000000	0.000000	0.000000	0	0	0	
33297	1964	0.080000	8.310000	7.280000	1.150000	0.000000	77.000000	37.000000	106	0.000000	0.000000	0.000000	0	0	0	
33562	1973	0.080000	10.570000	9.260000	1.200000	0.000000	77.000000	37.000000	105	0.000000	0.000000	0.000000	0	0	0	
33891	1963	0.080000	9.980000	8.840000	1.200000	0.000000	77.000000	37.000000	106	0.000000	0.000000	0.000000	0	0	0	
34156	2049	0.080000	9.620000	8.590000	1.200000	0.000000	77.000000	37.000000	106	0.000000	0.000000	0.000000	0	0	0	
34406	2049	0.080000	9.810000	8.730000	1.210000	0.000000	77.000000	37.000000	105	0.000000	0.000000	0.000000	0	0	0	
34656	2058	0.080000	9.750000	8.670000	1.200000	0.000000	77.000000	37.000000	106	0.000000	0.000000	0.000000	0	0	0	
34906	2083	0.080000	9.370000	8.390000	1.200000	0.000000	77.000000	37.000000	105	0.000000	0.000000	0.000000	0	0	0	
35156	2113	0.080000	9.580000	8.490000	1.190000	0.000000	77.000000	37.000000	105	0.000000	0.000000	0.000000	0	0	0	
35406	2131	0.080000	9.350000	8.310000	1.190000	0.000000	77.000000	37.000000	105	0.000000	0.000000	0.000000	0	0	0	
35687	2154	0.080000	9.260000	8.220000	1.180000	0.000000	76.000000	36.000000	107	0.000000	0.000000	0.000000	0	0	0	
35937	2186	0.080000	9.250000	8.200000	1.190000	0.000000	76.000000	36.000000	105	0.000000	0.000000	0.000000	0	0	0	
36172	2187	0.080000	9.070000	8.010000	1.170000	0.000000	76.000000	36.000000	106	0.000000	0.000000	0.000000	0	0	0	
36422	2232	0.080000	9.000000	7.940000	1.180000	0.000000	76.000000	36.000000	105	0.000000	0.000000	0.000000	0	0	0	
36656	2225	0.080000	9.010000	7.950000	1.160000	0.000000	76.000000	36.000000	105	0.000000	0.000000	0.000000	0	0	0	
36906	2271	0.080000	8.880000	7.750000	1.170000	0.000000	76.000000	36.000000	105	0.000000	0.000000	0.000000	0	0	0	
37172	2295	0.080000	8.860000	7.730000	1.160000	0.000000	76.000000	36.000000	106	0.000000	0.000000	0.000000	0	0	0	
37406	2285	0.080000	8.920000	7.790000	1.160000	0.000000	76.000000	36.000000	105	0.000000	0.000000	0.000000	0	0	0	
37672	2305	0.080000	8.580000	7.550000	1.150000	0.000000	76.000000	36.000000	106	0.000000	0.000000	0.000000	0	0	0	
37922	2331	0.080000	8.610000	7.460000	1.140000	0.000000	76.000000	36.000000	106	0.000000	0.000000	0.000000	0	0	0	
38156	2367	0.080000	8.470000	7.330000	1.130000	0.000000	76.000000	36.000000	105	0.000000	0.000000	0.000000	0	0	0	
38422	2382	0.080000	8.090000	6.980000	1.120000	0.000000	76.000000	36.000000	106	0.000000	0.000000	0.000000	0	0	0	
38672	2379	0.080000	5.310000	4.530000	1.050000	0.000000	76.000000	36.000000	106	0.000000	0.000000	0.000000	0	0	0	
38984	2391	0.080000	4.920000	4.170000	1.010000	0.000000	76.000000	36.000000	151	0.000000	0.000000	0.000000	0	0	0	
39250	2400	0.080000	4.700000	4.000000	1.010000	0.000000	76.000000	36.000000	224	0.000000	0.000000	0.000000	0	0	0	
39484	2406	0.080000	4.710000	4.010000	1.010000	0.000000	76.000000	36.000000	91	0.000000	0.000000	0.000000	0	0	0	
39734	2414	0.080000	4.920000	4.170000	1.020000	0.000000	76.000000	36.000000	197	0.000000	0.000000	0.000000	0	0	0	
39969	2408	0.080000	4.830000	4.100000	1.010000	0.000000	76.000000	36.000000	239	0.000000	0.000000	0.000000	0	0	0	
40219	2401	0.080000	4.880000	4.130000	1.020000	0.000000	76.000000	36.000000	92	0.000000	0.000000	0.000000	0	0	0	
40484	2403	0.080000	4.710000	4.070000	1.020000	0.000000	76.000000	36.000000	209	0.000000	0.000000	0.000000	0	0	0	
40750	2420	0.080000	4.730000	4.060000	1.020000	0.000000	76.000000	36.000000	177	0.000000	0.000000	0.000000	0	0	0	
40984	2423	0.080000	4.720000	4.090000	1.010000	0.000000	76.000000	36.000000	74	0.000000	0.000000	0.000000	0	0	0	
41250	2421	0.080000	4.730000	4.090000	1.020000	0.000000	76.000000	36.000000	74	0.000000	0.000000	0.000000	0	0	0	
41484	2428	0.080000	4.700000	3.980000	1.010000	0.000000	75.000000	36.000000	91	0.000000	0.000000	0.000000	0	0	0	
41734	2428	0.080000	4.710000	4.000000	1.020000	0.000000	75.000000	36.000000	76	0.000000	0.000000	0.000000	0	0	0	
42000	2429	0.080000	4.730000	4.060000	1.010000	0.000000	75.000000	35.000000	75	0.000000	0.000000	0.000000	0	0	0	
42234	2423	0.080000	4.690000	3.970000	1.020000	0.000000	75.000000	35.000000	162	0.000000	0.000000	0.000000	0	0	0	
42484	2420	0.080000	4.710000	3.990000	1.010000	0.000000	75.000000	35.000000	73	0.000000	0.000000	0.000000	0	0	0	
42734	2430	0.080000	4.830000	4.090000	1.020000	0.000000	75.000000	35.000000	72	0.000000	0.000000	0.000000	0	0	0	
42984	2424	0.080000	4.720000	4.030000	1.030000	0.000000	75.000000	35.000000	72	0.000000	0.000000	0.000000	0	0	0	
43219	2429	0.080000	4.720000	4.070000	1.020000	0.000000	75.000000	35.000000	90	0.000000	0.000000	0.000000	0	0	0	
43469	2424	0.080000	4.880000	4.120000	1.020000	0.000000	75.000000	35.000000	104	0.000000	0.000000	0.000000	0	0	0	
43703	2426	0.080000	4.710000	4.080000	1.020000	0.000000	75.000000	35.000000	74	0.000000	0.000000	0.000000	0	0	0	
44031	2424	0.080000	4.720000	4.070000	1.020000	0.000000	75.000000	35.000000	72	0.000000	0.000000	0.000000	0	0	0	
44297	2424	0.080000	4.720000	4.090000	1.020000	0.000000	75.000000	35.000000	153	0.000000	0.000000	0.000000	0	0	0	
44547	2427	0.080000	4.710000	3.990000	1.020000	0.000000	75.000000	35.000000	189	0.000000	0.000000	0.000000	0	0	0	
44812	2422	0.080000	4.720000	4.060000	1.020000	0.000000	75.000000	35.000000	76	0.000000	0.000000	0.000000	0	0	0	
45062	2424	0.080000	4.720000	4.030000	1.030000	0.000000	75.000000	35.000000	85	0.000000	0.000000	0.000000	0	0	0	
45297	2418	0.080000	4.670000	3.960000	1.020000	0.000000	75.000000	35.000000	72	0.000000	0.000000	0.000000	0	0	0	
45562	2421	0.080000	4.700000	4.040000	1.020000	0.000000	75.000000	35.000000	74	0.000000	0.000000	0.000000	0	0	0	
45812	2421	0.080000	4.850000	4.130000	1.030000	0.000000	75.000000	35.000000	132	0.000000	0.000000	0.000000	0	0	0	
46062	2422	0.080000	4.750000	4.040000	1.030000	0.000000	75.000000	35.000000	73	0.000000	0.000000	0.000000	0	0	0	
46312	2413	0.080000	4.820000	4.120000	1.020000	0.000000	75.000000	35.000000	91	0.000000	0.000000	0.000000	0	0	0	
46562	2415	0.080000	4.970000	4.230000	1.030000	0.000000	75.000000	35.000000	72	0.000000	0.000000	0.000000	0	0	0	
46797	2423	0.080000	4.850000	4.130000	1.030000	0.000000	74.000000	35.000000	101	0.000000	0.000000	0.000000	0	0	0	
47062	2416	0.080000	4.960000	4.210000	1.030000	0.000000	75.000000	35.000000	73	0.000000	0.000000	0.000000	0	0	0	
47312	2411	0.080000	5.050000	4.250000	1.030000	0.000000	74.000000	35.000000	71	0.000000	0.000000	0.000000	0	0	0	
47562	2416	0.080000	4.720000	4.120000	1.030000	0.000000	74.000000	35.000000	74	0.000000	0.000000	0.000000	0	0	0	
47812	2411	0.080000	4.870000	4.150000	1.030000	0.000000	74.000000	35.000000	71	0.000000	0.000000	0.000000	0	0	0	
48062	2410	0.080000	4.890000	4.150000	1.030000	0.000000	74.000000	35.000000	72	0.000000	0.000000	0.000000	0	0	0	
48297	2410	0.080000	4.710000	4.080000	1.030000	0.000000	74.000000	35.000000	120	0.000000	0.000000	0.000000	0	0	0	
48562	2403	0.080000	4.700000	3.990000	1.020000	0.000000	74.000000	35.000000	213	0.000000	0.000000	0.000000	0	0	0	
48828	2401	0.080000	4.710000	4.020000	1.020000	0.000000	74.000000	35.000000	72	0.000000	0.000000	0.000000	0	0	0	
49172	2391	0.080000	4.680000	3.960000	1.020000	0.000000	74.000000	35.000000	72	0.000000	0.000000	0.000000	0	0	0	
49422	2394	0.080000	4.710000	4.030000	1.020000	0.000000	74.000000	35.000000	72	0.000000	0.000000	0.000000	0	0	0	
49641	2388	0.080000	4.710000	4.070000	1.020000	0.000000	74.000000	35.000000	79	0.000000	0.000000	0.000000	0	0	0	
49891	2384	0.080000	4.710000	4.040000	1.020000	0.000000	74.000000	35.000000	153	0.000000	0.000000	0.000000	0	0	0	
50125	2382	0.080000	4.710000	4.080000	1.020000	0.000000	74.000000	35.000000	156	0.000000	0.000000	0.000000	0	0	0	
50375	2377	0.080000	4.750000	4.110000	1.020000	0.000000	74.000000	35.000000	73	0.000000	0.000000	0.000000	0	0	0	
50609	2372	0.080000	4.710000	4.030000	1.020000	0.000000	74.000000	35.000000	72	0.000000	0.000000	0.000000	0	0	0	
50859	2364	0.080000	4.720000	4.060000	1.020000	0.000000	74.000000	35.000000	146	0.000000	0.000000	0.000000	0	0	0	
51094	2351	0.080000	4.730000	4.060000	1.020000	0.000000	74.000000	35.000000	203	0.000000	0.000000	0.000000	0	0	0	
51359	2353	0.080000	4.710000	4.020000	1.020000	0.000000	74.000000	35.000000	73	0.000000	0.000000	0.000000	0	0	0	
51594	2345	0.080000	4.720000	4.050000	1.020000	0.000000	74.000000	35.000000	71	0.000000	0.000000	0.000000	0	0	0	
51844	2343	0.080000	4.830000	4.100000	1.020000	0.000000	74.000000	35.000000	73	0.000000	0.000000	0.000000	0	0	0	
