Czwartek,27,Sierpieñ,2026,16:35:06:00009-VCID:1C3761778CABCE7337-5178,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'033
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obci¹¿enie,Czas wtrysku,Ciœnienie rzecz.,,Lambda,Napiêcie, , 
,148.06,2400,87.0,8.6,11101001,147.35,2400,44.3,6.18,520.2,147.71,9.4,1.48, , 
,149.07,2400,87.0,9.4,11101001,148.39,2400,44.3,6.18,520.2,148.75,9.4,1.52, , 
,150.12,2400,87.0,7.8,11101001,149.43,2400,44.3,6.18,520.2,149.77,9.8,1.52, , 
,151.19,2400,87.0,7.0,11101001,150.47,2400,45.9,6.18,520.2,150.83,7.4,1.45, , 
,152.28,2400,87.0,7.4,11101001,151.54,2400,44.3,6.18,520.2,151.92,6.3,1.52, , 
,153.33,2400,87.0,6.3,11101001,152.64,2400,48.6,7.21,571.2,152.99,7.4,1.48, , 
,154.35,2400,87.0,7.0,11101001,153.65,2400,48.6,7.21,571.2,153.99,6.6,1.48, , 
,155.41,2400,87.0,7.4,11101001,154.68,2400,47.1,6.18,550.8,155.06,7.4,1.56, , 
,156.42,2432,87.0,6.6,11101001,155.73,2400,47.1,6.18,550.8,156.10,7.4,1.45, , 
,157.48,2400,87.0,5.9,11101001,156.77,2432,48.6,7.21,571.2,157.12,6.6,1.48, , 
,158.57,2432,87.0,6.3,11101001,157.85,2432,51.8,7.21,591.6,158.22,6.3,1.52, , 
,159.63,2464,87.0,5.5,11101001,158.93,2432,71.0,11.33,775.2,159.27,5.1,1.45, , 
,160.69,2496,87.0,6.3,11101001,159.96,2464,69.4,10.30,775.2,160.34,5.9,1.52, , 
,161.69,2496,87.0,0.0,11101001,161.05,2496,69.4,10.30,775.2,161.37,6.6,1.45, , 
,162.69,2496,87.0,2.7,11101001,162.01,2496,50.2,7.21,591.6,162.35,1.6,1.56, , 
,163.73,2496,87.0,4.7,11101001,163.03,2496,44.3,6.18,520.2,163.37,3.5,1.45, , 
,164.81,2496,87.0,7.0,11101001,164.09,2496,47.1,6.18,550.8,164.45,5.9,1.52, , 
,165.88,2464,87.0,6.6,11101001,165.17,2496,47.1,6.18,550.8,165.54,7.0,1.41, , 
,166.96,2464,87.0,5.5,11101001,166.24,2496,50.2,7.21,571.2,166.59,5.9,1.48, , 
,168.03,2464,87.0,5.5,11101001,167.32,2464,48.6,7.21,571.2,167.69,5.5,1.52, , 
,169.10,2496,87.0,4.7,11101001,168.39,2496,48.6,7.21,571.2,168.74,5.1,1.45, , 
,170.17,2496,87.0,5.9,11101001,169.46,2496,48.6,7.21,571.2,169.82,5.1,1.52, , 
,171.19,2496,87.0,5.1,11101001,170.52,2496,48.6,7.21,571.2,170.82,5.5,1.52, , 
,172.24,2496,87.0,5.1,11101001,171.54,2496,48.6,7.21,571.2,171.90,5.1,1.45, , 
,173.27,2496,87.0,5.9,11101001,172.60,2496,48.6,7.21,571.2,172.93,5.1,1.52, , 
,174.29,2496,87.0,5.9,11101001,173.62,2496,48.6,7.21,571.2,173.96,5.5,1.48, , 
,175.28,2496,87.0,0.0,11111101,174.62,2496,42.7,5.15,520.2,174.94,0.0,1.72, , 
,176.25,2432,87.0,0.0,11111101,175.60,2464,0.0,0.00,244.8,175.92,0.0,3.36, , 
,177.22,2368,87.0,0.0,11111101,176.57,2400,0.0,0.00,244.8,176.89,0.0,3.95, , 
,178.20,2304,87.0,0.0,11111101,177.55,2336,0.0,0.00,244.8,177.87,0.0,3.95, , 
,179.20,2304,87.0,0.0,11101001,178.54,2304,16.1,2.06,244.8,178.88,0.0,1.29, , 
,180.18,2240,87.0,3.9,11101001,179.53,2272,35.3,5.15,438.6,179.86,3.5,1.56, , 
,181.18,2240,87.0,5.1,11101001,180.52,2272,38.4,5.15,459.0,180.85,5.1,1.52, , 
,182.18,2240,87.0,5.9,11101001,181.52,2240,38.4,5.15,459.0,181.86,4.3,1.45, , 
,183.21,2240,87.0,6.3,11101001,182.53,2240,44.3,6.18,520.2,182.87,5.9,1.48, , 
,184.22,2240,87.0,7.8,11101001,183.56,2240,42.7,6.18,520.2,183.89,7.4,1.48, , 
,185.21,2240,87.0,0.0,11101001,184.54,2240,42.7,6.18,520.2,184.87,0.0,1.41, , 
,186.21,2208,87.0,-0.4,11101001,185.55,2208,23.5,3.09,316.2,185.87,-0.4,1.48, , 
,187.24,2176,87.0,-0.4,11101001,186.56,2176,22.0,3.09,316.2,186.89,-0.4,1.52, , 
,188.26,2144,87.0,-1.6,11101001,187.58,2176,16.1,2.06,244.8,187.94,-1.6,1.45, , 
,189.29,2112,87.0,-1.2,11101001,188.60,2112,16.1,2.06,244.8,188.95,-1.2,1.48, , 
,190.33,2080,87.0,0.0,11101001,189.64,2080,14.9,2.06,244.8,189.98,-0.8,1.52, , 
,191.40,2016,87.0,0.4,11101001,190.68,2048,14.9,2.06,244.8,191.04,0.0,1.48, , 
,192.48,1952,87.0,0.8,11101011,191.76,2016,14.9,2.06,244.8,192.13,0.4,1.48, , 
,193.57,1952,87.0,2.0,11101011,192.84,1952,14.9,2.06,244.8,193.21,1.2,1.52, , 
,194.63,1888,87.0,3.1,11111111,193.92,1920,16.1,2.06,244.8,194.27,2.7,1.52, , 
,195.69,1856,87.0,0.0,11111111,195.00,1856,0.0,0.00,275.4,195.34,0.0,3.09, , 
,196.75,1792,87.0,0.0,11101011,196.04,1824,19.2,3.09,295.8,196.40,0.0,1.84, , 
,197.64,992,87.0,0.0,11111111,197.04,1696,0.0,0.00,336.6,197.35,0.0,3.01, , 
,198.63,1728,87.0,0.0,11101011,197.96,1088,26.7,4.12,377.4,198.29,0.0,1.64, , 
,199.65,2112,87.0,3.1,11101001,198.96,2176,16.1,2.06,244.8,199.31,0.0,1.60, , 
,200.69,2080,87.0,3.5,11101001,200.00,2112,16.1,2.06,244.8,200.33,3.1,1.56, , 
,201.72,2016,87.0,3.1,11101001,201.03,2048,14.9,2.06,244.8,201.38,3.1,1.45, , 
,202.80,1984,87.0,0.0,11101011,202.08,2016,23.5,3.09,316.2,202.44,0.0,1.56, , 
,203.88,1952,87.0,3.1,11101011,203.15,1952,53.3,7.21,632.4,203.51,2.3,1.56, , 
,204.95,1952,87.0,6.3,11101011,204.23,1952,51.8,7.21,612.0,204.59,5.1,1.56, , 
,206.05,1952,87.0,7.4,11101011,205.33,1952,50.2,7.21,591.6,205.68,7.8,1.45, , 
,207.13,1952,87.0,7.0,11101011,206.40,1952,53.3,7.21,632.4,206.76,7.4,1.45, , 
,208.20,1952,85.5,6.6,11101011,207.48,1952,53.3,8.24,632.4,207.85,7.0,1.52, , 
,209.30,1952,87.0,5.9,11101011,208.56,1952,53.3,8.24,632.4,208.93,6.3,1.45, , 
,210.37,1952,85.5,5.9,11101011,209.65,1952,53.3,8.24,632.4,210.02,5.5,1.52, , 
,211.45,1952,85.5,5.9,11101011,210.74,1952,54.5,8.24,632.4,211.09,5.5,1.48, , 
,212.54,1920,85.5,5.5,11101011,211.81,1920,54.5,8.24,652.8,212.18,5.5,1.48, , 
,213.62,1920,85.5,5.5,11101011,212.91,1920,54.5,8.24,652.8,213.26,5.5,1.52, , 
,214.70,1920,85.5,2.0,11101011,214.00,1920,41.2,5.15,520.2,214.34,2.0,1.60, , 
,215.80,1920,85.5,2.7,11101011,215.06,1920,56.1,8.24,652.8,215.42,0.0,1.56, , 
,216.88,1920,85.5,4.7,11101011,216.15,1920,60.4,9.27,693.6,216.51,4.3,1.56, , 
,217.96,1920,85.5,0.0,11101011,217.24,1920,63.5,9.27,734.4,217.59,6.6,1.48, , 
,219.04,1920,85.5,3.1,11101011,218.33,1920,44.3,6.18,520.2,218.69,2.7,1.60, , 
,220.13,1888,85.5,4.7,11101011,219.40,1888,45.9,6.18,550.8,219.77,4.3,1.56, , 
,221.21,1888,85.5,6.3,11101011,220.49,1888,47.1,6.18,571.2,220.85,5.5,1.48, , 
,222.33,1920,85.5,5.9,11101011,221.57,1920,48.6,7.21,571.2,221.95,6.3,1.45, , 
,223.43,1920,85.5,5.9,11101011,222.68,1920,47.1,6.18,571.2,223.06,5.5,1.45, , 
,224.54,1920,85.5,5.5,11101011,223.80,1920,48.6,7.21,571.2,224.17,5.5,1.52, , 
,225.66,1952,87.0,5.1,11101011,224.93,1952,47.1,6.18,571.2,225.29,5.5,1.52, , 
,226.73,1984,87.0,5.1,11101011,226.02,1952,45.9,6.18,550.8,226.38,4.7,1.48, , 
,227.81,1984,87.0,3.5,11101011,227.09,1984,41.2,6.18,520.2,227.46,3.9,1.45, , 
,228.91,1984,87.0,0.8,11101011,228.18,1984,25.1,3.09,336.6,228.54,2.0,1.45, , 
,229.95,1952,87.0,-0.4,11101011,229.25,1952,25.1,3.09,336.6,229.60,0.0,1.48, , 
,231.03,1952,87.0,-0.4,11101011,230.32,1952,25.1,3.09,357.0,230.67,0.0,1.52, , 
,232.13,1952,85.5,2.3,11101011,231.40,1952,29.4,4.12,377.4,231.77,2.0,1.52, , 
,233.21,1952,87.0,1.6,11101011,232.49,1952,31.0,4.12,397.8,232.84,2.0,1.48, , 
,234.29,1952,87.0,2.0,11101011,233.57,1952,29.4,4.12,397.8,233.94,2.0,1.48, , 
,235.38,1952,87.0,5.1,11101011,234.66,1952,31.0,4.12,397.8,235.01,1.6,1.48, , 
,236.45,1952,87.0,8.2,11101011,235.73,1952,36.9,5.15,459.0,236.10,7.4,1.52, , 
,237.55,1952,87.0,8.6,11101011,236.82,1952,35.3,5.15,438.6,237.18,8.6,1.48, , 
,238.66,1952,87.0,8.6,11101011,237.91,1952,36.9,5.15,459.0,238.28,8.6,1.48, , 
,239.73,1984,87.0,8.2,11101011,239.01,1984,36.9,5.15,459.0,239.38,8.2,1.45, , 
,240.81,1984,87.0,7.8,11101001,240.11,1984,35.3,5.15,459.0,240.45,7.8,1.48, , 
,241.89,1984,87.0,5.9,11101011,241.17,1984,32.5,4.12,418.2,241.53,7.8,1.48, , 
,243.00,1984,87.0,5.1,11101011,242.26,1984,25.1,3.09,357.0,242.62,4.7,1.48, , 
,244.09,1952,87.0,4.7,11101011,243.35,1952,25.1,3.09,357.0,243.71,5.5,1.52, , 
,245.17,1952,87.0,4.7,11101011,244.45,1952,26.7,3.09,357.0,244.82,4.7,1.52, , 
,246.26,1984,87.0,5.5,11101011,245.55,1952,36.9,5.15,459.0,245.90,6.3,1.56, , 
,247.34,2016,87.0,9.0,11101001,246.64,1984,48.6,7.21,591.6,246.99,9.0,1.52, , 
,248.39,2016,87.0,6.6,11101001,247.69,2016,40.0,5.15,479.4,248.05,7.4,1.45, , 
,249.47,2016,87.0,5.5,11101001,248.76,2016,32.5,4.12,418.2,249.11,5.1,1.41, , 
,250.55,2016,87.0,3.9,11101001,249.82,2016,32.5,4.12,418.2,250.19,5.1,1.48, , 
,251.63,2016,87.0,4.7,11101001,250.92,2016,32.5,4.12,418.2,251.27,4.3,1.52, , 
,252.67,2016,87.0,3.9,11101001,251.99,2016,32.5,4.12,418.2,252.33,4.7,1.48, , 
,253.75,2016,87.0,5.1,11101001,253.03,2016,31.0,4.12,397.8,253.40,3.9,1.52, , 
,254.84,2016,87.0,4.3,11101001,254.10,2016,29.4,4.12,377.4,254.46,4.7,1.48, , 
,255.91,2016,87.0,4.3,11101001,255.20,2016,25.1,3.09,336.6,255.57,3.9,1.48, , 
,256.95,2016,87.0,3.1,11101001,256.25,2016,25.1,3.09,336.6,256.59,3.5,1.48, , 
,258.03,1952,87.0,0.8,11101011,257.31,1984,23.5,3.09,336.6,257.67,2.7,1.48, , 
,259.11,1952,87.0,-0.8,11101011,258.39,1984,16.1,2.06,244.8,258.74,-1.2,1.37, , 
