Wtorek,18,Sierpień,2026,22:10:02:00009-VCID:1C3761778CABCE7337-5178,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'004,,,,Grupa C:,'012
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Napięcie,Temperatura,Temperatura,,Obroty silnika,Obciążenie,(bez jednostek),(bez jednostek)
,15.37,1184,22.5,0.0,10110110,15.69,1184,14.04,22.5,19.5,15.99,1184,40.0,28.0,86.0
,16.31,1184,22.5,0.0,10110110,16.65,1184,14.04,22.5,19.5,16.99,1152,38.4,28.0,86.0
,17.31,1152,22.5,0.0,10110110,17.63,1152,14.04,22.5,19.5,17.95,1152,38.4,28.0,86.0
,18.26,1152,22.5,0.0,10110110,18.59,1152,14.04,22.5,19.5,18.92,1152,38.4,28.0,86.0
,19.28,1152,22.5,0.0,10110110,19.62,1152,14.04,22.5,19.5,19.95,1152,38.4,28.0,86.0
,20.26,1152,22.5,0.0,10110110,20.59,1152,14.04,22.5,19.5,20.92,1152,36.9,28.0,86.0
,21.25,1152,22.5,0.0,10110110,21.59,1152,13.94,22.5,19.5,21.91,1152,36.9,28.0,86.0
,22.24,1152,22.5,0.0,10110110,22.57,1120,14.04,22.5,19.5,22.88,1152,35.3,28.0,86.0
,23.17,1152,22.5,0.0,10110110,23.51,1120,14.14,22.5,19.5,23.84,1120,36.9,28.0,86.0
,24.17,1120,22.5,0.0,10110110,24.49,1120,14.04,22.5,19.5,24.82,1120,38.4,28.0,86.0
,25.15,1120,22.5,0.0,10110110,25.51,1120,14.04,22.5,19.5,25.83,1120,38.4,28.0,86.0
,26.17,1120,22.5,0.0,10110110,26.52,1088,13.94,22.5,19.5,26.84,1120,40.0,28.0,86.0
,27.17,1088,22.5,0.0,10110110,27.51,1088,14.04,22.5,19.5,27.85,1120,41.2,28.0,86.0
,28.16,1120,22.5,0.0,10110110,28.50,1088,14.04,22.5,19.5,28.82,1120,42.7,28.0,86.0
,29.15,1088,22.5,0.0,10110110,29.50,1088,14.04,22.5,19.5,29.84,1088,44.3,28.0,86.0
,30.17,1120,22.5,0.0,10110110,30.49,1120,14.14,22.5,19.5,30.83,1088,45.9,28.0,86.0
,31.18,1120,22.5,0.0,10110110,31.50,1120,14.14,22.5,19.5,31.81,1120,47.1,28.0,86.0
,32.16,1120,22.5,0.0,10110110,32.46,1120,14.04,22.5,19.5,32.78,1120,48.6,28.0,86.0
,33.09,1152,22.5,0.0,10110110,33.41,1088,14.04,22.5,19.5,33.73,1088,50.2,28.0,86.0
,34.06,1120,22.5,0.0,10110110,34.40,1120,14.14,22.5,19.5,34.73,1120,51.8,28.0,86.0
,35.05,1120,22.5,0.0,10110110,35.36,1120,14.04,22.5,19.5,35.69,1120,50.2,28.0,86.0
,36.04,1120,22.5,0.0,10110110,36.38,1120,14.04,22.5,19.5,36.71,1120,50.2,28.0,86.0
,37.01,1120,22.5,0.0,10110110,37.33,1152,14.14,22.5,19.5,37.68,1152,50.2,28.0,86.0
,38.02,1152,22.5,0.0,10110110,38.36,1152,14.04,24.0,19.5,38.70,1120,50.2,28.0,86.0
,39.04,1120,24.0,0.0,10110110,39.38,1088,14.04,24.0,19.5,39.71,1120,50.2,28.0,86.0
,40.05,1152,24.0,0.0,10110110,40.36,1152,14.04,24.0,19.5,40.70,1120,50.2,28.0,86.0
,41.03,1152,24.0,0.0,10110110,41.36,1120,14.04,24.0,19.5,41.69,1120,48.6,28.0,86.0
,41.99,1120,24.0,0.8,10111110,42.30,1152,14.04,24.0,19.5,42.63,1152,48.6,28.0,86.0
,42.95,1152,24.0,5.1,10111110,43.30,1152,14.04,24.0,19.5,43.62,1120,47.1,28.0,86.0
,43.98,1152,24.0,7.4,10111110,44.30,1152,14.14,24.0,19.5,44.61,1152,47.1,28.0,86.0
,44.96,1152,24.0,8.6,10111110,45.30,1152,14.04,24.0,19.5,45.63,1152,45.9,28.0,86.0
,45.94,1152,24.0,9.4,10111110,46.29,1152,14.04,24.0,19.5,46.62,1152,45.9,28.0,86.0
,46.95,1152,24.0,8.6,10111110,47.27,1152,14.04,24.0,19.5,47.60,1152,45.9,28.0,86.0
,47.93,1152,24.0,8.2,10111110,48.28,1152,14.04,25.5,19.5,48.59,1120,44.3,28.0,86.0
,48.93,1152,25.5,7.8,10111110,49.29,1152,14.04,25.5,19.5,49.61,1120,44.3,28.0,86.0
,49.92,1120,25.5,7.8,10111110,50.25,1120,14.04,25.5,19.5,50.59,1152,42.7,28.0,86.0
,50.94,1152,25.5,7.4,10111110,51.27,1120,14.04,25.5,19.5,51.59,1120,42.7,28.0,86.0
,51.91,1120,25.5,7.4,10111110,52.25,1120,14.04,25.5,19.5,52.57,1120,42.7,28.0,86.0
,52.91,1120,25.5,7.4,10111110,53.24,1120,13.94,25.5,19.5,53.58,1120,42.7,28.0,86.0
,53.91,1120,25.5,7.0,10111110,54.23,1120,14.14,25.5,19.5,54.57,1120,42.7,28.0,86.0
,54.90,1120,25.5,6.6,10111110,55.25,1120,14.14,27.0,19.5,55.60,1120,42.7,28.0,86.0
,55.93,1120,27.0,7.0,10111110,56.25,1120,14.04,25.5,19.5,56.58,1120,41.2,28.0,86.0
,56.91,1120,25.5,6.6,10111110,57.24,1120,14.04,27.0,19.5,57.56,1120,41.2,28.0,86.0
,57.88,1120,27.0,6.3,10111110,58.21,1088,14.14,27.0,19.5,58.54,1120,41.2,28.0,86.0
,58.88,1120,27.0,6.3,10111110,59.20,1120,14.04,27.0,19.5,59.52,1088,41.2,28.0,86.0
,59.83,1120,27.0,6.3,10111110,60.16,1120,14.04,27.0,19.5,60.48,1120,40.0,28.0,86.0
,60.83,1120,27.0,6.3,10111110,61.15,1120,14.04,27.0,19.5,61.48,1120,40.0,28.0,86.0
,61.81,1120,27.0,5.9,10111110,62.15,1120,14.04,27.0,19.5,62.48,1120,40.0,28.0,86.0
,62.80,1120,27.0,5.5,10111110,63.10,1088,14.04,27.0,19.5,63.41,1088,40.0,28.0,86.0
,63.72,1088,27.0,5.5,10111110,64.06,1120,14.04,27.0,19.5,64.41,1120,40.0,28.0,86.0
,64.73,1088,27.0,5.5,10111110,65.06,1120,14.04,27.0,19.5,65.40,1088,38.4,28.0,86.0
,65.75,1088,28.5,5.1,10111110,66.08,1088,14.04,28.5,19.5,66.40,1088,38.4,28.0,86.0
,66.72,1088,28.5,5.1,10111110,67.05,1088,14.04,28.5,19.5,67.38,1120,38.4,28.0,86.0
,67.70,1088,28.5,5.1,10111110,68.04,1088,14.04,28.5,19.5,68.39,1088,38.4,28.0,86.0
,68.74,1088,28.5,5.5,10111110,69.06,1088,14.04,28.5,19.5,69.41,1088,38.4,28.0,86.0
,69.74,1088,28.5,5.5,10111110,70.07,1088,14.04,28.5,19.5,70.41,1088,38.4,28.0,86.0
,70.74,1088,28.5,5.1,10111110,71.07,1088,14.04,28.5,19.5,71.41,1088,38.4,28.0,86.0
,71.73,1088,28.5,5.1,10111110,72.07,1088,14.04,28.5,19.5,72.39,1088,36.9,28.0,86.0
,72.72,1088,28.5,4.7,10111110,73.04,1088,14.04,28.5,19.5,73.35,1088,35.3,28.0,86.0
,73.65,1088,30.0,3.9,10111110,73.97,1088,14.04,30.0,19.5,74.30,1088,35.3,28.0,86.0
,74.61,1088,30.0,2.7,10111110,74.94,1056,14.04,30.0,19.5,75.24,1088,35.3,28.0,86.0
,75.55,1056,30.0,2.3,10111110,75.86,1088,14.04,30.0,19.5,76.18,1056,34.1,28.0,86.0
,76.50,1056,30.0,2.0,10111110,76.82,1056,14.04,30.0,19.5,77.13,1056,35.3,28.0,86.0
,77.45,1024,30.0,2.0,10111110,77.77,1056,14.14,30.0,19.5,78.08,1056,35.3,28.0,86.0
,78.41,1056,30.0,2.3,10111110,78.72,1056,13.94,30.0,19.5,79.03,1056,34.1,28.0,86.0
,79.36,1024,31.5,2.3,10111110,79.69,1024,14.04,31.5,19.5,80.01,1024,35.3,28.0,86.0
,80.33,1056,31.5,2.3,10111110,80.64,1056,14.04,31.5,19.5,80.97,1024,35.3,28.0,86.0
,81.30,1056,31.5,2.7,10111110,81.63,1024,14.14,31.5,19.5,81.93,1056,35.3,28.0,86.0
,82.26,1056,31.5,2.7,10111110,82.58,1056,14.04,31.5,19.5,82.88,1056,35.3,28.0,86.0
,83.18,1024,31.5,3.5,10111110,83.49,1024,14.04,31.5,19.5,83.82,1024,36.9,28.0,86.0
,84.17,1056,31.5,4.3,10111110,84.51,1056,14.04,31.5,19.5,84.85,1024,36.9,28.0,86.0
,85.16,1024,31.5,5.1,10111110,85.46,1024,14.04,31.5,19.5,85.79,1056,36.9,28.0,86.0
,86.13,1056,33.0,5.1,10111110,86.44,1024,14.04,33.0,19.5,86.77,1024,36.9,28.0,86.0
,87.09,1024,33.0,5.1,10111110,87.42,1024,14.04,33.0,19.5,87.73,1024,36.9,28.0,86.0
,88.05,1024,33.0,5.5,10111110,88.35,1024,14.04,33.0,19.5,88.66,1024,36.9,28.0,86.0
,88.97,1024,33.0,5.5,10111110,89.30,1024,14.04,33.0,19.5,89.62,1024,36.9,28.0,86.0
,89.95,1024,33.0,5.5,10111110,90.28,1024,13.94,33.0,19.5,90.60,1024,36.9,28.0,86.0
,90.92,1024,33.0,5.9,10111110,91.24,1024,14.14,33.0,19.5,91.57,1024,36.9,28.0,86.0
,91.90,1024,33.0,5.9,10111110,92.23,992,14.04,33.0,19.5,92.55,1024,36.9,28.0,86.0
,92.86,1024,33.0,5.5,10111110,93.17,1024,14.14,34.5,19.5,93.52,992,36.9,28.0,86.0
,93.85,992,34.5,5.5,10111110,94.16,992,14.04,34.5,19.5,94.44,1024,36.9,28.0,86.0
,94.78,992,34.5,5.5,10111110,95.08,992,14.14,34.5,19.5,95.41,992,38.4,28.0,86.0
,95.76,1024,34.5,5.1,10111110,96.10,1024,14.04,34.5,19.5,96.39,992,38.4,28.0,86.0
,96.71,992,34.5,5.1,10111110,97.05,1024,14.14,34.5,19.5,97.33,1024,38.4,28.0,86.0
,97.69,992,34.5,5.1,10111110,97.99,992,14.04,34.5,19.5,98.28,992,38.4,28.0,86.0
,98.64,992,34.5,5.1,10111110,98.96,992,14.04,34.5,19.5,99.22,960,38.4,28.0,86.0
,99.53,992,34.5,5.5,10111110,99.89,992,14.04,34.5,19.5,100.16,992,38.4,28.0,86.0
,100.42,992,36.0,5.1,10111110,100.69,960,14.14,36.0,19.5,100.96,992,38.4,28.0,86.0
,101.28,992,36.0,5.1,10111110,101.64,960,14.04,36.0,19.5,102.00,992,38.4,28.0,86.0
,102.36,960,36.0,4.7,10111110,102.72,960,14.04,36.0,19.5,103.03,992,38.4,28.0,86.0
,103.30,992,36.0,4.3,10111110,103.57,992,14.04,36.0,19.5,103.83,992,38.4,28.0,86.0
,104.16,992,36.0,4.7,10111110,104.50,992,14.04,36.0,19.5,104.77,960,38.4,28.0,86.0
,105.11,960,36.0,4.3,10111110,105.41,960,13.94,36.0,19.5,105.74,992,38.4,28.0,86.0
,106.08,992,36.0,4.3,10111110,106.41,960,14.14,36.0,19.5,106.69,960,38.4,28.0,86.0
,107.03,960,36.0,4.3,10111110,107.34,960,14.04,36.0,19.5,107.66,992,38.4,28.0,86.0
,108.00,960,36.0,3.9,10111110,108.31,960,14.04,37.5,19.5,108.61,960,38.4,28.0,86.0
,108.91,960,37.5,4.3,10111110,109.22,960,14.04,37.5,19.5,109.56,960,38.4,28.0,86.0
,109.90,960,37.5,4.3,10111110,110.22,960,14.04,37.5,19.5,110.50,960,38.4,28.0,86.0
,110.84,960,37.5,3.9,10111110,111.16,960,14.04,37.5,19.5,111.45,928,38.4,28.0,86.0
,111.77,928,37.5,3.9,10111110,112.10,960,14.04,37.5,19.5,112.41,960,38.4,28.0,86.0
,112.73,928,37.5,4.3,10111110,113.04,960,13.94,37.5,19.5,113.38,928,38.4,28.0,86.0
,113.67,960,37.5,3.9,10111110,113.98,960,14.04,37.5,19.5,114.30,928,36.9,28.0,86.0
,114.61,928,37.5,3.9,10111110,114.93,928,14.04,37.5,19.5,115.26,928,36.9,28.0,86.0
,115.58,928,39.0,3.9,10111110,115.91,928,14.04,39.0,19.5,116.22,928,38.4,28.0,86.0
,116.52,928,39.0,3.9,10111110,116.83,928,13.94,39.0,19.5,117.17,928,38.4,28.0,86.0
,117.49,928,39.0,4.3,10111110,117.80,928,14.04,39.0,19.5,118.11,928,36.9,28.0,86.0
,118.41,928,39.0,4.3,10111110,118.71,928,13.94,39.0,19.5,119.02,928,38.4,28.0,86.0
,119.33,928,39.0,4.7,10111110,119.65,928,14.04,39.0,19.5,120.00,928,36.9,28.0,86.0
,120.32,928,39.0,4.7,10111110,120.63,928,14.04,39.0,19.5,120.94,896,38.4,28.0,86.0
,121.24,896,39.0,4.7,10111110,121.54,928,14.04,39.0,19.5,121.86,896,36.9,28.0,86.0
,122.18,928,39.0,4.7,10111110,122.47,928,13.94,39.0,19.5,122.78,928,36.9,28.0,86.0
,123.11,896,39.0,5.1,10111110,123.43,928,14.04,39.0,19.5,123.76,928,36.9,28.0,86.0
,124.08,928,40.5,5.1,10111110,124.39,928,14.04,40.5,19.5,124.69,928,36.9,28.0,86.0
,125.01,896,40.5,5.1,10111110,125.33,928,13.94,40.5,19.5,125.65,928,36.9,28.0,86.0
,125.95,896,40.5,5.1,10111110,126.26,896,14.04,40.5,21.0,126.58,896,36.9,28.0,86.0
,126.90,896,40.5,5.1,10111110,127.23,928,14.04,40.5,19.5,127.54,928,36.9,28.0,86.0
,128.79,928,40.5,5.1,10111110,129.09,928,14.04,40.5,21.0,129.39,928,36.9,28.0,86.0
,129.72,928,40.5,5.1,10111110,130.01,928,14.04,40.5,21.0,130.33,896,36.9,28.0,86.0
,130.63,928,40.5,5.1,10111110,130.95,896,14.04,40.5,21.0,131.27,896,36.9,28.0,86.0
,131.59,928,40.5,5.1,10111110,131.91,896,14.04,40.5,21.0,132.21,896,36.9,28.0,86.0
,132.51,896,42.0,5.1,10111110,132.84,896,14.04,42.0,21.0,133.15,896,35.3,28.0,86.0
,133.45,896,42.0,4.7,10111110,133.78,896,13.94,42.0,21.0,134.08,928,35.3,28.0,86.0
,134.39,896,42.0,3.9,10111110,134.71,896,14.14,42.0,21.0,135.02,928,35.3,28.0,86.0
,135.31,896,42.0,3.5,10111110,135.62,896,14.04,42.0,21.0,135.96,896,35.3,28.0,86.0
,136.25,928,42.0,3.9,10111110,136.56,896,14.04,42.0,21.0,136.87,896,35.3,28.0,86.0
,137.18,896,42.0,3.9,10111110,137.51,896,14.14,42.0,21.0,137.81,896,35.3,28.0,86.0
,138.13,896,42.0,3.9,10111110,138.44,896,14.04,42.0,21.0,138.76,896,34.1,28.0,86.0
,139.08,896,42.0,3.9,10111110,139.40,896,14.14,42.0,21.0,139.69,928,35.3,28.0,86.0
,139.99,896,42.0,3.9,10111110,140.29,896,14.04,42.0,21.0,140.61,896,35.3,28.0,86.0
,140.91,896,42.0,3.9,10111110,141.20,896,14.04,42.0,21.0,141.52,928,34.1,28.0,86.0
,141.84,896,42.0,3.9,10111110,142.16,896,14.04,43.5,21.0,142.47,896,34.1,28.0,86.0
,142.78,896,43.5,3.5,10111110,143.09,896,14.04,43.5,21.0,143.40,896,34.1,28.0,86.0
,143.72,896,43.5,3.5,10111110,144.03,896,14.04,43.5,21.0,144.36,896,34.1,28.0,86.0
,144.70,896,43.5,3.9,10111110,145.04,896,13.94,43.5,21.0,145.34,896,34.1,28.0,86.0
,145.64,896,43.5,3.9,10111110,145.96,896,13.94,43.5,21.0,146.26,896,35.3,28.0,86.0
,146.58,896,43.5,3.9,10111110,146.88,896,14.04,43.5,21.0,147.20,896,34.1,28.0,86.0
,147.50,896,43.5,3.5,10111110,147.81,896,14.04,43.5,21.0,148.13,896,34.1,28.0,86.0
,148.44,896,43.5,3.5,10111110,148.76,896,13.94,43.5,21.0,149.09,896,34.1,28.0,86.0
,149.40,896,43.5,3.5,10111110,149.73,896,14.04,43.5,21.0,150.05,928,34.1,28.0,86.0
,150.35,928,43.5,-7.8,10111110,150.68,928,13.94,43.5,21.0,150.97,896,32.5,28.0,86.0
,151.29,928,43.5,-15.6,10111110,151.61,896,14.04,43.5,21.0,151.94,896,34.1,28.0,86.0
,152.26,896,45.0,-16.8,10111110,152.59,864,14.04,45.0,21.0,152.89,896,32.5,28.0,86.0
,153.19,896,45.0,-15.6,10111110,153.49,896,14.04,45.0,21.0,153.79,896,32.5,28.0,86.0
,154.09,896,45.0,-14.8,10111110,154.42,896,13.94,45.0,21.0,154.74,896,34.1,28.0,86.0
,155.06,896,45.0,-13.7,10111110,155.37,896,13.94,45.0,21.0,155.67,896,32.5,28.0,86.0
,155.98,896,45.0,-12.1,10111110,156.30,896,13.94,45.0,21.0,156.62,896,32.5,28.0,86.0
,156.93,896,45.0,-10.9,10111110,157.23,864,13.94,45.0,21.0,157.54,896,32.5,28.0,86.0
,157.84,896,45.0,-10.5,10111110,158.16,896,13.94,45.0,21.0,158.49,896,32.5,28.0,86.0
,158.80,896,45.0,-9.8,10111110,159.12,896,14.04,45.0,21.0,159.43,896,32.5,28.0,86.0
,159.76,896,45.0,-9.0,10111110,160.10,896,14.04,45.0,21.0,160.41,896,32.5,28.0,86.0
,160.74,896,45.0,-8.6,10111110,161.04,896,14.04,45.0,21.0,161.34,896,32.5,28.0,86.0
,161.67,896,45.0,-8.6,10111110,162.00,896,13.94,45.0,21.0,162.32,896,32.5,28.0,86.0
,162.63,896,46.5,-8.6,10111110,162.95,896,14.04,46.5,21.0,163.26,864,31.0,28.0,86.0
,163.58,896,46.5,-9.0,10111110,163.88,896,14.04,46.5,21.0,164.17,896,31.0,28.0,86.0
,164.48,896,46.5,-9.4,10111110,164.79,896,14.04,46.5,21.0,165.09,896,31.0,28.0,86.0
,165.43,864,46.5,-10.2,10111110,165.72,896,14.04,46.5,21.0,166.04,896,31.0,28.0,86.0
,166.35,864,46.5,-10.2,10111110,166.67,864,13.94,46.5,21.0,166.98,832,32.5,28.0,86.0
,167.28,832,46.5,-10.2,10111110,167.57,864,14.04,46.5,21.0,167.89,832,32.5,28.0,86.0
,168.19,832,46.5,-10.9,10111110,168.50,832,13.94,46.5,21.0,168.80,832,32.5,28.0,86.0
,169.11,832,46.5,-11.3,10111110,169.40,832,14.04,46.5,21.0,169.73,832,32.5,28.0,86.0
,170.05,832,46.5,-11.3,10111110,170.36,832,13.94,46.5,21.0,170.66,832,32.5,28.0,86.0
,170.96,832,46.5,-11.7,10111110,171.26,832,14.04,46.5,21.0,171.56,832,31.0,28.0,86.0
,171.87,832,46.5,-11.7,10111110,172.19,832,14.04,46.5,21.0,172.49,832,32.5,28.0,86.0
,172.78,800,46.5,-11.7,10111110,173.09,832,14.14,46.5,21.0,173.37,832,31.0,28.0,86.0
,173.69,832,46.5,-11.7,10111110,173.98,832,13.94,46.5,21.0,174.27,832,32.5,28.0,86.0
,174.57,832,46.5,-11.7,10111110,174.88,832,13.94,46.5,21.0,175.17,832,32.5,28.0,86.0
,175.48,832,46.5,-10.9,10111110,175.78,832,14.04,46.5,21.0,176.08,800,31.0,28.0,86.0
,176.39,832,48.0,-10.5,10111110,176.69,832,13.94,48.0,21.0,176.99,832,31.0,28.0,86.0
,177.29,832,48.0,-10.5,10111110,177.58,832,13.94,48.0,21.0,177.90,832,32.5,28.0,86.0
,178.20,832,48.0,-10.9,10111110,178.51,800,14.04,48.0,21.0,178.82,832,32.5,28.0,86.0
,179.11,832,48.0,-11.3,10111110,179.40,832,14.04,48.0,21.0,179.70,832,32.5,28.0,86.0
,180.02,832,48.0,-11.3,10111110,180.31,832,14.04,48.0,21.0,180.62,832,32.5,28.0,86.0
,180.92,832,48.0,-11.3,10111110,181.22,832,13.94,48.0,21.0,181.54,832,32.5,28.0,86.0
,181.85,832,48.0,-10.9,10111110,182.15,832,13.94,48.0,21.0,182.47,832,31.0,28.0,86.0
,182.78,832,48.0,-10.9,10111110,183.09,832,14.04,48.0,21.0,183.40,832,31.0,28.0,86.0
,183.70,832,48.0,-12.1,10111110,184.00,832,14.04,48.0,21.0,184.30,832,31.0,28.0,86.0
,184.61,832,48.0,-13.7,10111110,184.92,832,14.04,48.0,21.0,185.24,832,31.0,28.0,86.0
,185.54,800,48.0,-14.5,10111110,185.83,832,13.94,48.0,21.0,186.13,832,31.0,28.0,86.0
,186.43,832,48.0,-14.8,10111110,186.73,832,13.94,48.0,21.0,187.04,832,31.0,28.0,86.0
,187.34,832,48.0,-14.8,10111110,187.65,832,14.04,48.0,21.0,187.97,832,31.0,28.0,86.0
,188.28,832,48.0,-14.8,10111110,188.59,832,13.94,48.0,21.0,188.89,832,31.0,28.0,86.0
,189.19,832,49.5,-14.8,10111110,189.52,832,14.04,49.5,21.0,189.83,832,31.0,28.0,86.0
,190.14,832,49.5,-14.5,10111110,190.45,832,13.94,49.5,21.0,190.77,800,31.0,28.0,86.0
,191.06,832,49.5,-14.1,10111110,191.36,832,14.04,49.5,21.0,191.66,800,31.0,28.0,86.0
,191.95,832,49.5,-13.7,10111110,192.27,832,13.94,49.5,21.0,192.56,832,31.0,28.0,86.0
,192.88,832,49.5,-12.9,10111110,193.17,800,14.04,49.5,21.0,193.48,832,31.0,28.0,86.0
,193.81,832,49.5,-12.9,10111110,194.12,832,13.94,49.5,21.0,194.44,832,31.0,28.0,86.0
,194.76,832,49.5,-12.9,10111110,195.09,832,14.04,49.5,21.0,195.40,800,31.0,28.0,86.0
,195.71,832,49.5,-13.3,10111110,196.00,800,13.94,49.5,21.0,196.30,832,31.0,28.0,86.0
,196.57,832,49.5,-13.3,10111110,196.86,832,14.04,49.5,21.0,197.17,832,31.0,28.0,86.0
,197.48,832,49.5,-13.3,10111110,197.79,800,13.94,49.5,21.0,198.07,832,31.0,28.0,86.0
,198.37,832,49.5,-12.9,10111110,198.68,832,13.94,49.5,21.0,198.98,800,31.0,28.0,86.0
,199.29,800,49.5,-12.5,10111110,199.59,832,14.04,49.5,21.0,199.89,800,31.0,28.0,86.0
,200.20,832,49.5,-12.5,10111110,200.51,832,14.04,49.5,21.0,200.83,832,31.0,28.0,86.0
,201.15,832,49.5,-12.5,10111110,201.44,832,14.04,49.5,21.0,201.74,832,31.0,28.0,86.0
,202.04,832,49.5,-12.5,10111110,202.34,832,13.94,51.0,21.0,202.64,832,32.5,28.0,86.0
,202.95,832,51.0,-12.5,10111110,203.24,800,14.04,51.0,21.0,203.54,832,32.5,28.0,86.0
,203.85,832,51.0,-12.1,10111110,204.15,800,14.04,51.0,21.0,204.45,832,31.0,28.0,86.0
,204.74,832,51.0,-12.1,10111110,205.03,832,13.94,51.0,21.0,205.34,832,31.0,28.0,86.0
,205.64,832,51.0,-11.7,10111110,205.95,832,14.04,51.0,21.0,206.26,800,31.0,28.0,86.0
,206.59,800,51.0,-11.7,10111110,206.89,832,14.04,51.0,21.0,207.20,832,31.0,28.0,86.0
,207.52,832,51.0,-12.1,10111110,207.82,832,13.94,51.0,21.0,208.11,800,31.0,28.0,86.0
,208.41,832,51.0,-12.1,10111110,208.70,832,13.94,51.0,21.0,209.00,832,32.5,28.0,86.0
,209.29,832,51.0,-12.1,10111110,209.58,800,14.04,51.0,21.0,209.89,832,31.0,28.0,86.0
,210.19,832,51.0,-12.5,10111110,210.49,832,13.94,51.0,21.0,210.80,832,31.0,28.0,86.0
,211.11,832,51.0,-13.7,10111110,211.41,800,13.94,51.0,21.0,211.69,800,31.0,28.0,86.0
,212.02,800,51.0,-14.1,10111110,212.32,800,13.94,51.0,21.0,212.61,832,31.0,28.0,86.0
,212.90,800,51.0,-14.1,10111110,213.19,800,13.94,51.0,21.0,213.50,832,31.0,28.0,86.0
,213.80,832,51.0,-14.1,10111110,214.11,832,14.04,51.0,21.0,214.41,832,31.0,28.0,86.0
,214.72,832,51.0,-13.7,10111110,215.02,832,13.94,51.0,21.0,215.33,800,31.0,28.0,86.0
,215.63,800,51.0,-13.7,10111110,215.91,832,13.94,51.0,21.0,216.22,832,31.0,28.0,86.0
,216.52,832,51.0,-13.3,10111110,216.84,832,13.84,51.0,21.0,217.16,832,31.0,28.0,86.0
,217.45,800,52.5,-13.7,10111110,217.76,800,14.04,52.5,21.0,218.07,832,31.0,28.0,86.0
,218.35,800,52.5,-13.3,10111110,218.65,832,13.94,52.5,21.0,218.95,800,31.0,28.0,86.0
,219.25,800,52.5,-12.9,10111110,219.54,800,13.94,52.5,21.0,219.84,832,31.0,28.0,86.0
,220.15,800,52.5,-12.5,10111110,220.45,832,14.04,52.5,21.0,220.76,800,31.0,28.0,86.0
,221.06,832,52.5,-11.7,10111110,221.37,832,14.04,52.5,21.0,221.67,800,31.0,28.0,86.0
,221.98,832,52.5,-11.3,10111110,222.28,832,14.04,52.5,21.0,222.59,800,31.0,28.0,86.0
,222.89,832,52.5,-11.3,10111110,223.20,832,14.14,52.5,21.0,223.52,800,31.0,28.0,86.0
,223.83,800,52.5,-11.7,10111110,224.13,832,13.94,52.5,21.0,224.42,800,31.0,28.0,86.0
