Poniedziałek,17,Sierpień,2026,06:35:21:00009-VCID:1C3761778CABCE7337-5178,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'004,,,,Grupa C:,'012
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Napięcie,Temperatura,Temperatura,,Obroty silnika,Obciążenie,(bez jednostek),(bez jednostek)
,15.58,1024,16.5,0.0,10110110,14.95,1024,14.04,16.5,16.5,15.26,1024,44.3,28.0,86.0
,16.52,1024,16.5,0.0,10110110,15.93,1024,14.04,16.5,16.5,16.25,1024,44.3,28.0,86.0
,17.46,1024,16.5,0.0,10110110,16.82,1024,14.14,16.5,16.5,17.13,992,42.7,28.0,86.0
,18.44,1024,16.5,0.0,10110110,17.80,992,14.04,16.5,16.5,18.13,992,41.2,28.0,86.0
,19.37,992,16.5,0.0,10110110,18.75,992,14.04,16.5,16.5,19.11,1024,41.2,28.0,86.0
,20.34,992,16.5,0.0,10110110,19.72,1024,14.14,16.5,16.5,19.99,992,41.2,28.0,86.0
,21.28,992,16.5,0.0,10110110,20.63,1024,14.04,16.5,16.5,20.99,992,40.0,28.0,86.0
,22.19,992,16.5,0.0,10110110,21.57,992,14.14,16.5,16.5,21.92,992,40.0,28.0,86.0
,23.22,992,16.5,0.0,10110110,22.52,992,14.04,16.5,16.5,22.86,992,40.0,28.0,86.0
,24.30,960,16.5,0.0,10110110,23.58,960,14.04,16.5,16.5,23.94,992,40.0,28.0,86.0
,25.38,992,16.5,0.0,10110110,24.66,992,14.04,16.5,16.5,25.02,992,40.0,28.0,86.0
,26.45,960,16.5,0.0,10110110,25.74,992,14.04,16.5,16.5,26.10,960,38.4,28.0,86.0
,27.28,992,16.5,0.0,10110110,26.72,992,14.04,16.5,16.5,26.99,992,38.4,28.0,86.0
,28.19,992,16.5,0.0,10110110,27.63,992,14.04,16.5,16.5,27.92,960,38.4,28.0,86.0
,29.12,992,16.5,0.0,10110110,28.55,992,14.04,16.5,16.5,28.83,960,38.4,28.0,86.0
,30.07,960,18.0,0.0,10110110,29.46,992,14.04,16.5,16.5,29.73,992,36.9,28.0,86.0
,30.99,960,18.0,0.0,10110110,30.35,960,14.14,18.0,16.5,30.65,960,36.9,28.0,86.0
,31.89,960,18.0,0.0,10110110,31.29,960,14.04,18.0,16.5,31.58,960,36.9,28.0,86.0
,32.86,960,18.0,0.0,10110110,32.21,960,14.04,18.0,16.5,32.54,960,36.9,28.0,86.0
,33.82,960,18.0,0.0,10110110,33.13,960,14.14,18.0,16.5,33.46,960,36.9,28.0,86.0
,34.70,960,18.0,0.0,10110110,34.12,960,14.04,18.0,16.5,34.39,960,36.9,28.0,86.0
,35.69,960,18.0,0.0,10110110,35.03,960,14.04,18.0,16.5,35.36,960,35.3,28.0,86.0
,36.60,960,18.0,0.0,10110110,35.98,960,14.04,18.0,16.5,36.29,960,35.3,28.0,86.0
,37.56,960,18.0,0.0,10110110,36.93,960,14.14,18.0,16.5,37.25,960,35.3,28.0,86.0
,38.44,960,18.0,0.0,10110110,37.85,960,14.14,18.0,16.5,38.15,960,35.3,28.0,86.0
,39.36,928,18.0,0.0,10110110,38.74,960,14.04,18.0,16.5,39.05,960,35.3,28.0,86.0
,40.24,928,18.0,0.0,10110110,39.65,960,14.04,18.0,16.5,39.94,960,35.3,28.0,86.0
,41.17,928,18.0,0.0,10110110,40.54,960,14.04,18.0,16.5,40.86,928,35.3,28.0,86.0
,42.07,928,19.5,0.0,10110110,41.45,960,14.14,18.0,16.5,41.76,960,35.3,28.0,86.0
,42.99,928,19.5,0.0,10110110,42.38,928,13.94,19.5,16.5,42.70,928,35.3,28.0,86.0
,43.90,960,19.5,0.0,10110110,43.30,928,13.94,19.5,16.5,43.60,928,35.3,28.0,86.0
,44.84,928,19.5,0.0,10110110,44.21,928,13.94,19.5,16.5,44.52,960,35.3,28.0,86.0
,45.78,928,19.5,0.0,10110110,45.15,928,14.14,19.5,16.5,45.46,928,35.3,28.0,86.0
,46.69,928,19.5,0.0,10110110,46.08,928,14.04,19.5,16.5,46.39,960,35.3,28.0,86.0
,47.65,960,19.5,0.0,10110110,47.02,928,14.04,19.5,16.5,47.32,928,35.3,28.0,86.0
,48.56,928,19.5,0.0,10110110,47.97,928,14.14,19.5,16.5,48.28,928,35.3,28.0,86.0
,49.49,928,19.5,0.0,10110110,48.88,928,14.14,19.5,16.5,49.18,960,35.3,28.0,86.0
,50.41,928,19.5,0.0,10110110,49.81,928,14.04,19.5,16.5,50.12,928,35.3,28.0,86.0
,51.33,928,21.0,0.0,10110110,50.72,928,14.04,19.5,16.5,51.03,928,35.3,28.0,86.0
,52.28,928,21.0,0.0,10110110,51.66,928,14.14,21.0,16.5,51.96,928,35.3,28.0,86.0
,53.21,928,21.0,0.0,10110110,52.59,928,14.04,21.0,16.5,52.90,928,35.3,28.0,86.0
,54.16,928,21.0,0.0,10110110,53.53,928,13.94,21.0,16.5,53.83,928,35.3,28.0,86.0
,55.10,928,21.0,0.0,10110110,54.47,928,14.14,21.0,16.5,54.77,928,35.3,28.0,86.0
,56.02,928,21.0,0.0,10110110,55.40,928,14.14,21.0,16.5,55.71,928,34.1,28.0,86.0
,56.99,928,21.0,0.0,10110110,56.33,928,14.04,21.0,16.5,56.66,928,34.1,28.0,86.0
,57.95,928,21.0,0.0,10110110,57.30,928,14.04,21.0,16.5,57.63,928,35.3,28.0,86.0
,58.89,928,21.0,0.0,10110110,58.27,928,14.14,21.0,16.5,58.57,928,35.3,28.0,86.0
,59.82,928,22.5,0.0,10110110,59.20,928,14.04,21.0,16.5,59.51,928,34.1,28.0,86.0
,60.74,928,22.5,0.0,10110110,60.12,928,14.04,22.5,16.5,60.42,928,34.1,28.0,86.0
,61.68,928,22.5,0.0,10110110,61.05,928,14.14,22.5,16.5,61.37,928,34.1,28.0,86.0
,62.60,928,22.5,0.0,10110110,62.00,928,13.94,22.5,16.5,62.29,928,34.1,28.0,86.0
,63.51,928,22.5,0.0,10110110,62.90,896,14.14,22.5,16.5,63.21,928,34.1,28.0,86.0
,64.46,928,22.5,0.0,10110110,63.83,928,14.04,22.5,16.5,64.14,928,34.1,28.0,86.0
,65.38,896,22.5,0.0,10110110,64.78,928,14.04,22.5,16.5,65.07,928,34.1,28.0,86.0
,66.28,928,22.5,0.0,10111110,65.67,928,14.14,22.5,16.5,65.96,928,34.1,28.0,86.0
,67.23,928,22.5,-0.4,10111110,66.60,928,13.94,22.5,16.5,66.92,928,34.1,28.0,86.0
,68.13,896,22.5,-0.8,10111110,67.53,928,13.94,22.5,16.5,67.84,928,34.1,28.0,86.0
,69.10,896,24.0,-0.8,10111110,68.46,896,13.94,22.5,16.5,68.79,928,34.1,28.0,86.0
,70.06,928,24.0,-0.4,10111110,69.43,896,13.94,24.0,16.5,69.74,928,34.1,28.0,86.0
,70.96,928,24.0,-0.4,10111110,70.36,928,14.14,24.0,16.5,70.66,928,34.1,28.0,86.0
,71.87,928,24.0,-0.8,10111110,71.28,896,14.14,24.0,16.5,71.57,928,34.1,28.0,86.0
,72.76,928,24.0,-0.8,10111110,72.18,928,14.04,24.0,16.5,72.47,928,34.1,28.0,86.0
,73.67,928,24.0,-0.8,10111110,73.06,896,14.14,24.0,16.5,73.35,928,34.1,28.0,86.0
,74.57,896,24.0,-0.8,10111110,73.98,928,14.14,24.0,16.5,74.28,928,34.1,28.0,86.0
,75.49,928,24.0,-1.2,10111110,74.86,928,14.14,24.0,16.5,75.16,928,34.1,28.0,86.0
,76.40,928,24.0,-1.6,10111110,75.79,896,14.04,24.0,16.5,76.11,896,34.1,28.0,86.0
,77.34,896,24.0,-2.0,10111110,76.72,928,14.14,24.0,16.5,77.02,928,34.1,28.0,86.0
,78.28,896,24.0,-1.6,10111110,77.64,896,13.94,24.0,16.5,77.95,896,34.1,28.0,86.0
,79.22,896,25.5,-1.2,10111110,78.58,896,14.04,24.0,16.5,78.88,896,34.1,28.0,86.0
,80.13,896,24.0,-0.4,10111110,79.53,896,14.14,25.5,16.5,79.82,896,34.1,28.0,86.0
,81.08,928,25.5,-0.4,10111110,80.46,928,14.04,24.0,16.5,80.78,928,34.1,28.0,86.0
,82.00,928,25.5,-0.4,10111110,81.39,928,14.04,25.5,16.5,81.70,928,34.1,28.0,86.0
,82.92,896,25.5,-0.8,10111110,82.30,928,14.04,25.5,16.5,82.62,928,34.1,28.0,86.0
,83.87,896,25.5,-1.2,10111110,83.24,928,14.14,25.5,16.5,83.56,928,34.1,28.0,86.0
,84.79,896,25.5,-1.2,10111110,84.16,896,14.14,25.5,16.5,84.48,928,34.1,28.0,86.0
,85.75,896,25.5,-1.2,10111110,85.12,928,14.04,25.5,16.5,85.43,928,34.1,28.0,86.0
,86.68,896,25.5,-1.2,10111110,86.04,896,14.14,25.5,16.5,86.36,896,34.1,28.0,86.0
,87.62,928,25.5,-1.2,10111110,86.99,896,14.14,25.5,16.5,87.30,896,34.1,28.0,86.0
,88.51,896,25.5,-1.2,10111110,87.92,896,13.94,25.5,16.5,88.21,896,34.1,28.0,86.0
,89.49,896,25.5,-1.2,10111110,88.82,896,14.04,25.5,16.5,89.16,896,32.5,28.0,86.0
,90.42,896,25.5,-1.2,10111110,89.80,896,14.04,25.5,16.5,90.11,896,34.1,28.0,86.0
,91.33,896,27.0,-0.8,10111110,90.72,896,13.94,27.0,16.5,91.03,896,34.1,28.0,86.0
,92.27,896,27.0,-0.8,10111110,91.65,928,14.04,27.0,16.5,91.96,928,34.1,28.0,86.0
,93.24,896,27.0,-0.8,10111110,92.58,896,13.94,27.0,16.5,92.90,896,34.1,28.0,86.0
,94.17,896,27.0,-1.2,10111110,93.55,896,14.04,27.0,16.5,93.87,896,32.5,28.0,86.0
,95.13,896,27.0,-1.2,10111110,94.49,896,14.04,27.0,16.5,94.82,896,32.5,28.0,86.0
,96.06,896,27.0,-1.6,10111110,95.44,896,14.14,27.0,16.5,95.75,896,32.5,28.0,86.0
,96.98,896,27.0,-2.0,10111110,96.35,896,14.04,27.0,16.5,96.67,896,32.5,28.0,86.0
,97.90,896,27.0,-2.3,10111110,97.27,896,14.04,27.0,16.5,97.58,896,32.5,28.0,86.0
,98.86,896,27.0,-2.0,10111110,98.22,896,14.14,27.0,16.5,98.54,896,32.5,28.0,86.0
,99.76,896,27.0,-2.3,10111110,99.15,896,14.04,27.0,16.5,99.45,896,32.5,28.0,86.0
,100.73,896,27.0,-2.3,10111110,100.08,896,14.04,27.0,16.5,100.41,896,32.5,28.0,86.0
,101.69,896,28.5,-1.6,10111110,101.04,896,14.14,28.5,16.5,101.37,896,32.5,28.0,86.0
,102.63,896,28.5,-0.8,10111110,102.01,896,13.94,28.5,16.5,102.32,896,34.1,28.0,86.0
,103.55,896,28.5,-0.8,10111110,102.93,896,14.14,28.5,16.5,103.25,896,32.5,28.0,86.0
,104.54,896,28.5,-1.2,10111110,103.88,896,14.14,28.5,16.5,104.23,896,32.5,28.0,86.0
,105.51,896,28.5,-1.2,10111110,104.87,896,14.04,28.5,16.5,105.20,896,32.5,28.0,86.0
,106.46,896,28.5,-2.0,10111110,105.82,896,13.94,28.5,16.5,106.14,896,32.5,28.0,86.0
,107.40,896,28.5,-2.0,10111110,106.76,896,14.04,28.5,16.5,107.07,896,32.5,28.0,86.0
,108.33,896,28.5,-1.6,10111110,107.72,896,14.04,28.5,16.5,108.03,896,32.5,28.0,86.0
,109.25,896,28.5,-1.2,10111110,108.65,864,14.14,28.5,16.5,108.95,896,32.5,28.0,86.0
,110.17,896,28.5,-1.2,10111110,109.55,896,14.04,28.5,16.5,109.87,896,32.5,28.0,86.0
,111.11,864,28.5,-2.0,10111110,110.49,896,14.04,28.5,16.5,110.81,896,32.5,28.0,86.0
,112.00,896,30.0,-2.3,10111110,111.40,896,14.04,28.5,16.5,111.70,896,32.5,28.0,86.0
,112.90,864,30.0,-2.3,10111110,112.30,896,14.04,30.0,16.5,112.61,896,32.5,28.0,86.0
,113.82,896,30.0,-1.6,10111110,113.21,864,14.04,30.0,16.5,113.52,896,34.1,28.0,86.0
,114.77,896,30.0,-1.2,10111110,114.13,896,13.94,30.0,16.5,114.44,864,34.1,28.0,86.0
,115.66,896,30.0,-1.2,10111110,115.08,896,14.04,30.0,16.5,115.36,896,34.1,28.0,86.0
,116.56,864,30.0,-1.2,10111110,115.97,896,14.04,30.0,16.5,116.27,896,34.1,28.0,86.0
,117.44,896,30.0,-1.2,10111110,116.85,896,14.04,30.0,16.5,117.14,896,32.5,28.0,86.0
,118.37,896,30.0,-1.2,10111110,117.74,896,14.14,30.0,16.5,118.05,896,34.1,28.0,86.0
,119.27,896,30.0,-1.2,10111110,118.66,896,14.04,30.0,16.5,118.97,896,34.1,28.0,86.0
,120.19,896,30.0,-1.6,10111110,119.57,896,14.04,30.0,16.5,119.88,864,32.5,28.0,86.0
,121.12,864,31.5,-1.6,10111110,120.51,896,14.04,30.0,16.5,120.81,896,34.1,28.0,86.0
,122.03,864,31.5,-2.0,10111110,121.42,864,14.04,31.5,16.5,121.72,864,32.5,28.0,86.0
,122.94,864,31.5,-2.3,10111110,122.33,864,14.04,31.5,16.5,122.64,864,32.5,28.0,86.0
,123.84,864,31.5,-2.0,10111110,123.25,896,14.04,31.5,16.5,123.53,864,32.5,28.0,86.0
,124.80,864,31.5,-2.0,10111110,124.16,864,14.14,31.5,16.5,124.48,864,34.1,28.0,86.0
,125.72,864,31.5,-1.6,10111110,125.11,864,14.04,31.5,16.5,125.42,864,34.1,28.0,86.0
,126.63,864,31.5,-1.2,10111110,126.02,896,13.94,31.5,16.5,126.32,864,34.1,28.0,86.0
,127.57,864,31.5,-1.2,10111110,126.95,896,14.04,31.5,16.5,127.26,864,34.1,28.0,86.0
,128.49,864,31.5,-1.2,10111110,127.89,896,14.14,31.5,16.5,128.19,864,32.5,28.0,86.0
,129.43,864,33.0,-0.8,10111110,128.81,896,14.04,33.0,18.0,129.12,864,34.1,28.0,86.0
,130.33,864,33.0,-0.8,10111110,129.71,864,14.04,33.0,16.5,130.01,864,32.5,28.0,86.0
,131.22,864,33.0,-1.2,10111110,130.62,864,14.04,33.0,16.5,130.92,864,32.5,28.0,86.0
,132.13,864,33.0,-1.2,10111110,131.52,864,14.04,33.0,16.5,131.82,864,34.1,28.0,86.0
,133.05,864,33.0,-1.2,10111110,132.45,864,14.04,33.0,16.5,132.74,864,32.5,28.0,86.0
,134.01,864,33.0,-1.2,10111110,133.38,864,14.04,33.0,18.0,133.70,864,32.5,28.0,86.0
,134.92,864,33.0,-1.6,10111110,134.32,864,14.04,33.0,18.0,134.62,864,32.5,28.0,86.0
,135.85,864,33.0,-2.3,10111110,135.22,864,14.04,33.0,18.0,135.54,864,32.5,28.0,86.0
,136.80,864,33.0,-2.3,10111110,136.16,864,14.14,33.0,18.0,136.49,864,32.5,28.0,86.0
,137.72,864,33.0,-2.0,10111110,137.12,864,14.04,33.0,18.0,137.42,864,32.5,28.0,86.0
,138.64,832,34.5,-1.6,10111110,138.02,864,14.04,34.5,18.0,138.34,832,32.5,28.0,86.0
,139.56,864,34.5,-1.2,10111110,138.95,864,14.14,34.5,18.0,139.26,864,34.1,28.0,86.0
,140.49,864,34.5,-1.2,10111110,139.87,864,14.04,34.5,18.0,140.18,864,34.1,28.0,86.0
,141.40,864,34.5,-0.8,10111110,140.79,864,14.04,34.5,18.0,141.10,864,34.1,28.0,86.0
,142.32,864,34.5,-0.8,10111110,141.71,864,14.04,34.5,16.5,142.01,864,32.5,28.0,86.0
,143.23,864,34.5,-1.2,10111110,142.63,864,14.04,34.5,18.0,142.93,864,32.5,28.0,86.0
,144.17,864,34.5,-2.0,10111110,143.55,864,14.04,34.5,18.0,143.86,864,32.5,28.0,86.0
,145.10,832,34.5,-2.3,10111110,144.48,864,14.04,34.5,18.0,144.80,864,32.5,28.0,86.0
,146.01,864,34.5,-2.3,10111110,145.41,832,14.04,34.5,18.0,145.72,864,34.1,28.0,86.0
,146.93,864,36.0,-2.0,10111110,146.32,864,14.04,34.5,18.0,146.63,864,34.1,28.0,86.0
,147.86,864,36.0,-1.6,10111110,147.24,832,13.94,36.0,18.0,147.55,864,34.1,28.0,86.0
,148.79,864,36.0,-1.2,10111110,148.15,832,14.04,36.0,18.0,148.48,864,34.1,28.0,86.0
,149.74,864,36.0,-1.2,10111110,149.10,864,13.94,36.0,18.0,149.44,864,34.1,28.0,86.0
,150.65,864,36.0,-1.2,10111110,150.03,864,14.14,36.0,18.0,150.34,864,34.1,28.0,86.0
,151.58,864,36.0,-1.2,10111110,150.96,864,14.14,36.0,18.0,151.27,864,32.5,28.0,86.0
,152.52,832,36.0,-1.6,10111110,151.90,832,14.04,36.0,18.0,152.21,864,32.5,28.0,86.0
,153.44,832,36.0,-1.6,10111110,152.82,832,14.04,36.0,18.0,153.13,864,34.1,28.0,86.0
,154.37,832,36.0,-1.6,10111110,153.75,832,13.94,36.0,18.0,154.05,864,34.1,28.0,86.0
,155.26,832,36.0,-2.0,10111110,154.67,832,14.04,36.0,18.0,154.97,832,34.1,28.0,86.0
,156.20,864,36.0,-2.0,10111110,155.59,864,14.04,36.0,18.0,155.90,864,34.1,28.0,86.0
,157.13,864,36.0,-2.0,10111110,156.49,832,14.14,36.0,18.0,156.79,832,34.1,28.0,86.0
,158.02,864,37.5,-2.0,10111110,157.42,864,14.04,36.0,18.0,157.73,832,34.1,28.0,86.0
,158.95,832,37.5,-1.6,10111110,158.32,832,13.94,37.5,18.0,158.63,832,34.1,28.0,86.0
,159.89,832,37.5,-1.6,10111110,159.28,864,14.04,37.5,18.0,159.60,832,34.1,28.0,86.0
,160.79,832,37.5,-1.2,10111110,160.17,832,14.04,37.5,18.0,160.46,864,35.3,28.0,86.0
,161.74,864,37.5,-0.8,10111110,161.12,864,14.14,37.5,18.0,161.42,864,34.1,28.0,86.0
,162.68,832,37.5,-0.8,10111110,162.04,864,14.04,37.5,18.0,162.38,832,34.1,28.0,86.0
,163.58,832,37.5,-0.4,10111110,162.98,832,13.94,37.5,18.0,163.29,832,34.1,28.0,86.0
,164.54,832,37.5,-0.8,10111110,163.89,864,13.94,37.5,18.0,164.22,864,34.1,28.0,86.0
,165.39,864,37.5,-0.8,10111110,164.83,832,14.04,37.5,18.0,165.11,832,34.1,28.0,86.0
,166.27,864,37.5,-0.8,10111110,165.68,864,14.04,37.5,18.0,165.98,832,34.1,28.0,86.0
,167.18,832,39.0,-0.8,10111110,166.57,864,14.04,37.5,18.0,166.88,832,34.1,28.0,86.0
,168.10,832,39.0,-2.0,10111110,167.48,832,13.94,39.0,18.0,167.80,832,32.5,28.0,86.0
,169.03,832,39.0,-2.7,10111110,168.40,832,13.94,39.0,18.0,168.70,832,32.5,28.0,86.0
,169.96,832,39.0,-2.7,10111110,169.34,832,14.04,39.0,18.0,169.66,832,32.5,28.0,86.0
,170.88,832,39.0,-2.7,10111110,170.27,832,14.04,39.0,18.0,170.58,832,34.1,28.0,86.0
,171.86,832,39.0,-2.7,10111110,171.21,832,13.94,39.0,18.0,171.54,832,34.1,28.0,86.0
,172.78,832,39.0,-2.7,10111110,172.16,832,14.14,39.0,18.0,172.46,800,34.1,28.0,86.0
,173.65,832,39.0,-3.1,10111110,173.08,832,14.04,39.0,18.0,173.36,832,34.1,28.0,86.0
,174.58,832,39.0,-2.7,10111110,173.95,832,14.04,39.0,18.0,174.26,832,34.1,28.0,86.0
,175.52,832,39.0,-2.7,10111110,174.89,832,14.04,39.0,18.0,175.19,832,34.1,28.0,86.0
,176.45,832,39.0,-2.7,10111110,175.84,832,14.14,39.0,18.0,176.15,800,34.1,28.0,86.0
,177.31,832,39.0,-2.3,10111110,176.75,832,14.04,39.0,18.0,177.03,832,35.3,28.0,86.0
,178.19,832,40.5,-2.0,10111110,177.59,832,14.04,39.0,18.0,177.89,832,34.1,28.0,86.0
,179.03,832,40.5,-1.6,10111110,178.47,832,14.04,40.5,18.0,178.75,832,34.1,28.0,86.0
,179.93,832,40.5,-1.6,10111110,179.31,832,14.04,40.5,18.0,179.60,832,34.1,28.0,86.0
,180.84,832,40.5,-1.6,10111110,180.23,864,14.04,40.5,18.0,180.54,832,34.1,28.0,86.0
,181.75,832,40.5,-2.0,10111110,181.14,832,14.04,40.5,18.0,181.45,832,34.1,28.0,86.0
,182.66,832,40.5,-2.0,10111110,182.05,832,14.14,40.5,18.0,182.36,832,34.1,28.0,86.0
,183.55,864,40.5,-2.0,10111110,182.97,832,14.04,40.5,18.0,183.25,832,34.1,28.0,86.0
,184.48,832,40.5,-2.0,10111110,183.86,832,13.94,40.5,18.0,184.18,832,34.1,28.0,86.0
,185.37,832,40.5,-2.3,10111110,184.78,832,14.04,40.5,18.0,185.06,832,32.5,28.0,86.0
,186.27,832,40.5,-1.6,10111110,185.67,832,14.04,40.5,18.0,185.97,832,32.5,28.0,86.0
,187.19,832,40.5,-1.6,10111110,186.57,832,14.04,40.5,18.0,186.87,832,32.5,28.0,86.0
,188.12,832,42.0,-1.6,10111110,187.49,832,14.04,40.5,18.0,187.80,832,34.1,28.0,86.0
,189.08,832,42.0,-1.6,10111110,188.42,832,13.94,42.0,18.0,188.74,832,34.1,28.0,86.0
,189.99,832,42.0,-1.6,10111110,189.38,832,14.04,42.0,18.0,189.70,832,32.5,28.0,86.0
,190.93,832,42.0,-1.2,10111110,190.31,832,14.04,42.0,18.0,190.62,832,34.1,28.0,86.0
,191.84,832,42.0,-1.6,10111110,191.22,832,13.94,42.0,18.0,191.52,832,32.5,28.0,86.0
,192.76,832,42.0,-2.0,10111110,192.14,832,14.04,42.0,18.0,192.45,832,32.5,28.0,86.0
,193.69,832,42.0,-1.2,10111110,193.07,832,14.04,42.0,18.0,193.39,832,34.1,28.0,86.0
,194.63,832,42.0,-1.2,10111110,193.99,832,13.94,42.0,18.0,194.34,832,34.1,28.0,86.0
,195.55,832,42.0,-1.2,10111110,194.93,832,14.14,42.0,18.0,195.23,832,32.5,28.0,86.0
,196.47,832,42.0,-1.6,10111110,195.86,832,14.14,42.0,18.0,196.16,832,32.5,28.0,86.0
,197.39,832,42.0,-2.0,10111110,196.76,832,14.04,42.0,18.0,197.07,832,34.1,28.0,86.0
,198.33,832,42.0,-2.0,10111110,197.71,832,14.14,42.0,18.0,198.02,832,32.5,28.0,86.0
,199.29,832,42.0,-1.6,10111110,198.63,832,14.04,42.0,18.0,198.96,832,34.1,28.0,86.0
,200.20,832,43.5,-0.8,10111110,199.61,832,13.94,42.0,18.0,199.89,832,34.1,28.0,86.0
,201.12,832,43.5,-0.4,10111110,200.51,832,14.14,43.5,18.0,200.81,832,34.1,28.0,86.0
,202.05,800,43.5,-0.4,10111110,201.41,832,14.04,43.5,18.0,201.73,800,34.1,28.0,86.0
,202.99,832,43.5,0.0,10111110,202.36,832,13.94,43.5,18.0,202.66,832,34.1,28.0,86.0
,203.88,832,43.5,0.0,10111110,203.29,832,13.84,43.5,18.0,203.59,832,34.1,28.0,86.0
,204.79,832,43.5,0.4,10111110,204.19,832,13.94,43.5,18.0,204.49,832,35.3,28.0,86.0
,205.67,832,43.5,0.0,10111110,205.08,832,13.74,43.5,18.0,205.37,832,35.3,28.0,86.0
,206.59,832,43.5,0.4,10111110,205.98,832,13.74,43.5,18.0,206.27,832,35.3,28.0,86.0
,207.50,832,43.5,1.2,10111110,206.90,832,13.84,43.5,18.0,207.19,832,35.3,28.0,86.0
,208.41,832,43.5,1.2,10111110,207.80,832,13.84,43.5,18.0,208.11,832,35.3,28.0,86.0
,209.33,864,43.5,-7.4,10111110,208.71,832,13.74,43.5,18.0,209.03,832,34.1,28.0,86.0
,210.20,832,43.5,-16.4,10111110,209.61,864,13.74,43.5,18.0,209.90,832,34.1,28.0,86.0
,211.09,800,43.5,-18.4,10111110,210.50,832,13.84,43.5,18.0,210.80,800,34.1,28.0,86.0
,212.00,832,43.5,-16.0,10111110,211.40,832,13.74,43.5,18.0,211.70,800,35.3,28.0,86.0
,212.91,832,45.0,-12.5,10111110,212.30,832,13.84,43.5,18.0,212.60,800,35.3,28.0,86.0
,213.83,832,45.0,-9.8,10111110,213.23,832,13.74,45.0,18.0,213.52,800,34.1,28.0,86.0
,214.76,832,45.0,-7.4,10111110,214.13,832,13.74,45.0,18.0,214.45,832,34.1,28.0,86.0
,215.66,832,45.0,-5.9,10111110,215.05,832,13.74,45.0,18.0,215.34,800,35.3,28.0,86.0
,216.59,832,45.0,-4.3,10111110,215.98,832,13.74,45.0,18.0,216.27,832,35.3,28.0,86.0
,217.49,992,45.0,-3.9,10101010,216.87,832,13.74,45.0,18.0,217.18,832,35.3,28.0,86.0
,218.41,864,45.0,0.0,10101010,217.82,1248,13.74,45.0,18.0,218.13,1120,32.5,28.0,86.0
,219.32,1088,45.0,0.0,10101010,218.69,640,12.83,45.0,19.5,219.01,800,48.6,28.0,86.0
,220.25,736,45.0,0.0,10101010,219.62,960,13.84,45.0,19.5,219.95,800,38.4,28.0,86.0
,221.17,800,45.0,0.0,10101010,220.55,864,13.74,45.0,19.5,220.84,928,38.4,28.0,86.0
