Czwartek,06,Sierpień,2026,13:44:47:00009-VCID:1C3761778CABCE7337-5178,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'033
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obciążenie,Czas wtrysku,Ciśnienie rzecz.,,Lambda,Napięcie, , 
,145.76,800,54.0,-0.4,10111110,145.16,800,36.9,4.12,479.4,145.45,-0.4,1.48, , 
,146.68,832,54.0,-0.4,10111110,146.07,800,36.9,4.12,479.4,146.38,-0.4,1.48, , 
,147.57,832,54.0,-0.4,10111110,146.96,832,36.9,4.12,479.4,147.26,0.0,1.48, , 
,148.48,832,54.0,0.0,10111110,147.87,800,36.9,4.12,479.4,148.18,-0.4,1.52, , 
,149.39,800,54.0,-0.4,10111110,148.79,832,36.9,4.12,479.4,149.09,-0.4,1.48, , 
,150.29,800,54.0,0.0,10111110,149.69,832,36.9,4.12,479.4,150.00,-0.4,1.48, , 
,151.22,832,54.0,0.0,10111110,150.61,800,36.9,4.12,479.4,150.90,0.0,1.48, , 
,152.11,800,54.0,0.4,10111110,151.51,832,36.9,4.12,479.4,151.82,0.0,1.52, , 
,152.99,832,54.0,0.4,10111110,152.41,832,38.4,4.12,479.4,152.71,0.8,1.52, , 
,153.87,800,54.0,0.0,10101010,153.28,832,36.9,4.12,479.4,153.56,0.0,1.45, , 
,154.93,2528,54.0,0.0,10101000,154.23,1408,85.5,14.42,948.6,154.60,0.0,0.35, , 
,155.99,1696,54.0,0.0,10101010,155.29,2240,63.5,8.24,693.6,155.66,0.0,1.25, , 
,157.00,2496,54.0,0.0,10111100,156.33,1984,72.2,10.30,775.2,156.66,0.0,1.02, , 
,157.94,1248,54.0,0.0,10101010,157.31,1728,0.0,0.00,357.0,157.61,0.0,3.79, , 
,158.94,1376,55.5,0.0,10101010,158.26,1408,31.0,4.12,397.8,158.60,0.0,0.78, , 
,160.00,1440,55.5,0.0,10101010,159.28,1408,38.4,5.15,459.0,159.62,0.0,0.86, , 
,161.00,1568,55.5,0.0,10101010,160.27,1472,53.3,8.24,612.0,160.62,0.0,0.90, , 
,162.08,1696,55.5,3.5,10101010,161.37,1600,48.6,6.18,571.2,161.73,2.3,1.60, , 
,163.23,1824,55.5,7.0,10101010,162.45,1728,45.9,6.18,550.8,162.84,6.3,1.56, , 
,164.34,1952,55.5,5.5,10101010,163.61,1888,41.2,5.15,479.4,163.99,5.9,1.41, , 
,165.40,2080,55.5,4.7,10101000,164.70,2016,44.3,5.15,520.2,165.04,5.5,1.45, , 
,166.44,2176,55.5,3.9,10101000,165.75,2112,42.7,5.15,479.4,166.10,3.9,1.45, , 
,167.44,2272,55.5,1.2,10101000,166.77,2208,40.0,5.15,459.0,167.11,1.2,1.45, , 
,168.44,2336,55.5,-3.5,10101000,167.76,2304,36.9,5.15,438.6,168.09,-1.2,1.33, , 
,169.46,2336,55.5,-4.7,10101000,168.78,2336,32.5,4.12,397.8,169.13,-4.7,1.48, , 
,170.51,2432,55.5,-3.9,10101000,169.80,2368,35.3,4.12,418.2,170.16,-4.3,1.56, , 
,171.55,2496,55.5,-2.3,10101000,170.86,2464,41.2,5.15,479.4,171.19,-2.7,1.56, , 
,172.63,2656,55.5,2.0,10101000,171.90,2592,47.1,6.18,520.2,172.26,0.0,1.56, , 
,173.66,1344,55.5,0.0,10111110,172.97,2688,0.0,0.00,438.6,173.35,0.0,3.55, , 
,174.78,1760,55.5,0.0,10101010,174.01,1184,40.0,8.24,479.4,174.39,0.0,0.55, , 
,175.84,1792,55.5,0.0,10101010,175.10,1792,44.3,6.18,499.8,175.45,0.0,1.37, , 
,176.89,1728,57.0,-5.5,10101010,176.19,1760,23.5,3.09,316.2,176.55,-3.1,1.33, , 
,177.90,1696,57.0,0.0,10111110,177.22,1728,23.5,2.06,316.2,177.57,-8.2,1.37, , 
,178.82,1056,57.0,0.0,10111110,178.22,1216,28.2,4.12,357.0,178.52,0.0,3.01, , 
,179.69,864,57.0,0.0,10111110,179.09,1024,31.0,4.12,418.2,179.38,0.0,0.63, , 
,180.57,896,57.0,-4.3,10111110,179.99,896,34.1,4.12,438.6,180.29,-2.0,0.98, , 
,181.47,896,57.0,-8.2,10111110,180.87,864,34.1,4.12,438.6,181.18,-7.4,1.33, , 
,182.36,864,57.0,-8.6,10111110,181.77,896,34.1,4.12,438.6,182.07,-8.6,1.48, , 
,183.29,896,57.0,-7.4,10111110,182.67,864,35.3,4.12,459.0,182.97,-7.8,1.56, , 
,184.23,1504,57.0,-8.2,10101010,183.61,896,35.3,4.12,459.0,183.93,-5.9,1.56, , 
,185.18,1472,57.0,0.0,10101010,184.56,1376,28.2,3.09,377.4,184.88,0.0,1.45, , 
,186.23,1760,57.0,0.0,10101010,185.51,1504,67.8,12.36,754.8,185.85,0.0,0.59, , 
,187.31,2112,57.0,-7.0,11101000,186.61,1888,72.2,11.33,775.2,186.97,0.0,1.02, , 
,188.34,2304,57.0,0.0,11101000,187.65,2208,62.0,7.21,673.2,188.00,0.0,1.64, , 
,189.34,2272,57.0,-2.7,11101000,188.67,2304,32.5,4.12,397.8,189.00,-0.8,1.45, , 
,190.32,2336,58.5,0.0,11101000,189.66,2304,31.0,4.12,377.4,189.99,0.0,1.37, , 
,191.39,2464,58.5,0.4,11101000,190.67,2368,42.7,5.15,479.4,191.01,0.0,1.52, , 
,192.38,2656,58.5,-0.8,11101000,191.73,2528,53.3,7.21,591.6,192.07,0.0,1.52, , 
,193.44,2912,58.5,-7.8,11101000,192.70,2720,63.5,9.27,673.2,193.04,-8.2,1.17, , 
,194.47,1664,58.5,0.0,11101010,193.77,2496,0.0,0.00,316.2,194.12,0.0,3.91, , 
,195.59,1952,58.5,0.0,11101010,194.83,1920,26.7,4.12,336.6,195.22,0.0,0.47, , 
,196.67,1984,58.5,-1.6,11101000,195.95,1984,44.3,6.18,520.2,196.31,-2.0,1.45, , 
,197.75,2048,58.5,-0.8,11101000,197.04,2016,44.3,5.15,499.8,197.40,-1.2,1.52, , 
,198.79,2048,58.5,-1.2,11101000,198.11,2048,41.2,5.15,479.4,198.46,-1.2,1.48, , 
,199.85,2080,58.5,0.0,11101000,199.12,2080,40.0,5.15,479.4,199.48,-2.3,1.45, , 
,200.86,2080,58.5,-8.6,11101000,200.18,2080,25.1,3.09,336.6,200.52,-8.6,1.09, , 
,201.91,2048,58.5,-9.0,11101000,201.21,2080,25.1,3.09,336.6,201.57,-8.6,1.37, , 
,202.97,2048,58.5,0.0,11101000,202.26,2048,25.1,3.09,336.6,202.63,-6.3,1.48, , 
,204.03,2080,60.0,2.3,11101000,203.33,2048,44.3,5.15,499.8,203.69,0.0,1.56, , 
,205.06,2112,60.0,4.7,11101000,204.37,2112,41.2,5.15,479.4,204.71,4.7,1.56, , 
,206.10,2176,60.0,6.6,11101000,205.42,2112,41.2,5.15,479.4,205.76,6.3,1.52, , 
,207.12,2176,60.0,9.0,11101000,206.44,2176,40.0,5.15,459.0,206.78,8.2,1.48, , 
,208.13,2240,60.0,11.7,11101000,207.46,2208,42.7,5.15,499.8,207.80,10.9,1.48, , 
,209.15,2272,60.0,12.1,11101000,208.48,2240,42.7,5.15,479.4,208.81,12.1,1.45, , 
,210.17,2304,60.0,10.9,11101000,209.50,2272,41.2,5.15,479.4,209.85,11.7,1.37, , 
,211.18,2336,60.0,10.5,11101000,210.51,2304,40.0,5.15,459.0,210.85,10.5,1.41, , 
,212.24,2368,60.0,7.8,11101000,211.54,2336,40.0,5.15,459.0,211.89,9.0,1.41, , 
,213.28,2368,60.0,6.6,11101000,212.59,2368,36.9,5.15,438.6,212.92,6.6,1.37, , 
,214.31,2400,60.0,6.3,11101000,213.62,2400,36.9,4.12,438.6,213.97,6.3,1.48, , 
,215.37,2432,60.0,5.5,11101000,214.67,2432,35.3,4.12,418.2,215.01,5.9,1.45, , 
,216.43,2432,61.5,4.7,11101000,215.70,2432,36.9,4.12,418.2,216.06,5.9,1.45, , 
,217.52,2432,61.5,-3.9,11101000,216.80,2432,28.2,3.09,336.6,217.15,-4.3,1.41, , 
,218.54,2432,61.5,-9.0,11101000,217.85,2432,23.5,3.09,295.8,218.20,-7.0,1.33, , 
,219.53,2368,61.5,-6.3,11101000,218.88,2368,19.2,2.06,275.4,219.20,-7.4,1.52, , 
,220.54,2304,61.5,-6.6,11101000,219.86,2336,19.2,2.06,275.4,220.21,-5.1,1.60, , 
,221.55,2272,61.5,-2.7,11101000,220.89,2304,19.2,2.06,275.4,221.22,-6.3,1.37, , 
,222.56,2208,61.5,-1.6,11101000,221.88,2240,19.2,2.06,275.4,222.22,-1.2,1.68, , 
,223.61,2144,61.5,-3.9,11101000,222.90,2176,17.6,2.06,244.8,223.25,-1.6,1.45, , 
,224.67,2112,63.0,-9.0,11101000,223.95,2144,23.5,3.09,316.2,224.31,-7.8,1.25, , 
,225.72,2112,63.0,-9.0,11101000,225.01,2112,25.1,3.09,336.6,225.36,-10.2,1.45, , 
,226.77,2112,63.0,-8.6,11101000,226.07,2112,34.1,4.12,418.2,226.40,-9.0,1.52, , 
,227.82,2080,63.0,-5.1,11101000,227.12,2080,32.5,3.09,397.8,227.48,-5.9,1.52, , 
,228.82,2080,63.0,-4.7,11101000,228.16,2080,35.3,4.12,418.2,228.49,-4.3,1.48, , 
,229.83,2080,63.0,-3.9,11101000,229.16,2080,34.1,4.12,418.2,229.49,-4.3,1.48, , 
,230.90,2080,63.0,-2.3,11101000,230.19,2080,36.9,4.12,438.6,230.55,-2.3,1.48, , 
,231.97,2112,63.0,-1.2,11101000,231.26,2080,36.9,4.12,438.6,231.61,-1.6,1.48, , 
,233.01,2112,63.0,-0.8,11101000,232.31,2112,35.3,4.12,438.6,232.66,-0.8,1.45, , 
,234.10,2112,63.0,-0.8,11101000,233.38,2112,35.3,4.12,438.6,233.73,-1.2,1.45, , 
,235.12,2112,63.0,-2.0,11101000,234.45,2112,35.3,4.12,418.2,234.78,-1.6,1.41, , 
,236.09,1152,63.0,0.0,11111110,235.48,2112,34.1,4.12,418.2,235.82,0.0,2.54, , 
,237.07,1056,64.5,0.0,11111110,236.40,992,34.1,5.15,438.6,236.73,0.0,1.80, , 
,237.98,896,64.5,0.0,11111110,237.36,960,28.2,4.12,397.8,237.68,0.0,0.74, , 
,238.92,864,64.5,-5.1,11111110,238.29,896,31.0,4.12,418.2,238.59,-3.9,1.17, , 
,239.81,896,64.5,-5.9,11111110,239.23,864,32.5,4.12,438.6,239.52,-5.9,1.48, , 
,240.78,864,64.5,-5.1,11111110,240.14,864,32.5,4.12,438.6,240.46,-5.5,1.52, , 
,241.72,992,64.5,-4.3,11111110,241.09,864,32.5,4.12,438.6,241.41,-4.7,1.52, , 
,242.64,1408,64.5,-3.9,11101010,242.03,1120,26.7,3.09,377.4,242.30,-4.3,1.52, , 
,243.67,1472,64.5,0.0,11101010,242.94,1408,36.9,5.15,459.0,243.24,0.0,1.21, , 
,244.74,1792,64.5,0.0,11101010,244.02,1568,76.9,13.39,846.6,244.39,0.0,0.63, , 
,245.78,2144,64.5,-4.3,11101000,245.10,1888,73.7,10.30,795.6,245.44,0.0,1.13, , 
,246.80,2400,64.5,-4.3,11101000,246.11,2240,66.3,8.24,714.0,246.45,-4.7,1.48, , 
,247.80,2432,64.5,0.0,11111100,247.13,2528,60.4,7.21,673.2,247.46,-1.6,1.56, , 
,248.84,1696,66.0,0.0,11101010,248.11,1824,0.0,0.00,336.6,248.48,0.0,3.79, , 
,249.93,1664,66.0,-7.4,11101010,249.21,1696,23.5,3.09,316.2,249.58,0.0,1.05, , 
,251.03,1696,66.0,0.0,11101010,250.29,1696,35.3,4.12,438.6,250.67,0.0,1.60, , 
