Poniedzia³ek,31,Sierpieñ,2026,06:34:37:00009-VCID:1C3761778CABCE7337-5178,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'033
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obci¹¿enie,Czas wtrysku,Ciœnienie rzecz.,,Lambda,Napiêcie, , 
,144.53,1120,40.5,2.0,10111110,143.91,1504,28.2,4.12,357.0,144.25,1.2,1.56, , 
,145.44,928,40.5,0.0,10111110,144.84,896,38.4,6.18,459.0,145.14,0.8,1.45, , 
,146.36,896,40.5,-1.6,10111110,145.75,928,36.9,5.15,459.0,146.05,-1.6,1.41, , 
,147.30,896,40.5,0.4,10111110,146.67,896,36.9,5.15,459.0,146.99,-0.4,1.52, , 
,148.21,896,40.5,1.6,10111110,147.59,928,38.4,5.15,459.0,147.89,1.2,1.48, , 
,149.17,1152,40.5,0.0,10101010,148.52,928,36.9,5.15,459.0,148.85,4.7,1.52, , 
,150.21,1344,40.5,0.0,10101010,149.52,1152,54.5,9.27,612.0,149.87,0.0,1.41, , 
,151.32,1728,42.0,0.0,10101010,150.61,1472,72.2,12.36,754.8,150.97,0.0,1.52, , 
,152.41,2112,42.0,-2.0,10101000,151.69,1856,72.2,12.36,754.8,152.06,0.0,1.29, , 
,153.43,2336,42.0,-1.2,10101000,152.76,2208,60.4,9.27,652.8,153.09,-2.0,1.45, , 
,154.45,2592,42.0,2.3,10101000,153.79,2400,54.5,8.24,591.6,154.14,0.4,1.45, , 
,155.48,1120,42.0,0.0,10101010,154.79,2464,0.0,0.00,397.8,155.16,0.0,3.16, , 
,156.57,1664,42.0,0.0,10101010,155.83,1216,34.1,5.15,418.2,156.21,0.0,1.02, , 
,157.65,1728,42.0,0.0,10101010,156.92,1728,34.1,5.15,418.2,157.31,-6.6,1.29, , 
,158.76,1824,42.0,-1.6,10101010,158.04,1760,51.8,9.27,591.6,158.41,0.0,1.21, , 
,159.89,1856,42.0,0.8,10101010,159.14,1856,44.3,6.18,499.8,159.51,0.4,1.52, , 
,161.01,1920,42.0,0.8,10101010,160.25,1888,41.2,6.18,459.0,160.62,0.8,1.48, , 
,162.11,1984,43.5,0.8,10101010,161.38,1920,41.2,6.18,459.0,161.74,1.2,1.45, , 
,163.19,2016,43.5,1.6,10101000,162.48,1984,38.4,5.15,438.6,162.84,1.2,1.45, , 
,164.24,2048,43.5,2.0,10101000,163.53,2016,38.4,5.15,438.6,163.88,1.6,1.45, , 
,165.31,2112,43.5,1.6,10101000,164.60,2080,36.9,5.15,438.6,164.96,2.0,1.41, , 
,166.36,2144,43.5,1.2,10101000,165.67,2112,35.3,5.15,418.2,166.01,1.2,1.41, , 
,167.41,2176,43.5,3.9,10101000,166.71,2144,40.0,6.18,438.6,167.06,3.9,1.52, , 
,168.40,2176,43.5,3.5,10101000,167.73,2176,41.2,6.18,459.0,168.07,3.9,1.41, , 
,169.42,2208,43.5,3.9,10101000,168.73,2176,41.2,6.18,459.0,169.08,3.9,1.41, , 
,170.43,2208,43.5,3.5,10101000,169.76,2208,40.0,6.18,459.0,170.09,3.5,1.41, , 
,171.48,2208,43.5,0.0,10101000,170.77,2240,38.4,5.15,438.6,171.13,0.0,1.29, , 
,172.51,2208,43.5,-2.0,10101000,171.82,2208,26.7,3.09,336.6,172.17,-2.7,1.41, , 
,173.53,2208,45.0,-0.4,10101000,172.86,2176,26.7,4.12,336.6,173.19,-1.6,1.48, , 
,174.57,2208,45.0,1.6,10101000,173.89,2208,32.5,4.12,377.4,174.23,1.6,1.48, , 
,175.59,2240,45.0,4.3,10101000,174.92,2208,35.3,5.15,418.2,175.24,3.5,1.56, , 
,176.60,2272,45.0,3.1,10101000,175.93,2240,38.4,5.15,438.6,176.28,4.3,1.41, , 
,177.62,2272,45.0,3.1,10101000,176.95,2272,36.9,5.15,418.2,177.26,3.1,1.41, , 
,178.64,2304,45.0,2.3,10101000,177.97,2304,36.9,5.15,418.2,178.30,3.1,1.41, , 
,179.66,2336,45.0,2.3,10101000,178.97,2304,36.9,5.15,418.2,179.30,2.7,1.41, , 
,180.73,2432,45.0,7.4,11101000,180.00,2336,48.6,7.21,520.2,180.39,6.3,1.56, , 
,181.78,2560,45.0,5.9,11101000,181.06,2432,71.0,11.33,734.4,181.43,6.6,1.37, , 
,182.80,2688,45.0,2.7,11101000,182.12,2592,69.4,11.33,714.0,182.47,4.3,1.29, , 
,183.85,2816,45.0,1.2,11101000,183.13,2720,65.1,10.30,673.2,183.50,1.6,1.41, , 
,184.87,2368,46.5,0.0,11111100,184.21,2816,56.1,8.24,591.6,184.56,-0.4,1.41, , 
,185.90,1280,46.5,0.0,11101010,185.20,1728,0.0,0.00,336.6,185.53,0.0,3.63, , 
,186.92,2080,46.5,0.0,11101000,186.23,2144,20.8,3.09,275.4,186.58,0.0,0.74, , 
,187.98,2048,46.5,0.0,11101000,187.27,2080,35.3,6.18,418.2,187.62,0.0,1.29, , 
,188.99,2112,46.5,0.0,11101000,188.31,2080,66.3,11.33,693.6,188.65,0.0,1.52, , 
,189.97,2144,46.5,0.0,11101000,189.32,2144,53.3,8.24,591.6,189.64,0.0,1.41, , 
,191.01,2144,46.5,-1.2,11101000,190.32,2144,47.1,7.21,520.2,190.68,0.0,1.45, , 
,192.07,2144,46.5,0.8,11101000,191.36,2144,32.5,4.12,377.4,191.73,-2.7,1.52, , 
,193.10,2144,46.5,3.1,11101000,192.43,2144,45.9,6.18,499.8,192.76,3.5,1.52, , 
,194.14,2176,46.5,4.3,11101000,193.45,2144,47.1,7.21,520.2,193.79,4.3,1.45, , 
,195.19,2144,48.0,2.7,11101000,194.47,2176,42.7,6.18,479.4,194.82,3.9,1.33, , 
,196.22,2176,46.5,3.1,11101000,195.54,2176,41.2,6.18,459.0,195.86,2.7,1.41, , 
,197.24,2144,48.0,-2.3,11101000,196.53,2176,28.2,4.12,357.0,196.89,0.0,1.29, , 
,198.29,2144,48.0,-2.3,11101000,197.59,2144,29.4,4.12,357.0,197.95,3.9,1.56, , 
,199.30,2144,48.0,-1.6,11101000,198.62,2144,48.6,6.18,550.8,198.96,-5.1,1.37, , 
,200.36,2176,48.0,1.6,11101000,199.66,2144,48.6,6.18,550.8,200.00,-2.0,1.48, , 
,201.35,2144,48.0,0.0,11101000,200.69,2144,34.1,3.09,418.2,201.02,0.0,1.68, , 
,202.36,2112,48.0,1.2,11101000,201.69,2144,28.2,3.09,336.6,202.01,0.8,1.48, , 
,203.41,2112,48.0,1.2,11101000,202.70,2112,29.4,3.09,357.0,203.05,0.8,1.45, , 
,204.45,2080,48.0,0.4,11101000,203.75,2080,25.1,3.09,316.2,204.11,0.8,1.37, , 
,205.51,2048,48.0,1.2,11101000,204.80,2080,29.4,3.09,357.0,205.16,0.8,1.48, , 
,206.55,2048,49.5,3.1,11101000,205.85,2048,29.4,4.12,377.4,206.21,2.7,1.48, , 
,207.62,2016,49.5,4.7,11101000,206.91,2048,34.1,4.12,397.8,207.28,5.1,1.48, , 
,208.66,2048,49.5,0.0,11101000,207.96,2016,48.6,6.18,550.8,208.31,0.0,1.41, , 
,209.69,2080,49.5,0.4,11101000,209.00,2048,56.1,7.21,612.0,209.35,0.0,1.45, , 
,210.71,2080,49.5,0.0,11101000,210.04,2080,53.3,7.21,591.6,210.38,0.0,1.48, , 
,211.76,2080,49.5,-0.4,11101000,211.06,2080,40.0,5.15,459.0,211.41,-0.8,1.45, , 
,212.83,2080,49.5,3.1,11101000,212.13,2080,41.2,5.15,479.4,212.49,-1.2,1.37, , 
,213.88,2080,49.5,3.1,11101000,213.19,2080,41.2,5.15,459.0,213.54,3.5,1.48, , 
,214.92,2080,49.5,3.9,11101000,214.22,2112,41.2,5.15,459.0,214.58,3.9,1.41, , 
,215.97,2080,49.5,4.7,11101000,215.29,2080,40.0,5.15,459.0,215.62,3.9,1.45, , 
,217.01,2112,49.5,3.9,11101000,216.33,2080,40.0,5.15,459.0,216.66,3.5,1.37, , 
,218.08,2080,51.0,4.3,11101000,217.38,2080,40.0,5.15,459.0,217.74,3.9,1.45, , 
,219.19,2080,51.0,4.3,11101000,218.45,2080,40.0,5.15,459.0,218.82,3.9,1.37, , 
,220.23,2080,51.0,3.5,11101000,219.55,2080,40.0,5.15,459.0,219.88,4.7,1.48, , 
,221.31,2112,51.0,4.7,11101000,220.59,2080,50.2,6.18,571.2,220.94,5.1,1.48, , 
,222.36,2112,51.0,6.3,11101000,221.66,2112,48.6,6.18,550.8,222.01,5.9,1.48, , 
,223.40,2112,51.0,4.3,11101000,222.71,2112,42.7,5.15,479.4,223.05,5.1,1.33, , 
,224.49,2112,51.0,4.3,11101000,223.76,2112,38.4,5.15,459.0,224.13,5.1,1.45, , 
,225.50,2112,51.0,3.5,11101000,224.86,2112,40.0,5.15,459.0,225.18,3.5,1.37, , 
,226.51,2112,51.0,4.3,11101000,225.85,2112,40.0,5.15,459.0,226.18,3.5,1.45, , 
,227.61,2112,51.0,3.9,11101000,226.88,2112,40.0,5.15,459.0,227.23,3.9,1.41, , 
,228.65,2112,52.5,3.5,11101000,227.93,2112,40.0,5.15,459.0,228.27,3.5,1.45, , 
,229.69,2112,52.5,3.1,11101000,229.00,2112,40.0,5.15,459.0,229.34,3.9,1.45, , 
,230.73,2112,52.5,3.5,11101000,230.04,2112,41.2,5.15,479.4,230.38,3.1,1.41, , 
,231.81,2144,52.5,4.3,11101000,231.09,2112,42.7,5.15,479.4,231.46,3.1,1.41, , 
,232.84,2144,52.5,3.9,11101000,232.16,2144,44.3,5.15,499.8,232.51,4.3,1.45, , 
,233.89,2144,52.5,5.9,11101000,233.19,2144,44.3,5.15,499.8,233.54,5.5,1.45, , 
,234.93,2144,52.5,5.9,11101000,234.25,2144,44.3,5.15,499.8,234.58,6.3,1.45, , 
,235.96,2176,52.5,8.6,11101000,235.26,2176,45.9,6.18,520.2,235.63,7.8,1.48, , 
,236.97,2176,52.5,7.0,11101000,236.29,2176,45.9,6.18,520.2,236.63,8.2,1.41, , 
,237.98,2176,52.5,6.6,11101000,237.31,2176,44.3,6.18,499.8,237.65,6.6,1.37, , 
,239.03,2176,52.5,3.1,11101000,238.35,2176,41.2,5.15,479.4,238.69,5.9,1.37, , 
,240.06,2208,54.0,2.7,11101000,239.37,2176,41.2,5.15,479.4,239.71,2.7,1.37, , 
,241.12,2208,54.0,1.6,11101000,240.41,2208,41.2,5.15,459.0,240.75,2.0,1.41, , 
,242.15,2208,54.0,2.7,11101000,241.46,2208,38.4,5.15,438.6,241.81,1.6,1.37, , 
,243.18,2176,54.0,2.0,11101000,242.49,2208,40.0,5.15,459.0,242.84,2.7,1.48, , 
,244.24,2208,54.0,2.0,11101000,243.53,2208,40.0,5.15,459.0,243.87,2.3,1.41, , 
,245.27,2176,54.0,2.3,11101000,244.58,2208,40.0,5.15,459.0,244.92,3.1,1.48, , 
,246.29,2208,54.0,3.1,11101000,245.61,2176,40.0,5.15,459.0,245.95,3.5,1.41, , 
,247.31,2176,54.0,3.5,11101000,246.62,2208,40.0,5.15,459.0,246.97,3.1,1.41, , 
,248.33,2208,54.0,3.9,11101000,247.66,2208,40.0,5.15,459.0,247.99,2.3,1.37, , 
,249.36,2208,54.0,5.1,11101000,248.67,2208,45.9,6.18,499.8,249.02,4.3,1.45, , 
,250.39,2176,54.0,0.0,11101000,249.71,2208,40.0,5.15,459.0,250.05,0.0,1.60, , 
,251.39,2208,54.0,0.0,11101000,250.74,2208,44.3,6.18,499.8,251.07,0.0,1.37, , 
,252.41,2208,55.5,3.9,11101000,251.73,2208,45.9,5.15,520.2,252.07,2.3,1.56, , 
,253.40,2208,55.5,3.9,11101000,252.73,2208,40.0,5.15,459.0,253.08,3.5,1.48, , 
