Wtorek,01,Wrzesieñ,2026,16:08:47:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'033
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obci¹¿enie,Czas wtrysku,Ciœnienie rzecz.,,Lambda,Napiêcie, , 
,141.99,2144,82.5,23.0,11101001,141.31,2176,45.9,7.21,550.8,141.65,23.0,1.45, , 
,143.02,2144,84.0,2.3,11101001,142.34,2144,45.9,7.21,550.8,142.69,2.7,1.41, , 
,144.06,2144,84.0,2.0,11101001,143.36,2144,45.9,7.21,550.8,143.72,2.3,1.45, , 
,145.10,2144,82.5,1.2,11101001,144.41,2144,45.9,7.21,550.8,144.75,1.2,1.41, , 
,146.13,2144,82.5,0.0,11101001,145.45,2144,47.1,7.21,571.2,145.79,0.4,1.48, , 
,147.16,2144,82.5,0.4,11101001,146.48,2144,47.1,7.21,550.8,146.83,0.4,1.48, , 
,148.23,2144,82.5,0.0,11101001,147.52,2144,45.9,7.21,550.8,147.87,0.0,1.45, , 
,149.30,2144,82.5,0.0,11101001,148.58,2144,47.1,7.21,550.8,148.94,0.0,1.48, , 
,150.33,2176,82.5,0.0,11101001,149.66,2144,45.9,7.21,550.8,150.01,0.4,1.48, , 
,151.40,2176,82.5,0.8,11101001,150.70,2176,45.9,7.21,550.8,151.05,0.4,1.52, , 
,152.44,2176,82.5,0.4,11101001,151.74,2176,45.9,7.21,550.8,152.08,1.2,1.45, , 
,153.47,2240,82.5,0.0,11101001,152.79,2176,65.1,11.33,734.4,153.13,0.0,1.25, , 
,154.47,2272,82.5,-3.1,11101001,153.80,2240,90.2,16.48,989.4,154.13,-2.7,1.25, , 
,155.48,2336,82.5,-4.3,11101001,154.80,2304,90.2,15.45,989.4,155.15,-3.9,1.45, , 
,156.53,2432,82.5,-4.7,11101001,155.84,2368,90.2,15.45,989.4,156.20,-2.7,1.52, , 
,157.55,2464,82.5,-0.8,11101001,156.86,2432,90.2,17.51,969.0,157.20,-1.6,1.17, , 
,158.57,2528,82.5,1.2,11101001,157.90,2496,90.2,17.51,969.0,158.25,0.4,1.13, , 
,159.60,2592,82.5,0.0,11101001,158.91,2560,90.2,16.48,969.0,159.27,0.0,1.37, , 
,160.64,2624,82.5,0.0,11101001,159.96,2592,84.3,14.42,907.8,160.30,-3.1,1.41, , 
,161.67,2688,82.5,-2.7,11101001,160.97,2656,73.7,12.36,826.2,161.32,-2.0,1.41, , 
,162.71,2720,82.5,-4.7,11101001,162.00,2688,73.7,12.36,826.2,162.37,-4.3,1.45, , 
,163.76,2752,82.5,-5.9,11101001,163.05,2720,73.7,11.33,826.2,163.41,-5.5,1.45, , 
,164.75,2784,82.5,0.0,11111101,164.09,2752,72.2,11.33,795.6,164.41,0.0,1.45, , 
,165.79,2688,82.5,0.0,11111101,165.11,2720,0.0,0.00,244.8,165.46,0.0,3.48, , 
,166.80,2624,82.5,0.0,11111101,166.12,2656,0.0,0.00,244.8,166.45,0.0,3.87, , 
,167.82,2560,82.5,0.0,11101001,167.13,2624,17.6,3.09,244.8,167.48,0.0,1.60, , 
,168.85,2560,82.5,0.0,11101001,168.16,2592,44.3,7.21,499.8,168.50,0.0,1.17, , 
,169.87,2560,82.5,-6.6,11101001,169.19,2560,62.0,10.30,693.6,169.52,-5.1,1.37, , 
,170.93,2560,82.5,-7.0,11101001,170.23,2560,57.6,8.24,652.8,170.57,-8.2,1.48, , 
,171.91,2528,82.5,3.5,11101001,171.24,2528,22.0,3.09,316.2,171.56,0.0,1.72, , 
,172.96,2496,82.5,2.0,11101001,172.26,2464,40.0,6.18,459.0,172.60,1.6,1.48, , 
,174.00,2464,82.5,2.0,11101001,173.29,2496,40.0,6.18,479.4,173.65,1.6,1.45, , 
,175.04,2464,82.5,1.2,11101001,174.35,2464,41.2,6.18,479.4,174.70,1.2,1.45, , 
,176.11,2432,82.5,2.0,11101001,175.41,2432,42.7,7.21,499.8,175.78,1.2,1.52, , 
,177.14,2432,82.5,-2.3,11101001,176.46,2432,44.3,7.21,520.2,176.81,3.1,1.48, , 
,178.23,2432,82.5,-2.3,11101001,177.49,2432,69.4,11.33,754.8,177.87,-2.0,1.37, , 
,179.30,2432,82.5,-3.9,11101001,178.58,2432,67.8,11.33,754.8,178.94,-3.1,1.45, , 
,180.42,2400,82.5,-6.6,11101001,179.68,2432,67.8,10.30,754.8,180.05,-6.6,1.41, , 
,181.45,2400,82.5,-3.5,11101001,180.78,2400,51.8,7.21,591.6,181.11,-4.7,1.48, , 
,182.43,2368,82.5,0.0,11101001,181.76,2368,51.8,8.24,591.6,182.10,-3.1,1.48, , 
,183.44,2304,82.5,3.5,11111101,182.76,2336,20.8,3.09,295.8,183.10,0.0,1.68, , 
,184.45,2208,82.5,0.0,11111101,183.77,2272,0.0,0.00,244.8,184.11,0.0,3.79, , 
,185.44,2144,82.5,0.0,11111101,184.79,2208,0.0,0.00,244.8,185.12,0.0,3.87, , 
,186.44,2080,82.5,0.0,11111101,185.78,2112,0.0,0.00,244.8,186.10,0.0,3.91, , 
,187.48,1984,82.5,0.0,11111101,186.80,2048,0.0,0.00,244.8,187.14,0.0,3.91, , 
,188.55,1920,82.5,0.0,11111111,187.84,1984,0.0,0.00,244.8,188.21,0.0,3.95, , 
,189.54,1888,82.5,0.0,11111111,188.88,1920,0.0,0.00,275.4,189.21,0.0,3.95, , 
,190.69,1856,82.5,0.0,11101011,189.92,1856,17.6,3.09,275.4,190.31,0.0,1.95, , 
,191.81,1792,82.5,8.2,11101011,191.06,1824,17.6,3.09,275.4,191.42,0.0,1.52, , 
,192.92,1760,82.5,3.5,11101011,192.19,1792,19.2,3.09,275.4,192.55,7.4,1.21, , 
,193.99,1760,82.5,2.7,11101011,193.31,1728,19.2,3.09,295.8,193.65,4.3,1.48, , 
,194.96,1344,82.5,0.0,11111111,194.35,1728,23.5,4.12,336.6,194.65,0.0,1.37, , 
,195.92,1152,82.5,0.0,11111111,195.29,992,26.7,4.12,377.4,195.62,0.0,2.58, , 
,196.94,2112,82.5,0.0,11111101,196.27,1536,20.8,4.12,295.8,196.61,0.0,2.66, , 
,197.99,2016,82.5,0.0,11101001,197.28,2080,0.0,0.00,244.8,197.65,0.0,3.98, , 
,199.07,1984,82.5,0.0,11101011,198.35,2016,14.9,2.06,224.4,198.70,0.0,1.13, , 
,200.16,1920,82.5,4.3,11101011,199.43,1952,14.9,2.06,244.8,199.80,0.0,1.72, , 
,201.24,1920,82.5,9.0,11101011,200.53,1920,17.6,3.09,275.4,200.88,7.0,1.64, , 
,202.34,1888,82.5,7.0,11101011,201.60,1920,25.1,4.12,357.0,201.97,7.4,1.48, , 
,203.45,1888,82.5,5.5,11101011,202.72,1888,28.2,4.12,377.4,203.08,7.0,1.41, , 
,204.55,1856,82.5,3.5,11101011,203.80,1856,22.0,3.09,316.2,204.19,3.5,1.37, , 
,205.66,1824,82.5,2.7,11101011,204.93,1824,23.5,3.09,336.6,205.30,3.1,1.48, , 
,206.74,1856,82.5,-1.2,11101011,206.01,1856,54.5,9.27,632.4,206.38,0.0,1.37, , 
,207.86,1856,82.5,2.7,11101011,207.09,1888,34.1,5.15,438.6,207.47,2.7,1.56, , 
,208.97,1856,81.0,3.5,11101011,208.24,1856,28.2,4.12,377.4,208.60,3.1,1.48, , 
,210.02,1856,82.5,3.9,11101011,209.35,1856,28.2,4.12,377.4,209.67,4.3,1.48, , 
,211.17,1856,82.5,5.5,11101011,210.39,1856,28.2,4.12,377.4,210.79,5.5,1.45, , 
,212.28,1856,82.5,5.5,11101011,211.54,1856,28.2,4.12,377.4,211.91,5.1,1.45, , 
,213.36,1824,81.0,5.1,11101011,212.62,1856,29.4,4.12,377.4,212.99,5.5,1.48, , 
,214.48,1824,82.5,4.3,11101011,213.72,1824,29.4,5.15,397.8,214.10,5.1,1.45, , 
,215.61,1792,82.5,3.5,11101011,214.86,1792,29.4,5.15,397.8,215.24,3.9,1.45, , 
,216.71,1792,82.5,2.7,11101011,216.00,1792,31.0,5.15,397.8,216.33,3.5,1.45, , 
,217.87,1792,82.5,2.3,11101011,217.09,1792,31.0,5.15,397.8,217.48,2.7,1.48, , 
,218.95,1760,82.5,1.2,11101011,218.24,1792,31.0,5.15,397.8,218.59,2.0,1.48, , 
,220.07,1760,82.5,-1.2,11101011,219.34,1792,31.0,4.12,397.8,219.69,-0.4,1.45, , 
,221.19,1792,82.5,-1.6,11101011,220.43,1760,31.0,5.15,397.8,220.82,-1.6,1.52, , 
,222.24,1792,82.5,5.5,11101011,221.51,1792,31.0,4.12,397.8,221.84,3.5,1.52, , 
,223.31,1760,82.5,3.1,11101011,222.59,1760,22.0,3.09,316.2,222.96,5.1,1.41, , 
,224.38,1760,82.5,1.2,11101011,223.67,1760,22.0,3.09,316.2,224.02,2.0,1.41, , 
,225.45,1728,82.5,3.5,11111111,224.74,1760,20.8,3.09,295.8,225.09,3.1,1.60, , 
,226.48,1728,82.5,0.0,11111111,225.81,1760,20.8,3.09,316.2,226.15,0.0,1.84, , 
,227.53,1696,82.5,0.0,11101011,226.83,1728,0.0,0.00,316.2,227.18,0.0,3.95, , 
,228.58,1696,82.5,0.0,11101011,227.87,1696,20.8,3.09,295.8,228.21,0.0,0.70, , 
,229.66,1696,82.5,1.2,11101011,228.96,1728,20.8,3.09,295.8,229.31,2.0,1.56, , 
,230.78,1728,82.5,2.7,11101011,230.04,1696,28.2,4.12,377.4,230.43,2.7,1.52, , 
,231.87,1728,82.5,3.1,11101011,231.15,1728,29.4,4.12,377.4,231.54,2.7,1.48, , 
,232.98,1728,82.5,2.0,11101011,232.24,1728,29.4,4.12,397.8,232.61,2.0,1.45, , 
,234.06,1728,82.5,1.6,11101011,233.35,1728,26.7,4.12,357.0,233.70,2.0,1.48, , 
,235.17,1728,82.5,0.4,11101011,234.44,1728,23.5,4.12,336.6,234.81,0.0,1.41, , 
,236.25,1696,82.5,2.3,11101011,235.53,1728,20.8,3.09,295.8,235.86,2.3,1.56, , 
,237.30,1696,82.5,2.0,11101011,236.60,1696,20.8,3.09,295.8,236.94,2.7,1.52, , 
,238.36,1664,82.5,1.2,11101011,237.68,1664,20.8,3.09,295.8,238.03,1.2,1.45, , 
,239.41,1632,82.5,-0.8,11101011,238.70,1664,20.8,3.09,316.2,239.05,0.0,1.41, , 
,240.49,1632,82.5,-1.6,11101011,239.77,1632,22.0,3.09,316.2,240.12,-2.7,1.41, , 
,241.56,1632,82.5,0.0,11111111,240.85,1600,41.2,6.18,499.8,241.19,0.0,1.21, , 
,242.51,1152,82.5,0.0,11101011,241.86,1248,0.0,0.00,418.2,242.17,0.0,3.44, , 
,243.58,2144,82.5,0.0,11101001,242.88,1760,23.5,4.12,336.6,243.22,0.0,1.13, , 
,244.65,2112,82.5,0.0,11101001,243.94,2112,23.5,3.09,316.2,244.30,0.0,1.52, , 
,245.70,2176,82.5,1.6,11101001,245.01,2144,51.8,7.21,591.6,245.36,0.8,1.52, , 
,246.71,2208,82.5,4.3,11101001,246.04,2176,48.6,7.21,571.2,246.39,3.9,1.56, , 
,247.77,2272,82.5,6.3,11101001,247.06,2240,48.6,7.21,571.2,247.43,5.9,1.45, , 
,248.82,2304,82.5,7.0,11101001,248.13,2272,47.1,7.21,550.8,248.46,6.6,1.45, , 
,249.88,2336,82.5,2.3,11101001,249.18,2336,47.1,7.21,550.8,249.52,7.0,1.48, , 
,250.95,2336,82.5,2.0,11101001,250.26,2368,41.2,6.18,499.8,250.61,2.3,1.48, , 
,251.94,2304,82.5,0.0,11101001,251.28,2336,25.1,4.12,336.6,251.60,0.4,1.41, , 
,252.97,2272,82.5,0.4,11101001,252.30,2304,25.1,4.12,336.6,252.64,0.0,1.48, , 
