Niedziela,16,Sierpień,2026,17:20:13:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'004,,,,Grupa C:,'012
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Napięcie,Temperatura,Temperatura,,Obroty silnika,Obciążenie,(bez jednostek),(bez jednostek)
,16.18,1120,24.0,0.0,10110110,15.49,1120,14.04,24.0,24.0,15.83,1120,38.4,28.0,86.0
,17.16,1120,24.0,0.0,10110110,16.50,1120,13.94,24.0,24.0,16.85,1120,38.4,28.0,86.0
,18.11,1088,24.0,0.0,10110110,17.48,1120,13.84,24.0,24.0,17.79,1120,38.4,28.0,86.0
,19.09,1088,24.0,0.0,10110110,18.43,1120,14.04,24.0,24.0,18.76,1120,38.4,28.0,86.0
,20.06,1088,24.0,0.0,10110110,19.41,1120,14.04,24.0,24.0,19.74,1088,40.0,28.0,86.0
,20.99,1088,24.0,0.0,10110110,20.35,1120,13.94,24.0,24.0,20.67,1088,40.0,28.0,86.0
,22.01,1120,24.0,0.0,10110110,21.32,1120,14.04,24.0,24.0,21.66,1120,41.2,28.0,86.0
,23.01,1088,24.0,0.0,10110110,22.34,1120,14.04,24.0,24.0,22.68,1120,42.7,28.0,86.0
,23.98,1088,24.0,0.0,10110110,23.33,1088,14.04,24.0,24.0,23.65,1120,44.3,28.0,86.0
,24.93,1088,24.0,0.0,10110110,24.30,1088,14.04,24.0,24.0,24.62,1120,45.9,28.0,86.0
,25.91,1120,24.0,0.0,10110110,25.24,1120,14.04,24.0,24.0,25.58,1120,45.9,28.0,86.0
,26.87,1088,25.5,0.0,10110110,26.23,1088,14.04,24.0,24.0,26.55,1120,47.1,28.0,86.0
,27.83,1120,25.5,0.0,10110110,27.19,1120,14.04,25.5,24.0,27.51,1120,48.6,28.0,86.0
,28.79,1120,25.5,0.0,10110110,28.17,1120,13.94,25.5,24.0,28.48,1088,50.2,28.0,86.0
,29.77,1120,25.5,0.0,10110110,29.12,1120,14.04,25.5,24.0,29.45,1120,50.2,28.0,86.0
,30.77,1088,25.5,0.0,10110110,30.10,1120,14.04,25.5,24.0,30.44,1120,50.2,28.0,86.0
,31.75,1152,25.5,0.0,10110110,31.10,1120,14.04,25.5,24.0,31.42,1120,50.2,28.0,86.0
,32.73,1152,25.5,0.0,10110110,32.08,1120,13.94,25.5,24.0,32.41,1120,50.2,28.0,86.0
,33.73,1120,25.5,0.0,10110110,33.05,1120,13.94,25.5,24.0,33.38,1120,50.2,28.0,86.0
,34.65,1120,25.5,0.0,10110110,34.04,1120,13.94,25.5,24.0,34.34,1152,48.6,28.0,86.0
,35.67,1120,25.5,0.0,10110110,35.00,1088,14.04,25.5,24.0,35.34,1120,48.6,28.0,86.0
,36.61,1120,25.5,0.0,10110110,35.99,1120,14.04,25.5,24.0,36.30,1120,48.6,28.0,86.0
,37.60,1120,25.5,0.0,10110110,36.96,1120,13.94,25.5,24.0,37.28,1120,48.6,28.0,86.0
,38.59,1120,27.0,0.0,10110110,37.94,1120,14.04,25.5,24.0,38.28,1120,48.6,28.0,86.0
,39.58,1120,27.0,0.0,10110110,38.92,1120,14.04,27.0,24.0,39.26,1120,48.6,28.0,86.0
,40.54,1120,27.0,0.0,10110110,39.90,1120,14.04,27.0,24.0,40.23,1120,47.1,28.0,86.0
,41.51,1120,27.0,0.0,10110110,40.85,1120,14.04,27.0,24.0,41.18,1088,47.1,28.0,86.0
,42.49,1120,27.0,0.0,10110110,41.82,1120,14.04,27.0,24.0,42.14,1120,47.1,28.0,86.0
,43.45,1120,27.0,0.0,10110110,42.82,1120,14.04,27.0,24.0,43.13,1088,45.9,28.0,86.0
,44.41,1088,27.0,0.0,10110110,43.76,1120,13.94,27.0,24.0,44.08,1088,45.9,28.0,86.0
,45.39,1088,27.0,0.0,10110110,44.73,1120,14.04,27.0,24.0,45.07,1120,45.9,28.0,86.0
,46.35,1120,27.0,0.0,10110110,45.72,1088,14.04,27.0,24.0,46.03,1120,45.9,28.0,86.0
,47.36,1120,27.0,0.0,10110110,46.69,1120,13.94,27.0,24.0,47.00,1120,44.3,28.0,86.0
,48.36,1088,28.5,0.0,10110110,47.69,1088,14.04,28.5,24.0,48.02,1088,44.3,28.0,86.0
,49.33,1088,28.5,0.0,10110110,48.68,1088,13.94,28.5,24.0,49.00,1120,44.3,28.0,86.0
,50.32,1088,28.5,0.0,10110110,49.66,1088,14.04,28.5,24.0,50.01,1088,44.3,28.0,86.0
,51.29,1120,28.5,0.0,10110110,50.64,1120,13.94,28.5,24.0,50.97,1120,42.7,28.0,86.0
,52.26,1088,28.5,0.0,10110110,51.62,1120,14.04,28.5,24.0,51.95,1088,44.3,28.0,86.0
,53.22,1088,28.5,0.0,10110110,52.59,1088,14.04,28.5,24.0,52.90,1088,42.7,28.0,86.0
,54.21,1088,28.5,0.0,10110110,53.55,1088,14.04,28.5,24.0,53.86,1088,44.3,28.0,86.0
,55.16,1088,28.5,0.0,10110110,54.53,1088,13.94,28.5,24.0,54.85,1088,42.7,28.0,86.0
,56.11,1088,28.5,0.0,10111110,55.48,1088,14.04,28.5,24.0,55.78,1088,42.7,28.0,86.0
,57.08,1088,30.0,1.6,10111110,56.43,1120,14.04,30.0,24.0,56.76,1088,42.7,28.0,86.0
,58.06,1088,30.0,2.0,10111110,57.41,1088,14.04,30.0,24.0,57.75,1088,41.2,28.0,86.0
,59.03,1088,30.0,2.3,10111110,58.40,1088,13.94,30.0,24.0,58.71,1088,41.2,28.0,86.0
,60.00,1088,30.0,2.3,10111110,59.35,1088,13.94,30.0,24.0,59.67,1088,41.2,28.0,86.0
,60.95,1088,30.0,2.0,10111110,60.32,1088,14.04,30.0,24.0,60.65,1088,41.2,28.0,86.0
,61.90,1056,30.0,1.2,10111110,61.25,1088,14.04,30.0,24.0,61.57,1088,41.2,28.0,86.0
,62.85,1088,30.0,1.2,10111110,62.23,1088,14.04,30.0,24.0,62.53,1088,40.0,28.0,86.0
,63.78,1088,31.5,1.6,10111110,63.15,1088,13.94,30.0,24.0,63.48,1088,41.2,28.0,86.0
,64.75,1056,31.5,1.6,10111110,64.10,1056,14.04,31.5,24.0,64.45,1088,41.2,28.0,86.0
,65.72,1056,31.5,1.6,10111110,65.09,1056,13.94,31.5,24.0,65.42,1056,40.0,28.0,86.0
,66.71,1056,31.5,1.2,10111110,66.05,1088,14.04,31.5,24.0,66.39,1088,40.0,28.0,86.0
,67.66,1056,31.5,0.8,10111110,67.03,1056,14.04,31.5,24.0,67.35,1056,40.0,28.0,86.0
,68.64,1024,33.0,0.4,10111110,68.00,1056,14.04,31.5,24.0,68.31,1056,38.4,28.0,86.0
,69.62,1024,33.0,-0.4,10111110,68.96,1024,13.94,33.0,24.0,69.29,1024,38.4,28.0,86.0
,70.59,1024,33.0,-0.4,10111110,69.94,1024,14.04,33.0,25.5,70.26,1024,38.4,28.0,86.0
,71.56,1024,33.0,-0.4,10111110,70.91,1024,14.04,33.0,24.0,71.25,1024,38.4,28.0,86.0
,72.49,992,33.0,0.0,10111110,71.87,1024,13.94,33.0,24.0,72.20,1024,38.4,28.0,86.0
,73.44,1024,33.0,0.4,10111110,72.81,1024,13.94,33.0,24.0,73.14,992,38.4,28.0,86.0
,74.40,992,33.0,0.4,10111110,73.78,992,13.94,33.0,24.0,74.08,992,38.4,28.0,86.0
,75.39,1024,33.0,0.8,10111110,74.74,992,14.14,33.0,24.0,75.02,992,36.9,28.0,86.0
,76.37,992,34.5,0.8,10111110,75.72,992,14.04,34.5,24.0,76.00,992,38.4,28.0,86.0
,77.30,992,34.5,1.2,10111110,76.71,992,14.04,34.5,24.0,76.97,992,38.4,28.0,86.0
,78.24,992,34.5,1.6,10111110,77.62,992,14.04,34.5,24.0,77.88,992,38.4,28.0,86.0
,79.20,1024,34.5,1.6,10111110,78.58,992,14.04,34.5,25.5,78.88,992,38.4,28.0,86.0
,80.17,992,34.5,1.6,10111110,79.47,992,14.04,34.5,24.0,79.84,992,40.0,28.0,86.0
,81.24,992,34.5,2.0,10111110,80.52,992,13.94,34.5,24.0,80.88,992,40.0,28.0,86.0
,82.11,992,34.5,2.0,10111110,81.55,992,13.94,34.5,24.0,81.84,992,40.0,28.0,86.0
,83.13,960,36.0,1.2,10111110,82.47,992,14.04,36.0,25.5,82.83,960,40.0,28.0,86.0
,84.16,960,36.0,1.2,10111110,83.44,992,14.04,36.0,24.0,83.80,960,40.0,28.0,86.0
,85.06,992,36.0,0.8,10111110,84.45,960,14.04,36.0,25.5,84.71,960,40.0,28.0,86.0
,86.04,960,36.0,0.8,10111110,85.40,992,13.94,36.0,25.5,85.76,992,40.0,28.0,86.0
,86.95,992,36.0,0.8,10111110,86.31,992,13.94,36.0,25.5,86.66,960,40.0,28.0,86.0
,87.89,960,36.0,0.8,10111110,87.30,992,13.94,36.0,25.5,87.59,992,40.0,28.0,86.0
,88.84,960,36.0,0.8,10111110,88.18,960,14.04,36.0,25.5,88.52,960,40.0,28.0,86.0
,89.80,960,37.5,0.8,10111110,89.17,992,13.94,36.0,25.5,89.44,960,40.0,28.0,86.0
,90.82,960,37.5,1.2,10111110,90.14,960,14.04,37.5,25.5,90.48,960,41.2,28.0,86.0
,91.76,960,37.5,1.6,10111110,91.16,960,14.04,37.5,24.0,91.48,960,41.2,28.0,86.0
,92.71,960,37.5,1.2,10111110,92.12,960,14.04,37.5,25.5,92.43,960,40.0,28.0,86.0
,93.69,960,37.5,0.8,10111110,93.03,960,13.94,37.5,25.5,93.39,960,40.0,28.0,86.0
,94.63,928,37.5,0.8,10111110,94.02,960,13.94,37.5,25.5,94.34,960,40.0,28.0,86.0
,95.59,960,37.5,0.8,10111110,94.94,928,14.04,37.5,25.5,95.27,960,40.0,28.0,86.0
,96.56,928,39.0,0.4,10111110,95.91,928,14.14,37.5,25.5,96.24,960,41.2,28.0,86.0
,97.51,928,39.0,0.8,10111110,96.86,928,14.04,39.0,25.5,97.18,928,40.0,28.0,86.0
,98.45,928,39.0,1.2,10111110,97.82,960,14.04,39.0,25.5,98.12,928,40.0,28.0,86.0
,99.37,928,39.0,0.0,10111110,98.76,960,13.94,39.0,25.5,99.07,960,40.0,28.0,86.0
,100.32,960,39.0,-1.2,10111110,99.68,928,14.04,39.0,25.5,100.00,928,40.0,28.0,86.0
,101.28,928,39.0,-1.2,10111110,100.63,928,14.04,39.0,25.5,100.94,896,40.0,28.0,86.0
,102.26,928,39.0,-0.4,10111110,101.60,928,13.94,39.0,25.5,101.94,896,40.0,28.0,86.0
,103.17,928,39.0,0.0,10111110,102.56,928,13.94,39.0,25.5,102.86,896,40.0,28.0,86.0
,104.10,896,39.0,0.4,10111110,103.47,928,13.94,39.0,25.5,103.79,896,40.0,28.0,86.0
,105.02,896,39.0,0.4,10111110,104.39,928,13.94,39.0,25.5,104.69,928,40.0,28.0,86.0
,105.99,896,40.5,0.4,10111110,105.34,928,13.94,39.0,25.5,105.66,928,40.0,28.0,86.0
,106.96,928,40.5,0.4,10111110,106.33,928,13.94,40.5,25.5,106.64,896,40.0,28.0,86.0
,107.95,896,40.5,0.4,10111110,107.30,896,14.04,40.5,25.5,107.63,896,38.4,28.0,86.0
,108.88,928,40.5,0.0,10111110,108.26,896,14.04,40.5,25.5,108.58,928,40.0,28.0,86.0
,109.82,896,40.5,0.0,10111110,109.18,928,14.04,40.5,25.5,109.50,928,38.4,28.0,86.0
,110.75,896,40.5,0.0,10111110,110.14,928,13.94,40.5,25.5,110.43,928,38.4,28.0,86.0
,111.69,928,40.5,0.4,10111110,111.07,928,13.94,40.5,25.5,111.38,928,40.0,28.0,86.0
,112.61,896,40.5,0.4,10111110,111.99,896,14.04,40.5,25.5,112.30,896,38.4,28.0,86.0
,113.57,896,42.0,0.4,10111110,112.93,928,13.94,40.5,25.5,113.26,928,40.0,28.0,86.0
,114.50,896,42.0,0.0,10111110,113.88,896,14.04,42.0,25.5,114.20,896,38.4,28.0,86.0
,115.46,896,42.0,0.0,10111110,114.84,896,14.04,42.0,25.5,115.15,896,38.4,28.0,86.0
,116.41,896,42.0,0.4,10111110,115.79,896,13.94,42.0,25.5,116.09,928,38.4,28.0,86.0
,117.35,896,42.0,0.8,10111110,116.71,928,13.94,42.0,25.5,117.03,928,38.4,28.0,86.0
,118.24,896,42.0,1.2,10111110,117.65,896,13.94,42.0,25.5,117.95,896,38.4,28.0,86.0
,119.21,896,42.0,1.2,10111110,118.56,896,14.04,42.0,25.5,118.87,896,38.4,28.0,86.0
,120.14,896,42.0,1.2,10111110,119.51,928,13.94,42.0,25.5,119.80,896,36.9,28.0,86.0
,121.05,896,42.0,1.2,10111110,120.45,896,13.94,42.0,25.5,120.75,928,36.9,28.0,86.0
,121.99,928,42.0,1.2,10111110,121.39,896,13.94,42.0,25.5,121.68,896,36.9,28.0,86.0
,122.93,896,43.5,1.6,10111110,122.30,896,13.94,42.0,25.5,122.63,896,38.4,28.0,86.0
,123.85,896,43.5,1.6,10111110,123.23,896,13.94,43.5,25.5,123.52,896,36.9,28.0,86.0
,124.79,896,43.5,1.6,10111110,124.17,896,13.94,43.5,25.5,124.47,896,36.9,28.0,86.0
,125.72,896,43.5,1.6,10111110,125.09,896,14.04,43.5,25.5,125.41,896,38.4,28.0,86.0
,126.66,896,43.5,1.6,10111110,126.04,896,13.94,43.5,25.5,126.37,896,38.4,28.0,86.0
,127.62,896,43.5,1.6,10111110,126.97,896,13.94,43.5,25.5,127.29,896,36.9,28.0,86.0
,128.54,896,43.5,1.6,10111110,127.92,896,13.94,43.5,25.5,128.24,896,36.9,28.0,86.0
,129.47,896,43.5,1.2,10111110,128.85,896,13.94,43.5,25.5,129.15,896,36.9,28.0,86.0
,130.43,896,43.5,1.2,10111110,129.80,896,14.04,43.5,25.5,130.11,896,36.9,28.0,86.0
,131.39,896,43.5,0.8,10111110,130.74,896,13.94,43.5,25.5,131.08,896,36.9,28.0,86.0
,132.29,896,43.5,0.8,10111110,131.68,896,14.04,43.5,25.5,132.00,896,35.3,28.0,86.0
,133.24,896,45.0,0.4,10111110,132.59,896,13.94,45.0,25.5,132.91,896,35.3,28.0,86.0
,134.20,896,45.0,-0.4,10111110,133.56,896,13.94,45.0,25.5,133.88,896,35.3,28.0,86.0
,135.15,896,45.0,0.0,10111110,134.51,896,14.04,45.0,25.5,134.83,864,35.3,28.0,86.0
,136.09,896,45.0,0.4,10111110,135.47,896,13.84,45.0,25.5,135.80,896,35.3,28.0,86.0
,137.04,896,45.0,0.4,10111110,136.39,896,13.94,45.0,25.5,136.72,896,35.3,28.0,86.0
,137.98,896,45.0,0.4,10111110,137.36,896,13.84,45.0,25.5,137.68,896,35.3,28.0,86.0
,138.92,896,45.0,0.4,10111110,138.29,896,13.94,45.0,25.5,138.61,896,35.3,28.0,86.0
,139.85,896,45.0,0.4,10111110,139.24,896,13.94,45.0,25.5,139.55,896,35.3,28.0,86.0
,140.77,896,45.0,0.0,10111110,140.16,896,14.04,45.0,25.5,140.47,896,35.3,28.0,86.0
,141.70,896,46.5,0.0,10111110,141.08,896,14.04,45.0,25.5,141.39,864,34.1,28.0,86.0
,142.61,896,46.5,0.0,10111110,141.99,896,14.04,46.5,25.5,142.31,896,34.1,28.0,86.0
,143.50,896,46.5,0.0,10111110,142.89,864,14.04,46.5,25.5,143.19,896,35.3,28.0,86.0
,144.43,896,46.5,0.0,10111110,143.83,896,13.94,46.5,25.5,144.14,896,34.1,28.0,86.0
,145.32,864,46.5,0.0,10111110,144.73,896,13.94,46.5,25.5,145.03,864,34.1,28.0,86.0
,146.22,896,46.5,-0.4,10111110,145.63,896,14.04,46.5,25.5,145.93,896,34.1,28.0,86.0
,147.16,896,46.5,-0.4,10111110,146.55,896,14.04,46.5,25.5,146.87,896,34.1,28.0,86.0
,148.10,864,46.5,-0.4,10111110,147.47,864,14.04,46.5,25.5,147.78,896,34.1,28.0,86.0
,149.06,896,46.5,-0.4,10111110,148.41,864,13.94,46.5,25.5,148.72,864,35.3,28.0,86.0
,149.98,864,46.5,-0.8,10111110,149.37,864,13.94,46.5,25.5,149.68,896,34.1,28.0,86.0
,150.92,896,46.5,-0.4,10111110,150.28,864,14.04,46.5,25.5,150.58,896,35.3,28.0,86.0
,151.87,896,48.0,-0.8,10111110,151.25,896,14.04,46.5,25.5,151.56,896,34.1,28.0,86.0
,152.78,864,48.0,-1.2,10111110,152.17,864,13.84,48.0,25.5,152.47,864,34.1,28.0,86.0
,153.72,864,48.0,-1.6,10111110,153.08,896,13.94,48.0,25.5,153.41,864,34.1,28.0,86.0
,154.64,864,48.0,-1.6,10111110,154.04,864,13.94,48.0,25.5,154.34,864,34.1,28.0,86.0
,155.57,896,48.0,-1.6,10111110,154.93,896,13.94,48.0,25.5,155.25,864,34.1,28.0,86.0
,156.49,896,48.0,-2.0,10111110,155.88,896,13.94,48.0,25.5,156.20,864,32.5,28.0,86.0
,157.42,896,48.0,-2.0,10111110,156.81,896,14.04,48.0,25.5,157.12,896,34.1,28.0,86.0
,158.35,864,48.0,-2.0,10111110,157.72,864,14.04,48.0,25.5,158.02,864,32.5,28.0,86.0
,159.29,864,48.0,-2.7,10111110,158.66,864,13.94,48.0,25.5,158.97,896,32.5,28.0,86.0
,160.19,864,48.0,-2.7,10111110,159.59,864,13.94,48.0,25.5,159.89,864,32.5,28.0,86.0
,161.10,800,48.0,-2.7,10111110,160.50,864,14.04,48.0,25.5,160.79,832,32.5,28.0,86.0
,162.06,832,48.0,-2.0,10111110,161.41,832,14.04,48.0,25.5,161.74,832,34.1,28.0,86.0
,162.96,832,48.0,-2.3,10111110,162.37,832,14.04,48.0,25.5,162.65,832,34.1,28.0,86.0
,163.88,832,48.0,-2.3,10111110,163.27,832,13.94,48.0,25.5,163.56,832,34.1,28.0,86.0
,164.79,832,48.0,-2.3,10111110,164.19,832,13.94,48.0,25.5,164.50,832,34.1,28.0,86.0
,165.67,832,49.5,-2.3,10111110,165.09,832,13.94,48.0,25.5,165.37,832,34.1,28.0,86.0
,166.59,832,49.5,-2.7,10111110,166.00,832,13.94,49.5,25.5,166.29,832,34.1,28.0,86.0
,167.48,832,49.5,-3.1,10111110,166.88,832,14.04,49.5,25.5,167.18,832,32.5,28.0,86.0
,168.39,800,49.5,-2.7,10111110,167.77,832,14.04,49.5,25.5,168.09,832,32.5,28.0,86.0
,169.27,832,49.5,-2.0,10111110,168.68,832,13.94,49.5,25.5,168.98,832,34.1,28.0,86.0
,170.18,832,49.5,-2.0,10111110,169.59,832,13.94,49.5,25.5,169.88,800,32.5,28.0,86.0
,171.10,800,49.5,-1.6,10111110,170.47,832,14.04,49.5,25.5,170.79,832,34.1,28.0,86.0
,172.02,800,49.5,-1.6,10111110,171.41,832,13.94,49.5,25.5,171.71,832,32.5,28.0,86.0
,172.94,832,49.5,-1.6,10111110,172.32,832,13.94,49.5,25.5,172.63,832,32.5,28.0,86.0
,173.87,832,49.5,-1.6,10111110,173.25,832,13.84,49.5,25.5,173.57,832,32.5,28.0,86.0
,174.78,832,49.5,-2.0,10111110,174.17,832,13.94,49.5,25.5,174.47,832,32.5,28.0,86.0
,175.69,832,49.5,-1.6,10111110,175.09,832,14.04,49.5,25.5,175.39,832,32.5,28.0,86.0
,176.60,832,49.5,-1.6,10111110,175.99,832,13.94,49.5,25.5,176.30,832,32.5,28.0,86.0
,177.53,832,49.5,-1.2,10111110,176.91,832,14.04,49.5,25.5,177.23,832,32.5,28.0,86.0
,178.43,832,51.0,-1.6,10111110,177.83,832,13.94,49.5,25.5,178.12,832,32.5,28.0,86.0
,179.32,800,51.0,-1.6,10111110,178.71,832,13.94,51.0,25.5,179.02,832,32.5,28.0,86.0
,180.25,832,51.0,-2.0,10111110,179.63,832,13.94,51.0,25.5,179.93,832,32.5,28.0,86.0
,181.15,832,51.0,-2.0,10111110,180.54,832,13.84,51.0,25.5,180.85,832,32.5,28.0,86.0
,182.06,832,51.0,-2.0,10111110,181.47,832,14.04,51.0,25.5,181.76,800,32.5,28.0,86.0
,182.97,800,51.0,-2.3,10111110,182.36,800,13.94,51.0,25.5,182.67,832,32.5,28.0,86.0
,183.88,832,51.0,-2.3,10111110,183.29,832,13.84,51.0,27.0,183.59,800,32.5,28.0,86.0
,184.79,832,51.0,-2.3,10111110,184.19,800,13.94,51.0,27.0,184.49,832,32.5,28.0,86.0
,185.70,800,51.0,-2.3,10111110,185.10,832,13.94,51.0,27.0,185.40,800,32.5,28.0,86.0
,186.58,832,51.0,-2.7,10111110,185.98,832,13.94,51.0,27.0,186.27,832,34.1,28.0,86.0
,187.51,800,51.0,-3.1,10111110,186.89,832,14.04,51.0,27.0,187.19,800,34.1,28.0,86.0
,188.41,800,51.0,-3.1,10111110,187.81,800,14.04,51.0,27.0,188.12,800,34.1,28.0,86.0
,189.33,800,51.0,-3.5,10111110,188.72,832,13.94,51.0,27.0,189.02,832,34.1,28.0,86.0
,190.23,832,52.5,-3.9,10111110,189.62,832,13.94,52.5,27.0,189.92,800,34.1,28.0,86.0
,191.13,800,52.5,-3.5,10111110,190.54,832,13.94,52.5,27.0,190.84,800,34.1,28.0,86.0
,192.05,832,52.5,-3.5,10111110,191.44,832,13.94,52.5,27.0,191.75,800,34.1,28.0,86.0
,192.94,800,52.5,-3.9,10111110,192.34,832,13.94,52.5,27.0,192.63,832,34.1,28.0,86.0
,193.82,800,52.5,-3.9,10111110,193.24,832,13.94,52.5,27.0,193.53,800,34.1,28.0,86.0
,194.76,832,52.5,-3.5,10111110,194.13,800,13.94,52.5,27.0,194.44,800,34.1,28.0,86.0
,195.70,800,52.5,-3.5,10111110,195.08,800,13.94,52.5,27.0,195.40,832,34.1,28.0,86.0
,196.58,832,52.5,-3.5,10111110,196.00,800,14.04,52.5,27.0,196.29,832,34.1,28.0,86.0
,197.51,832,52.5,-3.5,10111110,196.89,832,13.84,52.5,27.0,197.21,832,34.1,28.0,86.0
,198.43,832,52.5,-3.5,10111110,197.82,800,13.94,52.5,27.0,198.14,832,34.1,28.0,86.0
,199.33,832,52.5,-3.1,10111110,198.72,832,13.94,52.5,27.0,199.03,832,34.1,28.0,86.0
,200.26,832,52.5,-3.5,10111110,199.65,800,13.94,52.5,27.0,199.95,832,34.1,28.0,86.0
,201.16,832,52.5,-3.5,10111110,200.57,832,14.04,52.5,27.0,200.86,800,34.1,28.0,86.0
,202.03,832,52.5,-2.7,10111110,201.45,800,13.94,52.5,27.0,201.74,832,34.1,28.0,86.0
,202.94,832,54.0,-2.7,10111110,202.32,832,13.84,52.5,27.0,202.64,832,34.1,28.0,86.0
,203.85,832,54.0,-2.7,10111110,203.25,832,13.94,54.0,27.0,203.55,832,34.1,28.0,86.0
,204.72,800,54.0,-3.1,10111110,204.14,800,13.94,54.0,27.0,204.42,832,34.1,28.0,86.0
,205.62,800,54.0,-2.7,10111110,205.01,800,13.94,54.0,27.0,205.32,800,34.1,28.0,86.0
,206.52,832,54.0,-2.3,10111110,205.92,832,13.84,54.0,27.0,206.23,832,34.1,28.0,86.0
,207.46,832,54.0,-2.3,10111110,206.83,832,13.94,54.0,27.0,207.15,800,34.1,28.0,86.0
,208.36,832,54.0,-2.7,10111110,207.75,832,13.94,54.0,27.0,208.05,832,34.1,28.0,86.0
,209.28,800,54.0,-2.7,10111110,208.67,832,13.94,54.0,27.0,208.97,832,34.1,28.0,86.0
,210.23,832,54.0,-3.1,10111110,209.60,800,13.84,54.0,27.0,209.91,832,34.1,28.0,86.0
,211.14,832,54.0,-3.1,10111110,210.54,832,14.04,54.0,27.0,210.83,832,34.1,28.0,86.0
,212.02,800,54.0,-2.7,10111110,211.43,832,14.04,54.0,27.0,211.73,832,34.1,28.0,86.0
,212.92,800,54.0,-2.7,10111110,212.33,832,13.84,54.0,27.0,212.63,832,34.1,28.0,86.0
,213.82,800,54.0,-3.1,10111110,213.22,800,13.94,54.0,27.0,213.53,832,32.5,28.0,86.0
,214.89,1696,54.0,0.0,10101010,214.15,832,14.04,54.0,27.0,214.53,1344,36.9,28.0,86.0
,215.94,2176,54.0,-3.5,10111100,215.22,1984,14.04,54.0,27.0,215.58,2208,23.5,28.0,86.0
,217.02,1184,55.5,-10.2,10101010,216.32,1888,13.94,54.0,27.0,216.69,1504,23.5,28.0,86.0
,218.02,2304,55.5,0.0,10111100,217.37,1472,13.94,55.5,27.0,217.66,2944,0.0,28.0,86.0
,219.03,960,55.5,0.0,10111110,218.38,1664,14.04,55.5,27.0,218.71,1088,26.7,28.0,86.0
,219.95,832,55.5,0.0,10111110,219.32,800,13.84,55.5,27.0,219.63,800,31.0,28.0,86.0
,220.84,832,55.5,0.0,10111110,220.25,832,13.94,55.5,27.0,220.54,832,32.5,28.0,86.0
,221.77,832,55.5,-4.3,10111110,221.14,832,13.94,55.5,27.0,221.46,832,32.5,28.0,86.0
,222.69,832,55.5,-4.7,10111110,222.09,800,13.94,55.5,27.0,222.38,800,32.5,28.0,86.0
,223.63,800,55.5,-3.9,10111110,223.00,800,14.04,55.5,27.0,223.32,800,32.5,28.0,86.0
