Pi¹tek,28,Sierpieñ,2026,06:49:43:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'033
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obci¹¿enie,Czas wtrysku,Ciœnienie rzecz.,,Lambda,Napiêcie, , 
,143.64,2144,84.0,0.0,11111101,144.00,2112,0.0,0.00,244.8,144.34,0.0,3.83, , 
,144.68,2080,84.0,0.0,11111101,145.03,2048,0.0,0.00,244.8,145.39,0.0,3.91, , 
,145.73,2016,84.0,0.0,11111101,146.07,2016,0.0,0.00,244.8,146.42,0.0,3.83, , 
,146.78,1984,84.0,0.0,11111111,147.13,1952,0.0,0.00,244.8,147.49,0.0,3.87, , 
,147.85,1920,84.0,0.0,11111111,148.21,1888,0.0,0.00,275.4,148.57,0.0,3.87, , 
,148.91,1856,84.0,0.0,11111111,149.27,1856,0.0,0.00,295.8,149.62,0.0,3.83, , 
,149.95,1824,84.0,0.0,11101011,150.30,1824,17.6,3.09,275.4,150.65,0.0,0.94, , 
,150.99,1792,84.0,0.0,11101011,151.38,1760,19.2,2.06,295.8,151.73,-2.7,1.45, , 
,152.08,1792,84.0,-2.3,11101011,152.41,1760,20.8,2.06,295.8,152.78,-2.3,1.48, , 
,153.14,1728,84.0,-2.7,11101011,153.53,1728,20.8,2.06,295.8,153.89,-3.1,1.48, , 
,154.25,1728,84.0,-3.5,11101011,154.62,1696,22.0,3.09,316.2,154.98,-3.1,1.52, , 
,155.30,1696,84.0,-3.1,11101011,155.67,1696,22.0,3.09,316.2,156.02,-2.7,1.56, , 
,156.41,1696,84.0,-2.3,11101011,156.79,1664,22.0,3.09,316.2,157.19,-2.0,1.52, , 
,157.54,1664,84.0,-2.3,11101011,157.90,1664,22.0,3.09,316.2,158.26,-1.2,1.56, , 
,158.62,1632,82.5,0.0,11101011,158.98,1632,29.4,4.12,377.4,159.36,0.8,1.48, , 
,159.74,1632,84.0,1.6,11101011,160.10,1632,35.3,5.15,459.0,160.46,3.9,1.52, , 
,160.80,1632,82.5,4.7,11101011,161.18,1664,47.1,7.21,571.2,161.53,5.9,1.45, , 
,161.87,1664,82.5,4.3,11101011,162.22,1664,53.3,8.24,632.4,162.59,3.9,1.45, , 
,162.95,1696,82.5,3.5,11101011,163.30,1696,62.0,9.27,714.0,163.63,0.0,1.45, , 
,164.00,1696,82.5,-0.4,11101011,164.37,1728,62.0,9.27,714.0,164.75,0.0,1.52, , 
,165.13,1728,82.5,0.0,11101011,165.49,1728,63.5,9.27,734.4,165.88,0.0,1.48, , 
,166.23,1760,82.5,-0.8,11101011,166.59,1760,53.3,8.24,632.4,166.99,0.0,1.52, , 
,167.36,1760,82.5,0.0,11101011,167.76,1792,53.3,8.24,632.4,168.14,-0.4,1.48, , 
,168.50,1792,82.5,0.0,11101011,168.89,1792,53.3,8.24,632.4,169.28,0.4,1.48, , 
,169.66,1792,82.5,0.4,11101011,170.04,1792,53.3,7.21,632.4,170.42,0.4,1.48, , 
,170.79,1824,82.5,0.4,11101011,171.15,1824,51.8,7.21,612.0,171.53,-0.4,1.48, , 
,171.88,1824,82.5,-0.4,11101011,172.26,1824,51.8,7.21,612.0,172.63,-0.8,1.52, , 
,173.02,1856,82.5,-0.8,11101011,173.40,1856,51.8,7.21,612.0,173.77,-0.8,1.52, , 
,174.13,1856,82.5,-0.8,11101011,174.50,1856,53.3,7.21,632.4,174.88,-0.8,1.52, , 
,175.23,1856,82.5,-2.0,11101011,175.60,1888,60.4,9.27,693.6,175.97,-1.2,1.52, , 
,176.34,1888,82.5,-1.2,11101011,176.70,1920,59.2,9.27,693.6,177.05,-1.6,1.48, , 
,177.43,1920,82.5,-1.2,11101011,177.78,1920,59.2,8.24,673.2,178.15,-0.8,1.48, , 
,178.53,1952,82.5,-0.4,11101011,178.90,1952,57.6,8.24,673.2,179.26,-0.8,1.48, , 
,179.62,1984,82.5,-0.8,11101011,179.97,1984,57.6,8.24,673.2,180.33,-0.4,1.52, , 
,180.70,1984,84.0,0.0,11101001,181.05,2016,57.6,8.24,652.8,181.41,-0.4,1.48, , 
,181.76,2016,84.0,-0.8,11101001,182.10,2016,53.3,7.21,632.4,182.46,0.0,1.52, , 
,182.81,2048,84.0,0.4,11101001,183.16,2048,60.4,9.27,693.6,183.52,1.6,1.52, , 
,183.85,2048,84.0,1.2,11101001,184.20,2080,65.1,9.27,734.4,184.53,0.8,1.48, , 
,184.88,2080,84.0,0.8,11101001,185.22,2112,66.3,10.30,754.8,185.59,0.0,1.48, , 
,185.93,2112,84.0,-0.4,11101001,186.29,2144,66.3,9.27,734.4,186.62,-0.8,1.52, , 
,186.95,2144,84.0,-0.4,11101001,187.29,2144,65.1,9.27,734.4,187.64,-1.2,1.45, , 
,188.00,2176,84.0,-1.2,11101001,188.35,2176,65.1,9.27,734.4,188.70,-1.2,1.52, , 
,189.04,2208,84.0,-0.4,11101001,189.38,2208,65.1,9.27,714.0,189.73,0.0,1.48, , 
,190.07,2240,84.0,-0.4,11101001,190.41,2240,63.5,9.27,714.0,190.75,-0.8,1.52, , 
,191.08,2272,84.0,-0.4,11101001,191.41,2272,63.5,9.27,714.0,191.75,-0.8,1.52, , 
,192.10,2272,84.0,-0.8,11101001,192.43,2272,62.0,9.27,693.6,192.77,0.0,1.45, , 
,193.10,2304,84.0,-0.8,11101001,193.43,2304,57.6,8.24,652.8,193.75,-1.2,1.52, , 
,194.08,2304,84.0,-0.4,11101001,194.41,2336,56.1,8.24,652.8,194.74,-0.4,1.52, , 
,195.08,2336,84.0,-0.4,11101001,195.40,2336,56.1,8.24,652.8,195.74,0.4,1.48, , 
,196.07,2336,84.0,-0.4,11101001,196.40,2336,56.1,8.24,632.4,196.74,-0.4,1.52, , 
,197.08,2336,84.0,0.0,11101001,197.41,2336,56.1,8.24,632.4,197.77,0.4,1.52, , 
,198.11,2368,84.0,0.0,11101001,198.44,2368,54.5,8.24,632.4,198.78,0.8,1.48, , 
,199.13,2368,84.0,0.4,11101001,199.46,2368,54.5,8.24,632.4,199.78,0.0,1.52, , 
,200.14,2368,84.0,0.0,11101001,200.48,2368,54.5,8.24,632.4,200.82,0.4,1.52, , 
,201.15,2368,84.0,0.0,11101001,201.47,2368,54.5,8.24,632.4,201.84,0.0,1.45, , 
,202.18,2368,84.0,0.0,11101001,202.52,2368,54.5,8.24,632.4,202.85,0.0,1.52, , 
,203.18,2368,84.0,0.0,11101001,203.52,2368,54.5,8.24,632.4,203.85,0.4,1.52, , 
,204.19,2336,84.0,0.0,11101001,204.55,2336,54.5,8.24,632.4,204.89,0.0,1.45, , 
,205.23,2336,84.0,0.0,11101001,205.56,2336,54.5,8.24,632.4,205.90,0.0,1.52, , 
,206.22,2336,84.0,0.4,11101001,206.55,2336,54.5,8.24,632.4,206.90,0.4,1.52, , 
,207.25,2304,84.0,0.0,11101001,207.59,2304,56.1,8.24,632.4,207.93,0.0,1.45, , 
,208.25,2304,84.0,-0.4,11101001,208.58,2304,56.1,8.24,632.4,208.92,0.0,1.52, , 
,209.26,2272,84.0,0.4,11101001,209.59,2272,56.1,8.24,652.8,209.97,1.2,1.48, , 
,210.31,2240,84.0,0.4,11101001,210.66,2240,57.6,8.24,652.8,211.00,0.8,1.52, , 
,211.33,2240,84.0,0.8,11101001,211.67,2208,66.3,10.30,734.4,212.01,0.4,1.48, , 
,212.36,2208,84.0,-0.8,11101001,212.69,2208,71.0,10.30,795.6,213.04,-1.2,1.48, , 
,213.38,2176,84.0,-1.6,11101001,213.72,2176,72.2,10.30,795.6,214.05,-2.3,1.52, , 
,214.39,2176,84.0,-2.3,11101001,214.74,2176,71.0,10.30,795.6,215.08,-2.0,1.45, , 
,215.44,2144,84.0,-2.0,11101001,215.80,2144,75.3,11.33,846.6,216.15,-2.0,1.48, , 
,216.50,2144,84.0,-2.3,11101001,216.83,2144,79.6,12.36,887.4,217.18,-2.3,1.48, , 
,217.52,2144,84.0,-3.1,11101001,217.87,2112,85.5,13.39,948.6,218.23,-4.3,1.48, , 
,218.56,2112,84.0,-4.7,11101001,218.91,2112,85.5,13.39,948.6,219.26,-5.1,1.48, , 
,219.60,2112,84.0,-4.7,11101001,219.94,2112,85.5,13.39,948.6,220.29,-4.3,1.48, , 
,220.61,2112,84.0,-3.9,11101001,220.96,2112,85.5,13.39,948.6,221.30,-4.7,1.52, , 
,221.64,2112,84.0,-4.3,11101001,221.99,2112,85.5,13.39,948.6,222.36,-4.7,1.48, , 
,222.71,2080,84.0,-4.7,11101001,223.04,2080,85.5,13.39,948.6,223.38,-4.7,1.48, , 
,223.74,2080,84.0,-4.7,11101001,224.07,2080,87.1,13.39,948.6,224.41,-4.7,1.48, , 
,224.77,2080,85.5,-4.7,11101001,225.11,2080,87.1,13.39,969.0,225.46,-4.7,1.52, , 
,225.80,2080,85.5,-4.7,11101001,226.15,2080,87.1,13.39,969.0,226.49,-5.1,1.45, , 
,226.84,2080,85.5,-5.1,11101001,227.17,2080,87.1,13.39,948.6,227.53,-5.1,1.52, , 
,227.89,2080,85.5,-4.7,11101001,228.26,2080,87.1,13.39,948.6,228.61,-4.7,1.48, , 
,228.96,2048,85.5,-4.3,11101001,229.29,2048,87.1,13.39,948.6,229.64,-3.9,1.48, , 
,229.99,2048,85.5,-4.3,11101001,230.33,2048,85.5,13.39,948.6,230.69,-4.3,1.52, , 
,231.05,2048,85.5,-3.5,11101001,231.40,2048,85.5,13.39,948.6,231.76,-3.5,1.52, , 
,232.10,2048,85.5,-3.9,11101001,232.45,2048,82.7,12.36,928.2,232.81,-4.7,1.52, , 
,233.17,2080,85.5,-4.7,11101001,233.53,2080,82.7,12.36,907.8,233.87,-3.5,1.48, , 
,234.20,2080,85.5,-3.9,11101001,234.56,2080,81.2,12.36,907.8,234.91,-3.5,1.52, , 
,235.25,2112,85.5,-3.5,11101001,235.61,2112,78.4,11.33,867.0,235.95,-3.9,1.48, , 
,236.31,2112,85.5,-3.9,11101001,236.67,2144,73.7,11.33,826.2,237.00,-2.7,1.48, , 
,237.35,2144,85.5,0.0,11101001,237.68,2144,59.2,8.24,673.2,238.03,-1.6,1.41, , 
,238.39,2144,85.5,-1.2,11101001,238.73,2144,56.1,8.24,652.8,239.06,-1.2,1.48, , 
,239.40,2176,85.5,-1.6,11101001,239.74,2208,54.5,7.21,632.4,240.08,-1.6,1.52, , 
,240.43,2208,85.5,-1.2,11101001,240.76,2208,51.8,7.21,591.6,241.09,-0.8,1.48, , 
,241.43,2240,85.5,-1.2,11101001,241.76,2240,48.6,7.21,571.2,242.10,0.4,1.52, , 
,242.42,2272,85.5,1.2,11101001,242.76,2272,48.6,6.18,571.2,243.09,1.6,1.48, , 
,243.43,2304,85.5,1.2,11101001,243.75,2304,26.7,4.12,357.0,244.09,-3.1,1.29, , 
,244.47,2304,85.5,-3.5,11101001,244.84,2336,26.7,3.09,336.6,245.18,-5.1,1.41, , 
,245.50,2336,85.5,-5.5,11101001,245.85,2336,26.7,3.09,336.6,246.18,-5.9,1.52, , 
,246.51,2368,85.5,-5.5,11101001,246.86,2368,25.1,3.09,336.6,247.20,-5.5,1.52, , 
,247.54,2400,85.5,-5.9,11101001,247.86,2400,25.1,3.09,336.6,248.24,-4.7,1.48, , 
,248.60,2400,85.5,-4.7,11101001,248.94,2432,25.1,3.09,336.6,249.29,-3.5,1.52, , 
,249.63,2432,85.5,-3.1,11101001,249.98,2432,23.5,3.09,316.2,250.32,-3.1,1.48, , 
,250.69,2464,85.5,-2.7,11101001,251.05,2464,23.5,3.09,316.2,251.40,-4.3,1.45, , 
,251.74,2464,85.5,-4.3,11101001,252.09,2496,25.1,3.09,316.2,252.39,-5.1,1.48, , 
