Czwartek,06,Sierpień,2026,20:45:12:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'014,,,,Grupa B:,'015,,,,Grupa C:,'016
,,Obroty silnika,Obciążenie,Zliczanie, ,,Zliczanie,Zliczanie,Zliczanie, ,,Zliczanie, , , 
,62.30,960,42.7,1,aktywna,62.61,0,0,0,aktywna,62.92,1, , ,aktywna
,63.25,1120,38.4,1,aktywna,63.57,0,0,0,aktywna,63.88,1, , ,aktywna
,64.20,832,57.6,1,aktywna,64.52,0,0,0,aktywna,64.86,1, , ,aktywna
,65.18,1088,54.5,1,aktywna,65.52,0,0,0,aktywna,65.80,1, , ,aktywna
,66.16,1600,73.7,1,nieaktywna,66.54,0,0,0,nieaktywna,66.88,1, , ,aktywna
,67.22,2080,25.1,1,nieaktywna,67.58,0,0,0,nieaktywna,67.96,1, , ,nieaktywna
,68.29,1184,35.3,1,aktywna,68.62,0,0,0,aktywna,68.95,1, , ,aktywna
,69.29,1216,51.8,1,aktywna,69.61,0,0,0,aktywna,69.93,1, , ,aktywna
,70.21,1472,79.6,1,aktywna,70.60,0,0,0,aktywna,70.98,0, , ,aktywna
,71.35,1696,53.3,1,aktywna,71.74,0,0,0,aktywna,72.14,0, , ,aktywna
,72.51,1824,34.1,1,aktywna,72.88,0,0,0,aktywna,73.27,0, , ,aktywna
,73.66,1824,32.5,1,aktywna,74.03,0,0,0,aktywna,74.41,0, , ,aktywna
,74.78,1824,34.1,1,aktywna,75.15,0,0,0,aktywna,75.53,0, , ,aktywna
,75.92,1824,34.1,1,aktywna,76.30,0,0,0,aktywna,76.69,0, , ,aktywna
,77.06,1856,34.1,1,aktywna,77.46,0,0,0,aktywna,77.83,0, , ,aktywna
,78.20,1856,32.5,1,aktywna,78.58,0,0,0,aktywna,78.95,0, , ,nieaktywna
,79.34,1824,25.1,1,nieaktywna,79.72,0,0,0,nieaktywna,80.09,0, , ,aktywna
,80.44,1728,34.1,1,aktywna,80.80,0,0,0,aktywna,81.18,0, , ,aktywna
,81.53,1792,35.3,1,aktywna,81.91,0,0,0,aktywna,82.29,0, , ,aktywna
,82.68,1856,35.3,1,aktywna,83.05,0,0,0,aktywna,83.42,0, , ,aktywna
,83.79,1888,29.4,1,aktywna,84.17,0,0,0,nieaktywna,84.52,0, , ,nieaktywna
,84.88,1440,28.2,1,nieaktywna,85.21,0,0,0,nieaktywna,85.55,0, , ,aktywna
,85.86,928,40.0,1,nieaktywna,86.17,0,0,0,aktywna,86.50,0, , ,aktywna
,86.80,896,40.0,1,aktywna,87.11,0,0,0,aktywna,87.40,0, , ,aktywna
,87.72,896,41.2,1,aktywna,88.02,0,0,0,aktywna,88.35,0, , ,aktywna
,88.69,928,41.2,1,aktywna,89.00,0,0,0,aktywna,89.32,0, , ,aktywna
,89.63,928,41.2,1,aktywna,89.95,0,0,0,aktywna,90.26,0, , ,aktywna
,90.57,928,41.2,1,aktywna,90.90,0,0,0,aktywna,91.20,0, , ,aktywna
,91.52,896,38.4,1,aktywna,91.83,0,0,0,aktywna,92.14,0, , ,aktywna
,92.45,896,36.9,1,aktywna,92.76,0,0,0,aktywna,93.07,0, , ,aktywna
,93.37,896,38.4,1,aktywna,93.67,0,0,0,aktywna,93.98,0, , ,aktywna
,94.30,896,38.4,1,aktywna,94.60,0,0,0,aktywna,94.92,0, , ,aktywna
,95.23,896,38.4,1,aktywna,95.57,0,0,0,aktywna,95.91,0, , ,aktywna
,96.23,1344,36.9,1,aktywna,96.55,0,0,0,aktywna,96.89,0, , ,aktywna
,97.27,1504,67.8,1,aktywna,97.61,0,0,0,aktywna,97.92,0, , ,aktywna
,98.30,1696,65.1,1,aktywna,98.66,0,0,0,aktywna,99.03,0, , ,aktywna
,99.39,1888,22.0,2,nieaktywna,99.68,0,1,0,aktywna,100.02,0, , ,aktywna
,100.36,1088,42.7,2,aktywna,100.66,0,1,0,aktywna,100.99,0, , ,aktywna
,101.33,1216,42.7,2,aktywna,101.66,0,1,0,aktywna,102.00,0, , ,aktywna
,102.36,1312,48.6,2,aktywna,102.69,0,1,0,aktywna,103.06,0, , ,aktywna
,103.46,1472,62.0,2,aktywna,103.82,0,1,0,nieaktywna,104.21,0, , ,aktywna
,104.60,1856,63.5,2,aktywna,104.98,0,1,0,aktywna,105.33,0, , ,aktywna
,105.66,2144,53.3,2,aktywna,105.98,0,1,0,aktywna,106.34,0, , ,aktywna
,106.69,2400,45.9,2,aktywna,107.04,0,1,0,aktywna,107.38,0, , ,aktywna
,107.72,2016,0.0,2,nieaktywna,108.04,0,1,0,nieaktywna,108.37,0, , ,nieaktywna
,108.73,1664,28.2,2,aktywna,109.11,0,1,0,nieaktywna,109.46,0, , ,nieaktywna
,109.84,1664,0.0,2,nieaktywna,110.20,0,1,0,nieaktywna,110.58,0, , ,nieaktywna
,110.92,1632,26.7,2,nieaktywna,111.28,0,1,0,nieaktywna,111.63,0, , ,nieaktywna
,112.01,1632,26.7,2,nieaktywna,112.39,0,1,0,nieaktywna,112.76,0, , ,nieaktywna
,113.13,1632,26.7,2,nieaktywna,113.49,0,1,0,nieaktywna,113.85,0, , ,nieaktywna
,114.23,1632,26.7,2,nieaktywna,114.59,0,1,0,nieaktywna,114.94,0, , ,nieaktywna
,115.27,1664,26.7,2,nieaktywna,115.60,0,1,0,nieaktywna,115.94,0, , ,nieaktywna
,116.31,1696,26.7,2,nieaktywna,116.70,0,1,0,nieaktywna,117.08,0, , ,nieaktywna
,117.43,1632,26.7,2,nieaktywna,117.81,0,1,0,nieaktywna,118.17,0, , ,nieaktywna
,118.51,1600,26.7,2,nieaktywna,118.91,0,1,0,nieaktywna,119.28,0, , ,nieaktywna
,119.63,1600,26.7,2,nieaktywna,120.02,0,1,0,nieaktywna,120.38,0, , ,nieaktywna
,120.76,1632,26.7,2,nieaktywna,121.12,0,1,0,nieaktywna,121.46,0, , ,nieaktywna
,121.84,1696,26.7,2,nieaktywna,122.23,0,1,0,nieaktywna,122.58,0, , ,nieaktywna
,122.96,1664,26.7,2,nieaktywna,123.33,0,1,0,nieaktywna,123.70,0, , ,nieaktywna
,124.02,1216,29.4,2,nieaktywna,124.34,0,1,0,aktywna,124.66,0, , ,aktywna
,124.99,896,40.0,2,aktywna,125.29,0,1,0,aktywna,125.61,0, , ,aktywna
,125.91,896,40.0,2,aktywna,126.23,0,1,0,aktywna,126.53,0, , ,aktywna
,126.82,896,40.0,2,aktywna,127.13,0,1,0,aktywna,127.47,0, , ,aktywna
,127.77,960,38.4,2,aktywna,128.11,0,1,0,aktywna,128.37,0, , ,nieaktywna
,128.77,1472,26.7,2,nieaktywna,129.12,0,1,0,nieaktywna,129.40,0, , ,nieaktywna
,129.70,1504,28.2,2,aktywna,130.10,0,1,0,aktywna,130.48,0, , ,aktywna
,130.84,1568,34.1,2,aktywna,131.22,0,1,0,aktywna,131.59,0, , ,aktywna
,131.95,1632,44.3,2,aktywna,132.33,0,1,0,aktywna,132.66,0, , ,aktywna
,133.02,1728,54.5,2,aktywna,133.39,0,0,0,aktywna,133.75,0, , ,aktywna
,134.10,1920,73.7,2,aktywna,134.46,0,0,0,aktywna,134.79,0, , ,aktywna
,135.11,2240,91.4,2,aktywna,135.43,0,0,0,aktywna,135.79,0, , ,aktywna
,136.12,2592,90.2,2,aktywna,136.46,0,0,0,aktywna,136.80,0, , ,aktywna
,137.12,2432,0.0,2,nieaktywna,137.50,0,0,0,nieaktywna,137.85,0, , ,nieaktywna
,138.23,1760,31.0,2,aktywna,138.60,0,0,0,aktywna,138.96,2, , ,nieaktywna
,139.35,1792,66.3,4,aktywna,139.74,0,0,0,aktywna,140.13,2, , ,aktywna
,140.50,1856,76.9,4,nieaktywna,140.86,0,0,0,aktywna,141.21,2, , ,nieaktywna
,141.58,1984,79.6,4,nieaktywna,141.93,0,0,0,nieaktywna,142.29,2, , ,nieaktywna
,142.65,2080,66.3,4,nieaktywna,143.00,0,0,0,aktywna,143.36,2, , ,aktywna
,143.72,2048,31.0,4,aktywna,144.06,0,0,0,aktywna,144.42,2, , ,aktywna
,144.77,2016,32.5,4,aktywna,145.13,0,0,0,aktywna,145.49,2, , ,aktywna
,145.86,1952,34.1,4,aktywna,146.21,0,0,0,aktywna,146.60,2, , ,aktywna
,146.97,1920,36.9,4,aktywna,147.33,0,0,0,aktywna,147.69,2, , ,aktywna
,148.05,1920,38.4,4,aktywna,148.41,0,0,0,aktywna,148.77,2, , ,aktywna
,149.15,1888,41.2,4,aktywna,149.52,0,0,0,aktywna,149.89,2, , ,aktywna
,150.26,1888,41.2,4,aktywna,150.63,0,0,0,aktywna,151.01,2, , ,aktywna
,151.38,1888,41.2,4,aktywna,151.76,0,0,0,aktywna,152.13,2, , ,aktywna
,152.51,1920,41.2,4,aktywna,152.88,0,0,0,aktywna,153.23,2, , ,aktywna
,153.59,1920,40.0,4,aktywna,153.97,0,0,0,aktywna,154.34,2, , ,aktywna
,154.71,1920,36.9,4,aktywna,155.08,0,0,0,aktywna,155.43,2, , ,aktywna
,155.80,1920,36.9,4,aktywna,156.16,0,0,0,aktywna,156.52,2, , ,aktywna
,156.87,1920,40.0,4,aktywna,157.24,0,0,0,aktywna,157.61,2, , ,aktywna
,157.98,1952,40.0,4,aktywna,158.35,0,0,0,aktywna,158.71,2, , ,aktywna
,159.08,1984,51.8,4,aktywna,159.45,0,0,0,aktywna,159.79,2, , ,aktywna
,160.15,2016,56.1,4,aktywna,160.50,0,0,0,aktywna,160.86,2, , ,aktywna
,161.22,1984,40.0,4,aktywna,161.57,0,0,0,aktywna,161.93,2, , ,nieaktywna
,162.30,1888,19.2,4,nieaktywna,162.65,0,0,0,nieaktywna,163.02,2, , ,nieaktywna
,163.38,1824,22.0,4,nieaktywna,163.76,0,0,0,nieaktywna,164.13,2, , ,nieaktywna
,164.49,1728,25.1,4,nieaktywna,164.88,0,0,0,nieaktywna,165.25,2, , ,nieaktywna
,165.62,1632,26.7,4,nieaktywna,165.97,0,0,0,aktywna,166.34,2, , ,nieaktywna
,166.70,1728,90.2,4,aktywna,167.07,0,0,0,aktywna,167.44,2, , ,aktywna
,167.79,1888,90.2,4,aktywna,168.15,0,0,0,aktywna,168.51,2, , ,aktywna
,168.88,2016,91.4,4,aktywna,169.23,0,0,0,aktywna,169.58,2, , ,aktywna
,169.91,2208,94.5,4,aktywna,170.25,0,0,0,aktywna,170.58,2, , ,aktywna
,170.92,2400,0.0,4,nieaktywna,171.29,0,0,0,nieaktywna,171.60,0, , ,nieaktywna
,171.95,1440,31.0,4,nieaktywna,172.31,0,0,0,nieaktywna,172.67,0, , ,aktywna
,173.04,1760,40.0,4,aktywna,173.40,0,0,0,aktywna,173.76,0, , ,aktywna
,174.12,1792,91.4,4,aktywna,174.49,0,0,0,aktywna,174.86,0, , ,aktywna
,175.22,1888,94.5,4,aktywna,175.57,0,0,0,aktywna,175.95,0, , ,aktywna
,176.30,1984,94.5,4,aktywna,176.64,0,0,0,aktywna,176.97,0, , ,aktywna
,177.32,2080,96.1,4,aktywna,177.67,0,0,0,aktywna,177.99,0, , ,aktywna
,178.33,2144,96.1,4,aktywna,178.67,0,0,0,aktywna,179.01,0, , ,aktywna
,179.36,2208,96.1,4,aktywna,179.68,0,0,0,aktywna,180.02,0, , ,aktywna
,180.35,2304,96.1,4,aktywna,180.69,0,0,0,aktywna,181.01,0, , ,aktywna
,181.39,2400,82.7,4,aktywna,181.73,0,0,0,aktywna,182.06,0, , ,aktywna
,182.40,2400,25.1,4,aktywna,182.72,0,0,0,aktywna,183.05,0, , ,nieaktywna
,183.41,1664,0.0,4,nieaktywna,183.80,0,0,0,nieaktywna,184.16,0, , ,aktywna
,184.54,1792,35.3,4,aktywna,184.93,0,0,0,aktywna,185.31,0, , ,aktywna
,185.67,1824,85.5,4,aktywna,186.05,0,0,0,aktywna,186.40,0, , ,aktywna
,186.77,1920,23.5,4,nieaktywna,187.14,0,0,0,nieaktywna,187.49,0, , ,nieaktywna
,187.83,1760,23.5,4,nieaktywna,188.17,0,0,0,nieaktywna,188.47,0, , ,nieaktywna
,188.79,1152,32.5,4,nieaktywna,189.14,0,0,0,aktywna,189.48,0, , ,nieaktywna
,189.81,2144,0.0,4,nieaktywna,190.14,0,0,0,nieaktywna,190.48,0, , ,nieaktywna
,190.84,2080,0.0,4,nieaktywna,191.19,0,0,0,nieaktywna,191.54,0, , ,nieaktywna
,191.90,1984,0.0,4,nieaktywna,192.26,0,0,0,nieaktywna,192.61,0, , ,nieaktywna
,192.97,1952,26.7,4,nieaktywna,193.32,0,0,0,aktywna,193.69,0, , ,aktywna
,194.06,1952,76.9,6,aktywna,194.42,0,0,2,aktywna,194.78,0, , ,aktywna
,195.15,2048,79.6,6,aktywna,195.49,0,0,2,aktywna,195.84,0, , ,aktywna
,196.18,2080,78.4,6,aktywna,196.53,0,0,2,aktywna,196.88,0, , ,aktywna
,197.22,2176,65.1,6,aktywna,197.55,0,0,2,aktywna,197.88,0, , ,aktywna
,198.22,2240,63.5,6,aktywna,198.54,0,0,2,aktywna,198.89,0, , ,aktywna
,199.23,2304,22.0,7,nieaktywna,199.56,0,0,3,nieaktywna,199.89,0, , ,nieaktywna
,200.22,2208,0.0,7,nieaktywna,200.55,0,0,3,nieaktywna,200.89,0, , ,nieaktywna
,201.22,2112,0.0,7,nieaktywna,201.57,0,0,3,nieaktywna,201.93,0, , ,nieaktywna
,202.29,1856,0.0,7,nieaktywna,202.62,0,0,3,nieaktywna,202.97,0, , ,nieaktywna
,203.35,1792,0.0,7,nieaktywna,203.73,0,0,3,aktywna,204.10,0, , ,aktywna
,204.48,1792,45.9,7,aktywna,204.86,0,0,3,aktywna,205.20,0, , ,aktywna
,205.57,1856,54.5,7,aktywna,205.95,0,0,3,aktywna,206.32,0, , ,aktywna
,206.70,1920,50.2,7,aktywna,207.05,0,0,3,aktywna,207.38,0, , ,nieaktywna
,207.72,1344,0.0,7,nieaktywna,208.02,0,0,3,nieaktywna,208.35,0, , ,aktywna
,208.70,1184,26.7,7,aktywna,209.00,0,0,3,nieaktywna,209.32,0, , ,aktywna
,209.64,1024,28.2,7,aktywna,209.93,0,0,3,aktywna,210.27,0, , ,aktywna
,210.57,960,29.4,7,aktywna,210.89,0,0,3,aktywna,211.20,0, , ,aktywna
,211.51,864,31.0,7,aktywna,211.84,0,0,3,aktywna,212.16,0, , ,aktywna
,212.47,896,32.5,7,aktywna,212.80,0,0,3,aktywna,213.10,0, , ,aktywna
,213.41,896,31.0,7,aktywna,213.71,0,0,3,aktywna,214.00,0, , ,aktywna
,214.33,832,32.5,7,aktywna,214.63,0,0,3,aktywna,214.95,0, , ,aktywna
,215.25,864,32.5,7,aktywna,215.55,0,0,3,aktywna,215.86,0, , ,aktywna
,216.18,896,31.0,7,aktywna,216.50,0,0,3,aktywna,216.81,0, , ,aktywna
,217.12,896,31.0,7,aktywna,217.44,0,0,3,aktywna,217.76,0, , ,aktywna
,218.08,896,31.0,7,aktywna,218.39,0,0,3,aktywna,218.69,0, , ,aktywna
,218.99,896,31.0,7,aktywna,219.32,0,0,3,aktywna,219.62,0, , ,aktywna
,219.92,896,32.5,7,aktywna,220.21,0,0,3,aktywna,220.53,0, , ,aktywna
,220.82,896,31.0,7,aktywna,221.13,0,0,3,aktywna,221.40,0, , ,aktywna
,221.70,768,34.1,7,aktywna,222.01,0,0,3,aktywna,222.35,0, , ,aktywna
,222.67,1120,35.3,7,aktywna,222.97,0,0,0,aktywna,223.29,0, , ,aktywna
,223.68,1472,48.6,7,aktywna,224.00,0,0,0,aktywna,224.32,0, , ,aktywna
,224.63,1184,51.8,7,aktywna,224.97,0,0,0,aktywna,225.35,0, , ,aktywna
,225.66,1664,54.5,7,aktywna,225.97,0,0,0,nieaktywna,226.35,0, , ,aktywna
,226.65,1536,0.0,7,nieaktywna,226.98,0,0,0,nieaktywna,227.28,0, , ,nieaktywna
,227.61,1184,28.2,7,aktywna,227.92,0,0,0,nieaktywna,228.22,0, , ,nieaktywna
,228.51,896,28.2,7,aktywna,228.84,0,0,0,aktywna,229.18,0, , ,aktywna
,229.54,2048,59.2,7,aktywna,229.89,0,0,0,aktywna,230.25,0, , ,aktywna
,230.59,1920,79.6,7,aktywna,230.91,0,0,0,aktywna,231.26,0, , ,aktywna
,231.58,2720,88.6,7,aktywna,231.89,0,0,0,aktywna,232.23,0, , ,aktywna
,232.62,3744,87.1,7,aktywna,233.04,0,0,0,aktywna,233.41,0, , ,nieaktywna
,233.84,3616,97.3,8,aktywna,234.19,0,0,0,aktywna,234.49,1, , ,aktywna
,234.91,2976,96.1,8,aktywna,235.26,0,0,0,aktywna,235.62,1, , ,aktywna
,236.00,3488,96.1,8,aktywna,236.38,0,0,0,aktywna,236.79,1, , ,aktywna
,237.17,4000,97.3,8,aktywna,237.58,0,0,0,aktywna,238.01,1, , ,aktywna
,238.40,4128,0.0,8,nieaktywna,238.71,0,0,0,aktywna,238.98,1, , ,nieaktywna
,239.35,3040,96.1,8,aktywna,239.74,0,0,0,aktywna,240.09,1, , ,aktywna
,240.44,3232,96.1,8,aktywna,240.82,0,0,0,aktywna,241.18,1, , ,aktywna
,241.54,3424,96.1,8,aktywna,241.91,0,0,0,aktywna,242.30,1, , ,aktywna
,242.66,3616,0.0,8,nieaktywna,243.03,0,0,0,nieaktywna,243.38,1, , ,nieaktywna
,243.72,1920,0.0,8,nieaktywna,244.03,0,0,0,nieaktywna,244.32,1, , ,nieaktywna
,244.65,2496,0.0,8,nieaktywna,244.99,0,0,0,nieaktywna,245.33,1, , ,nieaktywna
,245.64,2400,0.0,8,nieaktywna,245.98,0,0,0,nieaktywna,246.31,1, , ,nieaktywna
,246.63,2336,0.0,8,nieaktywna,246.95,0,0,0,nieaktywna,247.29,1, , ,nieaktywna
,247.63,2272,0.0,8,nieaktywna,247.96,0,0,0,nieaktywna,248.30,1, , ,nieaktywna
,248.63,2176,0.0,8,nieaktywna,248.98,0,0,0,nieaktywna,249.34,1, , ,nieaktywna
,249.69,2112,0.0,8,nieaktywna,250.03,0,0,0,nieaktywna,250.36,1, , ,nieaktywna
,250.70,2016,20.8,8,nieaktywna,251.04,0,0,0,aktywna,251.39,1, , ,nieaktywna
,251.72,2048,60.4,8,aktywna,252.05,0,0,0,aktywna,252.39,1, , ,aktywna
,252.75,2112,40.0,8,aktywna,253.10,0,0,0,aktywna,253.47,1, , ,aktywna
,253.82,2112,31.0,8,aktywna,254.18,0,0,0,nieaktywna,254.53,1, , ,nieaktywna
,254.88,2080,17.6,8,nieaktywna,255.24,0,0,0,nieaktywna,255.59,1, , ,nieaktywna
,255.96,2016,0.0,8,nieaktywna,256.33,0,0,0,nieaktywna,256.67,1, , ,nieaktywna
,257.02,1952,17.6,8,nieaktywna,257.39,0,0,0,nieaktywna,257.74,1, , ,nieaktywna
,258.10,1920,19.2,8,nieaktywna,258.45,0,0,0,nieaktywna,258.82,1, , ,nieaktywna
,259.20,1888,19.2,8,nieaktywna,259.57,0,0,0,nieaktywna,259.95,1, , ,aktywna
,260.32,1856,28.2,8,aktywna,260.70,0,0,0,aktywna,261.08,1, , ,aktywna
,261.45,1856,28.2,8,aktywna,261.82,0,0,0,aktywna,262.21,1, , ,aktywna
,262.59,1856,29.4,8,aktywna,262.95,0,0,0,aktywna,263.31,1, , ,nieaktywna
,263.68,1792,20.8,8,nieaktywna,264.04,0,0,0,nieaktywna,264.36,1, , ,nieaktywna
,264.72,1792,0.0,8,nieaktywna,265.06,0,0,0,nieaktywna,265.42,1, , ,nieaktywna
,265.78,1728,23.5,8,nieaktywna,266.13,0,0,0,nieaktywna,266.49,1, , ,nieaktywna
,266.84,1696,26.7,8,aktywna,267.19,0,0,0,aktywna,267.53,1, , ,aktywna
,267.88,1728,40.0,8,aktywna,268.28,0,0,0,aktywna,268.62,0, , ,aktywna
,268.94,1504,0.0,8,nieaktywna,269.26,0,0,0,nieaktywna,269.56,0, , ,aktywna
,269.86,1216,28.2,8,aktywna,270.16,0,0,0,aktywna,270.57,0, , ,nieaktywna
,270.91,1888,0.0,8,nieaktywna,271.24,0,0,0,nieaktywna,271.57,0, , ,nieaktywna
,271.90,2240,17.6,8,nieaktywna,272.24,0,0,0,nieaktywna,272.58,0, , ,nieaktywna
,272.89,2208,17.6,8,nieaktywna,273.24,0,0,0,nieaktywna,273.59,0, , ,nieaktywna
,273.94,2144,17.6,8,nieaktywna,274.27,0,0,0,nieaktywna,274.63,0, , ,nieaktywna
,275.00,2144,17.6,8,nieaktywna,275.35,0,0,0,nieaktywna,275.71,0, , ,nieaktywna
,276.06,2080,17.6,8,nieaktywna,276.40,0,0,0,nieaktywna,276.76,0, , ,nieaktywna
,277.12,1984,0.0,8,nieaktywna,277.48,0,0,0,nieaktywna,277.83,0, , ,nieaktywna
,278.18,1888,19.2,8,nieaktywna,278.56,0,0,0,nieaktywna,278.94,0, , ,nieaktywna
