Środa,19,Sierpień,2026,06:32:24:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'004,,,,Grupa C:,'012
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Napięcie,Temperatura,Temperatura,,Obroty silnika,Obciążenie,(bez jednostek),(bez jednostek)
,14.84,1024,18.0,0.0,10110110,15.15,1024,14.14,18.0,16.5,15.46,992,48.6,28.0,86.0
,15.77,1024,18.0,0.0,10110110,16.06,992,14.04,18.0,16.5,16.41,1024,47.1,28.0,86.0
,16.75,1024,18.0,0.0,10110110,17.09,1024,13.84,18.0,16.5,17.38,992,47.1,28.0,86.0
,17.68,992,18.0,0.0,10110110,17.97,992,14.04,18.0,16.5,18.29,992,48.6,28.0,86.0
,18.61,1152,18.0,0.0,10100010,18.92,1056,13.84,18.0,16.5,19.23,896,45.9,28.0,86.0
,19.52,864,18.0,0.0,10100010,19.83,1056,13.84,18.0,18.0,20.16,1088,41.2,28.0,86.0
,20.45,960,18.0,0.0,10100010,20.79,928,13.84,18.0,18.0,21.12,1024,42.7,28.0,86.0
,21.43,1216,18.0,0.0,10110110,21.74,1184,13.94,18.0,18.0,22.01,1056,34.1,28.0,86.0
,22.34,928,18.0,0.0,10110110,22.66,928,14.04,18.0,16.5,22.97,928,36.9,28.0,86.0
,23.29,960,18.0,0.0,10110110,23.60,960,14.04,18.0,18.0,23.92,960,38.4,28.0,86.0
,24.26,960,18.0,0.0,10110110,24.59,960,14.04,18.0,18.0,24.90,928,36.9,28.0,86.0
,25.22,960,18.0,0.0,10110110,25.55,960,14.04,18.0,18.0,25.90,960,36.9,28.0,86.0
,26.16,960,18.0,0.0,10100010,26.48,1024,14.14,18.0,18.0,26.80,1216,40.0,28.0,86.0
,27.09,1184,18.0,0.0,10100010,27.44,1024,13.94,18.0,18.0,27.71,960,42.7,28.0,86.0
,28.03,1024,18.0,0.0,10100010,28.35,928,13.94,18.0,16.5,28.65,736,51.8,28.0,86.0
,28.94,768,18.0,0.0,10100010,29.24,864,14.04,18.0,18.0,29.52,960,50.2,28.0,86.0
,29.85,1056,18.0,0.0,10100010,30.17,1184,14.04,18.0,18.0,30.50,1312,47.1,28.0,86.0
,30.89,1408,18.0,0.0,10100010,31.28,1536,14.04,18.0,18.0,31.62,1760,31.0,28.0,86.0
,31.99,1792,18.0,0.0,10110110,32.35,1696,13.94,18.0,18.0,32.74,1568,31.0,28.0,86.0
,33.06,1408,18.0,0.0,10110110,33.40,1216,13.84,18.0,18.0,33.68,1056,34.1,28.0,86.0
,33.97,960,18.0,0.0,10110110,34.30,928,13.74,19.5,18.0,34.60,928,38.4,28.0,86.0
,34.91,928,19.5,0.0,10110110,35.20,928,13.74,19.5,18.0,35.51,896,38.4,28.0,86.0
,35.82,896,19.5,0.0,10100010,36.15,928,13.84,19.5,18.0,36.46,1024,38.4,28.0,86.0
,36.78,1056,19.5,0.0,10100010,37.07,1024,13.74,19.5,18.0,37.40,960,38.4,28.0,86.0
,37.71,1088,19.5,0.0,10110110,38.01,1152,13.74,19.5,18.0,38.34,1120,34.1,28.0,86.0
,38.68,960,19.5,0.0,10110110,39.00,928,13.74,19.5,18.0,39.32,960,40.0,28.0,86.0
,39.63,960,19.5,0.0,10110110,39.93,928,13.84,19.5,18.0,40.24,928,41.2,28.0,86.0
,40.55,960,19.5,0.0,10110110,40.87,928,13.74,19.5,18.0,41.19,928,41.2,28.0,86.0
,41.50,896,19.5,0.0,10110110,41.82,896,13.74,19.5,18.0,42.11,928,42.7,28.0,86.0
,42.43,928,19.5,0.0,10110110,42.74,896,13.84,19.5,18.0,43.05,864,41.2,28.0,86.0
,43.36,864,19.5,0.0,10110110,43.66,896,13.64,19.5,18.0,43.97,928,41.2,28.0,86.0
,44.27,928,19.5,0.0,10110110,44.59,928,13.84,19.5,18.0,44.91,928,40.0,28.0,86.0
,45.22,928,19.5,0.0,10110110,45.54,960,13.64,19.5,18.0,45.83,928,40.0,28.0,86.0
,46.13,960,19.5,0.0,10110110,46.45,928,13.74,19.5,18.0,46.77,960,40.0,28.0,86.0
,47.08,960,19.5,0.0,10110110,47.41,928,13.84,19.5,18.0,47.72,928,40.0,28.0,86.0
,48.01,960,19.5,0.0,10110110,48.32,928,13.84,21.0,18.0,48.62,928,38.4,28.0,86.0
,48.94,928,21.0,0.0,10110110,49.27,928,13.84,21.0,18.0,49.57,928,40.0,28.0,86.0
,49.88,928,21.0,0.0,10110110,50.19,928,13.94,21.0,18.0,50.49,928,40.0,28.0,86.0
,50.80,928,21.0,0.0,10110110,51.09,928,13.84,21.0,18.0,51.42,928,40.0,28.0,86.0
,51.73,928,21.0,0.0,10110110,52.05,928,13.74,21.0,18.0,52.37,928,40.0,28.0,86.0
,52.70,928,21.0,0.0,10110110,53.02,928,13.74,21.0,18.0,53.34,928,38.4,28.0,86.0
,53.67,928,21.0,0.0,10110110,54.01,928,13.84,21.0,18.0,54.34,928,38.4,28.0,86.0
,54.64,960,21.0,0.0,10100010,55.04,1344,13.94,21.0,18.0,55.30,1504,35.3,28.0,86.0
,55.65,1440,21.0,0.0,10100010,55.97,1344,13.94,21.0,18.0,56.30,1248,40.0,28.0,86.0
,56.61,1152,21.0,0.0,10100010,56.94,1056,13.94,21.0,18.0,57.26,992,47.1,28.0,86.0
,57.57,928,21.0,0.0,10100010,57.85,928,13.84,21.0,18.0,58.15,896,47.1,28.0,86.0
,58.43,928,22.5,0.0,10100010,58.69,960,13.94,22.5,18.0,59.00,1024,40.0,28.0,86.0
,59.31,1024,22.5,0.0,10110110,59.62,1056,13.94,22.5,18.0,59.95,1056,36.9,28.0,86.0
,60.28,1024,22.5,0.0,10110110,60.57,1024,13.94,22.5,18.0,60.90,992,38.4,28.0,86.0
,61.20,960,22.5,0.0,10110110,61.50,928,13.94,22.5,18.0,61.81,928,40.0,28.0,86.0
,62.12,928,22.5,0.0,10111110,62.43,928,13.84,22.5,18.0,62.74,896,40.0,28.0,86.0
,63.03,928,22.5,0.8,10111110,63.33,896,13.84,22.5,18.0,63.64,896,41.2,28.0,86.0
,63.94,928,22.5,2.3,10111110,64.24,928,13.94,22.5,18.0,64.56,960,40.0,28.0,86.0
,64.86,928,22.5,3.5,10111110,65.19,928,14.04,22.5,18.0,65.49,928,40.0,28.0,86.0
,65.82,928,22.5,3.1,10111110,66.12,928,13.84,22.5,18.0,66.42,896,38.4,28.0,86.0
,66.73,992,22.5,0.0,10101010,67.04,992,13.84,22.5,18.0,67.37,768,47.1,28.0,86.0
,67.66,800,22.5,0.0,10101010,67.98,1024,13.84,22.5,18.0,68.27,992,42.7,28.0,86.0
,68.56,704,24.0,0.0,10101010,68.84,640,12.83,24.0,18.0,69.14,928,60.4,28.0,86.0
,69.45,1216,24.0,0.0,10101010,69.79,1184,13.84,24.0,18.0,70.11,1088,38.4,28.0,86.0
,70.43,1024,24.0,0.0,10111110,70.73,1152,13.84,24.0,18.0,71.07,1152,32.5,28.0,86.0
,71.36,928,24.0,0.0,10101010,71.66,896,13.84,24.0,18.0,71.96,896,47.1,28.0,86.0
,72.27,896,24.0,0.0,10101010,72.59,832,13.74,24.0,18.0,72.91,768,54.5,28.0,86.0
,73.24,832,24.0,0.0,10101010,73.56,896,14.04,24.0,18.0,73.89,992,51.8,28.0,86.0
,74.21,1088,24.0,0.0,10101010,74.52,1216,14.04,24.0,18.0,74.93,1376,69.4,28.0,86.0
,75.31,1664,24.0,0.0,10101010,75.70,1824,13.94,24.0,18.0,76.08,1952,26.7,28.0,86.0
,76.46,1664,24.0,0.0,10101010,76.73,1056,13.94,24.0,18.0,77.06,992,53.3,28.0,86.0
,77.39,1056,25.5,0.0,10101010,77.71,1088,13.84,25.5,18.0,78.04,1152,78.4,28.0,86.0
,78.34,1248,25.5,0.0,10101010,78.68,1312,14.04,25.5,18.0,79.06,1440,79.6,28.0,86.0
,79.43,1568,25.5,0.0,10101010,79.81,1728,13.94,25.5,18.0,80.18,1824,76.9,28.0,86.0
,80.53,1920,25.5,0.0,10101010,80.89,2048,13.84,25.5,18.0,81.22,2112,67.8,28.0,86.0
,81.56,2240,25.5,-8.6,10101000,81.91,2304,13.84,25.5,18.0,82.26,2304,0.0,28.0,86.0
,82.59,1600,25.5,0.0,10111110,82.95,1216,13.94,25.5,18.0,83.40,1568,34.1,28.0,86.0
,83.76,1504,25.5,0.0,10101010,84.02,1504,13.94,25.5,18.0,84.29,1472,38.4,28.0,86.0
,84.71,1504,27.0,-5.5,10101010,85.08,1504,13.94,27.0,18.0,85.35,1504,36.9,28.0,86.0
,85.80,1504,27.0,-8.2,10101010,86.07,1504,14.04,27.0,18.0,86.46,1504,41.2,28.0,86.0
,86.85,1504,27.0,-5.9,10101010,87.20,1536,13.94,27.0,18.0,87.56,1536,41.2,28.0,86.0
,87.94,1536,27.0,-4.7,10101010,88.28,1568,13.94,27.0,18.0,88.65,1568,38.4,28.0,86.0
,89.01,1568,27.0,-2.3,10101010,89.35,1568,13.84,27.0,18.0,89.67,1728,32.5,28.0,86.0
,89.97,1312,27.0,0.0,10111110,90.29,1088,13.74,27.0,18.0,90.60,1088,36.9,28.0,86.0
,90.91,1088,27.0,0.0,10111110,91.23,1056,13.94,27.0,18.0,91.53,1024,34.1,28.0,86.0
,91.80,992,27.0,-3.1,10111110,92.08,992,13.84,27.0,18.0,92.39,992,35.3,28.0,86.0
,92.71,928,28.5,-8.6,10111110,93.01,896,13.84,28.5,18.0,93.32,896,36.9,28.0,86.0
,93.63,896,28.5,-8.2,10111110,93.93,896,13.74,28.5,18.0,94.24,896,36.9,28.0,86.0
,94.55,896,28.5,-6.3,10111110,94.84,896,13.74,28.5,18.0,95.17,896,36.9,28.0,86.0
,95.50,896,28.5,-3.9,10111110,95.80,896,13.84,28.5,18.0,96.11,896,36.9,28.0,86.0
,96.44,896,28.5,-2.0,10111110,96.77,896,13.84,28.5,18.0,97.10,864,34.1,28.0,86.0
,97.43,864,28.5,-2.0,10111110,97.73,864,13.84,28.5,18.0,98.04,864,34.1,28.0,86.0
,98.34,864,28.5,-2.3,10111110,98.63,864,13.94,28.5,18.0,98.94,864,34.1,28.0,86.0
,99.28,1024,28.5,0.0,10101010,99.62,1632,13.94,28.5,18.0,100.00,1504,35.3,28.0,86.0
,100.34,1216,28.5,0.0,10101010,100.66,1120,13.94,28.5,18.0,100.97,1088,50.2,28.0,86.0
,101.29,928,30.0,0.0,10101010,101.62,1120,13.94,30.0,18.0,101.97,1312,56.1,28.0,86.0
,102.30,1600,30.0,0.0,10101010,102.66,1792,14.04,30.0,18.0,102.94,1600,0.0,28.0,86.0
,103.26,1120,30.0,0.0,10111110,103.57,1184,13.94,30.0,18.0,103.87,1024,42.7,28.0,86.0
,104.19,1088,30.0,0.0,10101010,104.52,1120,14.04,30.0,18.0,104.85,1152,53.3,28.0,86.0
,105.18,1216,30.0,0.0,10101010,105.52,1280,13.94,30.0,18.0,105.86,1344,63.5,28.0,86.0
,106.18,1440,30.0,0.0,10101010,106.46,1504,13.94,30.0,18.0,106.81,1504,44.3,28.0,86.0
,107.17,1568,30.0,0.0,10101010,107.51,1632,13.94,31.5,18.0,107.88,1696,56.1,28.0,86.0
,108.26,1792,31.5,0.0,10101010,108.63,1888,13.84,31.5,18.0,108.98,1984,63.5,28.0,86.0
,109.35,2048,31.5,-4.3,10101000,109.70,2144,13.84,31.5,18.0,110.05,2208,53.3,28.0,86.0
,110.40,2272,31.5,-7.0,10101000,110.76,2304,13.94,31.5,18.0,111.07,2368,48.6,28.0,86.0
,111.43,2432,31.5,-5.1,10101000,111.78,2464,13.84,31.5,18.0,112.13,2528,47.1,28.0,86.0
,112.45,2560,33.0,-3.1,10101000,112.79,2624,13.94,33.0,18.0,113.12,2656,44.3,28.0,86.0
,113.47,2368,33.0,0.0,10111100,113.80,1600,13.94,33.0,18.0,114.13,1120,32.5,28.0,86.0
,114.45,1568,33.0,0.0,10101010,114.84,1696,13.94,33.0,18.0,115.19,1696,32.5,28.0,86.0
,115.57,1696,33.0,-7.0,10101010,115.91,1728,13.84,33.0,18.0,116.27,1760,44.3,28.0,86.0
,116.64,1760,33.0,-3.5,10101010,117.03,1792,13.84,33.0,18.0,117.43,1792,45.9,28.0,86.0
,117.80,1824,33.0,-2.7,10101010,118.18,1824,14.04,33.0,18.0,118.54,1856,42.7,28.0,86.0
,118.89,1888,34.5,-4.3,10101010,119.27,1888,13.94,34.5,18.0,119.63,1920,41.2,28.0,86.0
,120.01,1952,34.5,-4.7,10101010,120.36,1952,13.94,34.5,18.0,120.72,1952,28.2,28.0,86.0
,121.09,1984,34.5,-12.5,10101010,121.44,1984,13.94,34.5,18.0,121.81,2016,40.0,28.0,86.0
,122.16,2048,34.5,0.0,10101000,122.51,2080,13.84,34.5,18.0,122.86,2112,42.7,28.0,86.0
,123.19,2144,36.0,1.2,10101000,123.53,2208,13.94,36.0,18.0,123.88,2240,40.0,28.0,86.0
,124.22,2272,36.0,1.2,10101000,124.57,2304,13.84,36.0,18.0,124.90,2336,48.6,28.0,86.0
,125.25,2368,36.0,4.3,10101000,125.59,2432,13.94,36.0,18.0,125.92,2464,54.5,28.0,86.0
,126.26,2528,36.0,7.8,10101000,126.61,2560,13.94,36.0,18.0,126.95,2560,0.0,28.0,86.0
,127.30,1856,36.0,0.0,10111110,127.62,1248,13.94,36.0,18.0,127.98,1696,34.1,28.0,86.0
,128.32,1856,36.0,0.0,10101010,128.68,1888,13.94,36.0,18.0,129.04,1888,38.4,28.0,86.0
,129.40,1920,37.5,-5.1,10101010,129.76,1920,14.04,37.5,18.0,130.11,1920,48.6,28.0,86.0
,130.47,1920,37.5,-2.7,10101010,130.84,1920,13.84,37.5,18.0,131.20,1952,59.2,28.0,86.0
,131.57,1984,37.5,0.0,10101010,131.91,1984,13.94,37.5,18.0,132.25,1984,76.9,28.0,86.0
,132.62,2016,37.5,-1.2,11101000,132.98,2048,13.94,37.5,18.0,133.31,2080,76.9,28.0,86.0
,133.67,2112,37.5,-3.1,11101000,134.02,2112,13.84,37.5,18.0,134.36,2144,82.7,28.0,86.0
,134.71,2176,37.5,-3.5,11101000,135.06,2208,13.94,37.5,18.0,135.40,2240,82.7,28.0,86.0
,135.72,2240,39.0,-5.1,11101000,136.06,2272,13.94,39.0,18.0,136.41,2272,60.4,28.0,86.0
,136.75,2304,39.0,0.0,11101000,137.11,2304,13.84,39.0,18.0,137.44,2304,60.4,28.0,86.0
,137.76,2336,39.0,-0.8,11101000,138.08,2336,13.84,39.0,18.0,138.43,2336,60.4,28.0,86.0
,138.77,2336,39.0,-0.8,11101000,139.12,2336,13.94,39.0,18.0,139.45,2336,60.4,28.0,86.0
,139.79,2336,39.0,-0.4,11101000,140.12,2336,13.94,39.0,18.0,140.46,2336,60.4,28.0,86.0
,140.78,2336,39.0,0.4,11101000,141.13,2336,13.94,39.0,18.0,141.45,2336,60.4,28.0,86.0
,141.77,2336,40.5,0.0,11101000,142.15,2336,13.84,40.5,18.0,142.47,2336,60.4,28.0,86.0
,142.81,2304,40.5,0.4,11101000,143.15,2304,13.94,40.5,18.0,143.48,2336,71.0,28.0,86.0
,143.81,2080,40.5,0.0,11111100,144.13,1472,13.94,40.5,18.0,144.46,1152,32.5,28.0,86.0
,144.80,1280,40.5,0.0,11111110,145.13,1248,13.94,40.5,18.0,145.42,1120,29.4,28.0,86.0
,145.75,1056,42.0,0.0,11111110,146.04,1024,13.84,42.0,18.0,146.35,992,32.5,28.0,86.0
,146.65,960,42.0,-7.0,11111110,146.95,928,13.94,42.0,18.0,147.29,928,35.3,28.0,86.0
,147.58,960,42.0,-4.7,11111110,147.89,928,13.53,42.0,18.0,148.21,928,35.3,28.0,86.0
,148.51,960,42.0,-2.7,11111110,148.83,928,13.94,42.0,18.0,149.16,896,34.1,28.0,86.0
,149.47,864,42.0,-0.4,11111110,149.79,896,13.94,42.0,18.0,150.10,896,34.1,28.0,86.0
,150.40,896,42.0,1.2,11111110,150.70,864,13.94,42.0,18.0,151.02,896,35.3,28.0,86.0
,151.33,896,43.5,2.3,11111110,151.65,896,13.74,43.5,18.0,151.96,896,34.1,28.0,86.0
,152.25,896,43.5,2.3,11111110,152.56,896,13.84,43.5,18.0,152.88,896,34.1,28.0,86.0
,153.18,896,43.5,2.7,11111110,153.50,896,13.74,43.5,18.0,153.80,896,34.1,28.0,86.0
,154.13,896,43.5,3.5,11111110,154.42,928,13.94,43.5,18.0,154.75,1248,34.1,28.0,86.0
,155.06,1184,43.5,5.1,11101010,155.39,1216,13.74,43.5,18.0,155.73,1248,56.1,28.0,86.0
,156.05,1312,43.5,0.0,11101010,156.34,1408,14.04,43.5,18.0,156.70,1504,79.6,28.0,86.0
,157.09,1664,43.5,0.0,11101010,157.44,1760,13.94,45.0,18.0,157.80,1888,69.4,28.0,86.0
,158.16,1984,45.0,-2.3,11101010,158.52,2080,13.94,43.5,18.0,158.85,2176,76.9,28.0,86.0
,159.18,2304,43.5,-1.6,11101000,159.51,2400,13.94,45.0,18.0,159.83,2528,73.7,28.0,86.0
,160.17,2592,45.0,-0.4,11101000,160.53,2688,13.94,45.0,18.0,160.90,2176,0.0,28.0,86.0
,161.23,1440,45.0,0.0,11111110,161.62,1152,13.94,45.0,18.0,161.99,1824,28.2,28.0,86.0
,162.37,1792,45.0,0.0,11101010,162.72,1728,13.94,45.0,18.0,163.11,1728,51.8,28.0,86.0
,163.50,1760,46.5,0.0,11101010,163.84,1792,13.94,46.5,18.0,164.18,1792,53.3,28.0,86.0
,164.51,1824,46.5,0.8,11101010,164.88,1856,13.94,46.5,18.0,165.24,1888,67.8,28.0,86.0
,165.61,1920,46.5,0.0,11101010,165.98,1952,13.94,46.5,18.0,166.32,1984,62.0,28.0,86.0
,166.66,2016,46.5,-1.6,11101000,167.01,2016,13.94,46.5,18.0,167.34,2080,56.1,28.0,86.0
,167.71,2112,46.5,-2.7,11101000,168.05,2144,13.94,46.5,18.0,168.40,2144,51.8,28.0,86.0
,168.74,2176,46.5,-1.2,11101000,169.07,2208,13.84,46.5,18.0,169.39,2240,50.2,28.0,86.0
,169.72,2272,46.5,0.0,11101000,170.07,2304,13.94,46.5,18.0,170.42,2304,48.6,28.0,86.0
,170.79,2368,48.0,1.2,11101000,171.14,2400,13.84,48.0,18.0,171.47,2432,45.9,28.0,86.0
,171.81,2368,48.0,0.0,11111100,172.20,1696,13.94,48.0,18.0,172.52,1088,29.4,28.0,86.0
,172.83,1120,48.0,0.0,11101010,173.19,1664,13.84,48.0,18.0,173.52,1792,23.5,28.0,86.0
,173.87,1824,48.0,0.0,11101010,174.25,1824,13.94,48.0,18.0,174.63,1824,26.7,28.0,86.0
,174.99,1824,48.0,-10.9,11101010,175.38,1824,13.94,48.0,18.0,175.73,1824,26.7,28.0,86.0
,176.12,1824,48.0,0.0,11101010,176.48,1824,13.94,48.0,18.0,176.83,1824,29.4,28.0,86.0
,177.20,1824,48.0,2.3,11101010,177.57,1824,14.04,49.5,18.0,177.95,1824,29.4,28.0,86.0
,178.32,1824,49.5,4.7,11101010,178.70,1824,13.94,49.5,18.0,179.09,1824,29.4,28.0,86.0
,179.45,1824,49.5,6.6,11101010,179.81,1824,13.94,49.5,18.0,180.17,1824,29.4,28.0,86.0
,180.53,1824,49.5,7.4,11101010,180.90,1824,13.94,49.5,18.0,181.26,1824,29.4,28.0,86.0
,181.64,1824,49.5,8.6,11101010,182.03,1824,13.94,49.5,18.0,182.41,1824,31.0,28.0,86.0
,182.80,1824,49.5,9.0,11101010,183.16,1824,13.94,49.5,18.0,183.52,1824,32.5,28.0,86.0
,183.90,1824,49.5,9.4,11101010,184.24,1792,13.94,49.5,18.0,184.64,1792,32.5,28.0,86.0
,185.00,1792,49.5,10.2,11101010,185.37,1824,13.94,51.0,18.0,185.73,1792,34.1,28.0,86.0
,186.08,1792,51.0,10.2,11101010,186.46,1792,13.84,51.0,18.0,186.84,1792,34.1,28.0,86.0
,187.23,1792,51.0,9.8,11101010,187.59,1792,14.04,51.0,18.0,187.97,1792,32.5,28.0,86.0
,188.36,1792,51.0,9.0,11101010,188.76,1792,13.94,51.0,18.0,189.10,1792,29.4,28.0,86.0
,189.49,1792,51.0,7.8,11101010,189.88,1792,13.94,51.0,18.0,190.21,1792,29.4,28.0,86.0
,190.58,1792,51.0,7.0,11101010,190.96,1792,13.94,51.0,18.0,191.35,1824,29.4,28.0,86.0
,191.74,1824,51.0,6.6,11101010,192.11,1824,13.94,51.0,18.0,192.48,1824,29.4,28.0,86.0
,192.87,1856,52.5,6.6,11101010,193.23,1856,13.94,52.5,18.0,193.61,1856,26.7,28.0,86.0
,193.99,1888,52.5,-2.0,11101010,194.36,1888,13.94,52.5,18.0,194.74,1888,26.7,28.0,86.0
,195.11,1920,52.5,-3.1,11101010,195.49,1888,13.94,52.5,18.0,195.85,1920,20.8,28.0,86.0
,196.20,1920,52.5,-5.1,11101010,196.57,1920,14.04,52.5,18.0,196.93,1920,20.8,28.0,86.0
,197.29,1920,52.5,-5.1,11101010,197.64,1920,13.94,52.5,18.0,198.01,1920,19.2,28.0,86.0
,198.37,1920,52.5,-5.1,11101010,198.72,1920,13.94,52.5,18.0,199.10,1920,20.8,28.0,86.0
,199.45,1888,52.5,-3.9,11111110,199.79,1888,13.94,52.5,18.0,200.15,1888,0.0,28.0,86.0
,200.51,1888,52.5,0.0,11111110,200.86,1888,13.94,52.5,18.0,201.18,1856,0.0,28.0,86.0
,201.52,1856,54.0,0.0,11111110,201.86,1856,13.94,54.0,18.0,202.24,1856,20.8,28.0,86.0
,202.61,1856,54.0,0.0,11101010,202.95,1856,14.04,54.0,18.0,203.29,1248,28.2,28.0,86.0
,203.61,1056,54.0,0.0,11111110,203.95,1152,13.94,54.0,18.0,204.26,1120,26.7,28.0,86.0
,204.56,992,54.0,0.0,11111110,204.86,896,13.94,54.0,18.0,205.18,864,32.5,28.0,86.0
,205.47,896,54.0,0.0,11111110,205.78,896,13.94,54.0,18.0,206.09,896,32.5,28.0,86.0
,206.39,896,54.0,0.8,11111110,206.70,864,13.84,54.0,18.0,207.01,896,32.5,28.0,86.0
,207.32,864,54.0,2.0,11111110,207.62,896,13.84,54.0,18.0,207.93,896,32.5,28.0,86.0
,208.23,896,54.0,2.7,11111110,208.53,864,13.84,54.0,18.0,208.83,896,32.5,28.0,86.0
,209.16,896,54.0,3.9,11111110,209.48,896,13.84,54.0,18.0,209.78,896,32.5,28.0,86.0
,210.10,896,54.0,4.3,11111110,210.39,896,13.84,54.0,18.0,210.71,896,32.5,28.0,86.0
,211.00,896,54.0,4.3,11111110,211.30,896,13.84,55.5,18.0,211.62,896,32.5,28.0,86.0
,211.92,896,55.5,4.3,11111110,212.21,864,13.84,55.5,18.0,212.50,896,31.0,28.0,86.0
,212.80,864,55.5,3.9,11111110,213.10,864,13.94,55.5,18.0,213.40,896,31.0,28.0,86.0
,213.71,896,55.5,3.9,11111110,214.01,896,13.84,55.5,18.0,214.30,864,32.5,28.0,86.0
,214.62,864,55.5,4.7,11111110,214.92,864,13.94,55.5,18.0,215.23,896,32.5,28.0,86.0
,215.52,896,55.5,4.7,11111110,215.82,896,13.84,55.5,18.0,216.14,864,32.5,28.0,86.0
,216.47,896,55.5,4.3,11111110,216.77,896,13.74,55.5,18.0,217.07,736,35.3,28.0,86.0
,217.38,832,55.5,0.0,11101010,217.66,928,13.84,55.5,18.0,217.98,1024,54.5,28.0,86.0
,218.27,1120,55.5,0.0,11101010,218.59,1248,13.84,55.5,19.5,218.94,1376,78.4,28.0,86.0
,219.27,1504,55.5,0.0,11101010,219.63,1664,13.94,55.5,19.5,220.01,1792,73.7,28.0,86.0
,220.35,1952,55.5,0.0,11101010,220.69,2112,13.84,55.5,18.0,221.04,2240,63.5,28.0,86.0
,221.39,2368,55.5,0.0,11101000,221.73,2496,13.94,55.5,18.0,222.06,2592,54.5,28.0,86.0
,222.40,2656,55.5,0.0,11111100,222.73,2048,13.94,55.5,18.0,223.08,1440,0.0,28.0,86.0
,223.39,1088,55.5,0.0,11101010,223.78,1856,13.94,55.5,18.0,224.13,1792,23.5,28.0,86.0
,224.49,1824,57.0,0.0,11101010,224.86,1856,13.94,57.0,18.0,225.20,1888,23.5,28.0,86.0
,225.57,1888,57.0,-6.3,11101010,225.95,1888,13.94,57.0,18.0,226.30,1952,29.4,28.0,86.0
,226.66,1952,57.0,-4.3,11101010,227.02,1952,13.94,57.0,18.0,227.38,1984,28.2,28.0,86.0
,227.73,2016,57.0,-2.3,11101000,228.08,2048,13.84,57.0,18.0,228.43,2048,31.0,28.0,86.0
,228.78,2080,57.0,0.0,11101000,229.14,2080,13.84,57.0,18.0,229.47,2112,28.2,28.0,86.0
,229.84,2144,57.0,1.2,11101000,230.19,2144,13.94,57.0,18.0,230.52,2176,28.2,28.0,86.0
,230.86,2208,57.0,1.6,11101000,231.20,2208,13.94,57.0,18.0,231.54,2240,26.7,28.0,86.0
