Pi¹tek,28,Sierpieñ,2026,06:31:51:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'033
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obci¹¿enie,Czas wtrysku,Ciœnienie rzecz.,,Lambda,Napiêcie, , 
,139.28,1568,39.0,10.9,10111110,138.53,1568,28.2,4.12,357.0,138.89,10.2,1.56, , 
,140.36,1568,39.0,12.9,10111110,139.66,1568,28.2,4.12,357.0,140.00,12.5,1.45, , 
,141.39,1600,39.0,14.5,10111110,140.71,1568,28.2,4.12,357.0,141.05,14.1,1.41, , 
,142.48,1568,39.0,14.5,10111110,141.74,1600,28.2,4.12,357.0,142.12,15.2,1.41, , 
,143.55,1568,40.5,14.5,10111110,142.84,1568,28.2,4.12,357.0,143.18,14.8,1.37, , 
,144.57,1536,40.5,14.8,10111110,143.89,1536,28.2,4.12,357.0,144.24,14.1,1.37, , 
,145.58,1504,40.5,14.5,10111110,144.88,1504,28.2,4.12,357.0,145.19,14.5,1.41, , 
,146.53,1504,40.5,14.1,10111110,145.92,1536,28.2,4.12,357.0,146.26,13.7,1.41, , 
,147.69,1504,40.5,12.5,10111110,146.99,1504,28.2,4.12,357.0,147.30,12.5,1.37, , 
,148.82,1504,40.5,12.9,10111110,148.07,1536,28.2,4.12,357.0,148.44,12.9,1.41, , 
,149.96,1408,40.5,11.7,10111110,149.18,1504,28.2,4.12,357.0,149.59,12.9,1.45, , 
,150.91,1248,42.0,8.2,10111110,150.28,1344,29.4,4.12,377.4,150.58,9.4,1.33, , 
,151.87,1024,42.0,7.4,10111110,151.22,1152,29.4,4.12,377.4,151.53,7.0,1.37, , 
,152.79,1056,42.0,7.0,10111110,152.16,1024,32.5,5.15,418.2,152.48,6.3,1.41, , 
,153.78,1088,42.0,5.9,10111110,153.11,1056,31.0,4.12,397.8,153.45,6.3,1.37, , 
,154.72,960,42.0,5.1,10111110,154.10,1056,29.4,4.12,377.4,154.44,5.5,1.41, , 
,155.62,960,42.0,3.5,10111110,155.02,928,31.0,4.12,397.8,155.35,3.9,1.37, , 
,156.50,992,42.0,2.7,10111110,155.88,992,29.4,4.12,397.8,156.15,3.1,1.41, , 
,157.45,1056,42.0,1.6,10101010,156.79,992,28.2,4.12,377.4,157.14,0.8,1.48, , 
,158.40,1120,43.5,1.6,10101010,157.78,1056,35.3,5.15,438.6,158.09,2.7,1.52, , 
,159.34,1184,43.5,2.0,10101010,158.72,1152,32.5,4.12,418.2,159.03,2.0,1.52, , 
,160.32,1280,43.5,2.3,10101010,159.66,1216,31.0,4.12,397.8,159.99,2.7,1.52, , 
,161.32,1344,43.5,4.3,10101010,160.66,1280,31.0,4.12,397.8,161.00,3.5,1.52, , 
,162.35,1376,43.5,3.1,10111110,161.64,1344,29.4,4.12,377.4,161.99,2.7,1.45, , 
,163.38,1440,43.5,4.3,10111110,162.69,1376,28.2,4.12,377.4,163.02,3.5,1.48, , 
,164.41,1440,43.5,6.3,10111110,163.71,1408,28.2,4.12,377.4,164.09,6.3,1.52, , 
,165.45,1408,43.5,7.4,10111110,164.78,1408,28.2,4.12,377.4,165.12,7.4,1.48, , 
,166.54,1536,45.0,9.0,10101010,165.77,1440,28.2,4.12,357.0,166.22,8.6,1.48, , 
,167.60,1600,45.0,9.8,10101010,166.89,1504,29.4,4.12,377.4,167.26,9.8,1.45, , 
,168.69,1696,45.0,10.5,10101010,167.96,1632,28.2,4.12,357.0,168.31,10.5,1.45, , 
,169.76,1760,45.0,9.4,10111110,169.04,1728,26.7,4.12,336.6,169.38,10.2,1.37, , 
,170.88,1856,45.0,8.2,10111110,170.11,1760,25.1,4.12,336.6,170.49,9.0,1.37, , 
,171.97,1856,45.0,9.8,10111110,171.25,1856,23.5,3.09,316.2,171.62,9.0,1.48, , 
,173.06,1824,45.0,10.2,10111110,172.33,1824,23.5,3.09,316.2,172.69,9.8,1.52, , 
,174.09,1792,45.0,11.7,10111110,173.42,1824,25.1,3.09,316.2,173.76,11.7,1.52, , 
,175.14,1632,46.5,12.1,10111110,174.42,1760,26.7,4.12,336.6,174.78,12.1,1.45, , 
,176.19,1376,46.5,12.1,10111110,175.50,1568,28.2,4.12,357.0,175.86,12.5,1.41, , 
,177.14,928,46.5,10.9,10111110,176.49,1312,28.2,4.12,377.4,176.82,11.7,1.37, , 
,178.05,928,46.5,9.0,10111110,177.43,928,34.1,5.15,438.6,177.73,9.8,1.37, , 
,178.98,960,46.5,8.2,10111110,178.35,928,34.1,5.15,438.6,178.66,8.2,1.45, , 
,179.88,896,46.5,7.0,10111110,179.29,960,34.1,5.15,438.6,179.59,7.4,1.37, , 
,180.82,896,46.5,6.6,10111110,180.20,896,34.1,5.15,438.6,180.51,6.6,1.45, , 
,181.71,800,46.5,5.1,10111110,181.12,832,31.0,4.12,418.2,181.40,5.5,1.33, , 
,182.63,832,46.5,3.5,10111110,182.00,800,34.1,5.15,438.6,182.32,3.9,1.41, , 
,183.55,800,46.5,3.9,10111110,182.95,800,34.1,5.15,438.6,183.26,3.5,1.48, , 
,184.45,832,46.5,4.3,10111110,183.86,800,35.3,5.15,459.0,184.14,3.9,1.52, , 
,185.39,832,46.5,4.7,10111110,184.75,832,35.3,5.15,459.0,185.08,4.7,1.48, , 
,186.32,800,46.5,3.9,10101010,185.69,832,35.3,5.15,459.0,185.98,5.1,1.48, , 
,187.29,1088,48.0,0.0,10101010,186.64,1024,38.4,6.18,479.4,186.97,2.3,1.45, , 
,188.23,992,48.0,0.0,10101010,187.61,1056,48.6,8.24,571.2,187.92,0.0,1.45, , 
,189.23,1792,48.0,0.0,10101010,188.55,1248,50.2,7.21,591.6,188.88,0.0,1.56, , 
,190.32,1760,48.0,0.0,10111110,189.60,1824,34.1,3.09,418.2,189.97,0.0,1.64, , 
,191.31,1088,48.0,-2.7,10101010,190.65,1344,28.2,4.12,357.0,190.99,-0.4,1.41, , 
,192.31,1312,48.0,1.6,10101010,191.62,1216,29.4,4.12,377.4,191.95,-2.0,1.48, , 
,193.35,1376,48.0,3.1,10101010,192.66,1312,38.4,6.18,459.0,193.00,3.1,1.52, , 
,194.56,1504,48.0,4.3,10101010,193.67,1408,36.9,5.15,459.0,194.14,5.1,1.52, , 
,195.67,1568,48.0,5.1,10101010,194.93,1536,26.7,4.12,336.6,195.29,4.3,1.45, , 
,196.77,1600,49.5,7.8,10111110,196.06,1568,25.1,3.09,336.6,196.41,6.6,1.48, , 
,197.83,1568,49.5,9.8,10101010,197.13,1536,28.2,4.12,357.0,197.49,8.6,1.45, , 
,198.95,1632,49.5,12.9,10101010,198.21,1632,26.7,4.12,357.0,198.58,10.9,1.48, , 
,200.02,1824,49.5,0.0,10101010,199.31,1664,47.1,8.24,520.2,199.66,0.0,1.52, , 
,201.06,2080,49.5,0.0,10101000,200.38,1888,62.0,9.27,652.8,200.73,0.0,1.60, , 
,202.04,2400,49.5,4.3,10101000,201.40,2208,66.3,10.30,714.0,201.73,3.1,1.56, , 
,203.05,1248,49.5,0.0,10111110,202.38,2432,41.2,4.12,479.4,202.75,0.0,2.73, , 
,204.10,1632,49.5,0.0,10101010,203.37,1024,35.3,5.15,438.6,203.75,0.0,1.60, , 
,205.18,1632,49.5,0.0,10101010,204.45,1632,26.7,4.12,357.0,204.80,-1.2,1.45, , 
,206.31,1632,49.5,7.0,10101010,205.56,1632,38.4,5.15,459.0,205.94,5.9,1.64, , 
,207.40,1696,51.0,10.5,10101010,206.67,1664,41.2,6.18,479.4,207.02,10.5,1.56, , 
,208.50,1760,49.5,10.5,10101010,207.76,1696,40.0,6.18,479.4,208.12,12.1,1.45, , 
,209.55,1856,51.0,9.4,10101010,208.84,1792,35.3,5.15,418.2,209.17,9.8,1.37, , 
,210.66,1824,51.0,7.4,10101010,209.93,1824,35.3,5.15,418.2,210.30,7.4,1.37, , 
,211.78,1824,51.0,5.9,10101010,211.02,1824,34.1,5.15,418.2,211.41,6.6,1.41, , 
,212.86,1888,51.0,5.1,10101010,212.14,1856,34.1,5.15,397.8,212.51,5.5,1.41, , 
,213.96,1888,51.0,5.1,10101010,213.23,1888,32.5,4.12,397.8,213.59,4.7,1.48, , 
,215.05,1952,51.0,6.3,10101010,214.33,1888,35.3,5.15,418.2,214.70,6.6,1.56, , 
,216.13,2016,51.0,9.4,10101000,215.43,1984,48.6,7.21,550.8,215.78,8.6,1.52, , 
,217.17,2112,51.0,9.8,10101000,216.49,2080,50.2,7.21,571.2,216.83,9.0,1.48, , 
,218.20,2176,52.5,9.0,10101000,217.53,2144,51.8,8.24,571.2,217.87,9.4,1.41, , 
,219.20,2240,52.5,7.0,10101000,218.54,2208,51.8,7.21,571.2,218.87,7.0,1.45, , 
,220.20,2304,52.5,7.4,10101000,219.53,2240,50.2,7.21,550.8,219.87,7.4,1.48, , 
,221.22,2336,52.5,7.4,10101000,220.53,2336,48.6,7.21,550.8,220.88,7.8,1.45, , 
,222.24,2400,52.5,7.4,10101000,221.56,2368,48.6,7.21,520.2,221.90,7.0,1.45, , 
,223.22,2464,52.5,0.0,11101000,222.57,2432,59.2,9.27,632.4,222.90,0.0,1.56, , 
,224.23,2304,52.5,0.0,11111100,223.56,2496,47.1,6.18,520.2,223.88,0.0,1.60, , 
,225.25,1088,52.5,0.0,10111110,224.60,1664,0.0,0.00,316.2,224.92,0.0,3.79, , 
,226.33,1824,52.5,0.0,10101010,225.59,1472,26.7,4.12,357.0,225.95,0.0,1.17, , 
,227.41,1792,54.0,-0.4,10101010,226.68,1824,28.2,4.12,357.0,227.04,-2.3,1.48, , 
,228.54,1792,54.0,4.7,10101010,227.79,1792,31.0,4.12,377.4,228.18,3.5,1.60, , 
,229.69,1792,54.0,7.4,10101010,228.92,1792,35.3,5.15,418.2,229.31,7.0,1.52, , 
,230.80,1792,54.0,8.2,10101010,230.07,1792,35.3,5.15,418.2,230.41,8.6,1.45, , 
,231.88,1792,54.0,9.0,10101010,231.17,1792,35.3,5.15,418.2,231.55,8.6,1.41, , 
,233.02,1792,54.0,8.6,10101010,232.25,1792,35.3,5.15,438.6,232.63,8.2,1.41, , 
,234.16,1824,55.5,9.8,10101010,233.40,1792,36.9,5.15,438.6,233.77,8.2,1.41, , 
,235.24,1824,55.5,8.2,10101010,234.54,1824,40.0,6.18,459.0,234.88,8.2,1.37, , 
,236.35,1888,55.5,0.0,11101010,235.60,1824,53.3,8.24,591.6,235.99,0.0,1.48, , 
,237.43,1920,55.5,2.0,11101010,236.71,1888,59.2,8.24,652.8,237.07,2.0,1.56, , 
,238.52,1952,55.5,4.3,11101010,237.81,1952,57.6,8.24,632.4,238.16,3.9,1.52, , 
,239.62,2016,55.5,2.3,11101000,238.88,1984,57.6,8.24,632.4,239.25,0.0,1.60, , 
,240.69,2080,55.5,4.3,11101000,239.97,2048,59.2,8.24,632.4,240.33,4.3,1.48, , 
,241.72,2112,55.5,5.9,11101000,241.03,2080,57.6,8.24,632.4,241.37,5.5,1.48, , 
,242.77,2144,55.5,5.9,11101000,242.06,2144,54.5,8.24,612.0,242.41,5.9,1.41, , 
,243.78,2144,57.0,0.0,11101000,243.10,2144,51.8,7.21,591.6,243.44,5.5,1.45, , 
,244.82,2144,57.0,2.0,11101000,244.13,2144,44.3,6.18,499.8,244.49,2.0,1.60, , 
,245.87,2176,57.0,3.1,11101000,245.18,2176,42.7,6.18,479.4,245.52,3.9,1.52, , 
,246.88,2176,57.0,3.9,11101000,246.21,2176,40.0,5.15,459.0,246.54,3.9,1.48, , 
,247.93,2144,57.0,5.5,11101000,247.23,2176,38.4,5.15,438.6,247.58,5.5,1.45, , 
,248.93,2144,57.0,6.6,11101000,248.26,2176,38.4,5.15,438.6,248.59,5.9,1.45, , 
