Niedziela,23,Sierpień,2026,21:24:04:00009-VCID:1C3761778CABCE7337-5178,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'033
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obciążenie,Czas wtrysku,Ciśnienie rzecz.,,Lambda,Napięcie, , 
,133.25,768,66.0,-7.0,00111110,133.55,768,32.5,4.12,459.0,133.87,-7.4,1.52, , 
,134.16,800,64.5,-6.6,00111110,134.46,768,34.1,4.12,459.0,134.77,-5.1,1.60, , 
,135.08,768,66.0,-4.3,00111110,135.37,800,34.1,4.12,459.0,135.68,-2.0,1.60, , 
,135.96,800,66.0,-1.2,00111110,136.27,800,34.1,4.12,459.0,136.58,0.4,1.56, , 
,136.87,800,66.0,0.8,00111110,137.16,800,34.1,4.12,459.0,137.48,1.6,1.52, , 
,137.78,800,66.0,1.6,00111110,138.09,800,32.5,4.12,438.6,138.41,2.3,1.48, , 
,138.73,800,66.0,2.7,00101010,139.03,832,36.9,5.15,479.4,139.34,4.3,1.52, , 
,139.66,1184,66.0,3.9,00101010,139.97,1248,35.3,5.15,438.6,140.30,5.9,1.52, , 
,140.63,1216,66.0,5.5,00101010,140.95,1152,35.3,5.15,438.6,141.26,5.9,1.45, , 
,141.57,1088,66.0,5.1,00111110,141.90,1184,28.2,3.09,377.4,142.20,0.8,1.25, , 
,142.54,1024,66.0,-0.8,00111110,142.81,864,29.4,4.12,397.8,143.10,0.8,1.41, , 
,143.38,768,66.0,0.0,00111110,143.69,800,36.9,5.15,479.4,144.01,-2.3,1.25, , 
,144.31,864,66.0,-3.5,00111110,144.60,864,32.5,4.12,438.6,144.88,-3.9,1.48, , 
,145.17,864,66.0,-3.5,00111110,145.49,864,34.1,4.12,438.6,145.78,-2.0,1.60, , 
,146.09,864,66.0,-1.2,00111110,146.39,864,34.1,4.12,459.0,146.70,0.4,1.56, , 
,147.00,864,66.0,0.8,00111110,147.31,896,34.1,4.12,459.0,147.64,2.0,1.52, , 
,147.96,800,66.0,2.3,00111110,148.26,800,32.5,4.12,438.6,148.57,2.0,1.41, , 
,148.87,832,66.0,2.0,00111110,149.20,800,34.1,4.12,459.0,149.51,2.0,1.48, , 
,149.80,800,66.0,2.0,00111110,150.11,768,34.1,4.12,459.0,150.40,5.5,1.60, , 
,150.72,992,66.0,0.0,00101010,151.04,1312,38.4,5.15,479.4,151.36,0.0,1.52, , 
,151.70,1280,67.5,1.6,00101010,152.04,1280,40.0,6.18,499.8,152.35,1.2,1.48, , 
,152.68,1216,67.5,0.0,00101010,152.97,992,28.2,4.12,377.4,153.27,0.0,1.45, , 
,153.57,832,67.5,-1.2,00101010,153.87,800,31.0,4.12,418.2,154.19,0.0,1.37, , 
,154.51,1248,67.5,0.0,00101010,154.83,1504,42.7,6.18,520.2,155.17,0.0,1.41, , 
,155.55,1472,67.5,-0.4,00101010,155.89,1216,32.5,4.12,418.2,156.18,1.6,1.56, , 
,156.47,736,67.5,2.0,00101010,156.79,704,48.6,8.24,591.6,157.08,0.0,1.48, , 
,157.40,800,67.5,0.0,00101010,157.69,800,41.2,5.15,550.8,157.99,0.0,1.29, , 
,158.30,800,67.5,-2.3,00101010,158.61,800,38.4,5.15,499.8,158.90,0.8,1.56, , 
,159.19,864,67.5,2.7,00101010,159.51,864,42.7,6.18,520.2,159.81,3.1,1.52, , 
,160.10,992,67.5,3.1,00101010,160.41,1056,40.0,5.15,499.8,160.73,2.7,1.45, , 
,161.05,1152,67.5,3.5,00101010,161.40,1216,35.3,5.15,459.0,161.72,3.5,1.45, , 
,162.04,1344,67.5,3.9,00101010,162.42,1408,38.4,5.15,479.4,162.76,3.5,1.45, , 
,163.10,1536,67.5,3.1,00101010,163.44,1600,38.4,5.15,459.0,163.82,3.1,1.45, , 
,164.20,1792,67.5,2.7,00101010,164.58,1888,38.4,5.15,459.0,164.94,-0.4,1.37, , 
,165.30,2016,67.5,-1.2,00101000,165.66,2048,40.0,5.15,479.4,166.01,0.0,1.37, , 
,166.35,2016,67.5,0.0,00111100,166.68,1440,0.0,0.00,357.0,167.00,0.0,3.48, , 
,167.31,1216,67.5,0.0,00101010,167.62,1184,29.4,4.12,397.8,167.93,0.0,1.45, , 
,168.25,1184,67.5,0.0,00101010,168.56,1184,40.0,6.18,479.4,168.87,0.0,1.48, , 
,169.16,1248,69.0,0.0,00101010,169.49,1248,41.2,6.18,499.8,169.82,1.2,1.52, , 
,170.15,1344,67.5,2.7,00101010,170.48,1376,41.2,6.18,499.8,170.86,3.5,1.48, , 
,171.20,1408,69.0,3.5,00101010,171.62,1472,38.4,5.15,479.4,172.06,4.3,1.45, , 
,172.43,1536,69.0,3.9,00101010,172.77,1536,36.9,5.15,459.0,173.11,2.7,1.41, , 
,173.50,1600,69.0,3.5,00101010,173.87,1632,40.0,6.18,479.4,174.22,3.9,1.48, , 
,174.56,1696,69.0,3.9,00101010,174.93,1728,40.0,6.18,479.4,175.31,2.3,1.41, , 
,175.70,1792,69.0,2.3,00101010,176.09,1792,31.0,4.12,397.8,176.46,-0.8,1.33, , 
,176.81,1792,69.0,-1.6,00101010,177.16,1792,26.7,3.09,357.0,177.56,-2.7,1.41, , 
,177.95,1792,69.0,-3.9,00101010,178.29,1792,23.5,3.09,336.6,178.64,-4.7,1.45, , 
,178.98,1760,69.0,-5.1,00101010,179.36,1760,23.5,3.09,316.2,179.72,-4.7,1.52, , 
,180.09,1728,69.0,-4.7,00101010,180.42,1696,25.1,3.09,336.6,180.77,-3.9,1.56, , 
,181.12,1664,69.0,-3.1,00111110,181.46,1696,23.5,3.09,336.6,181.77,-2.7,1.52, , 
,182.14,1600,69.0,0.0,00111110,182.43,1152,26.7,4.12,357.0,182.73,0.0,3.09, , 
,183.04,1024,69.0,0.0,00111110,183.34,1056,28.2,4.12,397.8,183.66,0.0,1.37, , 
,183.97,864,69.0,0.0,00111110,184.27,864,31.0,4.12,418.2,184.56,0.0,1.41, , 
,184.87,864,69.0,-0.4,00111110,185.21,864,31.0,4.12,418.2,185.51,-0.4,1.52, , 
,185.80,864,70.5,0.0,00111110,186.11,864,31.0,4.12,438.6,186.39,1.2,1.52, , 
,186.70,864,70.5,1.6,00111110,187.01,864,31.0,4.12,418.2,187.33,2.3,1.52, , 
,187.64,896,70.5,2.7,00111110,187.94,896,31.0,4.12,438.6,188.26,3.5,1.52, , 
,188.53,832,70.5,3.9,00111110,188.83,768,29.4,4.12,418.2,189.13,3.5,1.45, , 
,189.41,800,70.5,3.1,00101010,189.76,1152,50.2,8.24,591.6,190.08,0.0,1.45, , 
,190.48,1504,70.5,0.0,00101010,190.79,1344,50.2,7.21,591.6,191.10,0.0,1.52, , 
,191.44,1120,70.5,0.0,00101010,191.75,1280,53.3,7.21,632.4,192.12,0.0,1.52, , 
,192.47,1696,70.5,0.0,00101010,192.85,1600,0.0,0.00,438.6,193.12,0.0,3.13, , 
,193.44,1024,70.5,0.0,00101010,193.77,1088,38.4,6.18,479.4,194.07,0.0,1.56, , 
,194.37,1024,70.5,0.0,00101010,194.69,1056,44.3,6.18,550.8,195.00,0.0,1.45, , 
,195.34,1152,70.5,0.0,00101010,195.69,1216,48.6,7.21,591.6,196.01,0.8,1.52, , 
,196.33,1312,70.5,1.2,00101010,196.67,1376,45.9,6.18,550.8,197.03,2.3,1.52, , 
,197.30,1472,70.5,3.9,00101010,197.60,1504,41.2,6.18,499.8,197.97,3.5,1.45, , 
,198.35,1600,70.5,3.9,00101010,198.71,1632,38.4,5.15,479.4,199.11,3.9,1.45, , 
,199.47,1696,70.5,2.7,00101010,199.82,1728,35.3,5.15,438.6,200.21,2.0,1.41, , 
,200.58,1824,72.0,0.8,00101010,200.93,1824,34.1,4.12,418.2,201.30,-0.4,1.41, , 
,201.65,1888,72.0,0.0,00101010,202.00,1920,44.3,6.18,520.2,202.36,-0.4,1.45, , 
,202.73,2016,72.0,0.8,00101000,203.09,2112,51.8,7.21,591.6,203.43,0.4,1.48, , 
,203.76,2272,72.0,0.0,00101000,204.11,2304,54.5,8.24,612.0,204.47,-0.8,1.45, , 
,204.82,2304,72.0,0.0,00111100,205.17,1696,0.0,0.00,357.0,205.51,0.0,3.63, , 
,205.86,1152,72.0,0.0,00101010,206.23,1664,26.7,4.12,357.0,206.57,0.0,1.33, , 
,206.92,1568,72.0,0.0,00101010,207.27,1600,45.9,7.21,550.8,207.63,0.0,1.45, , 
,207.97,1664,73.5,0.0,00101010,208.30,1696,38.4,5.15,479.4,208.67,0.0,1.45, , 
,209.05,1728,72.0,0.0,00101010,209.42,1760,48.6,7.21,571.2,209.78,0.8,1.52, , 
,210.15,1824,73.5,0.8,00101010,210.52,1856,36.9,5.15,459.0,210.89,0.8,1.45, , 
,211.27,1888,73.5,0.4,00101010,211.63,1920,41.2,6.18,499.8,211.99,0.4,1.45, , 
,212.35,1952,73.5,-0.4,00101010,212.70,2016,41.2,6.18,499.8,213.06,0.8,1.56, , 
,213.42,2080,73.5,1.6,00101000,213.76,2144,45.9,6.18,520.2,214.10,2.0,1.45, , 
,214.44,2208,73.5,2.0,00101000,214.78,2272,44.3,6.18,499.8,215.11,2.7,1.52, , 
,215.47,2368,73.5,2.3,00101000,215.81,2400,54.5,8.24,612.0,216.17,2.7,1.45, , 
,216.52,2528,73.5,2.3,00101000,216.86,2592,54.5,8.24,612.0,217.22,0.0,2.66, , 
,217.51,1632,73.5,0.0,00111110,217.86,1216,26.7,4.12,357.0,218.20,0.0,2.34, , 
,218.58,1888,73.5,0.0,00101010,218.93,1952,17.6,2.06,275.4,219.29,0.0,1.05, , 
,219.64,1920,73.5,-6.3,00101010,220.00,1888,36.9,5.15,459.0,220.36,0.0,1.41, , 
,220.73,1920,73.5,0.0,00101010,221.08,1984,87.1,15.45,928.2,221.43,0.0,1.29, , 
,221.78,2048,75.0,0.0,00101000,222.14,2080,81.2,13.39,867.0,222.48,0.0,1.29, , 
,222.83,2080,75.0,0.0,00101000,223.17,2048,20.8,3.09,295.8,223.52,-3.1,1.29, , 
,223.85,2048,75.0,-3.5,00101000,224.20,2048,38.4,5.15,459.0,224.55,0.0,1.56, , 
,224.91,2080,75.0,0.0,00101000,225.24,2080,78.4,13.39,846.6,225.57,0.0,1.37, , 
,225.92,2144,75.0,0.0,01101000,226.26,2176,87.1,14.42,928.2,226.59,-2.0,1.37, , 
,226.92,2240,75.0,-2.3,01101000,227.25,2272,90.2,15.45,948.6,227.59,0.0,1.37, , 
,227.92,2336,75.0,0.0,01101000,228.25,2304,25.1,3.09,336.6,228.60,0.0,1.33, , 
,228.93,2304,75.0,-2.7,01101000,229.26,2272,23.5,3.09,316.2,229.59,-6.3,1.29, , 
,229.94,2240,75.0,-7.0,01101000,230.29,2208,36.9,5.15,438.6,230.62,-2.3,1.64, , 
,230.95,2208,75.0,0.0,01101000,231.28,2208,50.2,7.21,571.2,231.62,0.4,1.52, , 
,231.94,2176,75.0,0.8,01101000,232.28,2176,38.4,5.15,459.0,232.62,-0.8,1.37, , 
,232.94,2144,76.5,-1.6,01101000,233.28,2112,23.5,3.09,316.2,233.65,-4.3,1.37, , 
,234.00,2080,76.5,-4.7,01101000,234.34,2048,25.1,3.09,336.6,234.70,-6.6,1.41, , 
,235.08,1984,76.5,-6.3,01101000,235.44,1952,25.1,3.09,336.6,235.81,-2.0,1.48, , 
,236.19,1920,76.5,-1.6,01101010,236.56,1888,28.2,3.09,377.4,236.94,-0.8,1.52, , 
,237.33,1824,76.5,-0.4,01101010,237.72,1792,26.7,3.09,357.0,238.11,0.4,1.52, , 
,238.48,1760,76.5,2.0,01101010,238.82,1728,35.3,5.15,438.6,239.19,3.5,1.56, , 
,239.54,1696,76.5,5.1,01101010,239.89,1664,28.2,4.12,377.4,240.24,5.5,1.41, , 
