Poniedzia³ek,31,Sierpieñ,2026,16:06:10:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'033
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obci¹¿enie,Czas wtrysku,Ciœnienie rzecz.,,Lambda,Napiêcie, , 
,144.16,2496,82.5,12.5,11101001,144.53,2496,42.7,7.21,499.8,144.89,10.5,1.29, , 
,145.22,2496,82.5,9.8,11101001,145.54,2496,45.9,7.21,520.2,145.88,9.0,1.45, , 
,146.22,2496,82.5,8.6,11101001,146.59,2528,44.3,7.21,520.2,146.96,7.0,1.45, , 
,147.30,2528,82.5,5.1,11101001,147.64,2528,44.3,6.18,520.2,147.98,2.3,1.37, , 
,148.35,2528,82.5,2.0,11101001,148.69,2528,44.3,6.18,520.2,149.03,5.5,1.52, , 
,149.38,2528,82.5,5.1,11101001,149.74,2528,42.7,6.18,499.8,150.10,5.5,1.56, , 
,150.44,2560,82.5,6.6,11101001,150.78,2528,44.3,6.18,520.2,151.12,7.8,1.48, , 
,151.46,2560,82.5,8.2,11101001,151.79,2560,42.7,6.18,499.8,152.13,9.8,1.45, , 
,152.48,2560,82.5,10.2,11101001,152.84,2560,45.9,7.21,550.8,153.17,10.5,1.52, , 
,153.51,2560,82.5,0.0,11101001,153.83,2592,81.2,13.39,887.4,154.15,0.0,1.48, , 
,154.48,2624,82.5,0.0,11101001,154.81,2656,87.1,14.42,948.6,155.15,2.3,1.52, , 
,155.48,2688,82.5,3.1,11101001,155.84,2688,85.5,15.45,948.6,156.18,3.9,1.45, , 
,156.51,2720,82.5,0.0,11101001,156.84,2720,72.2,11.33,795.6,157.19,0.8,1.52, , 
,157.52,2720,82.5,1.2,11101001,157.85,2720,56.1,7.21,632.4,158.18,0.0,1.64, , 
,158.52,2720,82.5,2.7,11101001,158.85,2720,57.6,8.24,652.8,159.19,7.0,1.48, , 
,159.53,2720,82.5,8.2,11101001,159.86,2720,59.2,8.24,652.8,160.19,9.0,1.41, , 
,160.52,2720,82.5,9.0,11101001,160.85,2720,57.6,8.24,652.8,161.18,9.8,1.52, , 
,161.51,2720,82.5,10.2,11101001,161.84,2720,57.6,8.24,652.8,162.18,9.0,1.48, , 
,162.51,2720,82.5,9.0,11101001,162.84,2720,57.6,8.24,652.8,163.17,8.6,1.41, , 
,163.49,2688,82.5,8.6,11101001,163.81,2688,57.6,8.24,652.8,164.13,8.6,1.45, , 
,164.45,2688,82.5,8.6,11101001,164.77,2688,60.4,9.27,693.6,165.12,6.6,1.41, , 
,165.47,2688,82.5,6.3,11101001,165.82,2688,63.5,9.27,693.6,166.15,5.5,1.48, , 
,166.46,2688,82.5,5.5,11101001,166.77,2688,62.0,9.27,693.6,167.10,4.7,1.48, , 
,167.45,2688,82.5,4.3,11101001,167.80,2688,62.0,9.27,693.6,168.14,4.3,1.45, , 
,168.49,2688,82.5,3.9,11101001,168.83,2688,62.0,9.27,693.6,169.18,3.9,1.48, , 
,169.52,2688,82.5,4.7,11101001,169.87,2688,63.5,9.27,693.6,170.21,0.0,1.48, , 
,170.55,2624,82.5,0.0,11111101,170.89,2624,17.6,2.06,275.4,171.21,0.0,1.68, , 
,171.53,2592,82.5,0.0,11111101,171.85,2528,0.0,0.00,244.8,172.19,0.0,3.83, , 
,172.52,2496,82.5,0.0,11111101,172.85,2464,0.0,0.00,244.8,173.17,0.0,3.91, , 
,173.49,2400,82.5,0.0,11111101,173.82,2368,0.0,0.00,244.8,174.13,0.0,3.95, , 
,174.46,2336,82.5,0.0,11111101,174.77,2304,0.0,0.00,244.8,175.09,0.0,3.95, , 
,175.42,2272,82.5,0.0,11111101,175.77,2240,0.0,0.00,244.8,176.09,0.0,3.95, , 
,176.42,2176,82.5,0.0,11101001,176.76,2176,16.1,3.09,244.8,177.12,0.0,1.13, , 
,177.47,2144,82.5,0.0,11101001,177.83,2112,16.1,2.06,244.8,178.17,4.3,1.37, , 
,178.52,2080,82.5,5.5,11101001,178.88,2080,23.5,3.09,336.6,179.23,7.0,1.56, , 
,179.59,2016,82.5,7.0,11111101,179.95,2048,16.1,2.06,244.8,180.31,0.0,2.73, , 
,180.68,2016,82.5,0.0,11111101,181.03,1984,0.0,0.00,244.8,181.39,0.0,3.91, , 
,181.74,1952,82.5,0.0,11111111,182.10,1920,0.0,0.00,244.8,182.46,0.0,3.91, , 
,182.78,1888,82.5,0.0,11111111,183.13,1888,0.0,0.00,275.4,183.47,0.0,3.95, , 
,183.82,1856,82.5,0.0,11111111,184.19,1824,19.2,3.09,275.4,184.55,0.0,1.56, , 
,184.92,1824,82.5,0.0,11101011,185.25,1792,19.2,3.09,295.8,185.59,10.5,1.68, , 
,185.98,1792,82.5,10.9,11101011,186.33,1760,28.2,5.15,377.4,186.69,12.5,1.21, , 
,187.06,1760,82.5,13.7,11101011,187.41,1760,36.9,6.18,459.0,187.77,16.4,1.52, , 
,188.13,1760,82.5,18.0,11101011,188.48,1696,0.0,0.00,357.0,188.80,0.0,3.16, , 
,189.11,1024,82.5,0.0,11111111,189.45,1088,26.7,4.12,377.4,189.81,0.0,1.37, , 
,190.15,2048,82.5,0.0,11111101,190.47,2176,0.0,0.00,244.8,190.81,0.0,3.91, , 
,191.15,2112,82.5,0.0,11111101,191.49,2112,16.1,3.09,244.8,191.83,0.0,1.68, , 
,192.18,2048,82.5,0.0,11101001,192.52,2048,17.6,3.09,275.4,192.87,0.0,1.52, , 
,193.21,2048,82.5,8.6,11101001,193.55,2016,20.8,3.09,295.8,193.91,10.9,1.33, , 
,194.27,2016,82.5,13.7,11101001,194.63,1952,14.9,2.06,244.8,194.99,9.8,1.25, , 
,195.35,1952,82.5,14.1,11101011,195.73,1952,16.1,2.06,244.8,196.10,12.9,1.45, , 
,196.46,1920,82.5,15.2,11101011,196.82,1888,20.8,3.09,295.8,197.20,17.6,1.45, , 
,197.58,1856,82.5,17.6,11101011,197.94,1888,20.8,3.09,316.2,198.31,17.2,1.37, , 
,198.70,1856,81.0,17.6,11101011,199.10,1856,22.0,3.09,316.2,199.47,16.4,1.41, , 
,199.85,1824,81.0,16.8,11101011,200.22,1824,23.5,3.09,336.6,200.58,15.2,1.45, , 
,200.96,1792,82.5,14.8,11101011,201.32,1792,25.1,4.12,336.6,201.70,14.8,1.45, , 
,202.10,1792,81.0,15.6,11101011,202.44,1792,25.1,4.12,336.6,202.84,13.7,1.45, , 
,203.19,1792,81.0,12.5,11101011,203.53,1760,28.2,4.12,377.4,203.91,12.9,1.45, , 
,204.29,1760,82.5,12.5,11101011,204.65,1760,28.2,4.12,377.4,205.01,12.5,1.45, , 
,205.36,1760,82.5,12.1,11101011,205.73,1728,28.2,4.12,377.4,206.07,10.2,1.48, , 
,206.42,1728,81.0,9.8,11101011,206.78,1728,29.4,4.12,377.4,207.15,10.2,1.48, , 
,207.48,1728,82.5,10.2,11101011,207.86,1728,29.4,4.12,377.4,208.22,9.8,1.48, , 
,208.58,1728,81.0,10.2,11101011,208.94,1728,28.2,4.12,377.4,209.31,9.8,1.48, , 
,209.69,1728,81.0,10.5,11101011,210.03,1728,28.2,4.12,377.4,210.39,9.4,1.45, , 
,210.75,1728,81.0,9.4,11101011,211.12,1728,34.1,5.15,438.6,211.50,9.4,1.52, , 
,211.89,1760,81.0,9.8,11101011,212.25,1632,0.0,0.00,397.8,212.52,0.0,3.32, , 
,212.82,1024,82.5,0.0,11111111,213.15,1216,26.7,4.12,377.4,213.48,0.0,1.25, , 
,213.81,2336,82.5,0.0,11101001,214.15,2336,16.1,2.06,244.8,214.50,3.1,1.64, , 
,214.83,2304,82.5,3.9,11101001,215.17,2304,16.1,2.06,244.8,215.50,5.1,1.52, , 
,215.83,2304,82.5,5.9,11101001,216.17,2304,16.1,2.06,244.8,216.52,6.6,1.48, , 
,216.83,2272,82.5,7.0,11101001,217.17,2272,20.8,3.09,275.4,217.51,10.5,1.60, , 
,217.83,2272,82.5,12.1,11101001,218.16,2272,29.4,5.15,377.4,218.50,14.5,1.48, , 
,218.84,2304,82.5,15.6,11101001,219.19,2304,29.4,5.15,377.4,219.55,16.8,1.41, , 
,219.89,2336,82.5,16.4,11101001,220.25,2336,28.2,4.12,377.4,220.60,17.6,1.45, , 
,220.95,2336,82.5,18.0,11101001,221.30,2336,28.2,5.15,377.4,221.66,18.4,1.41, , 
,222.01,2336,82.5,18.8,11101001,222.35,2336,28.2,5.15,377.4,222.70,16.8,1.45, , 
,223.07,2368,82.5,16.8,11101001,223.41,2368,28.2,4.12,357.0,223.76,16.8,1.45, , 
,224.13,2368,82.5,17.6,11101001,224.47,2368,28.2,5.15,357.0,224.82,15.2,1.45, , 
,225.15,2368,81.0,14.8,11101001,225.48,2368,28.2,4.12,357.0,225.82,15.6,1.52, , 
,226.18,2368,82.5,15.2,11101001,226.53,2336,28.2,4.12,357.0,226.86,15.2,1.45, , 
,227.22,2336,82.5,15.2,11101001,227.56,2336,28.2,4.12,357.0,227.89,14.5,1.45, , 
,228.24,2336,82.5,14.1,11101001,228.58,2336,28.2,4.12,357.0,228.94,14.5,1.52, , 
,229.30,2336,82.5,14.8,11101001,229.63,2336,28.2,4.12,357.0,229.96,14.8,1.48, , 
,230.28,2336,82.5,15.2,11101001,230.61,2336,26.7,4.12,357.0,230.95,15.6,1.48, , 
,231.30,2304,82.5,14.8,11101001,231.65,2304,26.7,4.12,357.0,231.98,14.8,1.52, , 
,232.33,2272,82.5,14.5,11101001,232.67,2304,28.2,5.15,357.0,233.01,14.1,1.41, , 
,233.36,2272,82.5,14.1,11101001,233.70,2272,28.2,4.12,377.4,234.05,12.5,1.48, , 
,234.40,2240,82.5,12.1,11101001,234.73,2240,31.0,5.15,397.8,235.08,10.2,1.41, , 
,235.42,2240,82.5,9.8,11101001,235.77,2240,31.0,5.15,397.8,236.11,12.5,1.45, , 
,236.44,2208,82.5,11.3,11101001,236.79,2208,29.4,4.12,377.4,237.14,11.3,1.52, , 
,237.49,2176,82.5,10.2,11101001,237.82,2176,25.1,4.12,336.6,238.16,14.5,1.48, , 
,238.49,2144,82.5,12.9,11101001,238.85,2144,19.2,3.09,275.4,239.19,14.1,1.52, , 
,239.55,2112,82.5,15.2,11101001,239.89,2112,28.2,4.12,357.0,240.23,15.2,1.52, , 
,240.59,2080,82.5,15.6,11101001,240.94,2080,29.4,4.12,377.4,241.29,16.8,1.52, , 
,241.64,2080,82.5,17.6,11101001,242.00,2080,29.4,4.12,377.4,242.36,17.2,1.41, , 
,242.70,2080,82.5,16.4,11101001,243.06,2080,36.9,5.15,459.0,243.44,15.2,1.41, , 
,243.78,2080,82.5,14.8,11101001,244.12,2080,40.0,6.18,479.4,244.46,15.6,1.52, , 
,244.80,2112,82.5,15.2,11101001,245.14,2112,25.1,3.09,357.0,245.48,5.5,1.76, , 
,245.81,2080,82.5,7.0,11101001,246.17,2080,22.0,3.09,316.2,246.53,17.2,1.60, , 
,246.87,2048,82.5,18.4,11101001,247.20,2048,23.5,3.09,336.6,247.57,19.5,1.48, , 
,247.92,2048,82.5,20.7,11101001,248.28,2048,26.7,4.12,357.0,248.63,24.2,1.56, , 
,248.97,2048,82.5,25.8,11101001,249.31,2048,28.2,4.12,377.4,249.68,27.7,1.48, , 
,250.02,2048,82.5,29.7,11101001,250.37,2080,36.9,6.18,459.0,250.71,32.0,1.45, , 
,251.05,2080,82.5,33.2,11101001,251.39,2112,40.0,6.18,479.4,251.75,32.4,1.37, , 
,252.09,2144,82.5,31.3,11101001,252.43,2144,26.7,4.12,357.0,252.76,11.3,1.45, , 
,253.08,2144,82.5,10.9,11101001,253.43,2144,23.5,4.12,316.2,253.77,9.0,1.41, , 
