Niedziela,30,Sierpieñ,2026,21:24:40:00009-VCID:1C3761778CABCE7337-5178,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'033
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obci¹¿enie,Czas wtrysku,Ciœnienie rzecz.,,Lambda,Napiêcie, , 
,144.14,960,48.0,-3.5,10111110,143.51,928,34.1,4.12,438.6,143.82,-3.5,1.48, , 
,145.09,960,48.0,-3.5,10111110,144.45,960,31.0,4.12,397.8,144.74,-3.5,1.48, , 
,145.99,832,48.0,-3.1,10111110,145.38,992,28.2,4.12,377.4,145.68,-3.5,1.48, , 
,146.91,864,48.0,-3.1,10111110,146.30,864,32.5,4.12,418.2,146.60,-3.1,1.45, , 
,147.81,864,49.5,-4.7,10111110,147.21,864,32.5,4.12,418.2,147.52,-4.3,1.37, , 
,148.72,864,49.5,-6.3,10111110,148.13,864,32.5,4.12,418.2,148.42,-5.9,1.37, , 
,149.65,864,49.5,-7.4,10111110,149.04,864,32.5,4.12,438.6,149.34,-7.4,1.41, , 
,150.60,864,49.5,-8.2,10111110,149.96,832,31.0,4.12,418.2,150.27,-7.8,1.45, , 
,151.53,864,49.5,-10.5,10111110,150.90,864,31.0,4.12,418.2,151.21,-9.4,1.33, , 
,152.44,864,49.5,-11.7,10111110,151.84,832,32.5,4.12,418.2,152.13,-11.7,1.41, , 
,153.37,832,49.5,-10.9,10111110,152.75,832,32.5,4.12,438.6,153.06,-11.3,1.48, , 
,154.30,864,49.5,-10.2,10111110,153.68,864,32.5,4.12,438.6,153.99,-10.5,1.48, , 
,155.30,1664,49.5,0.0,10101010,154.61,864,34.1,4.12,438.6,154.95,0.0,1.45, , 
,156.26,1088,49.5,0.0,10101010,155.63,1344,40.0,6.18,479.4,155.94,0.0,1.13, , 
,157.38,1696,49.5,0.0,10101010,156.61,1312,47.1,7.21,550.8,157.02,0.0,1.05, , 
,158.47,2080,49.5,0.0,10111100,157.74,1920,59.2,9.27,652.8,158.10,0.0,1.21, , 
,159.40,1248,51.0,0.0,10101010,158.78,1440,0.0,0.00,377.4,159.07,0.0,3.71, , 
,160.41,1344,51.0,-4.7,10101010,159.75,1248,36.9,5.15,459.0,160.06,0.0,1.21, , 
,161.52,1504,51.0,-3.9,10101010,160.75,1408,47.1,7.21,550.8,161.13,-4.3,1.45, , 
,162.63,1664,51.0,-3.9,10101010,161.88,1568,42.7,6.18,499.8,162.26,-4.7,1.52, , 
,163.71,1888,51.0,-3.1,10101010,162.97,1728,51.8,7.21,591.6,163.33,-3.9,1.52, , 
,164.78,2080,51.0,-2.3,10101000,164.06,1952,51.8,7.21,571.2,164.43,-2.0,1.52, , 
,165.80,2272,51.0,-4.3,10101000,165.12,2144,53.3,7.21,591.6,165.46,-3.9,1.41, , 
,166.86,2432,51.0,-5.1,10101000,166.15,2304,47.1,6.18,520.2,166.49,-4.7,1.45, , 
,167.89,2528,51.0,-4.3,10101000,167.22,2464,44.3,6.18,479.4,167.55,-5.5,1.48, , 
,168.94,2496,51.0,-0.4,10101000,168.24,2528,26.7,3.09,336.6,168.58,-1.2,1.60, , 
,169.94,2464,51.0,-1.6,10111100,169.27,2496,20.8,3.09,275.4,169.61,-0.4,1.45, , 
,170.93,2272,51.0,2.0,10111100,170.27,2432,20.8,3.09,275.4,170.61,0.8,1.52, , 
,171.92,1216,51.0,0.0,10111110,171.27,2144,19.2,3.09,275.4,171.62,0.0,2.70, , 
,172.87,1024,51.0,0.0,10111110,172.24,1056,32.5,6.18,418.2,172.55,0.0,1.76, , 
,173.81,896,51.0,0.0,10111110,173.17,896,29.4,4.12,377.4,173.48,0.0,0.74, , 
,174.74,928,51.0,-9.0,10111110,174.13,896,31.0,4.12,418.2,174.43,-6.3,0.98, , 
,175.67,992,52.5,0.0,10101010,175.04,928,31.0,4.12,397.8,175.34,-15.2,1.33, , 
,176.59,928,52.5,0.0,10101010,175.98,1152,38.4,6.18,479.4,176.28,0.0,1.33, , 
,177.52,1056,52.5,0.0,10101010,176.89,960,54.5,9.27,632.4,177.19,0.0,1.29, , 
,178.51,1376,52.5,0.0,10101010,177.86,1184,75.3,13.39,826.2,178.18,0.0,0.94, , 
,179.56,1536,52.5,0.0,10101010,178.84,1408,54.5,8.24,632.4,179.23,0.0,1.45, , 
,180.62,1600,52.5,-3.5,10101010,179.90,1568,29.4,4.12,377.4,180.26,-1.2,1.41, , 
,181.69,1664,52.5,-4.7,10101010,180.97,1632,28.2,4.12,357.0,181.35,-4.7,1.41, , 
,182.71,1728,52.5,-5.5,10101010,182.04,1696,26.7,3.09,336.6,182.37,-5.5,1.48, , 
,183.81,1824,52.5,-4.3,10101010,183.07,1760,28.2,4.12,357.0,183.42,-5.1,1.52, , 
,184.88,1920,52.5,-2.7,10101010,184.17,1888,31.0,4.12,377.4,184.54,-2.7,1.52, , 
,185.92,2048,52.5,-2.0,10101000,185.24,1984,32.5,4.12,397.8,185.58,-1.6,1.52, , 
,186.94,2272,52.5,-4.3,10101000,186.27,2112,45.9,6.18,499.8,186.60,-2.7,1.45, , 
,187.95,2496,54.0,-9.8,10101000,187.26,2304,51.8,7.21,571.2,187.59,-5.9,1.48, , 
,188.97,2752,54.0,-10.5,10101000,188.30,2592,54.5,7.21,591.6,188.63,-10.5,1.48, , 
,189.98,1152,54.0,0.0,10111110,189.29,2400,0.0,0.00,316.2,189.68,0.0,3.71, , 
,190.89,1440,54.0,0.0,10111110,190.29,1024,31.0,5.15,397.8,190.60,0.0,2.07, , 
,191.96,1792,54.0,0.0,10101010,191.25,1824,0.0,0.00,316.2,191.62,0.0,3.40, , 
,193.02,1792,54.0,0.0,10101010,192.31,1792,22.0,4.12,316.2,192.67,0.0,0.94, , 
,194.13,1824,54.0,-5.5,10101010,193.41,1792,25.1,3.09,316.2,193.79,-6.3,1.29, , 
,195.21,1856,54.0,-3.9,10101010,194.47,1824,32.5,4.12,397.8,194.84,-3.9,1.56, , 
,196.27,1984,54.0,0.0,10101010,195.55,1888,45.9,7.21,520.2,195.90,0.0,1.41, , 
,197.34,2048,54.0,-1.2,10101000,196.64,1984,42.7,6.18,479.4,196.99,-1.2,1.45, , 
,198.43,2080,54.0,-3.1,10101000,197.70,2048,40.0,5.15,459.0,198.06,-2.3,1.45, , 
,199.44,2112,54.0,-3.9,10101000,198.77,2112,38.4,5.15,438.6,199.12,-3.9,1.48, , 
,200.46,2144,54.0,-3.9,10101000,199.78,2112,38.4,5.15,438.6,200.13,-4.3,1.45, , 
,201.49,2144,54.0,0.0,10101000,200.78,2144,40.0,5.15,459.0,201.13,-4.3,1.45, , 
,202.51,2144,54.0,-0.4,10101000,201.82,2144,26.7,3.09,336.6,202.16,0.8,1.52, , 
,203.55,2144,54.0,0.0,10101000,202.85,2144,28.2,4.12,357.0,203.21,0.4,1.45, , 
,204.58,2176,55.5,-2.0,10101000,203.89,2144,32.5,4.12,377.4,204.22,-1.2,1.37, , 
,205.58,2176,55.5,1.6,10101000,204.91,2176,25.1,3.09,336.6,205.25,0.0,1.56, , 
,206.58,2144,55.5,-3.1,10101000,205.93,2144,19.2,3.09,275.4,206.26,-2.0,1.37, , 
,207.61,2144,55.5,-1.6,10101000,206.93,2112,20.8,3.09,275.4,207.26,-3.1,1.48, , 
,208.64,2112,55.5,-0.4,10101000,207.96,2112,26.7,4.12,336.6,208.30,-0.8,1.52, , 
,209.67,2080,55.5,0.4,10101000,208.97,2080,29.4,4.12,357.0,209.32,0.0,1.52, , 
,210.73,2080,55.5,1.6,10101000,210.01,2080,28.2,4.12,357.0,210.38,1.2,1.45, , 
,211.78,2048,55.5,1.6,10101000,211.06,2080,28.2,4.12,357.0,211.42,1.6,1.48, , 
,212.83,2048,55.5,1.6,10101000,212.13,2080,28.2,4.12,357.0,212.49,1.6,1.45, , 
,213.89,2048,55.5,1.2,10101000,213.18,2048,28.2,4.12,357.0,213.53,1.6,1.45, , 
,214.91,2080,55.5,0.8,10101000,214.22,2048,31.0,4.12,377.4,214.57,1.6,1.45, , 
,215.97,2112,55.5,-2.3,10101000,215.27,2080,36.9,5.15,438.6,215.61,-1.6,1.37, , 
,217.00,2144,55.5,-2.3,10101000,216.32,2112,41.2,5.15,479.4,216.67,-3.1,1.45, , 
,218.01,2208,55.5,-3.9,11101000,217.35,2176,48.6,6.18,550.8,217.69,-3.5,1.45, , 
,219.01,2240,55.5,-4.3,11101000,218.35,2208,45.9,6.18,520.2,218.68,-3.9,1.48, , 
,220.03,2304,57.0,-3.1,11101000,219.34,2272,44.3,6.18,499.8,219.69,-5.1,1.45, , 
,221.04,2336,57.0,-1.2,11101000,220.36,2304,42.7,5.15,479.4,220.72,-3.5,1.41, , 
,222.09,2304,57.0,1.2,11101000,221.37,2336,25.1,3.09,316.2,221.72,1.2,1.52, , 
,223.09,2304,57.0,2.7,11101000,222.42,2336,23.5,3.09,316.2,222.77,2.0,1.48, , 
,224.14,2304,57.0,4.3,11101000,223.43,2304,25.1,3.09,316.2,223.79,3.9,1.48, , 
,225.18,2304,57.0,5.9,11101000,224.49,2304,26.7,4.12,336.6,224.84,4.7,1.45, , 
,226.17,2304,57.0,3.9,11101000,225.50,2304,32.5,5.15,397.8,225.84,4.7,1.33, , 
,227.15,2368,57.0,0.8,11101000,226.52,2336,44.3,6.18,479.4,226.84,1.6,1.29, , 
,228.22,2400,57.0,-0.4,11101000,227.53,2368,45.9,6.18,499.8,227.88,-0.8,1.45, , 
,229.28,2496,57.0,-2.7,11101000,228.58,2432,45.9,6.18,499.8,228.93,-2.3,1.41, , 
,230.29,2528,57.0,-3.1,11101000,229.60,2496,44.3,6.18,499.8,229.94,-3.5,1.41, , 
,231.35,2624,57.0,-3.1,11101000,230.64,2560,42.7,6.18,479.4,231.00,-3.1,1.52, , 
,232.34,2656,57.0,-3.5,11101000,231.68,2656,42.7,5.15,479.4,232.01,-3.1,1.45, , 
,233.36,2688,57.0,-3.9,11101000,232.69,2656,48.6,6.18,520.2,233.01,-3.5,1.45, , 
,234.38,2720,57.0,-3.9,11101000,233.70,2688,48.6,6.18,520.2,234.04,-3.9,1.45, , 
,235.40,2688,58.5,0.0,11111100,234.72,2720,45.9,6.18,520.2,235.06,-3.9,1.52, , 
,236.36,2656,58.5,0.0,11111100,235.71,2688,20.8,2.06,275.4,236.02,-0.8,1.45, , 
,237.30,2528,58.5,0.0,11111100,236.67,2592,0.0,0.00,275.4,236.98,0.0,3.83, , 
,238.25,2432,58.5,0.0,11111100,237.62,2496,0.0,0.00,275.4,237.92,0.0,3.95, , 
,239.22,2336,58.5,0.0,11101000,238.59,2400,0.0,0.00,275.4,238.90,0.0,3.91, , 
,240.23,2272,58.5,0.0,11101000,239.57,2336,19.2,3.09,244.8,239.90,0.0,1.09, , 
,241.21,2240,58.5,-5.5,11101000,240.56,2272,19.2,2.06,244.8,240.90,-6.3,1.33, , 
,242.24,2208,58.5,-3.9,11101000,241.55,2208,19.2,2.06,275.4,241.90,-5.1,1.52, , 
,243.27,2176,58.5,0.0,11101000,242.58,2176,23.5,3.09,316.2,242.91,-0.8,1.60, , 
,244.29,2144,58.5,1.6,11101000,243.60,2144,29.4,4.12,357.0,243.95,1.6,1.56, , 
,245.32,2080,58.5,-1.6,11111100,244.63,2144,25.1,3.09,336.6,244.97,1.2,1.48, , 
,246.30,1024,58.5,0.0,11111110,245.65,2080,0.0,0.00,275.4,245.99,0.0,3.09, , 
,247.29,1024,58.5,0.0,11111110,246.63,1088,31.0,5.15,397.8,246.95,0.0,1.52, , 
,248.24,928,58.5,0.0,11111110,247.61,896,28.2,4.12,377.4,247.92,0.0,0.74, , 
