Wtorek,25,Sierpień,2026,16:25:45:00009-VCID:1C3761778CABCE7337-5178,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'033
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obciążenie,Czas wtrysku,Ciśnienie rzecz.,,Lambda,Napięcie, , 
,146.28,2016,85.5,-4.3,11101001,146.62,2016,23.5,3.09,336.6,145.94,-4.3,1.41, , 
,147.35,1984,87.0,0.4,11101001,147.71,1984,23.5,3.09,336.6,146.98,-2.0,1.60, , 
,148.42,1984,85.5,5.1,11101001,148.78,1984,23.5,3.09,336.6,148.08,4.3,1.56, , 
,149.48,1984,85.5,8.2,11101011,149.84,1952,25.1,3.09,336.6,149.13,8.2,1.56, , 
,150.57,1952,85.5,7.4,11101011,150.95,1952,26.7,3.09,357.0,150.20,7.8,1.41, , 
,151.68,1952,85.5,7.0,11101011,152.06,1952,25.1,3.09,357.0,151.31,7.4,1.41, , 
,152.81,1952,85.5,6.6,11101011,153.18,1952,26.7,3.09,357.0,152.43,7.4,1.48, , 
,153.93,1952,85.5,6.6,11101011,154.30,1952,26.7,3.09,357.0,153.56,6.6,1.45, , 
,155.04,1920,85.5,7.0,11101011,155.41,1920,36.9,4.12,459.0,154.65,6.6,1.45, , 
,156.13,1952,85.5,7.0,11101011,156.48,1952,42.7,5.15,520.2,155.76,7.8,1.52, , 
,157.21,1952,87.0,9.4,11101011,157.57,1984,40.0,5.15,479.4,156.84,8.6,1.52, , 
,158.30,1984,85.5,8.6,11101011,158.65,1984,40.0,5.15,479.4,157.93,9.0,1.45, , 
,159.37,1984,85.5,8.6,11101001,159.74,2016,29.4,3.09,397.8,159.01,8.6,1.48, , 
,160.44,1984,85.5,6.6,11101001,160.78,1984,25.1,3.09,336.6,160.08,8.6,1.45, , 
,161.49,1984,85.5,5.9,11101011,161.87,1984,25.1,3.09,336.6,161.13,6.6,1.45, , 
,162.61,1952,85.5,4.3,11101011,162.97,1984,26.7,3.09,357.0,162.23,4.7,1.45, , 
,163.70,1952,85.5,4.7,11101011,164.06,1952,34.1,4.12,438.6,163.34,3.9,1.48, , 
,164.76,1984,87.0,7.0,11101011,165.14,1984,32.5,4.12,418.2,164.41,6.3,1.52, , 
,165.85,1984,85.5,7.8,11101011,166.19,1984,36.9,5.15,459.0,165.48,8.2,1.45, , 
,166.92,1984,85.5,6.6,11101001,167.29,1984,35.3,5.15,438.6,166.54,7.0,1.45, , 
,168.04,1984,85.5,6.6,11101001,168.40,1984,35.3,4.12,438.6,167.67,6.6,1.41, , 
,169.12,1984,85.5,6.3,11101001,169.48,1984,26.7,3.09,357.0,168.76,7.0,1.48, , 
,170.20,1984,85.5,4.7,11101001,170.56,1952,26.7,3.09,357.0,169.84,4.7,1.45, , 
,171.30,1984,85.5,3.9,11101011,171.64,1984,26.7,3.09,357.0,170.92,3.9,1.45, , 
,172.37,1984,85.5,3.5,11101011,172.73,1984,29.4,4.12,377.4,172.01,3.5,1.52, , 
,173.44,1952,85.5,5.5,11101011,173.79,1952,29.4,4.12,377.4,173.10,5.1,1.52, , 
,174.50,1984,85.5,7.0,11101011,174.85,1984,31.0,4.12,397.8,174.16,6.6,1.48, , 
,175.58,1984,85.5,7.4,11101011,175.92,1984,31.0,4.12,397.8,175.21,6.6,1.48, , 
,176.63,1984,85.5,6.6,11101011,176.98,1984,29.4,4.12,377.4,176.28,7.0,1.45, , 
,177.71,1984,85.5,6.6,11101011,178.08,1984,29.4,4.12,397.8,177.34,6.6,1.48, , 
,178.80,1984,87.0,5.9,11101011,179.16,1952,20.8,2.06,295.8,178.43,6.3,1.45, , 
,179.87,1952,85.5,2.0,11101011,180.24,1920,16.1,2.06,275.4,179.52,2.3,1.25, , 
,180.94,1888,85.5,5.5,11111111,181.28,1888,0.0,0.00,275.4,180.60,14.1,1.95, , 
,181.98,1856,85.5,0.0,11111111,182.33,1856,0.0,0.00,295.8,181.62,0.0,3.16, , 
,183.01,1824,87.0,0.0,11101011,183.36,1792,19.2,3.09,295.8,182.68,0.0,3.95, , 
,184.06,1792,85.5,0.0,11101011,184.43,1792,20.8,2.06,295.8,183.73,0.0,1.13, , 
,185.17,1728,85.5,2.7,11101011,185.53,1728,25.1,3.09,357.0,184.82,2.0,1.56, , 
,186.21,1728,85.5,9.0,11101011,186.58,1728,26.7,3.09,357.0,185.87,8.6,1.64, , 
,187.30,1728,85.5,9.4,11101011,187.67,1696,28.2,4.12,377.4,186.94,9.4,1.45, , 
,188.33,1696,85.5,10.5,11101011,188.67,1696,32.5,4.12,418.2,188.00,10.2,1.45, , 
,189.30,1024,85.5,0.0,11111111,189.61,1088,28.2,4.12,397.8,188.98,0.0,2.42, , 
,190.24,1088,85.5,0.0,11101011,190.58,1760,31.0,3.09,397.8,189.90,0.0,1.33, , 
,191.24,2176,85.5,1.2,11101001,191.60,2112,20.8,2.06,295.8,190.91,2.3,1.60, , 
,192.27,2144,85.5,-2.0,11101001,192.60,2144,22.0,2.06,316.2,191.94,-0.8,1.41, , 
,193.32,2080,85.5,-4.7,11101001,193.68,1984,16.1,2.06,275.4,192.96,-3.1,1.41, , 
,194.39,2016,85.5,7.0,11101001,194.73,2048,16.1,2.06,244.8,194.04,8.6,2.15, , 
,195.46,2016,85.5,12.1,11101001,195.83,1952,16.1,2.06,244.8,195.10,11.3,1.45, , 
,196.55,1920,85.5,9.8,11101011,196.91,1952,20.8,3.09,295.8,196.18,14.1,1.45, , 
,197.62,1920,85.5,9.0,11101011,198.00,1920,25.1,3.09,357.0,197.26,8.2,1.33, , 
,198.73,1888,85.5,5.1,11101011,199.10,1888,26.7,3.09,357.0,198.37,6.3,1.33, , 
,199.82,1888,85.5,3.9,11101011,200.20,1888,28.2,3.09,377.4,199.46,4.3,1.41, , 
,200.93,1888,85.5,4.3,11101011,201.30,1888,31.0,4.12,397.8,200.58,3.5,1.48, , 
,202.03,1888,85.5,4.7,11101011,202.40,1888,29.4,4.12,397.8,201.65,4.3,1.52, , 
,203.12,1888,85.5,4.7,11101011,203.47,1888,31.0,4.12,397.8,202.76,4.7,1.48, , 
,204.19,1888,85.5,5.1,11101011,204.55,1920,29.4,4.12,397.8,203.83,4.7,1.52, , 
,205.26,1920,85.5,5.1,11101011,205.64,1920,29.4,4.12,397.8,204.91,4.7,1.48, , 
,206.36,1920,85.5,5.1,11101011,206.72,1920,29.4,4.12,377.4,205.99,5.5,1.48, , 
,207.46,1952,87.0,4.7,11101011,207.84,1920,28.2,3.09,377.4,207.07,5.1,1.48, , 
,208.59,1952,85.5,3.5,11101011,208.96,1920,19.2,2.06,275.4,208.21,3.5,1.45, , 
,209.67,1856,85.5,0.0,11111111,210.01,1888,0.0,0.00,295.8,209.33,7.0,1.60, , 
,210.73,1824,85.5,0.0,11111111,211.10,1792,0.0,0.00,316.2,210.39,0.0,3.87, , 
,211.80,1728,85.5,0.0,11111111,212.16,1696,22.0,3.09,316.2,211.45,0.0,3.98, , 
,212.80,1696,85.5,0.0,11101011,213.13,1664,28.2,3.09,377.4,212.47,0.0,2.07, , 
,213.85,1632,85.5,7.4,11101011,214.21,1664,28.2,3.09,377.4,213.49,5.5,1.48, , 
,214.90,1632,85.5,8.6,11101011,215.26,1632,28.2,4.12,377.4,214.56,8.2,1.48, , 
,215.95,1632,85.5,10.2,11101011,216.32,1632,28.2,4.12,377.4,215.59,9.8,1.48, , 
,217.03,1632,85.5,10.5,11101011,217.37,1600,28.2,4.12,377.4,216.69,10.2,1.45, , 
,218.08,1600,85.5,9.8,11101011,218.46,1600,23.5,3.09,336.6,217.72,9.8,1.37, , 
,219.17,1600,85.5,11.3,11101011,219.51,1568,20.8,3.09,316.2,218.81,12.1,1.52, , 
,220.24,1536,85.5,8.2,11101011,220.62,1536,25.1,3.09,357.0,219.86,9.0,1.37, , 
,221.36,1536,85.5,7.0,11101011,221.72,1536,31.0,4.12,418.2,221.00,9.4,1.48, , 
,222.44,1536,85.5,6.3,11101011,222.83,1568,32.5,4.12,418.2,222.09,6.6,1.45, , 
,223.54,1568,85.5,8.6,11101011,223.86,1568,34.1,4.12,438.6,223.20,8.2,1.52, , 
,224.56,1568,85.5,9.4,11101011,224.93,1600,36.9,5.15,459.0,224.20,9.8,1.48, , 
,225.60,1568,85.5,0.0,11111111,225.87,1152,28.2,4.12,397.8,225.28,9.4,1.48, , 
,226.51,1088,85.5,0.0,11111111,226.85,1056,23.5,3.09,357.0,226.19,0.0,3.13, , 
,227.43,832,85.5,0.0,11111111,227.73,832,28.2,4.12,418.2,227.14,0.0,0.78, , 
,228.33,896,85.5,0.0,11111111,228.62,896,26.7,3.09,397.8,228.03,0.0,1.41, , 
,229.23,864,85.5,-1.2,11111111,229.56,864,28.2,3.09,397.8,228.94,-1.6,1.41, , 
,230.18,896,87.0,1.2,11111111,230.51,896,26.7,3.09,397.8,229.88,0.4,1.60, , 
,231.12,768,85.5,1.6,11111111,231.41,800,28.2,3.09,418.2,230.82,1.6,1.48, , 
,232.01,800,85.5,0.8,11111111,232.33,800,28.2,3.09,418.2,231.71,1.2,1.45, , 
,232.90,800,85.5,0.0,11111111,233.20,800,28.2,3.09,418.2,232.61,0.4,1.45, , 
,233.80,800,87.0,0.4,11111111,234.10,800,28.2,3.09,418.2,233.49,0.4,1.48, , 
,234.71,768,87.0,0.4,11101011,235.03,800,32.5,4.12,459.0,234.40,0.4,1.45, , 
,235.62,896,87.0,2.3,11101011,235.92,896,40.0,5.15,499.8,235.33,1.6,1.52, , 
,236.54,1184,87.0,0.0,11101011,236.86,1152,38.4,5.15,499.8,236.22,0.0,1.64, , 
,237.48,704,87.0,2.7,11101011,237.79,672,57.6,8.24,693.6,237.18,0.8,1.52, , 
,238.39,1056,87.0,0.0,11111111,238.68,928,28.2,3.09,397.8,238.08,0.0,1.60, , 
,239.29,864,87.0,0.0,11111111,239.60,896,29.4,3.09,418.2,238.99,0.0,1.37, , 
,240.22,896,87.0,0.0,11111111,240.52,864,28.2,3.09,418.2,239.91,0.0,1.48, , 
,241.12,864,87.0,-0.8,10111111,241.43,800,26.7,3.09,397.8,240.82,-0.8,1.45, , 
,242.01,768,87.0,-0.8,10111111,242.30,800,29.4,3.09,418.2,241.71,-1.2,1.52, , 
,242.91,800,87.0,-0.4,10111111,243.21,800,28.2,3.09,418.2,242.59,-0.4,1.52, , 
,243.82,768,87.0,-0.4,10111111,244.13,800,29.4,3.09,418.2,243.51,-0.4,1.48, , 
,244.75,800,87.0,0.0,10111111,245.05,800,29.4,3.09,418.2,244.43,0.0,1.52, , 
,245.64,800,87.0,0.0,10111111,245.94,800,28.2,3.09,418.2,245.35,0.0,1.52, , 
,246.55,800,87.0,0.0,10111111,246.86,800,28.2,3.09,418.2,246.25,0.0,1.48, , 
,247.45,768,87.0,0.0,10111111,247.75,800,28.2,3.09,418.2,247.16,0.0,1.48, , 
,248.35,800,87.0,0.4,10111111,248.67,800,28.2,3.09,418.2,248.05,0.0,1.52, , 
,249.30,768,87.0,1.2,10111111,249.60,768,28.2,3.09,418.2,248.99,0.8,1.52, , 
,250.18,768,87.0,0.4,10111111,250.48,768,28.2,3.09,418.2,249.89,0.8,1.48, , 
,251.07,768,87.0,0.0,10111111,251.37,768,28.2,3.09,418.2,250.78,0.0,1.48, , 
,251.96,800,87.0,0.0,10111111,252.26,800,28.2,3.09,418.2,251.66,0.0,1.52, , 
,252.87,800,87.0,0.4,10111111,253.18,832,62.0,10.30,673.2,252.56,0.4,1.52, , 
,253.87,1568,87.0,0.0,10101011,254.17,1024,50.2,7.21,612.0,253.52,0.0,0.82, , 
,254.79,896,87.0,0.0,10101011,255.12,1056,44.3,5.15,591.6,254.46,0.0,1.56, , 
