Środa,05,Sierpień,2026,06:42:15:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'033
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obciążenie,Czas wtrysku,Ciśnienie rzecz.,,Lambda,Napięcie, , 
,147.67,1856,48.0,-7.0,10101010,146.92,1824,36.9,4.12,438.6,147.29,-6.3,1.41, , 
,148.77,1888,48.0,-4.7,10101010,148.02,1888,35.3,4.12,418.2,148.40,-4.3,1.41, , 
,149.89,1920,48.0,-5.1,10101010,149.15,1888,34.1,4.12,418.2,149.52,-4.7,1.52, , 
,150.98,1984,48.0,-3.5,10101010,150.24,1952,40.0,4.12,459.0,150.62,-3.9,1.52, , 
,152.03,2048,48.0,-1.6,10101000,151.33,2016,42.7,5.15,479.4,151.68,-2.3,1.52, , 
,153.09,2144,48.0,0.0,10101000,152.38,2080,53.3,6.18,591.6,152.74,-0.4,1.48, , 
,154.12,2176,48.0,2.0,10101000,153.44,2144,51.8,6.18,571.2,153.78,0.4,1.48, , 
,155.16,2208,48.0,2.3,10101000,154.46,2208,50.2,6.18,550.8,154.81,2.0,1.45, , 
,156.19,2208,49.5,-2.0,10101000,155.50,2208,35.3,4.12,418.2,155.84,-1.2,1.33, , 
,157.22,2240,49.5,-2.7,10101000,156.54,2240,36.9,4.12,418.2,156.88,-2.7,1.45, , 
,158.20,2272,49.5,-2.7,10101000,157.55,2240,40.0,5.15,459.0,157.87,-3.1,1.41, , 
,159.18,2272,49.5,-1.2,10101000,158.53,2272,40.0,5.15,438.6,158.85,-2.7,1.48, , 
,160.20,2304,49.5,-3.1,10101000,159.51,2304,38.4,4.12,438.6,159.85,-2.3,1.45, , 
,161.19,2304,49.5,-6.6,10111100,160.53,2304,34.1,4.12,397.8,160.87,-5.1,1.33, , 
,162.18,2272,49.5,-7.0,10111100,161.51,2336,20.8,2.06,275.4,161.84,-8.2,1.45, , 
,163.20,2144,49.5,0.0,10101000,162.52,2208,0.0,0.00,275.4,162.86,0.0,3.55, , 
,164.23,2112,49.5,0.0,10101000,163.54,2176,19.2,3.09,275.4,163.89,0.0,0.43, , 
,165.27,2048,49.5,-13.7,10101000,164.57,2112,22.0,2.06,295.8,164.92,-12.1,1.21, , 
,166.31,2112,49.5,0.0,10101000,165.61,2080,34.1,3.09,397.8,165.95,0.0,1.56, , 
,167.33,2176,49.5,0.8,10101000,166.67,2112,53.3,7.21,591.6,167.00,0.4,1.48, , 
,168.33,2240,51.0,2.0,11101000,167.67,2176,51.8,7.21,571.2,167.99,1.6,1.45, , 
,169.32,2304,51.0,2.7,11101000,168.66,2272,51.8,6.18,571.2,169.00,3.1,1.48, , 
,170.34,2400,51.0,2.0,11101000,169.67,2336,54.5,7.21,591.6,170.01,2.0,1.33, , 
,171.36,2464,51.0,-0.8,11101000,170.68,2432,54.5,7.21,591.6,171.02,2.0,1.41, , 
,172.37,1664,51.0,0.0,11111110,171.72,2528,59.2,7.21,632.4,172.05,0.0,1.84, , 
,173.47,1792,51.0,0.0,11101010,172.72,1088,29.4,4.12,377.4,173.11,0.0,1.99, , 
,174.55,1856,51.0,0.0,11101010,173.83,1824,23.5,3.09,316.2,174.18,0.0,0.51, , 
,175.67,1856,51.0,-0.8,11101010,174.92,1856,51.8,7.21,571.2,175.29,0.0,1.21, , 
,176.78,1920,51.0,0.0,11101010,176.03,1888,50.2,7.21,571.2,176.41,-0.8,1.45, , 
,177.85,1952,51.0,0.0,11101010,177.14,1920,62.0,9.27,673.2,177.49,0.0,0.94, , 
,178.91,1984,51.0,0.0,11101010,178.22,1952,51.8,5.15,612.0,178.56,0.0,1.64, , 
,179.95,1984,52.5,0.4,11101000,179.25,1984,45.9,5.15,520.2,179.61,0.4,1.48, , 
,181.02,1984,52.5,0.0,11101010,180.31,1984,45.9,5.15,520.2,180.67,0.8,1.48, , 
,182.09,1984,52.5,-0.4,11101000,181.37,2016,53.3,7.21,591.6,181.73,-1.2,1.41, , 
,183.17,1984,52.5,-0.8,11101000,182.46,2016,41.2,5.15,479.4,182.83,-0.8,1.48, , 
,184.22,2016,52.5,-0.8,11101000,183.51,2016,42.7,5.15,479.4,183.87,-0.4,1.45, , 
,185.28,2016,52.5,-1.2,11101000,184.57,2016,41.2,5.15,479.4,184.92,-0.8,1.45, , 
,186.33,2048,52.5,0.4,11101000,185.63,2016,48.6,6.18,550.8,185.98,0.4,1.45, , 
,187.39,2048,52.5,1.2,11101000,186.68,2048,48.6,6.18,550.8,187.03,0.8,1.45, , 
,188.46,2080,54.0,1.2,11101000,187.73,2048,47.1,6.18,520.2,188.10,1.2,1.41, , 
,189.52,2080,54.0,0.0,11101000,188.82,2080,45.9,5.15,520.2,189.17,1.2,1.41, , 
,190.58,2080,54.0,-0.8,11101000,189.88,2080,38.4,5.15,459.0,190.24,-1.2,1.37, , 
,191.64,2080,54.0,-3.5,11101000,190.92,2080,38.4,4.12,438.6,191.28,-2.3,1.37, , 
,192.69,2048,54.0,-5.1,11101000,192.00,2080,35.3,4.12,418.2,192.34,-4.7,1.41, , 
,193.76,2048,54.0,-4.7,11101000,193.05,2048,38.4,4.12,438.6,193.40,-4.3,1.45, , 
,194.81,2048,54.0,-3.9,11101000,194.11,2048,36.9,4.12,438.6,194.46,-4.7,1.45, , 
,195.85,2048,54.0,-4.3,11101000,195.17,2048,36.9,4.12,438.6,195.50,-4.3,1.41, , 
,196.92,2016,54.0,-6.6,11101000,196.20,2048,28.2,3.09,357.0,196.55,-5.5,1.37, , 
,197.95,2016,54.0,-7.8,11101000,197.26,2016,28.2,3.09,357.0,197.61,-7.4,1.33, , 
,199.04,1984,54.0,-7.4,11101000,198.31,2016,28.2,3.09,357.0,198.68,-8.2,1.45, , 
,200.13,1952,55.5,-6.6,11101010,199.41,1984,28.2,3.09,357.0,199.77,-7.4,1.45, , 
,201.21,1952,55.5,-5.1,11101010,200.49,1952,29.4,3.09,357.0,200.85,-4.7,1.45, , 
,202.32,1920,55.5,-5.9,11101010,201.58,1952,29.4,3.09,377.4,201.93,-5.1,1.45, , 
,203.45,1920,55.5,-5.9,11101010,202.70,1920,31.0,3.09,377.4,203.07,-5.9,1.41, , 
,204.55,1920,55.5,-3.5,11101010,203.83,1920,34.1,4.12,418.2,204.19,-3.9,1.48, , 
,205.67,1920,55.5,2.3,11101010,204.93,1888,44.3,5.15,499.8,205.31,0.0,1.52, , 
,206.77,1920,55.5,4.3,11101010,206.03,1920,44.3,5.15,520.2,206.40,3.1,1.48, , 
,207.86,1952,55.5,4.3,11101010,207.12,1952,47.1,6.18,550.8,207.49,3.9,1.45, , 
,208.94,1952,55.5,4.3,11101010,208.21,1952,45.9,6.18,520.2,208.57,5.1,1.45, , 
,210.04,1984,55.5,2.7,11101010,209.30,1984,45.9,5.15,520.2,209.67,2.3,1.37, , 
,211.12,1984,55.5,2.7,11101000,210.40,1984,44.3,5.15,499.8,210.76,1.2,1.37, , 
,212.17,1984,57.0,1.6,11101000,211.47,1984,42.7,5.15,499.8,211.81,1.6,1.37, , 
,213.23,1984,57.0,0.4,11101000,212.53,1984,42.7,5.15,499.8,212.89,1.2,1.41, , 
,214.28,2016,57.0,0.4,11101000,213.59,1984,45.9,6.18,520.2,213.94,0.8,1.45, , 
,215.31,2016,57.0,-0.4,11101000,214.62,2016,48.6,6.18,571.2,214.96,0.0,1.37, , 
,216.38,2048,57.0,-0.8,11101000,215.67,2048,50.2,6.18,571.2,216.03,-0.8,1.37, , 
,217.46,2080,57.0,-0.8,11101000,216.74,2048,50.2,6.18,571.2,217.10,-1.6,1.41, , 
,218.53,2080,57.0,-0.4,11101000,217.80,2080,50.2,6.18,571.2,218.16,-0.8,1.45, , 
,219.58,2112,57.0,0.4,11101000,218.88,2112,48.6,6.18,550.8,219.24,0.4,1.45, , 
,220.61,2112,57.0,0.8,11101000,219.94,2112,48.6,6.18,550.8,220.28,1.2,1.45, , 
,221.65,2144,57.0,2.3,11101000,220.95,2112,47.1,6.18,550.8,221.30,1.2,1.45, , 
,222.70,2144,57.0,2.3,11101000,222.01,2144,47.1,6.18,550.8,222.35,2.3,1.45, , 
,223.71,2176,57.0,3.5,11101000,223.03,2144,47.1,6.18,550.8,223.36,2.7,1.45, , 
,224.74,2176,58.5,3.9,11101000,224.06,2176,47.1,6.18,520.2,224.40,3.9,1.41, , 
,225.74,2176,58.5,0.4,11101000,225.08,2176,40.0,5.15,459.0,225.40,1.2,1.29, , 
,226.76,2176,58.5,-2.3,11101000,226.08,2176,38.4,5.15,459.0,226.41,-2.3,1.37, , 
,227.79,2176,58.5,-2.7,11101000,227.10,2176,40.0,5.15,459.0,227.45,-2.3,1.41, , 
,228.83,2176,58.5,-3.5,11101000,228.14,2176,40.0,5.15,459.0,228.48,-3.1,1.45, , 
,229.84,2176,58.5,-3.9,11101000,229.17,2176,40.0,5.15,459.0,229.51,-3.5,1.41, , 
,230.86,2176,58.5,-3.9,11101000,230.18,2176,40.0,5.15,459.0,230.52,-3.9,1.45, , 
,231.88,2208,58.5,-2.7,11101000,231.20,2176,40.0,5.15,459.0,231.54,-3.5,1.45, , 
,232.90,2208,58.5,-0.8,11101000,232.23,2176,42.7,5.15,499.8,232.57,-1.2,1.48, , 
,233.94,2208,58.5,0.0,11101000,233.26,2208,42.7,5.15,479.4,233.60,0.4,1.45, , 
,234.98,2208,58.5,0.0,11101000,234.28,2208,41.2,5.15,479.4,234.63,0.8,1.41, , 
,236.01,2208,58.5,-0.4,11101000,235.32,2208,41.2,5.15,459.0,235.67,-0.8,1.37, , 
,236.99,2208,58.5,-3.5,11101000,236.33,2208,38.4,5.15,459.0,236.67,-2.0,1.33, , 
,237.99,2208,60.0,-7.4,11101000,237.33,2208,32.5,4.12,397.8,237.67,-6.3,1.33, , 
,239.03,2176,60.0,-10.5,11101000,238.34,2208,34.1,4.12,397.8,238.68,-8.6,1.37, , 
,240.03,2144,60.0,-10.9,11101000,239.35,2176,29.4,3.09,377.4,239.70,-11.3,1.41, , 
,241.05,2144,60.0,-10.2,11101000,240.37,2144,29.4,3.09,357.0,240.71,-10.2,1.48, , 
,242.12,2112,60.0,-9.8,11101000,241.42,2144,23.5,2.06,316.2,241.77,-10.2,1.41, , 
,243.17,2080,60.0,-7.4,11101000,242.48,2112,17.6,2.06,244.8,242.82,-9.8,1.45, , 
,244.21,2048,60.0,-8.6,11101000,243.51,2080,25.1,3.09,316.2,243.86,-9.4,1.37, , 
,245.25,2048,60.0,-8.2,11101000,244.56,2048,32.5,3.09,397.8,244.91,-9.0,1.45, , 
,246.30,2048,60.0,-2.3,11101000,245.59,2048,40.0,4.12,459.0,245.94,-3.5,1.52, , 
,247.35,2080,60.0,-0.8,11101000,246.65,2048,40.0,5.15,479.4,247.00,-1.2,1.45, , 
,248.40,2080,60.0,0.4,11101000,247.70,2080,40.0,5.15,459.0,248.04,-0.4,1.41, , 
,249.44,2112,60.0,-0.4,11101000,248.74,2080,38.4,5.15,459.0,249.11,-0.4,1.33, , 
,250.47,2144,61.5,-0.4,11101000,249.78,2112,40.0,5.15,459.0,250.13,0.0,1.41, , 
,251.52,2176,61.5,-1.2,11101000,250.82,2144,38.4,4.12,438.6,251.16,-0.4,1.41, , 
,252.56,2176,61.5,-7.0,11101000,251.87,2208,28.2,3.09,357.0,252.21,-6.6,1.21, , 
,253.58,2208,61.5,-9.4,11101000,252.90,2208,22.0,2.06,295.8,253.25,-7.8,1.45, , 
,254.63,2240,61.5,-9.8,11101000,253.91,2240,25.1,3.09,316.2,254.27,-9.0,1.41, , 
,255.65,2272,61.5,-6.3,11101000,254.98,2240,34.1,4.12,397.8,255.32,-7.8,1.56, , 
