Wtorek,18,Sierpień,2026,06:29:54:00009-VCID:1C3761778CABCE7337-5178,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'004,,,,Grupa C:,'012
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Napięcie,Temperatura,Temperatura,,Obroty silnika,Obciążenie,(bez jednostek),(bez jednostek)
,15.48,1056,16.5,0.0,10110110,15.80,1056,14.24,16.5,15.0,16.13,1056,45.9,28.0,86.0
,16.44,1024,16.5,0.0,10110110,16.74,1024,14.14,16.5,15.0,17.04,1056,45.9,28.0,86.0
,32.30,0,16.5,0.0,10110110,31.77,0,14.34,16.5,16.5,32.04,0,0.0,0.0,0.0
,33.10,0,16.5,0.0,10110110,32.57,0,14.34,16.5,16.5,32.83,0,0.0,0.0,0.0
,33.91,0,16.5,0.0,10110110,33.37,0,14.44,16.5,16.5,33.64,0,0.0,0.0,0.0
,34.71,0,16.5,0.0,10110110,34.18,0,14.44,16.5,16.5,34.44,0,0.0,0.0,0.0
,35.54,0,16.5,0.0,10110110,34.98,0,14.34,16.5,16.5,35.26,0,0.0,0.0,0.0
,36.33,0,16.5,0.0,10110110,35.80,0,14.34,16.5,16.5,36.07,0,0.0,0.0,0.0
,37.18,1152,16.5,0.0,10110110,36.60,224,11.01,16.5,16.5,36.88,224,100.0,28.0,0.0
,38.14,1120,16.5,0.0,10110110,37.50,1440,14.14,16.5,16.5,37.81,1248,45.9,28.0,86.0
,39.11,1056,16.5,0.0,10110110,38.48,1120,14.24,16.5,15.0,38.79,1024,48.6,28.0,86.0
,40.05,1088,16.5,0.0,10110110,39.42,1088,14.14,16.5,15.0,39.75,1056,48.6,28.0,86.0
,41.01,1024,16.5,0.0,10110110,40.36,1024,14.14,16.5,15.0,40.70,1024,48.6,28.0,86.0
,41.94,1024,16.5,0.0,10110110,41.30,1024,14.24,16.5,15.0,41.61,1024,48.6,28.0,86.0
,42.90,1024,16.5,0.0,10110110,42.26,1024,14.24,16.5,16.5,42.57,1024,47.1,28.0,86.0
,43.84,1024,16.5,0.0,10110110,43.20,1024,14.24,16.5,16.5,43.54,1024,45.9,28.0,86.0
,44.81,1024,16.5,0.0,10110110,44.18,1024,14.14,16.5,16.5,44.50,1024,45.9,28.0,86.0
,45.76,1024,16.5,0.0,10110110,45.13,1024,14.14,16.5,16.5,45.44,1024,44.3,28.0,86.0
,46.72,1024,16.5,0.0,10110110,46.08,1024,14.24,16.5,16.5,46.39,1024,42.7,28.0,86.0
,47.67,1024,16.5,0.0,10110110,47.05,1024,14.14,16.5,16.5,47.36,1024,42.7,28.0,86.0
,48.62,1024,16.5,0.0,10110110,47.99,1024,14.24,16.5,16.5,48.30,1024,42.7,28.0,86.0
,49.62,992,18.0,0.0,10110110,48.95,1024,14.24,16.5,16.5,49.27,1024,41.2,28.0,86.0
,72.39,0,18.0,0.0,10110110,72.67,0,14.34,18.0,16.5,72.94,0,0.0,0.0,0.0
,73.21,0,18.0,0.0,10110110,73.47,0,14.34,18.0,16.5,73.74,0,0.0,0.0,0.0
,74.00,0,18.0,0.0,10110110,74.27,0,14.34,18.0,16.5,74.54,0,0.0,0.0,0.0
,74.80,0,18.0,0.0,10110110,75.07,0,14.34,18.0,16.5,75.33,0,0.0,0.0,0.0
,75.60,0,18.0,0.0,10110110,75.87,0,14.34,18.0,16.5,76.15,0,0.0,0.0,0.0
,78.82,0,18.0,0.0,10110110,79.08,0,14.44,18.0,16.5,78.55,0,0.0,0.0,0.0
,79.62,0,19.5,0.0,10110110,79.90,0,14.44,19.5,16.5,79.35,0,0.0,0.0,0.0
,80.43,0,19.5,0.0,10110110,81.86,0,14.44,19.5,16.5,80.16,0,0.0,0.0,0.0
,82.40,0,19.5,0.0,10110110,82.66,0,14.44,19.5,16.5,82.13,0,0.0,0.0,0.0
,83.19,0,19.5,0.0,10110110,83.46,0,14.34,19.5,16.5,82.93,0,0.0,0.0,0.0
,83.99,0,19.5,0.0,10110110,84.26,0,14.34,19.5,16.5,83.72,0,0.0,0.0,0.0
,86.47,0,19.5,0.0,10110110,86.74,0,14.34,19.5,16.5,84.52,0,0.0,0.0,0.0
,87.27,0,19.5,0.0,10110110,87.54,0,14.34,19.5,16.5,87.00,0,0.0,0.0,0.0
,88.07,0,19.5,0.0,10110110,88.34,0,14.34,19.5,16.5,87.80,0,0.0,0.0,0.0
,88.90,0,19.5,0.0,10110110,89.16,0,14.34,19.5,16.5,88.62,0,0.0,0.0,0.0
,89.70,0,19.5,0.0,10110110,89.97,0,14.34,19.5,16.5,89.43,0,0.0,0.0,0.0
,90.50,0,19.5,0.0,10110110,90.77,0,14.34,19.5,16.5,90.24,0,0.0,0.0,0.0
,91.30,0,19.5,0.0,10110110,91.57,0,14.34,19.5,16.5,91.04,0,0.0,0.0,0.0
,92.12,0,19.5,0.0,10110110,92.40,0,14.34,19.5,16.5,91.84,0,0.0,0.0,0.0
,92.93,0,19.5,0.0,10110110,93.21,0,11.51,19.5,16.5,92.66,0,0.0,0.0,0.0
,93.75,224,19.5,0.0,10110110,94.04,576,12.63,19.5,16.5,93.48,256,100.0,0.0,86.0
,94.69,1408,19.5,0.0,10110110,95.01,1152,14.14,19.5,16.5,94.35,1216,76.9,28.0,86.0
,95.63,1088,21.0,0.0,10110110,95.94,1024,14.24,21.0,16.5,95.34,1152,45.9,28.0,86.0
,96.56,1024,21.0,0.0,10110110,96.87,1056,14.24,21.0,16.5,96.26,1056,45.9,28.0,86.0
,97.48,1024,21.0,0.0,10110110,97.82,992,14.34,21.0,16.5,97.21,1056,45.9,28.0,86.0
,98.40,992,21.0,0.0,10110110,98.74,992,14.24,21.0,16.5,98.12,992,47.1,28.0,86.0
,99.36,992,21.0,0.0,10110110,99.71,992,14.14,21.0,16.5,99.03,992,45.9,28.0,86.0
,100.36,992,21.0,0.0,10110110,100.67,992,14.14,21.0,16.5,100.00,992,45.9,28.0,86.0
,101.29,992,21.0,0.0,10110110,101.57,992,14.14,21.0,16.5,100.94,992,44.3,28.0,86.0
,102.17,992,21.0,0.0,10110110,102.53,992,14.14,21.0,16.5,101.83,992,44.3,28.0,86.0
,103.16,992,21.0,0.0,10110110,103.42,992,14.24,21.0,16.5,102.89,992,42.7,28.0,86.0
,103.97,960,21.0,0.0,10110110,104.24,992,14.24,21.0,16.5,103.70,992,42.7,28.0,86.0
,104.77,992,21.0,0.0,10110110,105.05,960,14.24,21.0,16.5,104.50,992,42.7,28.0,86.0
,105.58,992,21.0,0.0,10110110,105.85,992,14.24,21.0,16.5,105.32,992,41.2,28.0,86.0
,106.49,992,21.0,0.0,10110110,106.83,992,14.24,21.0,16.5,106.14,992,41.2,28.0,86.0
,107.48,992,21.0,0.0,10110110,107.80,960,14.24,21.0,16.5,107.19,960,40.0,28.0,86.0
,108.39,992,21.0,0.0,10110110,108.73,960,14.14,21.0,16.5,108.13,960,40.0,28.0,86.0
,109.31,960,21.0,0.0,10110110,109.67,992,14.14,21.0,16.5,109.01,960,40.0,28.0,86.0
,110.29,960,21.0,0.0,10110110,110.57,960,14.14,21.0,16.5,109.94,960,38.4,28.0,86.0
,111.19,960,21.0,0.0,10110110,111.53,960,14.14,21.0,16.5,110.92,960,38.4,28.0,86.0
,112.13,960,21.0,0.0,10110110,112.45,960,14.14,21.0,16.5,111.85,960,38.4,28.0,86.0
,113.11,960,21.0,0.0,10110110,113.43,960,14.14,21.0,16.5,112.78,960,36.9,28.0,86.0
,114.08,960,21.0,0.0,10110110,114.41,960,14.24,21.0,16.5,113.75,960,36.9,28.0,86.0
,115.03,960,21.0,0.0,10110110,115.32,928,14.04,21.0,16.5,114.73,960,36.9,28.0,86.0
,115.91,928,21.0,0.0,10110110,116.22,928,14.14,21.0,16.5,115.62,960,36.9,28.0,86.0
,116.85,928,21.0,0.0,10110110,117.17,928,14.14,21.0,16.5,116.53,928,35.3,28.0,86.0
,117.78,928,21.0,0.0,10110110,118.08,960,14.04,21.0,16.5,117.48,928,35.3,28.0,86.0
,118.73,928,22.5,0.0,10110110,119.04,960,14.24,22.5,16.5,118.41,928,35.3,28.0,86.0
,128.77,0,22.5,0.0,10110110,129.04,0,14.34,22.5,16.5,129.31,0,0.0,0.0,0.0
,129.59,0,22.5,0.0,10110110,129.86,0,14.34,22.5,16.5,130.13,0,0.0,0.0,0.0
,130.40,0,22.5,0.0,10110110,130.66,0,14.34,22.5,16.5,130.93,0,0.0,0.0,0.0
,131.19,0,22.5,0.0,10110110,131.46,0,14.44,22.5,16.5,131.73,0,0.0,0.0,0.0
,131.99,0,22.5,0.0,10110110,132.25,0,14.34,22.5,16.5,132.52,0,0.0,0.0,0.0
,132.79,0,22.5,0.0,10110110,133.05,0,14.34,22.5,16.5,133.32,0,0.0,0.0,0.0
,133.59,0,22.5,0.0,10110110,133.87,0,14.34,22.5,16.5,134.13,0,0.0,0.0,0.0
,134.40,0,22.5,0.0,10110110,134.66,0,14.34,22.5,16.5,134.93,0,0.0,0.0,0.0
,135.20,0,22.5,0.0,10110110,135.48,0,14.34,22.5,16.5,135.76,0,0.0,0.0,0.0
,136.02,0,22.5,0.0,10110110,136.29,0,14.44,22.5,16.5,136.56,0,0.0,0.0,0.0
,136.84,0,22.5,0.0,10110110,137.11,0,14.34,22.5,16.5,137.39,0,0.0,0.0,0.0
,137.67,0,22.5,0.0,10110110,137.95,0,14.34,22.5,16.5,138.22,0,0.0,0.0,0.0
,138.49,0,22.5,0.0,10110110,138.76,0,14.34,22.5,16.5,139.02,0,0.0,0.0,0.0
,139.29,0,22.5,0.0,10110110,139.55,0,14.34,22.5,16.5,139.82,0,0.0,0.0,0.0
,140.09,0,22.5,0.0,10110110,140.37,256,11.51,22.5,16.5,140.64,224,100.0,28.0,0.0
,140.94,1120,22.5,0.0,10110110,141.27,1312,14.24,24.0,16.5,141.59,1216,44.3,28.0,86.0
,141.90,1152,24.0,0.0,10110110,142.20,1216,14.14,24.0,16.5,142.52,1056,44.3,28.0,86.0
,142.84,1056,24.0,0.0,10110110,143.15,1056,14.24,24.0,16.5,143.45,1056,45.9,28.0,86.0
,143.75,1056,24.0,0.0,10110110,144.11,992,14.14,24.0,16.5,144.41,992,47.1,28.0,86.0
,144.68,992,24.0,0.0,10110110,145.03,992,14.14,24.0,16.5,145.31,992,45.9,28.0,86.0
,145.67,960,24.0,0.0,10110110,146.03,992,14.24,24.0,16.5,146.39,960,45.9,28.0,86.0
,146.75,992,24.0,0.0,10110110,147.07,992,14.24,24.0,16.5,147.38,992,44.3,28.0,86.0
,147.66,960,24.0,0.0,10110110,147.93,992,14.14,24.0,16.5,148.19,992,42.7,28.0,86.0
,148.46,992,24.0,0.0,10110110,149.96,992,14.14,24.0,16.5,150.23,0,0.0,0.0,0.0
,150.49,0,25.5,0.0,10110110,150.76,0,14.34,25.5,18.0,151.02,0,0.0,0.0,0.0
,151.29,0,25.5,0.0,10110110,151.56,0,14.34,25.5,18.0,151.84,0,0.0,0.0,0.0
,152.10,0,25.5,0.0,10110110,152.37,0,14.34,25.5,18.0,152.63,0,0.0,0.0,0.0
,152.90,0,25.5,0.0,10110110,153.16,0,14.34,25.5,18.0,153.43,0,0.0,0.0,0.0
,153.69,0,25.5,0.0,10110110,153.96,0,14.34,25.5,16.5,154.23,0,0.0,0.0,0.0
,154.50,0,25.5,0.0,10110110,154.77,0,14.34,25.5,16.5,155.04,0,0.0,0.0,0.0
,155.31,0,25.5,0.0,10110110,155.59,0,14.34,25.5,16.5,155.85,0,0.0,0.0,0.0
,156.12,0,25.5,0.0,10110110,156.38,0,14.34,25.5,16.5,156.65,0,0.0,0.0,0.0
,156.91,0,25.5,0.0,10110110,157.18,0,14.34,25.5,16.5,157.44,0,0.0,0.0,0.0
,157.71,0,25.5,0.0,10110110,157.98,0,14.34,25.5,16.5,158.24,0,0.0,0.0,0.0
,158.51,0,25.5,0.0,10110110,158.77,0,14.44,25.5,16.5,159.04,0,0.0,0.0,0.0
,159.30,0,25.5,0.0,10110110,159.57,0,14.34,25.5,16.5,159.84,0,0.0,0.0,0.0
,160.12,0,25.5,0.0,10110110,160.38,0,14.34,25.5,16.5,160.65,0,0.0,0.0,0.0
,160.91,0,25.5,0.0,10110110,161.18,0,14.44,25.5,16.5,161.45,0,0.0,0.0,0.0
,161.71,0,25.5,0.0,10110110,161.98,0,14.34,25.5,16.5,162.24,0,0.0,0.0,0.0
,162.51,0,25.5,0.0,10110110,162.77,0,14.34,25.5,16.5,163.04,0,0.0,0.0,0.0
,163.30,0,25.5,0.0,10110110,163.57,0,14.44,25.5,16.5,163.83,0,0.0,0.0,0.0
,164.10,0,25.5,0.0,10110110,164.37,0,14.44,25.5,16.5,164.63,0,0.0,0.0,0.0
,164.90,0,25.5,0.0,10110110,165.16,0,14.34,25.5,16.5,165.43,0,0.0,0.0,0.0
,165.70,0,25.5,0.0,10110110,165.98,0,14.34,25.5,16.5,166.24,0,0.0,0.0,0.0
,166.51,0,25.5,0.0,10110110,166.77,0,14.34,25.5,16.5,167.04,0,0.0,0.0,0.0
,167.30,0,25.5,0.0,10110110,167.57,0,14.44,25.5,16.5,167.84,0,0.0,0.0,0.0
,168.10,0,25.5,0.0,10110110,168.37,0,14.34,25.5,16.5,168.63,0,0.0,0.0,0.0
,168.90,0,25.5,0.0,10110110,169.17,0,14.44,25.5,16.5,169.44,0,0.0,0.0,0.0
,169.71,0,25.5,0.0,10110110,169.98,0,14.34,25.5,16.5,170.24,0,0.0,0.0,0.0
,170.51,0,25.5,0.0,10110110,170.77,0,14.34,25.5,16.5,171.04,0,0.0,0.0,0.0
,171.31,0,25.5,0.0,10110110,171.59,0,14.34,25.5,16.5,171.85,0,0.0,0.0,0.0
,172.12,0,25.5,0.0,10110110,172.39,0,14.44,25.5,16.5,172.67,0,0.0,0.0,0.0
,172.95,0,25.5,0.0,10110110,173.22,0,14.44,25.5,16.5,173.49,0,0.0,0.0,0.0
,173.76,0,25.5,0.0,10110110,174.02,0,14.34,25.5,16.5,174.29,0,0.0,0.0,0.0
,174.55,0,25.5,0.0,10110110,174.82,0,14.44,25.5,16.5,175.09,0,0.0,0.0,0.0
,175.36,0,25.5,0.0,10110110,175.63,0,14.34,25.5,16.5,175.90,0,0.0,0.0,0.0
,176.16,0,25.5,0.0,10110110,176.43,0,14.44,25.5,16.5,176.70,0,0.0,0.0,0.0
,176.96,0,25.5,0.0,10110110,177.23,0,14.34,27.0,16.5,177.50,0,0.0,0.0,0.0
,177.78,0,27.0,0.0,10110110,178.06,0,14.44,27.0,16.5,178.34,0,0.0,0.0,0.0
,178.61,0,27.0,0.0,10110110,178.88,0,14.44,27.0,16.5,179.15,0,0.0,0.0,0.0
,179.41,0,27.0,0.0,10110110,179.68,0,14.34,27.0,16.5,179.94,0,0.0,0.0,0.0
,180.21,0,27.0,0.0,10110110,180.48,0,14.44,27.0,16.5,180.74,0,0.0,0.0,0.0
,181.01,0,27.0,0.0,10110110,181.28,0,14.34,27.0,16.5,181.55,0,0.0,0.0,0.0
,181.82,0,27.0,0.0,10110110,182.09,0,14.34,27.0,16.5,182.37,0,0.0,0.0,0.0
,182.63,0,27.0,0.0,10110110,182.90,0,14.44,27.0,16.5,183.16,0,0.0,0.0,0.0
,183.43,0,27.0,0.0,10110110,183.69,0,14.34,27.0,16.5,183.96,0,0.0,0.0,0.0
,184.23,0,27.0,0.0,10110110,184.49,0,14.44,27.0,16.5,184.76,0,0.0,0.0,0.0
,185.02,0,27.0,0.0,10110110,185.29,0,14.44,27.0,16.5,185.56,0,0.0,0.0,0.0
,185.84,0,27.0,0.0,10110110,186.10,0,14.34,27.0,16.5,186.37,0,0.0,0.0,0.0
,186.64,0,27.0,0.0,10110110,186.91,0,14.34,27.0,16.5,187.19,0,0.0,0.0,0.0
,187.47,224,27.0,0.0,10110110,187.74,224,11.21,27.0,16.5,188.05,800,85.5,28.0,86.0
,188.39,1248,28.5,0.0,10110110,188.71,1120,14.14,28.5,16.5,189.01,1184,44.3,28.0,86.0
,189.34,992,28.5,0.0,10110110,189.66,1024,14.14,28.5,16.5,189.97,1056,44.3,28.0,86.0
,190.29,992,28.5,0.0,10110110,190.57,1024,14.24,28.5,16.5,190.91,1024,44.3,28.0,86.0
,191.22,992,28.5,0.0,10110110,191.57,992,14.24,28.5,16.5,191.83,960,44.3,28.0,86.0
,192.17,960,28.5,0.0,10110110,192.46,960,14.14,28.5,16.5,192.79,960,44.3,28.0,86.0
,193.08,960,28.5,0.0,10110110,193.37,960,14.24,28.5,16.5,193.70,960,44.3,28.0,86.0
,194.03,960,28.5,0.0,10110110,194.34,960,14.24,28.5,16.5,194.62,960,42.7,28.0,86.0
,194.92,960,28.5,0.0,10110110,195.22,928,14.14,28.5,16.5,195.53,960,41.2,28.0,86.0
,195.84,960,28.5,0.0,10110110,196.13,960,14.24,28.5,16.5,196.43,960,41.2,28.0,86.0
,196.72,960,28.5,0.0,10110110,197.02,960,14.24,28.5,16.5,197.33,928,41.2,28.0,86.0
,197.65,960,28.5,0.0,10110110,197.96,960,14.24,28.5,16.5,198.26,928,40.0,28.0,86.0
,198.55,928,28.5,0.0,10110110,198.86,960,14.14,28.5,16.5,199.19,960,38.4,28.0,86.0
,199.50,928,28.5,0.0,10110110,199.81,928,14.14,28.5,16.5,200.13,928,40.0,28.0,86.0
,200.44,928,28.5,0.0,10110110,200.76,928,14.24,28.5,16.5,201.07,960,38.4,28.0,86.0
,201.37,928,28.5,0.0,10110110,201.68,928,14.14,28.5,16.5,201.99,928,38.4,28.0,86.0
