Wtorek,01,Wrzesieñ,2026,06:26:50:00009-VCID:1C3761778CABCE7337-5178,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'033
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obci¹¿enie,Czas wtrysku,Ciœnienie rzecz.,,Lambda,Napiêcie, , 
,130.20,1472,27.0,2.7,10101010,129.47,1408,44.3,7.21,499.8,129.82,2.3,1.41, , 
,131.21,1568,27.0,3.1,10101010,130.50,1504,44.3,7.21,499.8,130.85,3.5,1.37, , 
,132.30,1664,27.0,1.6,10101010,131.59,1600,44.3,7.21,499.8,131.96,2.7,1.33, , 
,133.39,1728,27.0,-4.3,10101010,132.65,1696,42.7,6.18,479.4,133.02,-2.3,1.17, , 
,134.43,1824,27.0,-5.1,10101010,133.71,1760,42.7,6.18,479.4,134.07,-5.9,1.37, , 
,135.53,1888,27.0,-10.9,10101010,134.80,1856,44.3,6.18,479.4,135.18,-7.0,1.29, , 
,136.64,1824,27.0,-18.0,10101010,135.91,1856,28.2,3.09,336.6,136.27,-18.0,1.13, , 
,137.75,1792,27.0,-14.8,10101010,137.03,1824,28.2,3.09,357.0,137.40,-16.0,1.52, , 
,138.80,1760,27.0,-10.9,10101010,138.11,1792,29.4,4.12,357.0,138.45,-12.5,1.56, , 
,139.97,1760,27.0,-10.2,10111110,139.20,1792,28.2,4.12,336.6,139.57,-10.5,1.45, , 
,141.09,1664,27.0,-7.0,10111110,140.34,1792,28.2,4.12,336.6,140.72,-7.4,1.52, , 
,142.03,1440,28.5,-5.1,10111110,141.45,1632,29.4,4.12,357.0,141.76,-6.3,1.45, , 
,143.06,1280,28.5,-0.4,10111110,142.37,1376,31.0,4.12,377.4,142.73,-1.2,1.52, , 
,144.06,1184,28.5,-1.2,10111110,143.37,1248,31.0,4.12,377.4,143.72,-2.0,1.33, , 
,144.97,960,28.5,-0.8,10111110,144.38,1152,32.5,5.15,397.8,144.66,-1.2,1.41, , 
,145.89,960,28.5,1.2,10111110,145.27,928,38.4,5.15,459.0,145.57,0.8,1.48, , 
,146.89,928,28.5,-0.4,10111110,146.25,992,35.3,5.15,438.6,146.56,0.4,1.25, , 
,147.80,928,28.5,-1.6,10111110,147.19,960,35.3,5.15,438.6,147.49,-1.6,1.33, , 
,148.78,928,28.5,-2.0,10111110,148.12,928,36.9,5.15,438.6,148.45,-2.0,1.37, , 
,149.71,864,28.5,-3.5,10111110,149.09,928,32.5,5.15,418.2,149.41,-2.7,1.29, , 
,150.63,864,28.5,-7.8,10111110,150.02,864,32.5,5.15,418.2,150.32,-6.3,1.13, , 
,151.56,864,28.5,-9.0,10111110,150.94,896,34.1,4.12,418.2,151.25,-9.0,1.33, , 
,152.49,896,28.5,-7.8,10111110,151.88,864,34.1,5.15,438.6,152.19,-8.2,1.45, , 
,153.37,960,28.5,0.0,10101010,152.78,896,35.3,5.15,438.6,153.07,-5.9,1.45, , 
,154.39,1088,30.0,1.2,10101010,153.72,1312,38.4,5.15,459.0,154.05,0.0,1.37, , 
,155.33,928,30.0,0.0,10101010,154.71,960,47.1,8.24,550.8,155.00,0.0,1.37, , 
,156.29,1056,30.0,-1.2,10101010,155.65,928,48.6,7.21,571.2,155.96,0.0,1.33, , 
,157.32,1536,30.0,0.0,10101010,156.62,1184,54.5,11.33,591.6,156.95,0.0,1.17, , 
,158.42,1952,30.0,-2.0,10101010,157.69,1696,53.3,8.24,571.2,158.07,-0.4,1.41, , 
,159.48,1952,30.0,0.0,10111110,158.78,1984,28.2,4.12,357.0,159.13,0.0,0.86, , 
,160.44,1184,30.0,0.0,10101010,159.82,1632,25.1,3.09,316.2,160.11,-16.0,1.05, , 
,161.43,1248,30.0,0.0,10101010,160.77,1152,42.7,7.21,499.8,161.10,0.0,1.25, , 
,162.46,1408,31.5,3.1,10101010,161.76,1312,47.1,7.21,550.8,162.11,2.3,1.48, , 
,163.50,1536,31.5,-1.6,10101010,162.79,1472,42.7,6.18,479.4,163.12,3.1,1.41, , 
,164.54,1664,31.5,-10.2,10101010,163.85,1600,28.2,4.12,357.0,164.18,-9.4,1.05, , 
,165.59,1760,31.5,-10.2,10101010,164.87,1696,28.2,4.12,357.0,165.23,-10.5,1.37, , 
,166.74,1856,31.5,-8.6,10101010,165.97,1792,29.4,4.12,357.0,166.36,-9.0,1.52, , 
,167.83,1920,31.5,-9.0,10101010,167.10,1888,26.7,3.09,336.6,167.46,-8.6,1.45, , 
,168.91,1984,31.5,-9.0,10101010,168.19,1920,25.1,3.09,316.2,168.55,-9.0,1.45, , 
,169.99,2048,31.5,-7.0,10101000,169.27,1984,22.0,3.09,295.8,169.63,-8.2,1.45, , 
,171.03,2080,33.0,-3.1,10101000,170.34,2016,28.2,4.12,336.6,170.69,-3.9,1.52, , 
,172.04,2176,33.0,-2.0,10101000,171.37,2112,26.7,4.12,336.6,171.70,-2.3,1.45, , 
,173.06,2240,33.0,-2.0,10101000,172.37,2208,26.7,4.12,336.6,172.72,-2.3,1.37, , 
,174.05,2304,33.0,-1.6,10101000,173.40,2272,26.7,4.12,316.2,173.72,-1.6,1.41, , 
,175.05,2368,33.0,-2.0,10101000,174.38,2336,25.1,4.12,316.2,174.73,-2.0,1.37, , 
,176.15,2432,33.0,-2.7,10101000,175.43,2400,23.5,3.09,295.8,175.79,-2.7,1.37, , 
,177.11,2496,33.0,-3.5,10111100,176.45,2464,22.0,3.09,275.4,176.79,-3.1,1.37, , 
,178.12,2464,33.0,-2.7,10111100,177.43,2496,22.0,3.09,275.4,177.78,-3.5,1.41, , 
,179.08,2368,33.0,-1.2,10111100,178.43,2432,22.0,3.09,275.4,178.75,-1.2,1.45, , 
,180.07,2304,33.0,0.4,10111100,179.41,2336,20.8,3.09,275.4,179.73,-0.8,1.37, , 
,181.09,2272,33.0,0.4,10111100,180.40,2272,22.0,3.09,275.4,180.75,0.8,1.45, , 
,182.12,2240,34.5,0.8,10111100,181.44,2240,22.0,3.09,275.4,181.78,0.0,1.37, , 
,183.15,2176,34.5,1.6,10111100,182.46,2208,20.8,3.09,275.4,182.81,0.8,1.41, , 
,184.17,2144,34.5,2.3,10111100,183.49,2176,20.8,3.09,275.4,183.82,2.3,1.45, , 
,185.23,1984,34.5,2.0,10111100,184.54,2112,20.8,3.09,275.4,184.88,1.6,1.33, , 
,186.30,1792,34.5,3.5,10111110,185.61,1920,22.0,3.09,295.8,185.95,2.7,1.41, , 
,187.37,1664,34.5,1.6,10111110,186.67,1760,28.2,4.12,336.6,187.02,2.3,1.33, , 
,188.41,1536,34.5,0.4,10111110,187.71,1632,28.2,4.12,357.0,188.05,1.2,1.33, , 
,189.43,1536,34.5,-0.4,10111110,188.75,1536,28.2,4.12,357.0,189.10,0.0,1.37, , 
,190.37,1536,34.5,-0.8,10111110,189.72,1536,29.4,4.12,357.0,190.04,-0.8,1.41, , 
,191.25,1440,36.0,0.0,10111110,190.65,1504,29.4,4.12,357.0,190.93,-0.4,1.45, , 
,192.14,1440,36.0,1.6,10101010,191.52,1440,29.4,4.12,377.4,191.83,1.2,1.48, , 
,193.21,1504,36.0,-1.6,10101010,192.41,1472,28.2,4.12,357.0,192.87,0.4,1.37, , 
,194.26,1632,36.0,-4.7,10101010,193.57,1536,28.2,4.12,357.0,193.91,-4.3,1.29, , 
,195.36,1696,36.0,-5.9,10101010,194.63,1664,26.7,4.12,336.6,194.98,-5.5,1.37, , 
,196.46,1792,36.0,-7.0,10101010,195.74,1728,26.7,4.12,336.6,196.11,-6.6,1.41, , 
,197.58,1856,36.0,-5.9,10101010,196.84,1792,25.1,3.09,316.2,197.21,-5.9,1.52, , 
,198.68,1888,37.5,-5.5,10111110,197.95,1856,22.0,3.09,295.8,198.32,-5.1,1.48, , 
,199.74,1888,37.5,-1.2,10111110,199.04,1920,22.0,3.09,295.8,199.41,-4.3,1.48, , 
,200.83,1824,37.5,1.2,10111110,200.11,1856,23.5,3.09,316.2,200.47,0.4,1.52, , 
,201.84,1792,37.5,3.1,10111110,201.19,1792,26.7,4.12,336.6,201.53,2.3,1.48, , 
,202.93,1792,37.5,2.3,10101010,202.23,1792,26.7,4.12,336.6,202.56,3.1,1.37, , 
,204.00,1856,37.5,0.8,10101010,203.29,1792,25.1,3.09,316.2,203.64,1.6,1.37, , 
,205.09,1952,37.5,-2.3,10101010,204.37,1856,23.5,3.09,316.2,204.72,-1.2,1.29, , 
,206.19,2048,37.5,-4.3,10101000,205.45,1952,19.2,3.09,275.4,205.83,-4.7,1.33, , 
,207.24,2112,39.0,-3.5,10101000,206.55,2048,23.5,3.09,316.2,206.91,-3.5,1.45, , 
,208.27,2208,39.0,-3.9,10101000,207.58,2144,23.5,3.09,316.2,207.92,-3.1,1.48, , 
,209.32,2336,39.0,-2.7,10101000,208.61,2272,23.5,3.09,295.8,208.96,-3.1,1.48, , 
,210.36,2432,39.0,-1.6,10101000,209.69,2368,25.1,3.09,316.2,210.02,-2.3,1.48, , 
,211.41,1568,39.0,0.0,10111110,210.71,2432,23.5,3.09,295.8,211.06,0.0,1.72, , 
,212.37,1184,39.0,0.0,10111110,211.73,1024,32.5,6.18,397.8,212.03,0.0,2.46, , 
,213.31,928,39.0,0.0,10111110,212.67,1088,28.2,5.15,357.0,213.00,0.0,0.78, , 
,214.27,928,39.0,-7.8,10111110,213.62,960,32.5,5.15,418.2,213.95,-5.5,1.02, , 
,215.22,864,39.0,-11.7,10111110,214.58,928,32.5,5.15,418.2,214.89,-10.9,1.25, , 
,216.15,864,39.0,-11.7,10111110,215.54,896,34.1,4.12,438.6,215.85,-12.1,1.48, , 
,217.06,864,39.0,-10.2,10111110,216.45,864,34.1,4.12,438.6,216.77,-10.5,1.52, , 
,217.98,864,39.0,-8.2,10111110,217.37,896,34.1,4.12,438.6,217.67,-9.0,1.52, , 
,218.90,736,39.0,-5.9,10101010,218.30,864,34.1,4.12,438.6,218.60,-7.0,1.52, , 
,219.78,928,39.0,0.0,10101010,219.21,800,53.3,11.33,612.0,219.51,0.0,1.05, , 
,220.72,1088,39.0,0.0,10101010,220.07,1024,47.1,6.18,550.8,220.38,0.0,1.21, , 
,221.75,1216,40.5,-0.4,10101010,221.05,1120,41.2,6.18,499.8,221.43,1.2,1.48, , 
,222.74,1344,40.5,-0.8,10111110,222.09,1248,36.9,5.15,438.6,222.41,-0.4,1.45, , 
,223.75,1408,40.5,-4.7,10111110,223.07,1376,29.4,4.12,377.4,223.40,-3.1,1.33, , 
,224.78,1408,40.5,-3.9,10111110,224.07,1408,29.4,4.12,357.0,224.43,-4.7,1.41, , 
,225.78,1376,40.5,-1.6,10111110,225.12,1408,29.4,4.12,377.4,225.44,-2.0,1.52, , 
,226.74,1280,40.5,-0.8,10111110,226.09,1344,28.2,4.12,377.4,226.43,-1.6,1.48, , 
,227.71,1248,40.5,-1.2,10111110,227.07,1280,28.2,4.12,357.0,227.38,-0.4,1.45, , 
,228.66,1216,40.5,-0.8,10101010,228.03,1216,28.2,4.12,377.4,228.35,-0.8,1.45, , 
,229.64,1216,40.5,1.6,10101010,228.98,1216,29.4,4.12,377.4,229.28,0.4,1.48, , 
,230.62,1344,40.5,4.3,10101010,229.98,1248,34.1,5.15,418.2,230.30,3.1,1.52, , 
,231.70,1440,42.0,5.5,10101010,230.99,1376,38.4,6.18,459.0,231.34,4.3,1.45, , 
,232.82,1600,42.0,7.4,10101010,232.14,1472,44.3,6.18,499.8,232.47,8.6,1.48, , 
,233.93,1792,42.0,4.3,10101010,233.20,1664,48.6,8.24,550.8,233.55,7.4,1.33, , 
,235.04,1952,42.0,0.0,10101010,234.30,1856,38.4,5.15,438.6,234.66,0.0,1.33, , 
,236.06,2176,42.0,0.0,10101000,235.39,2048,53.3,8.24,571.2,235.73,0.0,1.48, , 
