Czwartek,27,Sierpień,2026,06:31:56:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'032
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obciążenie,Czas wtrysku,Ciśnienie rzecz.,,Lambda,Lambda, , 
,213.88,2592,49.5,-18.4,11101000,214.21,2560,29.4,2.06,357.0,213.53,0.0,-2.3, , 
,214.90,2560,49.5,-13.7,11101000,215.26,2528,23.5,2.06,316.2,214.54,0.0,-2.3, , 
,215.94,2560,49.5,-16.0,11101000,216.28,2528,25.1,2.06,316.2,215.60,0.0,-2.3, , 
,216.98,2528,49.5,-12.9,11101000,217.32,2528,25.1,2.06,316.2,216.64,0.0,-2.3, , 
,217.98,2528,49.5,-9.0,11101000,218.34,2528,26.7,2.06,336.6,217.65,0.0,-2.3, , 
,219.04,2592,49.5,-5.9,11101000,219.39,2560,31.0,2.06,357.0,218.68,0.0,-2.3, , 
,220.04,2592,51.0,8.2,11101000,220.39,2624,31.0,3.09,377.4,219.71,0.0,-2.3, , 
,221.07,2656,51.0,9.4,11101000,221.41,2656,29.4,3.09,357.0,220.74,0.0,-2.3, , 
,222.05,2592,51.0,0.0,11111100,222.42,1920,0.0,0.00,295.8,221.74,0.0,-2.3, , 
,223.07,1056,51.0,0.0,11111110,223.38,896,36.9,6.18,459.0,222.74,-1.6,0.0, , 
,223.98,800,51.0,0.0,11111110,224.29,800,40.0,6.18,499.8,223.67,-2.3,0.0, , 
,224.92,896,51.0,-6.3,11111110,225.24,928,36.9,4.12,479.4,224.60,-2.3,0.0, , 
,225.86,928,51.0,-27.3,11111110,226.17,896,35.3,3.09,438.6,225.54,-2.3,0.0, , 
,226.80,896,52.5,-29.7,11111110,227.11,864,36.9,3.09,459.0,226.49,-2.3,0.0, , 
,227.75,864,52.5,-26.6,11111110,228.07,896,36.9,3.09,459.0,227.42,-2.3,0.0, , 
,228.67,896,52.5,-21.9,11111110,228.99,896,36.9,3.09,459.0,228.38,-2.3,0.0, , 
,229.64,896,52.5,-19.5,11111110,229.96,928,35.3,3.09,459.0,229.31,-2.3,0.0, , 
,230.58,896,52.5,-18.0,11111110,230.89,896,35.3,3.09,459.0,230.26,-2.3,0.0, , 
,231.51,896,52.5,-16.4,11111110,231.82,896,34.1,3.09,438.6,231.21,-2.3,0.0, , 
,232.45,896,52.5,-14.8,11111110,232.78,896,34.1,3.09,438.6,232.13,-2.3,0.0, , 
,233.41,864,52.5,-14.1,11111110,233.72,896,34.1,3.09,438.6,233.10,-2.3,0.0, , 
,234.38,896,52.5,-12.9,11111110,234.70,896,34.1,3.09,438.6,234.04,-2.3,0.0, , 
,235.34,864,52.5,-12.1,11111110,235.64,896,34.1,3.09,438.6,235.02,-2.3,0.0, , 
,236.28,896,54.0,-10.9,11111110,236.59,896,34.1,3.09,438.6,235.97,-2.3,0.0, , 
