Niedziela,16,Sierpień,2026,11:48:57:00009-VCID:1C3761778CABCE7337-5178,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'033
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obciążenie,Czas wtrysku,Ciśnienie rzecz.,,Lambda,Napięcie, , 
,137.93,896,43.5,2.0,10111110,138.23,896,36.9,5.15,459.0,138.54,2.0,1.45, , 
,138.88,896,43.5,2.0,10111110,139.18,896,36.9,5.15,459.0,139.47,2.0,1.45, , 
,139.80,896,43.5,1.6,10111110,140.10,896,36.9,5.15,459.0,140.42,2.0,1.48, , 
,140.72,896,43.5,2.0,10111110,141.04,896,35.3,5.15,459.0,141.37,2.0,1.45, , 
,141.67,896,43.5,2.0,10111110,141.97,896,36.9,5.15,459.0,142.28,2.0,1.48, , 
,142.60,896,43.5,2.0,10111110,142.92,896,35.3,5.15,459.0,143.21,2.0,1.45, , 
,143.52,896,43.5,1.6,10111110,143.86,896,35.3,5.15,459.0,144.16,1.2,1.45, , 
,144.47,896,43.5,1.2,10111110,144.79,896,35.3,5.15,438.6,145.11,0.8,1.45, , 
,145.42,896,43.5,0.8,10111110,145.74,896,35.3,5.15,438.6,146.06,0.8,1.45, , 
,146.36,896,43.5,0.8,10111110,146.66,896,34.1,5.15,438.6,146.98,0.8,1.45, , 
,147.29,896,45.0,0.4,10111110,147.59,896,34.1,4.12,438.6,147.89,0.4,1.45, , 
,148.20,896,45.0,0.0,10111110,148.50,896,34.1,5.15,438.6,148.84,0.0,1.45, , 
,149.16,896,45.0,0.0,10111110,149.48,896,34.1,5.15,438.6,149.79,0.0,1.48, , 
,150.11,896,45.0,0.0,10111110,150.42,896,35.3,5.15,438.6,150.71,0.4,1.48, , 
,151.03,896,45.0,0.8,10111110,151.35,896,34.1,5.15,438.6,151.67,0.8,1.45, , 
,151.98,896,45.0,0.8,10111110,152.27,896,34.1,5.15,438.6,152.60,0.8,1.45, , 
,152.92,896,45.0,0.4,10111110,153.23,864,34.1,5.15,438.6,153.54,0.4,1.45, , 
,153.85,896,45.0,0.4,10111110,154.15,896,34.1,5.15,438.6,154.45,0.0,1.48, , 
,154.76,896,45.0,0.0,10111110,155.06,896,34.1,4.12,438.6,155.37,-0.4,1.48, , 
,155.69,896,45.0,-0.4,10111110,156.00,896,34.1,4.12,438.6,156.32,0.0,1.48, , 
,156.63,864,46.5,0.0,10111110,156.95,896,34.1,4.12,438.6,157.26,0.0,1.48, , 
,157.59,864,46.5,0.0,10111110,157.88,864,34.1,4.12,438.6,158.18,0.0,1.48, , 
,158.48,896,46.5,0.0,10111110,158.78,896,34.1,4.12,438.6,159.08,0.0,1.48, , 
,159.41,896,46.5,0.0,10111110,159.73,896,32.5,4.12,438.6,160.03,-0.4,1.48, , 
,160.34,864,46.5,-0.4,10111110,160.64,864,34.1,4.12,438.6,160.94,-0.4,1.45, , 
,161.24,864,46.5,-0.8,10111110,161.53,832,34.1,5.15,459.0,161.85,-0.4,1.48, , 
,162.15,832,46.5,-0.8,10111110,162.45,832,34.1,5.15,438.6,162.78,-0.8,1.48, , 
,163.07,832,46.5,-0.8,10111110,163.38,832,34.1,4.12,438.6,163.69,-0.8,1.48, , 
,164.02,832,46.5,-0.8,10111110,164.32,832,34.1,5.15,438.6,164.60,-0.8,1.48, , 
,164.91,832,46.5,-0.8,10111110,165.21,832,34.1,5.15,438.6,165.52,-0.8,1.48, , 
,165.83,832,46.5,-0.8,10111110,166.13,832,34.1,5.15,438.6,166.45,-1.2,1.45, , 
,166.75,832,46.5,-1.2,10111110,167.05,832,34.1,4.12,438.6,167.36,-1.2,1.52, , 
,167.68,832,46.5,-1.2,10111110,167.99,832,34.1,4.12,438.6,168.31,-1.2,1.48, , 
,168.60,800,46.5,-1.2,10111110,168.90,832,34.1,4.12,438.6,169.21,-1.2,1.48, , 
,169.53,832,48.0,-1.2,10111110,169.83,832,34.1,4.12,438.6,170.14,-1.6,1.48, , 
,170.45,832,48.0,-1.6,10111110,170.75,832,34.1,4.12,438.6,171.06,-1.2,1.52, , 
,171.36,832,48.0,-1.2,10111110,171.66,832,34.1,4.12,438.6,171.97,-1.2,1.48, , 
,172.29,832,48.0,-1.2,10111110,172.60,832,34.1,4.12,438.6,172.91,-0.8,1.48, , 
,173.21,832,48.0,-0.8,10111110,173.53,832,34.1,4.12,438.6,173.85,-0.8,1.48, , 
,174.14,832,48.0,-0.8,10111110,174.44,832,34.1,4.12,438.6,174.75,-1.2,1.48, , 
,175.06,800,48.0,-1.2,10111110,175.36,832,32.5,4.12,438.6,175.67,-1.2,1.45, , 
,175.97,800,48.0,-1.6,10111110,176.29,832,34.1,4.12,438.6,176.61,-1.6,1.48, , 
,176.92,832,48.0,-1.2,10111110,177.22,832,34.1,4.12,438.6,177.53,-0.8,1.48, , 
,177.82,800,48.0,-0.4,10111110,178.12,832,34.1,5.15,438.6,178.43,-0.4,1.45, , 
,178.73,832,48.0,-0.4,10111110,179.03,832,34.1,4.12,438.6,179.33,-0.4,1.45, , 
,179.62,832,48.0,-0.4,10111110,179.91,832,34.1,4.12,438.6,180.22,-0.4,1.48, , 
,180.54,800,48.0,0.0,10111110,180.85,800,34.1,4.12,438.6,181.15,0.0,1.45, , 
,181.44,832,49.5,0.0,10111110,181.74,832,34.1,4.12,438.6,182.05,-0.4,1.48, , 
,182.35,832,49.5,-0.4,10111110,182.66,832,34.1,4.12,438.6,182.96,0.0,1.45, , 
,183.26,832,49.5,0.0,10111110,183.57,832,34.1,4.12,438.6,183.87,0.0,1.48, , 
,184.18,832,49.5,0.0,10111110,184.49,832,34.1,4.12,438.6,184.80,0.0,1.45, , 
,185.10,832,49.5,0.0,10111110,185.41,832,32.5,4.12,438.6,185.73,0.0,1.45, , 
,186.03,832,49.5,0.0,10111110,186.33,832,34.1,4.12,438.6,186.65,-0.8,1.41, , 
,186.96,832,49.5,-0.8,10111110,187.26,832,34.1,4.12,438.6,187.55,-1.2,1.45, , 
,187.85,800,49.5,-1.2,10111110,188.16,832,34.1,4.12,438.6,188.47,-0.8,1.48, , 
,188.78,832,49.5,-0.8,10111110,189.10,832,34.1,4.12,438.6,189.40,-0.8,1.45, , 
,189.71,832,49.5,-0.8,10111110,190.02,832,34.1,4.12,438.6,190.32,-0.8,1.45, , 
,190.62,768,49.5,-0.4,10111110,190.91,800,35.3,4.12,459.0,191.22,-0.4,1.48, , 
,191.54,800,49.5,-0.8,10111110,191.83,800,35.3,4.12,459.0,192.12,-0.8,1.48, , 
,192.41,832,49.5,-0.8,10111110,192.72,832,34.1,5.15,459.0,193.02,-0.8,1.48, , 
,193.33,832,49.5,-0.8,10111110,193.62,832,35.3,5.15,459.0,193.92,-0.8,1.52, , 
,194.24,832,49.5,-0.4,10111110,194.56,832,35.3,5.15,459.0,194.85,-0.4,1.48, , 
,195.17,832,49.5,-0.4,10111110,195.48,832,35.3,5.15,459.0,195.78,-0.4,1.48, , 
,196.09,832,51.0,0.0,10111110,196.39,832,35.3,5.15,459.0,196.68,-0.4,1.48, , 
,196.97,832,51.0,-0.4,10111110,197.29,800,35.3,5.15,459.0,197.58,-0.4,1.48, , 
,197.87,800,51.0,-0.4,10111110,198.17,832,35.3,5.15,459.0,198.47,-0.4,1.48, , 
,198.76,800,51.0,-0.4,10111110,199.08,832,35.3,5.15,459.0,199.39,0.0,1.48, , 
,199.70,832,51.0,-0.4,10111110,200.00,832,35.3,5.15,459.0,200.33,-0.4,1.48, , 
,200.62,832,51.0,-0.4,10111110,200.93,832,34.1,4.12,459.0,201.24,-0.8,1.45, , 
,201.55,800,51.0,-1.2,10111110,201.84,832,34.1,4.12,438.6,202.14,-1.6,1.45, , 
,202.44,832,51.0,-1.6,10111110,202.74,832,34.1,4.12,438.6,203.04,-2.0,1.48, , 
,203.34,832,51.0,-2.0,10111110,203.64,800,34.1,4.12,438.6,203.94,-2.0,1.48, , 
,204.25,832,51.0,-2.0,10111110,204.55,800,34.1,4.12,438.6,204.86,-2.0,1.48, , 
,205.15,832,51.0,-2.0,10111110,205.46,832,34.1,4.12,438.6,205.77,-2.0,1.48, , 
,206.08,832,51.0,-2.0,10111110,206.38,800,34.1,4.12,438.6,206.66,-1.6,1.48, , 
,206.96,800,51.0,-1.6,10111110,207.27,800,34.1,4.12,459.0,207.58,-1.2,1.48, , 
,207.90,832,52.5,-1.2,10111110,208.18,832,34.1,4.12,438.6,208.47,-1.2,1.48, , 
,208.79,800,52.5,-1.2,10111110,209.08,832,34.1,4.12,438.6,209.39,-1.6,1.48, , 
,209.69,832,52.5,-1.6,10111110,210.01,832,34.1,4.12,438.6,210.31,-1.6,1.48, , 
,210.60,832,52.5,-1.6,10111110,210.91,800,34.1,4.12,459.0,211.21,-2.0,1.48, , 
,211.52,832,52.5,-2.0,10111110,211.82,800,34.1,4.12,438.6,212.13,-2.0,1.48, , 
